效果ID	描述（策划看）	表名(1skill,2skillAction,3skillEffect,4skillHurt)	字段名	数据ID	改变方式（1加减，2替换）	参数类型	参数1(字符串)	参数2(字符串数组)	参数3(布尔值)	参数4(数值)	参数5(数值数组)	帧事件触发（skillAction表中动作连招字段）
1061038	真那-普攻-攻速-3级	2	actionSpeed	6004	1	4				900		
1061039	真那-普攻-攻速-3级	2	actionSpeed	6005	1	4				900		
1061040	真那-普攻-攻速-4级	2	actionSpeed	6001	1	4				1200		
1061041	真那-普攻-攻速-4级	2	actionSpeed	6002	1	4				1200		
1061042	真那-普攻-攻速-4级	2	actionSpeed	6003	1	4				1200		
1061043	真那-普攻-攻速-4级	2	actionSpeed	6004	1	4				1200		
1061044	真那-普攻-攻速-4级	2	actionSpeed	6005	1	4				1200		
1061045	真那-普攻-普攻伤-1级	4	hurtScale	6910	1	4				0.05		
1061046	真那-普攻-普攻伤-1级	4	hurtScale	6920	1	4				0.05		
1061047	真那-普攻-普攻伤-1级	4	hurtScale	6921	1	4				0.05		
1061048	真那-普攻-普攻伤-1级	4	hurtScale	6930	1	4				0.05		
1061049	真那-普攻-普攻伤-1级	4	hurtScale	6931	1	4				0.05		
1061050	真那-普攻-普攻伤-1级	4	hurtScale	6940	1	4				0.05		
1061051	真那-普攻-普攻伤-1级	4	hurtScale	6941	1	4				0.05		
1061052	真那-普攻-普攻伤-1级	4	hurtScale	6950	1	4				0.05		
1061053	真那-普攻-普攻伤-2级	4	hurtScale	6910	1	4				0.1		
1061054	真那-普攻-普攻伤-2级	4	hurtScale	6920	1	4				0.1		
1061055	真那-普攻-普攻伤-2级	4	hurtScale	6921	1	4				0.1		
1061056	真那-普攻-普攻伤-2级	4	hurtScale	6930	1	4				0.1		
1061057	真那-普攻-普攻伤-2级	4	hurtScale	6931	1	4				0.1		
1061058	真那-普攻-普攻伤-2级	4	hurtScale	6940	1	4				0.1		
1061059	真那-普攻-普攻伤-2级	4	hurtScale	6941	1	4				0.1		
1061060	真那-普攻-普攻伤-2级	4	hurtScale	6950	1	4				0.1		
1061061	真那-普攻-普攻伤-3级	4	hurtScale	6910	1	4				0.15		
1061062	真那-普攻-普攻伤-3级	4	hurtScale	6920	1	4				0.15		
1061063	真那-普攻-普攻伤-3级	4	hurtScale	6921	1	4				0.15		
1061064	真那-普攻-普攻伤-3级	4	hurtScale	6930	1	4				0.15		
1061065	真那-普攻-普攻伤-3级	4	hurtScale	6931	1	4				0.15		
1061066	真那-普攻-普攻伤-3级	4	hurtScale	6940	1	4				0.15		
1061067	真那-普攻-普攻伤-3级	4	hurtScale	6941	1	4				0.15		
1061068	真那-普攻-普攻伤-3级	4	hurtScale	6950	1	4				0.15		
1061069	真那-普攻-普攻伤-4级	4	hurtScale	6910	1	4				0.2		
1061070	真那-普攻-普攻伤-4级	4	hurtScale	6920	1	4				0.2		
1061071	真那-普攻-普攻伤-4级	4	hurtScale	6921	1	4				0.2		
1061072	真那-普攻-普攻伤-4级	4	hurtScale	6930	1	4				0.2		
1061073	真那-普攻-普攻伤-4级	4	hurtScale	6931	1	4				0.2		
1061074	真那-普攻-普攻伤-4级	4	hurtScale	6940	1	4				0.2		
1061075	真那-普攻-普攻伤-4级	4	hurtScale	6941	1	4				0.2		
1061076	真那-普攻-普攻伤-4级	4	hurtScale	6950	1	4				0.2		
1061077	真那-普攻-精英伤-1级	4	hurtValue655	6910	1	4				400		
1061078	真那-普攻-精英伤-1级	4	hurtValue655	6920	1	4				400		
1061079	真那-普攻-精英伤-1级	4	hurtValue655	6921	1	4				400		
1061080	真那-普攻-精英伤-1级	4	hurtValue655	6930	1	4				400		
1061081	真那-普攻-精英伤-1级	4	hurtValue655	6931	1	4				400		
1061082	真那-普攻-精英伤-1级	4	hurtValue655	6940	1	4				400		
1061083	真那-普攻-精英伤-1级	4	hurtValue655	6941	1	4				400		
1061084	真那-普攻-精英伤-1级	4	hurtValue655	6950	1	4				400		
1061085	真那-普攻-精英伤-2级	4	hurtValue655	6910	1	4				800		
1061086	真那-普攻-精英伤-2级	4	hurtValue655	6920	1	4				800		
1061087	真那-普攻-精英伤-2级	4	hurtValue655	6921	1	4				800		
1061088	真那-普攻-精英伤-2级	4	hurtValue655	6930	1	4				800		
1061089	真那-普攻-精英伤-2级	4	hurtValue655	6931	1	4				800		
1061090	真那-普攻-精英伤-2级	4	hurtValue655	6940	1	4				800		
1061091	真那-普攻-精英伤-2级	4	hurtValue655	6941	1	4				800		
1061092	真那-普攻-精英伤-2级	4	hurtValue655	6950	1	4				800		
1061093	真那-普攻-精英伤-3级	4	hurtValue655	6910	1	4				1200		
1061094	真那-普攻-精英伤-3级	4	hurtValue655	6920	1	4				1200		
1061095	真那-普攻-精英伤-3级	4	hurtValue655	6921	1	4				1200		
1061096	真那-普攻-精英伤-3级	4	hurtValue655	6930	1	4				1200		
1061097	真那-普攻-精英伤-3级	4	hurtValue655	6931	1	4				1200		
1061098	真那-普攻-精英伤-3级	4	hurtValue655	6940	1	4				1200		
1061099	真那-普攻-精英伤-3级	4	hurtValue655	6941	1	4				1200		
1061100	真那-普攻-精英伤-3级	4	hurtValue655	6950	1	4				1200		
1061101	真那-普攻-穿透率-1级	4	hurtValue503	6910	1	4				300		
1061102	真那-普攻-穿透率-1级	4	hurtValue503	6920	1	4				300		
1061103	真那-普攻-穿透率-1级	4	hurtValue503	6921	1	4				300		
1061104	真那-普攻-穿透率-1级	4	hurtValue503	6930	1	4				300		
1061105	真那-普攻-穿透率-1级	4	hurtValue503	6931	1	4				300		
1061106	真那-普攻-穿透率-1级	4	hurtValue503	6940	1	4				300		
1061107	真那-普攻-穿透率-1级	4	hurtValue503	6941	1	4				300		
1061108	真那-普攻-穿透率-1级	4	hurtValue503	6950	1	4				300		
1061109	真那-普攻-穿透率-2级	4	hurtValue503	6910	1	4				500		
1061110	真那-普攻-穿透率-2级	4	hurtValue503	6920	1	4				500		
1061111	真那-普攻-穿透率-2级	4	hurtValue503	6921	1	4				500		
1061112	真那-普攻-穿透率-2级	4	hurtValue503	6930	1	4				500		
1061113	真那-普攻-穿透率-2级	4	hurtValue503	6931	1	4				500		
1061114	真那-普攻-穿透率-2级	4	hurtValue503	6940	1	4				500		
1061115	真那-普攻-穿透率-2级	4	hurtValue503	6941	1	4				500		
1061116	真那-普攻-穿透率-2级	4	hurtValue503	6950	1	4				500		
1061117	真那-普攻-穿透率-3级	4	hurtValue503	6910	1	4				700		
1061118	真那-普攻-穿透率-3级	4	hurtValue503	6920	1	4				700		
1061119	真那-普攻-穿透率-3级	4	hurtValue503	6921	1	4				700		
1061120	真那-普攻-穿透率-3级	4	hurtValue503	6930	1	4				700		
1061121	真那-普攻-穿透率-3级	4	hurtValue503	6931	1	4				700		
1061122	真那-普攻-穿透率-3级	4	hurtValue503	6940	1	4				700		
1061123	真那-普攻-穿透率-3级	4	hurtValue503	6941	1	4				700		
1061124	真那-普攻-穿透率-3级	4	hurtValue503	6950	1	4				700		
1061125	真那-普攻-穿透率-4级	4	hurtValue503	6910	1	4				1000		
1061126	真那-普攻-穿透率-4级	4	hurtValue503	6920	1	4				1000		
1061127	真那-普攻-穿透率-4级	4	hurtValue503	6921	1	4				1000		
1061128	真那-普攻-穿透率-4级	4	hurtValue503	6930	1	4				1000		
1061129	真那-普攻-穿透率-4级	4	hurtValue503	6931	1	4				1000		
1061130	真那-普攻-穿透率-4级	4	hurtValue503	6940	1	4				1000		
1061131	真那-普攻-穿透率-4级	4	hurtValue503	6941	1	4				1000		
1061132	真那-普攻-穿透率-4级	4	hurtValue503	6950	1	4				1000		
1061801	真那-技能效果-普攻-1级	2	frameEvents	6003	2	6						next1_down_6004
1061802	真那-技能效果-普攻-2级	2	frameEvents	6004	2	6						next1_down_6005
1061803	真那-技能效果-普攻-3级-召唤残影	3	triggerEffectsOdds	60010	1	4				1500		
1061804	真那-技能效果-普攻-3级-召唤残影	3	triggerEffectsOdds	60020	1	4				1500		
1061805	真那-技能效果-普攻-3级-召唤残影	3	triggerEffectsOdds	60030	1	4				1500		
1061806	真那-技能效果-普攻-3级-召唤残影	3	triggerEffectsOdds	60040	1	4				1500		
1061807	真那-技能效果-普攻-3级-召唤残影	3	triggerEffectsOdds	60050	1	4				1500		
1062001	真那-技能1-CDR-1级	1	cd	100620	1	4				-500		
1062002	真那-技能1-CDR-2级	1	cd	100620	1	4				-1000		
1062003	真那-技能1-CDR-3级	1	cd	100620	1	4				-1500		
1062004	真那-技能1-暴击伤害-1级	4	hurtValue509	6201	1	4				1000		
1062005	真那-技能1-暴击伤害-1级	4	hurtValue509	6202	1	4				1000		
1062006	真那-技能1-暴击伤害-1级	4	hurtValue509	6203	1	4				1000		
1062007	真那-技能1-暴击伤害-1级	4	hurtValue509	6204	1	4				1000		
1062008	真那-技能1-暴击伤害-1级	4	hurtValue509	6205	1	4				1000		
1062009	真那-技能1-暴击伤害-1级	4	hurtValue509	6211	1	4				1000		
1062010	真那-技能1-暴击伤害-1级	4	hurtValue509	6212	1	4				1000		
1062011	真那-技能1-暴击伤害-1级	4	hurtValue509	6213	1	4				1000		
1062012	真那-技能1-暴击伤害-1级	4	hurtValue509	6214	1	4				1000		
1062013	真那-技能1-暴击伤害-1级	4	hurtValue509	6215	1	4				1000		
1062014	真那-技能1-暴击伤害-1级	4	hurtValue509	6220	1	4				1000		
1062015	真那-技能1-暴击伤害-1级	4	hurtValue509	6231	1	4				1000		
1062016	真那-技能1-暴击伤害-1级	4	hurtValue509	6232	1	4				1000		
1062017	真那-技能1-暴击伤害-1级	4	hurtValue509	6233	1	4				1000		
1062018	真那-技能1-暴击伤害-1级	4	hurtValue509	6234	1	4				1000		
1062019	真那-技能1-暴击伤害-1级	4	hurtValue509	6235	1	4				1000		
1062020	真那-技能1-暴击伤害-1级	4	hurtValue509	6240	1	4				1000		
1062021	真那-技能1-暴击伤害-1级	4	hurtValue509	6250	1	4				1000		
1062022	真那-技能1-暴击伤害-1级	4	hurtValue509	6261	1	4				1000		
1062023	真那-技能1-暴击伤害-1级	4	hurtValue509	6262	1	4				1000		
1062024	真那-技能1-暴击伤害-1级	4	hurtValue509	6263	1	4				1000		
1062025	真那-技能1-暴击伤害-1级	4	hurtValue509	6264	1	4				1000		
1062026	真那-技能1-暴击伤害-1级	4	hurtValue509	6265	1	4				1000		
1062027	真那-技能1-暴击伤害-1级	4	hurtValue509	6270	1	4				1000		
1062028	真那-技能1-暴击伤害-1级	4	hurtValue509	6280	1	4				1000		
1062029	真那-技能1-暴击伤害-2级	4	hurtValue509	6201	1	4				1500		
1062030	真那-技能1-暴击伤害-2级	4	hurtValue509	6202	1	4				1500		
1062031	真那-技能1-暴击伤害-2级	4	hurtValue509	6203	1	4				1500		
1062032	真那-技能1-暴击伤害-2级	4	hurtValue509	6204	1	4				1500		
1062033	真那-技能1-暴击伤害-2级	4	hurtValue509	6205	1	4				1500		
1062034	真那-技能1-暴击伤害-2级	4	hurtValue509	6211	1	4				1500		
1062035	真那-技能1-暴击伤害-2级	4	hurtValue509	6212	1	4				1500		
1062036	真那-技能1-暴击伤害-2级	4	hurtValue509	6213	1	4				1500		
1062037	真那-技能1-暴击伤害-2级	4	hurtValue509	6214	1	4				1500		
1062038	真那-技能1-暴击伤害-2级	4	hurtValue509	6215	1	4				1500		
1062039	真那-技能1-暴击伤害-2级	4	hurtValue509	6220	1	4				1500		
1062040	真那-技能1-暴击伤害-2级	4	hurtValue509	6231	1	4				1500		
1062041	真那-技能1-暴击伤害-2级	4	hurtValue509	6232	1	4				1500		
1062042	真那-技能1-暴击伤害-2级	4	hurtValue509	6233	1	4				1500		
1062043	真那-技能1-暴击伤害-2级	4	hurtValue509	6234	1	4				1500		
1062044	真那-技能1-暴击伤害-2级	4	hurtValue509	6235	1	4				1500		
1062045	真那-技能1-暴击伤害-2级	4	hurtValue509	6240	1	4				1500		
1062046	真那-技能1-暴击伤害-2级	4	hurtValue509	6250	1	4				1500		
1062047	真那-技能1-暴击伤害-2级	4	hurtValue509	6261	1	4				1500		
1062048	真那-技能1-暴击伤害-2级	4	hurtValue509	6262	1	4				1500		
1062049	真那-技能1-暴击伤害-2级	4	hurtValue509	6263	1	4				1500		
1062050	真那-技能1-暴击伤害-2级	4	hurtValue509	6264	1	4				1500		
1062051	真那-技能1-暴击伤害-2级	4	hurtValue509	6265	1	4				1500		
1062052	真那-技能1-暴击伤害-2级	4	hurtValue509	6270	1	4				1500		
1062053	真那-技能1-暴击伤害-2级	4	hurtValue509	6280	1	4				1500		
1062054	真那-技能1-暴击伤害-3级	4	hurtValue509	6201	1	4				2000		
1062055	真那-技能1-暴击伤害-3级	4	hurtValue509	6202	1	4				2000		
1062056	真那-技能1-暴击伤害-3级	4	hurtValue509	6203	1	4				2000		
1062057	真那-技能1-暴击伤害-3级	4	hurtValue509	6204	1	4				2000		
1062058	真那-技能1-暴击伤害-3级	4	hurtValue509	6205	1	4				2000		
1062059	真那-技能1-暴击伤害-3级	4	hurtValue509	6211	1	4				2000		
1062060	真那-技能1-暴击伤害-3级	4	hurtValue509	6212	1	4				2000		
1062061	真那-技能1-暴击伤害-3级	4	hurtValue509	6213	1	4				2000		
1062062	真那-技能1-暴击伤害-3级	4	hurtValue509	6214	1	4				2000		
1062063	真那-技能1-暴击伤害-3级	4	hurtValue509	6215	1	4				2000		
1062064	真那-技能1-暴击伤害-3级	4	hurtValue509	6220	1	4				2000		
1062065	真那-技能1-暴击伤害-3级	4	hurtValue509	6231	1	4				2000		
1062066	真那-技能1-暴击伤害-3级	4	hurtValue509	6232	1	4				2000		
1062067	真那-技能1-暴击伤害-3级	4	hurtValue509	6233	1	4				2000		
1062068	真那-技能1-暴击伤害-3级	4	hurtValue509	6234	1	4				2000		
1062069	真那-技能1-暴击伤害-3级	4	hurtValue509	6235	1	4				2000		
1062070	真那-技能1-暴击伤害-3级	4	hurtValue509	6240	1	4				2000		
1062071	真那-技能1-暴击伤害-3级	4	hurtValue509	6250	1	4				2000		
1062072	真那-技能1-暴击伤害-3级	4	hurtValue509	6261	1	4				2000		
1062073	真那-技能1-暴击伤害-3级	4	hurtValue509	6262	1	4				2000		
1062074	真那-技能1-暴击伤害-3级	4	hurtValue509	6263	1	4				2000		
1062075	真那-技能1-暴击伤害-3级	4	hurtValue509	6264	1	4				2000		
1062076	真那-技能1-暴击伤害-3级	4	hurtValue509	6265	1	4				2000		
1062077	真那-技能1-暴击伤害-3级	4	hurtValue509	6270	1	4				2000		
1062078	真那-技能1-暴击伤害-3级	4	hurtValue509	6280	1	4				2000		
1062079	真那-技能1-暴击伤害-4级	4	hurtValue509	6201	1	4				2500		
1062080	真那-技能1-暴击伤害-4级	4	hurtValue509	6202	1	4				2500		
1062081	真那-技能1-暴击伤害-4级	4	hurtValue509	6203	1	4				2500		
1062082	真那-技能1-暴击伤害-4级	4	hurtValue509	6204	1	4				2500		
1062083	真那-技能1-暴击伤害-4级	4	hurtValue509	6205	1	4				2500		
1062084	真那-技能1-暴击伤害-4级	4	hurtValue509	6211	1	4				2500		
1062085	真那-技能1-暴击伤害-4级	4	hurtValue509	6212	1	4				2500		
1062086	真那-技能1-暴击伤害-4级	4	hurtValue509	6213	1	4				2500		
1062087	真那-技能1-暴击伤害-4级	4	hurtValue509	6214	1	4				2500		
1062088	真那-技能1-暴击伤害-4级	4	hurtValue509	6215	1	4				2500		
1062089	真那-技能1-暴击伤害-4级	4	hurtValue509	6220	1	4				2500		
1062090	真那-技能1-暴击伤害-4级	4	hurtValue509	6231	1	4				2500		
1062091	真那-技能1-暴击伤害-4级	4	hurtValue509	6232	1	4				2500		
1062092	真那-技能1-暴击伤害-4级	4	hurtValue509	6233	1	4				2500		
1062093	真那-技能1-暴击伤害-4级	4	hurtValue509	6234	1	4				2500		
1062094	真那-技能1-暴击伤害-4级	4	hurtValue509	6235	1	4				2500		
1062095	真那-技能1-暴击伤害-4级	4	hurtValue509	6240	1	4				2500		
1062096	真那-技能1-暴击伤害-4级	4	hurtValue509	6250	1	4				2500		
1062097	真那-技能1-暴击伤害-4级	4	hurtValue509	6261	1	4				2500		
1062098	真那-技能1-暴击伤害-4级	4	hurtValue509	6262	1	4				2500		
1062099	真那-技能1-暴击伤害-4级	4	hurtValue509	6263	1	4				2500		
1062100	真那-技能1-暴击伤害-4级	4	hurtValue509	6264	1	4				2500		
1062101	真那-技能1-暴击伤害-4级	4	hurtValue509	6265	1	4				2500		
1062102	真那-技能1-暴击伤害-4级	4	hurtValue509	6270	1	4				2500		
1062103	真那-技能1-暴击伤害-4级	4	hurtValue509	6280	1	4				2500		
1062104	真那-技能1-精英伤-1级	4	hurtValue655	6201	1	4				400		
1062105	真那-技能1-精英伤-1级	4	hurtValue655	6202	1	4				400		
1062106	真那-技能1-精英伤-1级	4	hurtValue655	6203	1	4				400		
1062107	真那-技能1-精英伤-1级	4	hurtValue655	6204	1	4				400		
1062108	真那-技能1-精英伤-1级	4	hurtValue655	6205	1	4				400		
1062109	真那-技能1-精英伤-1级	4	hurtValue655	6211	1	4				400		
1062110	真那-技能1-精英伤-1级	4	hurtValue655	6212	1	4				400		
1062111	真那-技能1-精英伤-1级	4	hurtValue655	6213	1	4				400		
1062112	真那-技能1-精英伤-1级	4	hurtValue655	6214	1	4				400		
1062113	真那-技能1-精英伤-1级	4	hurtValue655	6215	1	4				400		
1062114	真那-技能1-精英伤-1级	4	hurtValue655	6220	1	4				400		
1062115	真那-技能1-精英伤-1级	4	hurtValue655	6231	1	4				400		
1062116	真那-技能1-精英伤-1级	4	hurtValue655	6232	1	4				400		
1062117	真那-技能1-精英伤-1级	4	hurtValue655	6233	1	4				400		
1062118	真那-技能1-精英伤-1级	4	hurtValue655	6234	1	4				400		
1062119	真那-技能1-精英伤-1级	4	hurtValue655	6235	1	4				400		
1062120	真那-技能1-精英伤-1级	4	hurtValue655	6240	1	4				400		
1062121	真那-技能1-精英伤-1级	4	hurtValue655	6250	1	4				400		
1062122	真那-技能1-精英伤-1级	4	hurtValue655	6261	1	4				400		
1062123	真那-技能1-精英伤-1级	4	hurtValue655	6262	1	4				400		
1062124	真那-技能1-精英伤-1级	4	hurtValue655	6263	1	4				400		
1062125	真那-技能1-精英伤-1级	4	hurtValue655	6264	1	4				400		
1062126	真那-技能1-精英伤-1级	4	hurtValue655	6265	1	4				400		
1062127	真那-技能1-精英伤-1级	4	hurtValue655	6270	1	4				400		
1062128	真那-技能1-精英伤-1级	4	hurtValue655	6280	1	4				400		
1062129	真那-技能1-精英伤-2级	4	hurtValue655	6201	1	4				800		
1062130	真那-技能1-精英伤-2级	4	hurtValue655	6202	1	4				800		
1062131	真那-技能1-精英伤-2级	4	hurtValue655	6203	1	4				800		
1062132	真那-技能1-精英伤-2级	4	hurtValue655	6204	1	4				800		
1062133	真那-技能1-精英伤-2级	4	hurtValue655	6205	1	4				800		
1062134	真那-技能1-精英伤-2级	4	hurtValue655	6211	1	4				800		
1062135	真那-技能1-精英伤-2级	4	hurtValue655	6212	1	4				800		
1062136	真那-技能1-精英伤-2级	4	hurtValue655	6213	1	4				800		
1062137	真那-技能1-精英伤-2级	4	hurtValue655	6214	1	4				800		
1062138	真那-技能1-精英伤-2级	4	hurtValue655	6215	1	4				800		
1062139	真那-技能1-精英伤-2级	4	hurtValue655	6220	1	4				800		
1062140	真那-技能1-精英伤-2级	4	hurtValue655	6231	1	4				800		
1062141	真那-技能1-精英伤-2级	4	hurtValue655	6232	1	4				800		
1062142	真那-技能1-精英伤-2级	4	hurtValue655	6233	1	4				800		
1062143	真那-技能1-精英伤-2级	4	hurtValue655	6234	1	4				800		
1062144	真那-技能1-精英伤-2级	4	hurtValue655	6235	1	4				800		
1062145	真那-技能1-精英伤-2级	4	hurtValue655	6240	1	4				800		
1062146	真那-技能1-精英伤-2级	4	hurtValue655	6250	1	4				800		
1062147	真那-技能1-精英伤-2级	4	hurtValue655	6261	1	4				800		
1062148	真那-技能1-精英伤-2级	4	hurtValue655	6262	1	4				800		
1062149	真那-技能1-精英伤-2级	4	hurtValue655	6263	1	4				800		
1062150	真那-技能1-精英伤-2级	4	hurtValue655	6264	1	4				800		
1062151	真那-技能1-精英伤-2级	4	hurtValue655	6265	1	4				800		
1062152	真那-技能1-精英伤-2级	4	hurtValue655	6270	1	4				800		
1062153	真那-技能1-精英伤-2级	4	hurtValue655	6280	1	4				800		
1062154	真那-技能1-精英伤-3级	4	hurtValue655	6201	1	4				1200		
1062155	真那-技能1-精英伤-3级	4	hurtValue655	6202	1	4				1200		
1062156	真那-技能1-精英伤-3级	4	hurtValue655	6203	1	4				1200		
1062157	真那-技能1-精英伤-3级	4	hurtValue655	6204	1	4				1200		
1062158	真那-技能1-精英伤-3级	4	hurtValue655	6205	1	4				1200		
1062159	真那-技能1-精英伤-3级	4	hurtValue655	6211	1	4				1200		
1062160	真那-技能1-精英伤-3级	4	hurtValue655	6212	1	4				1200		
1062161	真那-技能1-精英伤-3级	4	hurtValue655	6213	1	4				1200		
1062162	真那-技能1-精英伤-3级	4	hurtValue655	6214	1	4				1200		
1062163	真那-技能1-精英伤-3级	4	hurtValue655	6215	1	4				1200		
1062164	真那-技能1-精英伤-3级	4	hurtValue655	6220	1	4				1200		
1062165	真那-技能1-精英伤-3级	4	hurtValue655	6231	1	4				1200		
1062166	真那-技能1-精英伤-3级	4	hurtValue655	6232	1	4				1200		
1062167	真那-技能1-精英伤-3级	4	hurtValue655	6233	1	4				1200		
1062168	真那-技能1-精英伤-3级	4	hurtValue655	6234	1	4				1200		
1062169	真那-技能1-精英伤-3级	4	hurtValue655	6235	1	4				1200		
1062170	真那-技能1-精英伤-3级	4	hurtValue655	6240	1	4				1200		
1062171	真那-技能1-精英伤-3级	4	hurtValue655	6250	1	4				1200		
1062172	真那-技能1-精英伤-3级	4	hurtValue655	6261	1	4				1200		
1062173	真那-技能1-精英伤-3级	4	hurtValue655	6262	1	4				1200		
1062174	真那-技能1-精英伤-3级	4	hurtValue655	6263	1	4				1200		
1062175	真那-技能1-精英伤-3级	4	hurtValue655	6264	1	4				1200		
1062176	真那-技能1-精英伤-3级	4	hurtValue655	6265	1	4				1200		
1062177	真那-技能1-精英伤-3级	4	hurtValue655	6270	1	4				1200		
1062178	真那-技能1-精英伤-3级	4	hurtValue655	6280	1	4				1200		
1062179	真那-技能1-命中率-1级	4	hurtValue505	6201	1	4				500		
1062180	真那-技能1-命中率-1级	4	hurtValue505	6202	1	4				500		
1062181	真那-技能1-命中率-1级	4	hurtValue505	6203	1	4				500		
1062182	真那-技能1-命中率-1级	4	hurtValue505	6204	1	4				500		
1062183	真那-技能1-命中率-1级	4	hurtValue505	6205	1	4				500		
1062184	真那-技能1-命中率-1级	4	hurtValue505	6211	1	4				500		
1062185	真那-技能1-命中率-1级	4	hurtValue505	6212	1	4				500		
1062186	真那-技能1-命中率-1级	4	hurtValue505	6213	1	4				500		
1062187	真那-技能1-命中率-1级	4	hurtValue505	6214	1	4				500		
1062188	真那-技能1-命中率-1级	4	hurtValue505	6215	1	4				500		
1062189	真那-技能1-命中率-1级	4	hurtValue505	6220	1	4				500		
1062190	真那-技能1-命中率-1级	4	hurtValue505	6231	1	4				500		
1062191	真那-技能1-命中率-1级	4	hurtValue505	6232	1	4				500		
1062192	真那-技能1-命中率-1级	4	hurtValue505	6233	1	4				500		
1062193	真那-技能1-命中率-1级	4	hurtValue505	6234	1	4				500		
1062194	真那-技能1-命中率-1级	4	hurtValue505	6235	1	4				500		
1062195	真那-技能1-命中率-1级	4	hurtValue505	6240	1	4				500		
1062196	真那-技能1-命中率-1级	4	hurtValue505	6250	1	4				500		
1062197	真那-技能1-命中率-1级	4	hurtValue505	6261	1	4				500		
1062198	真那-技能1-命中率-1级	4	hurtValue505	6262	1	4				500		
1062199	真那-技能1-命中率-1级	4	hurtValue505	6263	1	4				500		
1062200	真那-技能1-命中率-1级	4	hurtValue505	6264	1	4				500		
1062201	真那-技能1-命中率-1级	4	hurtValue505	6265	1	4				500		
1062202	真那-技能1-命中率-1级	4	hurtValue505	6270	1	4				500		
1062203	真那-技能1-命中率-1级	4	hurtValue505	6280	1	4				500		
1062204	真那-技能1-暴击率-1级	4	hurtValue507	6201	1	4				200		
1062205	真那-技能1-暴击率-1级	4	hurtValue507	6202	1	4				200		
1062206	真那-技能1-暴击率-1级	4	hurtValue507	6203	1	4				200		
1062207	真那-技能1-暴击率-1级	4	hurtValue507	6204	1	4				200		
1062208	真那-技能1-暴击率-1级	4	hurtValue507	6205	1	4				200		
1062209	真那-技能1-暴击率-1级	4	hurtValue507	6211	1	4				200		
1062210	真那-技能1-暴击率-1级	4	hurtValue507	6212	1	4				200		
1062211	真那-技能1-暴击率-1级	4	hurtValue507	6213	1	4				200		
1062212	真那-技能1-暴击率-1级	4	hurtValue507	6214	1	4				200		
1062213	真那-技能1-暴击率-1级	4	hurtValue507	6215	1	4				200		
1062214	真那-技能1-暴击率-1级	4	hurtValue507	6220	1	4				200		
1062215	真那-技能1-暴击率-1级	4	hurtValue507	6231	1	4				200		
1062216	真那-技能1-暴击率-1级	4	hurtValue507	6232	1	4				200		
1062217	真那-技能1-暴击率-1级	4	hurtValue507	6233	1	4				200		
1062218	真那-技能1-暴击率-1级	4	hurtValue507	6234	1	4				200		
1062219	真那-技能1-暴击率-1级	4	hurtValue507	6235	1	4				200		
1062220	真那-技能1-暴击率-1级	4	hurtValue507	6240	1	4				200		
1062221	真那-技能1-暴击率-1级	4	hurtValue507	6250	1	4				200		
1062222	真那-技能1-暴击率-1级	4	hurtValue507	6261	1	4				200		
1062223	真那-技能1-暴击率-1级	4	hurtValue507	6262	1	4				200		
1062224	真那-技能1-暴击率-1级	4	hurtValue507	6263	1	4				200		
1062225	真那-技能1-暴击率-1级	4	hurtValue507	6264	1	4				200		
1062226	真那-技能1-暴击率-1级	4	hurtValue507	6265	1	4				200		
1062227	真那-技能1-暴击率-1级	4	hurtValue507	6270	1	4				200		
1062228	真那-技能1-暴击率-1级	4	hurtValue507	6280	1	4				200		
1062229	真那-技能1-命中率-2级	4	hurtValue505	6201	1	4				1000		
1062230	真那-技能1-命中率-2级	4	hurtValue505	6202	1	4				1000		
1062231	真那-技能1-命中率-2级	4	hurtValue505	6203	1	4				1000		
1062232	真那-技能1-命中率-2级	4	hurtValue505	6204	1	4				1000		
1062233	真那-技能1-命中率-2级	4	hurtValue505	6205	1	4				1000		
1062234	真那-技能1-命中率-2级	4	hurtValue505	6211	1	4				1000		
1062235	真那-技能1-命中率-2级	4	hurtValue505	6212	1	4				1000		
1062236	真那-技能1-命中率-2级	4	hurtValue505	6213	1	4				1000		
1062237	真那-技能1-命中率-2级	4	hurtValue505	6214	1	4				1000		
1062238	真那-技能1-命中率-2级	4	hurtValue505	6215	1	4				1000		
1062239	真那-技能1-命中率-2级	4	hurtValue505	6220	1	4				1000		
1062240	真那-技能1-命中率-2级	4	hurtValue505	6231	1	4				1000		
1062241	真那-技能1-命中率-2级	4	hurtValue505	6232	1	4				1000		
1062242	真那-技能1-命中率-2级	4	hurtValue505	6233	1	4				1000		
1062243	真那-技能1-命中率-2级	4	hurtValue505	6234	1	4				1000		
1062244	真那-技能1-命中率-2级	4	hurtValue505	6235	1	4				1000		
1062245	真那-技能1-命中率-2级	4	hurtValue505	6240	1	4				1000		
1062246	真那-技能1-命中率-2级	4	hurtValue505	6250	1	4				1000		
1062247	真那-技能1-命中率-2级	4	hurtValue505	6261	1	4				1000		
1062248	真那-技能1-命中率-2级	4	hurtValue505	6262	1	4				1000		
1062249	真那-技能1-命中率-2级	4	hurtValue505	6263	1	4				1000		
1062250	真那-技能1-命中率-2级	4	hurtValue505	6264	1	4				1000		
1062251	真那-技能1-命中率-2级	4	hurtValue505	6265	1	4				1000		
