ID	注释	18
10201085	折纸-天使技能名称	精确制导
10201086	折纸-天使技能名称	精确制导
10201087	折纸-天使技能名称	链式装填装置
10201088	折纸-天使技能名称	链式装填装置
10201089	折纸-天使技能名称	链式装填装置
10201090	折纸-天使技能名称	火线冲锋
10201091	折纸-天使技能名称	扩容弹仓
10201092	折纸-天使技能名称	扩容弹仓
10201093	折纸-天使技能名称	扩容弹仓
10201094	折纸-天使技能名称	魔力过载
10201095	折纸-天使技能名称	魔力过载
10201096	折纸-天使技能名称	魔力过载
10201097	折纸-天使技能名称	魔力过载
10201098	折纸-天使技能名称	质量加速
10201099	折纸-天使技能名称	强者之灾
10201100	折纸-天使技能名称	强者之灾
10201101	折纸-天使技能名称	强者之灾
10201102	折纸-被动技能名称	突击战术
10201103	折纸-被动技能名称	无情追击
10201104	折纸-被动技能名称	强化显现装置
10201105	折纸-被动技能名称	热力迸发
10201106	折纸-被动技能名称	热能灼伤
10201107	折纸-被动技能名称	高温核心
10201108	折纸-被动技能名称	催化助燃
10201109	折纸-被动技能名称	特种弹药
10201110	折纸-被动技能名称	微型工厂
10201111	折纸-被动技能名称	强制冷却
10201112	折纸-被动技能名称	强化魔力生成
10201113	折纸-被动技能名称	能量收束装置
10201114	折纸-被动技能名称	魔力储备装置
10201115	折纸-被动技能名称	动力转换装置
10201116	折纸-被动技能名称	临界驱动
10201117	折纸-被动技能名称	复仇之心
10301001	四糸乃-天使技能名称	觉醒-1级
10301002	四糸乃-天使技能名称	觉醒-2级
10301003	四糸乃-天使技能名称	觉醒-3级
10301004	四糸乃-天使技能名称	觉醒-4级
10301005	四糸乃-天使技能名称	距离
10301006	四糸乃-天使技能名称	距离
10301007	四糸乃-天使技能名称	距离
10301008	四糸乃-天使技能名称	冰晶冲击
10301009	四糸乃-天使技能名称	穿透目标
10301010	四糸乃-天使技能名称	穿透目标
10301011	四糸乃-天使技能名称	穿透目标
10301012	四糸乃-天使技能名称	法阵召唤
10301013	四糸乃-天使技能名称	法阵召唤
10301014	四糸乃-天使技能名称	法阵召唤
10301015	四糸乃-天使技能名称	法阵召唤
10301016	四糸乃-天使技能名称	冰晶轰击
10301017	四糸乃-天使技能名称	攻速
10301018	四糸乃-天使技能名称	攻速
10301019	四糸乃-天使技能名称	攻速
10301020	四糸乃-天使技能名称	攻速
10301021	四糸乃-天使技能名称	寒冷
10301022	四糸乃-天使技能名称	寒冷
10301023	四糸乃-天使技能名称	寒冷
10301024	四糸乃-天使技能名称	寒冷
10301025	四糸乃-天使技能名称	冰晶
10301026	四糸乃-天使技能名称	弱者之灾
10301027	四糸乃-天使技能名称	弱者之灾
10301028	四糸乃-天使技能名称	弱者之灾
10301029	四糸乃-天使技能名称	弱者之灾
10301030	四糸乃-天使技能名称	强化
10301031	四糸乃-天使技能名称	强化
10301032	四糸乃-天使技能名称	强化
10301033	四糸乃-天使技能名称	强化
10301034	四糸乃-天使技能名称	冰川尖刃
10301035	四糸乃-天使技能名称	冷却
10301036	四糸乃-天使技能名称	冷却
10301037	四糸乃-天使技能名称	冷却
10301038	四糸乃-天使技能名称	机械之灾
10301039	四糸乃-天使技能名称	机械之灾
10301040	四糸乃-天使技能名称	机械之灾
10301041	四糸乃-天使技能名称	机械之灾
10301042	四糸乃-天使技能名称	冰刃路径
10301043	四糸乃-天使技能名称	穿透
10301044	四糸乃-天使技能名称	穿透
10301045	四糸乃-天使技能名称	穿透
10301046	四糸乃-天使技能名称	穿透
10301047	四糸乃-天使技能名称	狂暴
10301048	四糸乃-天使技能名称	狂暴
10301049	四糸乃-天使技能名称	狂暴
10301050	四糸乃-天使技能名称	爆裂冰刃
10301051	四糸乃-天使技能名称	弱者之灾
10301052	四糸乃-天使技能名称	弱者之灾
10301053	四糸乃-天使技能名称	弱者之灾
10301054	四糸乃-天使技能名称	弱者之灾
10301055	四糸乃-天使技能名称	缓速
10301056	四糸乃-天使技能名称	缓速
10301057	四糸乃-天使技能名称	缓速
10301058	四糸乃-天使技能名称	缓速
10301059	四糸乃-天使技能名称	霜冻之雨
10301060	四糸乃-天使技能名称	减防
10301061	四糸乃-天使技能名称	减防
10301062	四糸乃-天使技能名称	减防
10301063	四糸乃-天使技能名称	减防
10301064	四糸乃-天使技能名称	冷却
10301065	四糸乃-天使技能名称	冷却
10301066	四糸乃-天使技能名称	冷却
10301067	四糸乃-天使技能名称	寒意冰锥
10301068	四糸乃-天使技能名称	强化
10301069	四糸乃-天使技能名称	强化
10301070	四糸乃-天使技能名称	强化
10301071	四糸乃-天使技能名称	强化
10301072	四糸乃-天使技能名称	时间延缓
10301073	四糸乃-天使技能名称	时间延缓
10301074	四糸乃-天使技能名称	时间延缓
10301075	四糸乃-天使技能名称	禁锢冰陨
10301076	四糸乃-天使技能名称	机械之灾
10301077	四糸乃-天使技能名称	机械之灾
10301078	四糸乃-天使技能名称	机械之灾
10301079	四糸乃-天使技能名称	机械之灾
10301080	四糸乃-天使技能名称	冷却
10301081	四糸乃-天使技能名称	冷却
10301082	四糸乃-天使技能名称	冷却
10301083	四糸乃-天使技能名称	冻结气流
10301084	四糸乃-天使技能名称	弱者之灾
10301085	四糸乃-天使技能名称	弱者之灾
10301086	四糸乃-天使技能名称	弱者之灾
10301087	四糸乃-天使技能名称	弱者之灾
10301088	四糸乃-天使技能名称	强化
10301089	四糸乃-天使技能名称	强化
10301090	四糸乃-天使技能名称	强化
10301091	四糸乃-天使技能名称	强化
10301092	四糸乃-天使技能名称	冰封寒潮
10301093	四糸乃-天使技能名称	穿透
10301094	四糸乃-天使技能名称	穿透
10301095	四糸乃-天使技能名称	穿透
10301096	四糸乃-天使技能名称	穿透
10301097	四糸乃-天使技能名称	机械之灾
10301098	四糸乃-天使技能名称	机械之灾
10301099	四糸乃-天使技能名称	机械之灾
10301100	四糸乃-天使技能名称	机械之灾
10301101	四糸乃-天使技能名称	完美风暴
10301102	四糸乃-天使技能名称	时间延缓
10301103	四糸乃-天使技能名称	时间延缓
10301104	四糸乃-天使技能名称	时间延缓
10301105	四糸乃-被动技能名称	寒冰惩戒
10301106	四糸乃-被动技能名称	寒冷之刑
10301107	四糸乃-被动技能名称	寒冰复仇
10301108	四糸乃-被动技能名称	冰霜预言
10301109	四糸乃-被动技能名称	极速打击
10301110	四糸乃-被动技能名称	寒冰庇佑
10301111	四糸乃-被动技能名称	寒冰荣耀
10301112	四糸乃-被动技能名称	极寒光辉
10301113	四糸乃-被动技能名称	庇护之光
10301114	四糸乃-被动技能名称	寒冰不死
10301115	四糸乃-被动技能名称	神佑之光
10301116	四糸乃-被动技能名称	预言之环
10301117	四糸乃-被动技能名称	时间领域
10301118	四糸乃-被动技能名称	寒冰怒焰
10301119	四糸乃-被动技能名称	极寒附体
10301120	四糸乃-被动技能名称	光辉庇护
10401001	狂三-天使技能名称	觉醒-1级
10401002	狂三-天使技能名称	觉醒-2级
10401003	狂三-天使技能名称	觉醒-3级
10401004	狂三-天使技能名称	觉醒-4级
10401005	狂三-天使技能名称	能量之刑
10401006	狂三-天使技能名称	能量之刑
10401007	狂三-天使技能名称	能量之刑
10401008	狂三-天使技能名称	能量之刑
10401009	狂三-天使技能名称	狂热之舞
10401010	狂三-天使技能名称	刺破之弹
10401011	狂三-天使技能名称	刺破之弹
10401012	狂三-天使技能名称	刺破之弹
10401013	狂三-天使技能名称	刺破之弹
10401014	狂三-天使技能名称	生命夺取
10401015	狂三-天使技能名称	生命夺取
10401016	狂三-天使技能名称	生命夺取
10401017	狂三-天使技能名称	生命夺取
10401018	狂三-天使技能名称	狂热之舞·合
10401019	狂三-天使技能名称	梦魇领域
10401020	狂三-天使技能名称	梦魇领域
10401021	狂三-天使技能名称	梦魇领域
10401022	狂三-天使技能名称	强者梦魇
10401023	狂三-天使技能名称	强者梦魇
10401024	狂三-天使技能名称	强者梦魇
10401025	狂三-天使技能名称	强者梦魇
10401026	狂三-天使技能名称	狂热之舞·终
10401027	狂三-天使技能名称	时间吞噬
10401028	狂三-天使技能名称	时间吞噬
10401029	狂三-天使技能名称	时间吞噬
10401032	狂三-天使技能名称	一之弹加护
10401033	狂三-天使技能名称	一之弹加护
10401034	狂三-天使技能名称	一之弹加护
10401035	狂三-天使技能名称	惩击连射
10401036	狂三-天使技能名称	意识窃取
10401037	狂三-天使技能名称	意识窃取
10401038	狂三-天使技能名称	意识窃取
10401039	狂三-天使技能名称	强者梦魇
10401040	狂三-天使技能名称	强者梦魇
10401041	狂三-天使技能名称	强者梦魇
10401042	狂三-天使技能名称	强者梦魇
10401043	狂三-天使技能名称	惩击连射
10401044	狂三-天使技能名称	三之弹加护
10401045	狂三-天使技能名称	三之弹加护
10401046	狂三-天使技能名称	三之弹加护
10401047	狂三-天使技能名称	三之弹加护
10401048	狂三-天使技能名称	缓慢计时
10401049	狂三-天使技能名称	缓慢计时
10401050	狂三-天使技能名称	缓慢计时
10401051	狂三-天使技能名称	沉浸欢愉
10401052	狂三-天使技能名称	弱点暴露
10401053	狂三-天使技能名称	弱点暴露
10401054	狂三-天使技能名称	弱点暴露
10401055	狂三-天使技能名称	弱点暴露
10401056	狂三-天使技能名称	嗜血欲望
10401057	狂三-天使技能名称	嗜血欲望
10401058	狂三-天使技能名称	嗜血欲望
10401059	狂三-天使技能名称	狂乱状态
10401060	狂三-天使技能名称	穿透刑法
10401061	狂三-天使技能名称	穿透刑法
10401062	狂三-天使技能名称	穿透刑法
10401063	狂三-天使技能名称	穿透刑法
10401064	狂三-天使技能名称	强者梦魇
10401065	狂三-天使技能名称	强者梦魇
10401066	狂三-天使技能名称	强者梦魇
10401067	狂三-天使技能名称	强者梦魇
10401068	狂三-天使技能名称	瞬身之影
10401069	狂三-天使技能名称	狂乱标记
10401070	狂三-天使技能名称	狂乱标记
10401071	狂三-天使技能名称	狂乱标记
10401072	狂三-天使技能名称	狂乱标记
10401073	狂三-天使技能名称	缓慢计时
10401074	狂三-天使技能名称	缓慢计时
10401075	狂三-天使技能名称	缓慢计时
10401076	狂三-天使技能名称	六之弹追击
10401077	狂三-天使技能名称	吞噬欲望
10401078	狂三-天使技能名称	吞噬欲望
10401079	狂三-天使技能名称	吞噬欲望
10401080	狂三-天使技能名称	吞噬欲望
10401081	狂三-天使技能名称	吞噬欲望
10401082	狂三-天使技能名称	吞噬欲望
10401083	狂三-天使技能名称	快速装填
10401084	狂三-天使技能名称	缓慢计时
10401085	狂三-天使技能名称	缓慢计时
10401086	狂三-天使技能名称	缓慢计时
10401087	狂三-天使技能名称	穿刺弹幕
10401088	狂三-天使技能名称	穿刺弹幕
10401089	狂三-天使技能名称	穿刺弹幕
10401090	狂三-天使技能名称	穿刺弹幕
10401091	狂三-天使技能名称	锁定猎物
10401092	狂三-天使技能名称	时间吞噬
10401093	狂三-天使技能名称	时间吞噬
10401094	狂三-天使技能名称	时间吞噬
10401095	狂三-天使技能名称	吞噬之弹
10401096	狂三-天使技能名称	吞噬之弹
10401097	狂三-天使技能名称	吞噬之弹
10401098	狂三-天使技能名称	时之替身
10401099	狂三-天使技能名称	强者梦魇
10401100	狂三-天使技能名称	强者梦魇
10401101	狂三-天使技能名称	强者梦魇
10401102	狂三-天使技能名称	强者梦魇
10401103	狂三-被动技能名称	时间掠夺
10401104	狂三-被动技能名称	额外窃取
10401105	狂三-被动技能名称	梦魇幻境
10401106	狂三-被动技能名称	一之弹守护
10401107	狂三-被动技能名称	夺取欲望
10401108	狂三-被动技能名称	盈余储备
10401109	狂三-被动技能名称	力量过载
10401110	狂三-被动技能名称	猎杀欲望
10401111	狂三-被动技能名称	禁锢领域
10401112	狂三-被动技能名称	束缚之手
10401113	狂三-被动技能名称	无尽循环
10401114	狂三-被动技能名称	时间主宰
10401115	狂三-被动技能名称	八之弹意志
10401116	狂三-被动技能名称	时间之轴
10401117	狂三-被动技能名称	生命分流
10401118	狂三-被动技能名称	生命收割
10501001	琴里-天使技能名称	觉醒-1级
10501002	琴里-天使技能名称	觉醒-2级
10501003	琴里-天使技能名称	觉醒-3级
10501004	琴里-天使技能名称	觉醒-4级
10501005	琴里-天使技能名称	巨斧专精
10501006	琴里-天使技能名称	巨斧专精
10501007	琴里-天使技能名称	巨斧专精
10501008	琴里-天使技能名称	巨斧专精
10501009	琴里-天使技能名称	火之刑
10501010	琴里-天使技能名称	消耗
10501011	琴里-天使技能名称	消耗
10501012	琴里-天使技能名称	消耗
10501013	琴里-天使技能名称	平凡之刑
10501014	琴里-天使技能名称	平凡之刑
10501015	琴里-天使技能名称	平凡之刑
10501016	琴里-天使技能名称	火之罚
10501017	琴里-天使技能名称	憎恶
10501018	琴里-天使技能名称	憎恶
10501019	琴里-天使技能名称	憎恶
10501020	琴里-天使技能名称	憎恶
10501021	琴里-天使技能名称	狂暴
10501022	琴里-天使技能名称	狂暴
10501023	琴里-天使技能名称	狂暴
10501024	琴里-天使技能名称	火之狱
10501025	琴里-天使技能名称	燃烧
10501026	琴里-天使技能名称	燃烧
10501027	琴里-天使技能名称	燃烧
10501028	琴里-天使技能名称	燃烧
10501029	琴里-天使技能名称	强化
10501030	琴里-天使技能名称	强化
10501031	琴里-天使技能名称	强化
10501032	琴里-天使技能名称	强化
10501033	琴里-天使技能名称	炙热烈焰
10501034	琴里-天使技能名称	燃烧
10501035	琴里-天使技能名称	燃烧
10501036	琴里-天使技能名称	燃烧
10501037	琴里-天使技能名称	燃烧
10501038	琴里-天使技能名称	穿刺
10501039	琴里-天使技能名称	穿刺
10501040	琴里-天使技能名称	穿刺
10501041	琴里-天使技能名称	穿刺
10501042	琴里-天使技能名称	烈焰之怒
10501043	琴里-天使技能名称	消耗
10501044	琴里-天使技能名称	消耗
10501045	琴里-天使技能名称	消耗
10501046	琴里-天使技能名称	平凡之刑
10501047	琴里-天使技能名称	平凡之刑
10501048	琴里-天使技能名称	平凡之刑
10501049	琴里-天使技能名称	烈焰刑法
10501050	琴里-天使技能名称	狂暴
10501051	琴里-天使技能名称	狂暴
10501052	琴里-天使技能名称	狂暴
10501053	琴里-天使技能名称	平凡之刑
10501054	琴里-天使技能名称	平凡之刑
10501055	琴里-天使技能名称	平凡之刑
10501056	琴里-天使技能名称	火之炎
10501057	琴里-天使技能名称	消耗
10501058	琴里-天使技能名称	消耗
10501059	琴里-天使技能名称	消耗
10501060	琴里-天使技能名称	生命夺取
10501061	琴里-天使技能名称	生命夺取
10501062	琴里-天使技能名称	生命夺取
10501063	琴里-天使技能名称	生命夺取
10501064	琴里-天使技能名称	火之焱
10501065	琴里-天使技能名称	绝地迸发
10501066	琴里-天使技能名称	绝地迸发
10501067	琴里-天使技能名称	绝地迸发
10501068	琴里-天使技能名称	强化
10501069	琴里-天使技能名称	强化
10501070	琴里-天使技能名称	强化
10501071	琴里-天使技能名称	强化
10501072	琴里-天使技能名称	火之燚
10501073	琴里-天使技能名称	破甲
10501074	琴里-天使技能名称	破甲
10501075	琴里-天使技能名称	破甲
10501076	琴里-天使技能名称	破甲
10501077	琴里-天使技能名称	平凡之刑
10501078	琴里-天使技能名称	平凡之刑
10501079	琴里-天使技能名称	平凡之刑
10501080	琴里-天使技能名称	惩罚
10501081	琴里-天使技能名称	消耗
10501082	琴里-天使技能名称	消耗
10501083	琴里-天使技能名称	消耗
10501084	琴里-天使技能名称	穿刺
10501085	琴里-天使技能名称	穿刺
10501086	琴里-天使技能名称	穿刺
10501087	琴里-天使技能名称	穿刺
10501088	琴里-天使技能名称	审判
10501089	琴里-天使技能名称	狂暴
10501090	琴里-天使技能名称	狂暴
10501091	琴里-天使技能名称	狂暴
10501092	琴里-天使技能名称	终结
10501093	琴里-天使技能名称	强化
10501094	琴里-天使技能名称	强化
10501095	琴里-天使技能名称	强化
10501096	琴里-天使技能名称	强化
10501097	琴里-天使技能名称	破甲
10501098	琴里-天使技能名称	破甲
10501099	琴里-天使技能名称	破甲
10501100	琴里-天使技能名称	破甲
10501101	琴里-被动技能名称	火甲
10501102	琴里-被动技能名称	重伤
10501103	琴里-被动技能名称	烈焰怒气
10501104	琴里-被动技能名称	燃烧烈焰
10501105	琴里-被动技能名称	炙热燃烧
10501106	琴里-被动技能名称	烈焰爆炸
10501107	琴里-被动技能名称	炮之刑
10501108	琴里-被动技能名称	暴怒
10501109	琴里-被动技能名称	觉醒
10501110	琴里-被动技能名称	炮之强化
10501111	琴里-被动技能名称	重炮
10501112	琴里-被动技能名称	重炮之怒
10501113	琴里-被动技能名称	怒气转化
10501114	琴里-被动技能名称	烈焰重生
10501115	琴里-被动技能名称	火之祝福
10501116	琴里-被动技能名称	火神恩赐
10601001	真那-天使技能名称	觉醒-1级
10601002	真那-天使技能名称	觉醒-2级
10601003	真那-天使技能名称	觉醒-3级
10601004	真那-天使技能名称	觉醒-4级
10601005	真那-天使技能名称	雷电感应
10601006	真那-天使技能名称	雷电感应
10601007	真那-天使技能名称	雷电感应
10601008	真那-天使技能名称	丛云·4段
10601009	真那-天使技能名称	精灵狂灾
10601010	真那-天使技能名称	精灵狂灾
10601011	真那-天使技能名称	精灵狂灾
10601012	真那-天使技能名称	动力装置
10601013	真那-天使技能名称	动力装置
10601014	真那-天使技能名称	动力装置
10601015	真那-天使技能名称	动力装置
10601016	真那-天使技能名称	丛云·5段
10601017	真那-天使技能名称	平凡之刑
10601018	真那-天使技能名称	平凡之刑
10601019	真那-天使技能名称	平凡之刑
10601020	真那-天使技能名称	平凡之刑
10601021	真那-天使技能名称	强者之灾
10601022	真那-天使技能名称	强者之灾
10601023	真那-天使技能名称	强者之灾
10601024	真那-天使技能名称	丛云·分身
10601025	真那-天使技能名称	穿刺
10601026	真那-天使技能名称	穿刺
10601027	真那-天使技能名称	穿刺
10601028	真那-天使技能名称	穿刺
10601029	真那-天使技能名称	免疫
10601030	真那-天使技能名称	免疫
10601031	真那-天使技能名称	免疫
10601032	真那-天使技能名称	雷电光刃·刑
10601033	真那-天使技能名称	冷却缩短
10601034	真那-天使技能名称	冷却缩短
10601035	真那-天使技能名称	冷却缩短
10601036	真那-天使技能名称	狂暴之怒
10601037	真那-天使技能名称	狂暴之怒
10601038	真那-天使技能名称	狂暴之怒
10601039	真那-天使技能名称	狂暴之怒
10601040	真那-天使技能名称	雷电光刃·怒
10601041	真那-天使技能名称	恃强者
10601042	真那-天使技能名称	恃强者
10601043	真那-天使技能名称	恃强者
10601044	真那-天使技能名称	恃强者
10601045	真那-天使技能名称	强者之灾
10601046	真那-天使技能名称	强者之灾
10601047	真那-天使技能名称	强者之灾
10601048	真那-天使技能名称	雷电光刃·杀戮
10601049	真那-天使技能名称	雷电祝福
10601050	真那-天使技能名称	雷电祝福
10601051	真那-天使技能名称	雷电祝福
10601052	真那-天使技能名称	雷电祝福
10601053	真那-天使技能名称	强化
10601054	真那-天使技能名称	强化
10601055	真那-天使技能名称	强化
10601056	真那-天使技能名称	强化
10601057	真那-天使技能名称	穿透之刑
10601058	真那-天使技能名称	穿刺
10601059	真那-天使技能名称	穿刺
10601060	真那-天使技能名称	穿刺
10601061	真那-天使技能名称	穿刺
10601062	真那-天使技能名称	破甲光刃
10601063	真那-天使技能名称	破甲光刃
10601064	真那-天使技能名称	破甲光刃
10601065	真那-天使技能名称	破甲光刃
10601066	真那-天使技能名称	能量激光
10601067	真那-天使技能名称	强者之灾
10601068	真那-天使技能名称	强者之灾
10601069	真那-天使技能名称	强者之灾
10601070	真那-天使技能名称	动力装置
10601071	真那-天使技能名称	动力装置
10601072	真那-天使技能名称	动力装置
10601073	真那-天使技能名称	激光之刑
10601074	真那-天使技能名称	冷却缩短
10601075	真那-天使技能名称	冷却缩短
10601076	真那-天使技能名称	冷却缩短
10601077	真那-天使技能名称	狂暴之怒
10601078	真那-天使技能名称	狂暴之怒
10601079	真那-天使技能名称	狂暴之怒
10601080	真那-天使技能名称	狂暴之怒
10601081	真那-天使技能名称	激光之网
10601082	真那-天使技能名称	强者之灾
10601083	真那-天使技能名称	强者之灾
10601084	真那-天使技能名称	强者之灾
10601085	真那-天使技能名称	冷却缩短
10601086	真那-天使技能名称	冷却缩短
10601087	真那-天使技能名称	冷却缩短
10601088	真那-天使技能名称	激光能量
10601089	真那-天使技能名称	穿刺
10601090	真那-天使技能名称	穿刺
10601091	真那-天使技能名称	穿刺
10601092	真那-天使技能名称	穿刺
10601093	真那-天使技能名称	强化
10601094	真那-天使技能名称	强化
10601095	真那-天使技能名称	强化
10601096	真那-天使技能名称	强化
10601097	真那-天使技能名称	能量迸发
10601098	真那-天使技能名称	眩晕
10601099	真那-天使技能名称	眩晕
10601100	真那-天使技能名称	眩晕
10601101	真那-被动技能名称	雷电能量
10601102	真那-被动技能名称	连击高手
10601103	真那-被动技能名称	冷却装置
10601104	真那-被动技能名称	感应装置
10601105	真那-被动技能名称	雷电爆炸
10601106	真那-被动技能名称	雷电印记
10601107	真那-被动技能名称	雷电刑罚
10601108	真那-被动技能名称	伏击
10601109	真那-被动技能名称	印记装载
10601110	真那-被动技能名称	雷之狂暴
10601111	真那-被动技能名称	雷神庇护
10601112	真那-被动技能名称	电之庇佑
10601113	真那-被动技能名称	雷电祝福
10601114	真那-被动技能名称	能量装置
10601115	真那-被动技能名称	越战越勇
10601116	真那-被动技能名称	雷之狂怒
10103001	十香-天使技能描述	觉醒-1级
10103002	十香-天使技能描述	觉醒-2级
10103003	十香-天使技能描述	觉醒-3级
10103004	十香-天使技能描述	觉醒-4级
10103005	十香-天使技能描述	普攻命中后，移动速度+3%，持续3秒
10103006	十香-天使技能描述	普攻命中后，移动速度+5%，持续3秒
10103007	十香-天使技能描述	普攻命中后，移动速度+8%，持续3秒
10103008	十香-天使技能描述	普攻可以连续发出4段攻击
10103009	十香-天使技能描述	普攻伤害+6%
10103010	十香-天使技能描述	普攻伤害+9%
10103011	十香-天使技能描述	普攻伤害+12%
10103012	十香-天使技能描述	普攻伤害+15%
10103013	十香-天使技能描述	普攻命中后，伤害减免+3%，持续3秒
10103014	十香-天使技能描述	普攻命中后，伤害减免+6%，持续3秒
10103015	十香-天使技能描述	普攻命中后，伤害减免+9%，持续3秒
10103016	十香-天使技能描述	普攻命中后，伤害减免+12%，持续3秒
10103017	十香-天使技能描述	普攻可以连续发出5段攻击
10103018	十香-天使技能描述	普攻对机械怪物造成2%的额外伤害
10103019	十香-天使技能描述	普攻对机械怪物造成4%的额外伤害
10103020	十香-天使技能描述	普攻对机械怪物造成6%的额外伤害
10103021	十香-天使技能描述	普攻对机械怪物造成8%的额外伤害
10103022	十香-天使技能描述	普攻攻速+3%
10103023	十香-天使技能描述	普攻攻速+5%
10103024	十香-天使技能描述	普攻攻速+7%
10103025	十香-天使技能描述	普攻攻速+10%
10103026	十香-天使技能描述	普攻每一段攻击的攻击范围+20%
10103027	十香-天使技能描述	普攻无视目标5%防御
10103028	十香-天使技能描述	普攻无视目标10%防御
10103029	十香-天使技能描述	普攻无视目标15%防御
10103030	十香-天使技能描述	[破碎之刃]冷却时间-0.5秒
10103031	十香-天使技能描述	[破碎之刃]冷却时间-1秒
10103032	十香-天使技能描述	[破碎之刃]冷却时间-1.5秒
10103033	十香-天使技能描述	[破碎之刃]蓄力阶段会推开周围的敌人
10103034	十香-天使技能描述	使用[破碎之刃]后，暴击率+2%，持续3秒
10103035	十香-天使技能描述	使用[破碎之刃]后，暴击率+4%，持续3秒
10103036	十香-天使技能描述	使用[破碎之刃]后，暴击率+6%，持续3秒
10103037	十香-天使技能描述	[破碎之刃]对精英怪物造成5%额外伤害
10103038	十香-天使技能描述	[破碎之刃]对精英怪物造成8%额外伤害
10103039	十香-天使技能描述	[破碎之刃]对精英怪物造成12%额外伤害
10103040	十香-天使技能描述	[破碎之刃]对精英怪物造成15%额外伤害
10103041	十香-天使技能描述	[破碎之刃]蓄力段数增加到三段，并额外释放1道十字形剑气
10103042	十香-天使技能描述	[破碎之刃]穿透率+3%
10103043	十香-天使技能描述	[破碎之刃]穿透率+5%
10103044	十香-天使技能描述	[破碎之刃]穿透率+7%
10103045	十香-天使技能描述	[破碎之刃]穿透率+10%
10103046	十香-天使技能描述	[破碎之刃]攻速+5%
10103047	十香-天使技能描述	[破碎之刃]攻速+10%
10103048	十香-天使技能描述	[破碎之刃]攻速+15%
10103049	十香-天使技能描述	[破碎之刃]攻速+20%
10103050	十香-天使技能描述	[破碎之刃]在蓄力第三段完成后，会额外释放1道剑气
10103051	十香-天使技能描述	当[破碎之刃]命中目标时，有5%的几率减少目标30%防御，持续5秒
10103052	十香-天使技能描述	当[破碎之刃]命中目标时，有10%的几率减少目标30%防御，持续5秒
10103053	十香-天使技能描述	当[破碎之刃]命中目标时，有15%的几率减少目标30%防御，持续5秒
10103054	十香-天使技能描述	当[破碎之刃]命中目标时，有20%的几率减少目标30%防御，持续5秒
10103055	十香-天使技能描述	[横断一击]冷却时间-0.5秒
10103056	十香-天使技能描述	[横断一击]冷却时间-0.5秒
10103057	十香-天使技能描述	[横断一击]冷却时间-0.5秒
10103058	十香-天使技能描述	[横断一击]在释放完半圆斩击后，还会向前挑飞目标
10103059	十香-天使技能描述	[横断一击]命中率+10%
10103060	十香-天使技能描述	[横断一击]命中率+20%
10103061	十香-天使技能描述	[横断一击]命中率+30%
10103062	十香-天使技能描述	[横断一击]伤害+6%
10103063	十香-天使技能描述	[横断一击]伤害+9%
10103064	十香-天使技能描述	[横断一击]伤害+12%
10103065	十香-天使技能描述	[横断一击]伤害+15%
10103066	十香-天使技能描述	[横断一击]在半圆斩后，会向前进行2次斩击后，再挑飞目标
10103067	十香-天使技能描述	[横断一击]暴击使敌人流血，每秒受到自身攻击20%的伤害，持续5秒
10103068	十香-天使技能描述	[横断一击]暴击使敌人流血，每秒受到自身攻击35%的伤害，持续5秒
10103069	十香-天使技能描述	[横断一击]暴击使敌人流血，每秒受到自身攻击50%的伤害，持续5秒
10103070	十香-天使技能描述	[横断一击]使用后，格挡率+3%，持续5秒
10103071	十香-天使技能描述	[横断一击]使用后，格挡率+6%，持续5秒
10103072	十香-天使技能描述	[横断一击]使用后，格挡率+9%，持续5秒
10103073	十香-天使技能描述	[横断一击]使用后，格挡率+12%，持续5秒
10103074	十香-天使技能描述	[横断一击]攻击范围+20%
10103075	十香-天使技能描述	[横断一击]对精英怪物造成5%的额外伤害
10103076	十香-天使技能描述	[横断一击]对精英怪物造成10%的额外伤害
10103077	十香-天使技能描述	[横断一击]对精英怪物造成15%的额外伤害
10103078	十香-天使技能描述	[横断一击]对精英怪物造成20%的额外伤害
10103079	十香-天使技能描述	[杀意连斩]伤害+10%
10103080	十香-天使技能描述	[杀意连斩]伤害+15%
10103081	十香-天使技能描述	[杀意连斩]伤害+20%
10103082	十香-天使技能描述	[杀意连斩]伤害+25%
10103083	十香-天使技能描述	[杀意连斩]将额外释放5道剑气
10103084	十香-天使技能描述	[杀意连斩]穿透率+3%
10103085	十香-天使技能描述	[杀意连斩]穿透率+5%
10103086	十香-天使技能描述	[杀意连斩]穿透率+7%
10103087	十香-天使技能描述	[杀意连斩]穿透率+10%
10103088	十香-天使技能描述	[杀意连斩]冷却时间-0.5秒
10103089	十香-天使技能描述	[杀意连斩]冷却时间-1秒
10103090	十香-天使技能描述	[杀意连斩]冷却时间-1.5秒
10103091	十香-天使技能描述	[杀意连斩]将额外释放7道剑气
10103092	十香-天使技能描述	[杀意连斩]技能暴击率+3%
10103093	十香-天使技能描述	[杀意连斩]技能暴击率+6%
10103094	十香-天使技能描述	[杀意连斩]技能暴击率+9%
10103095	十香-天使技能描述	当[杀意连斩]命中同一目标时，每次命中伤害+5%
10103096	十香-天使技能描述	当[杀意连斩]命中同一目标时，每次命中伤害+10%
10103097	十香-天使技能描述	当[杀意连斩]命中同一目标时，每次命中伤害+15%
10103098	十香-天使技能描述	当[杀意连斩]命中同一目标时，每次命中伤害+20%
