id	兼职名称	兼职名称	条件	兼职稀有度	消耗精力	完成所需时间	奖励	固定奖励	随机奖励	属性奖励	兼职经验奖励	限制时间
102026	饰品店-兼职6（3星）	920176	102-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533103,"num":20},{"id":500020,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533201,"num":0,"min":1,"max":3,"weight":3800},{"id":533202,"num":0,"min":1,"max":3,"weight":3800},{"id":533301,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533103:20,500020:1}	500002-533201-533202-533301	{500020:1}	20	0
102027	饰品店-兼职7（3星）	920177	102-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533101,"num":12},{"id":533103,"num":12}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533201,"num":0,"min":1,"max":3,"weight":3800},{"id":533202,"num":0,"min":1,"max":3,"weight":3800},{"id":533301,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533101:12,533103:12}	500002-533201-533202-533301		20	1
102028	饰品店-兼职8（3星）	920178	102-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533102,"num":12},{"id":533101,"num":12}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533201,"num":0,"min":1,"max":3,"weight":3800},{"id":533202,"num":0,"min":1,"max":3,"weight":3800},{"id":533301,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533102:12,533101:12}	500002-533201-533202-533301		20	1
102029	饰品店-兼职9（3星）	920179	102-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533103,"num":12},{"id":533102,"num":12}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533201,"num":0,"min":1,"max":3,"weight":3800},{"id":533202,"num":0,"min":1,"max":3,"weight":3800},{"id":533301,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533103:12,533102:12}	500002-533201-533202-533301		20	0
102030	饰品店-兼职10（3星）	920180	102-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533101,"num":8},{"id":533102,"num":8},{"id":533103,"num":8}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533201,"num":0,"min":1,"max":3,"weight":3800},{"id":533202,"num":0,"min":1,"max":3,"weight":3800},{"id":533301,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533101:8,533102:8,533103:8}	500002-533201-533202-533301		20	0
102031	饰品店-兼职1（4星）	920181	102-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533101,"num":30},{"id":500019,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533201,"num":0,"min":1,"max":4,"weight":4500},{"id":533202,"num":0,"min":1,"max":4,"weight":4500},{"id":533301,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533101:30,500019:1}	500002-533201-533202-533301	{500019:1}	30	1
102032	饰品店-兼职2（4星）	920182	102-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533102,"num":30},{"id":500019,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533201,"num":0,"min":1,"max":4,"weight":4500},{"id":533202,"num":0,"min":1,"max":4,"weight":4500},{"id":533301,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533102:30,500019:2}	500002-533201-533202-533301	{500019:2}	30	1
102033	饰品店-兼职3（4星）	920183	102-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533103,"num":30},{"id":500023,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533201,"num":0,"min":1,"max":4,"weight":4500},{"id":533202,"num":0,"min":1,"max":4,"weight":4500},{"id":533301,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533103:30,500023:1}	500002-533201-533202-533301	{500023:1}	30	0
102034	饰品店-兼职4（4星）	920184	102-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533101,"num":30},{"id":500023,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533201,"num":0,"min":1,"max":4,"weight":4500},{"id":533202,"num":0,"min":1,"max":4,"weight":4500},{"id":533301,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533101:30,500023:2}	500002-533201-533202-533301	{500023:2}	30	0
102035	饰品店-兼职5（4星）	920185	102-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533102,"num":30},{"id":500020,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533201,"num":0,"min":1,"max":4,"weight":4500},{"id":533202,"num":0,"min":1,"max":4,"weight":4500},{"id":533301,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533102:30,500020:1}	500002-533201-533202-533301	{500020:1}	30	0
102036	饰品店-兼职6（4星）	920186	102-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533103,"num":30},{"id":500020,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533201,"num":0,"min":1,"max":4,"weight":4500},{"id":533202,"num":0,"min":1,"max":4,"weight":4500},{"id":533301,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533103:30,500020:2}	500002-533201-533202-533301	{500020:2}	30	0
102037	饰品店-兼职7（4星）	920187	102-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533101,"num":18},{"id":533103,"num":18}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533201,"num":0,"min":1,"max":4,"weight":4500},{"id":533202,"num":0,"min":1,"max":4,"weight":4500},{"id":533301,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533101:18,533103:18}	500002-533201-533202-533301		30	1
102038	饰品店-兼职8（4星）	920188	102-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533102,"num":18},{"id":533101,"num":18}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533201,"num":0,"min":1,"max":4,"weight":4500},{"id":533202,"num":0,"min":1,"max":4,"weight":4500},{"id":533301,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533102:18,533101:18}	500002-533201-533202-533301		30	1
102039	饰品店-兼职9（4星）	920189	102-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533103,"num":18},{"id":533102,"num":18}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533201,"num":0,"min":1,"max":4,"weight":4500},{"id":533202,"num":0,"min":1,"max":4,"weight":4500},{"id":533301,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533103:18,533102:18}	500002-533201-533202-533301		30	0
102040	饰品店-兼职10（4星）	920190	102-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533101,"num":12},{"id":533102,"num":12},{"id":533103,"num":12}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533201,"num":0,"min":1,"max":4,"weight":4500},{"id":533202,"num":0,"min":1,"max":4,"weight":4500},{"id":533301,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533101:12,533102:12,533103:12}	500002-533201-533202-533301		30	0
102041	饰品店-兼职1（5星）	920191	102-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533101,"num":40},{"id":500019,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533201,"num":0,"min":1,"max":5,"weight":5000},{"id":533202,"num":0,"min":1,"max":5,"weight":5000},{"id":533301,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533101:40,500019:2}	500002-533201-533202-533301	{500019:2}	40	1
102042	饰品店-兼职2（5星）	920192	102-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533102,"num":40},{"id":500019,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533201,"num":0,"min":1,"max":5,"weight":5000},{"id":533202,"num":0,"min":1,"max":5,"weight":5000},{"id":533301,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533102:40,500019:2}	500002-533201-533202-533301	{500019:2}	40	1
102043	饰品店-兼职3（5星）	920193	102-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533103,"num":40},{"id":500023,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533201,"num":0,"min":1,"max":5,"weight":5000},{"id":533202,"num":0,"min":1,"max":5,"weight":5000},{"id":533301,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533103:40,500023:2}	500002-533201-533202-533301	{500023:2}	40	0
102044	饰品店-兼职4（5星）	920194	102-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533101,"num":40},{"id":500023,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533201,"num":0,"min":1,"max":5,"weight":5000},{"id":533202,"num":0,"min":1,"max":5,"weight":5000},{"id":533301,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533101:40,500023:2}	500002-533201-533202-533301	{500023:2}	40	0
102045	饰品店-兼职5（5星）	920195	102-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533102,"num":40},{"id":500020,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533201,"num":0,"min":1,"max":5,"weight":5000},{"id":533202,"num":0,"min":1,"max":5,"weight":5000},{"id":533301,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533102:40,500020:2}	500002-533201-533202-533301	{500020:2}	40	0
102046	饰品店-兼职6（5星）	920196	102-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533103,"num":40},{"id":500020,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533201,"num":0,"min":1,"max":5,"weight":5000},{"id":533202,"num":0,"min":1,"max":5,"weight":5000},{"id":533301,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533103:40,500020:2}	500002-533201-533202-533301	{500020:2}	40	0
102047	饰品店-兼职7（5星）	920197	102-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533101,"num":24},{"id":533103,"num":24}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533201,"num":0,"min":1,"max":5,"weight":5000},{"id":533202,"num":0,"min":1,"max":5,"weight":5000},{"id":533301,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533101:24,533103:24}	500002-533201-533202-533301		40	1
102048	饰品店-兼职8（5星）	920198	102-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533102,"num":24},{"id":533101,"num":24}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533201,"num":0,"min":1,"max":5,"weight":5000},{"id":533202,"num":0,"min":1,"max":5,"weight":5000},{"id":533301,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533102:24,533101:24}	500002-533201-533202-533301		40	1
102049	饰品店-兼职9（5星）	920199	102-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533103,"num":24},{"id":533102,"num":24}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533201,"num":0,"min":1,"max":5,"weight":5000},{"id":533202,"num":0,"min":1,"max":5,"weight":5000},{"id":533301,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533103:24,533102:24}	500002-533201-533202-533301		40	0
102050	饰品店-兼职10（5星）	920200	102-5-100	5	{500024:40}	28800	{"fix":{"items":[{"id":500018,"num":80},{"id":533101,"num":16},{"id":533102,"num":16},{"id":533103,"num":16}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":30,"weight":3500},{"id":533201,"num":0,"min":1,"max":5,"weight":5000},{"id":533202,"num":0,"min":1,"max":5,"weight":5000},{"id":533301,"num":0,"min":1,"max":1,"weight":3333}]}}	{500018:80,533101:16,533102:16,533103:16}	500002-533201-533202-533301		40	0
103001	玩偶店-兼职1（1星）	920201	103-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533104,"num":10}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533203,"num":0,"min":1,"max":1,"weight":3500},{"id":533204,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533104:10}	500002-533203-533204		10	0
103002	玩偶店-兼职2（1星）	920202	103-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533105,"num":10},{"id":500019,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533203,"num":0,"min":1,"max":1,"weight":3500},{"id":533204,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533105:10,500019:1}	500002-533203-533204	{500019:1}	10	0
103003	玩偶店-兼职3（1星）	920203	103-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533106,"num":10}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533203,"num":0,"min":1,"max":1,"weight":3500},{"id":533204,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533106:10}	500002-533203-533204		10	0
103004	玩偶店-兼职4（1星）	920204	103-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533104,"num":10},{"id":500023,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533203,"num":0,"min":1,"max":1,"weight":3500},{"id":533204,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533104:10,500023:1}	500002-533203-533204	{500023:1}	10	0
103005	玩偶店-兼职5（1星）	920205	103-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533105,"num":10}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533203,"num":0,"min":1,"max":1,"weight":3500},{"id":533204,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533105:10}	500002-533203-533204		10	0
103006	玩偶店-兼职6（1星）	920206	103-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533106,"num":10},{"id":500020,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533203,"num":0,"min":1,"max":1,"weight":3500},{"id":533204,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533106:10,500020:1}	500002-533203-533204	{500020:1}	10	1
103007	玩偶店-兼职7（1星）	920207	103-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533104,"num":6},{"id":533106,"num":6}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533203,"num":0,"min":1,"max":1,"weight":3500},{"id":533204,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533104:6,533106:6}	500002-533203-533204		10	1
103008	玩偶店-兼职8（1星）	920208	103-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533105,"num":6},{"id":533104,"num":6}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533203,"num":0,"min":1,"max":1,"weight":3500},{"id":533204,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533105:6,533104:6}	500002-533203-533204		10	1
103009	玩偶店-兼职9（1星）	920209	103-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533106,"num":6},{"id":533105,"num":6}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533203,"num":0,"min":1,"max":1,"weight":3500},{"id":533204,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533106:6,533105:6}	500002-533203-533204		10	1
103010	玩偶店-兼职10（1星）	920210	103-1-100	1	{500024:10}	7200	{"fix":{"items":[{"id":500018,"num":20},{"id":533104,"num":4},{"id":533105,"num":4},{"id":533106,"num":4}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":10,"weight":2000},{"id":533203,"num":0,"min":1,"max":1,"weight":3500},{"id":533204,"num":0,"min":1,"max":1,"weight":3500}]}}	{500018:20,533104:4,533105:4,533106:4}	500002-533203-533204		10	0
103011	玩偶店-兼职1（2星）	920211	103-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533104,"num":15}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533203,"num":0,"min":1,"max":2,"weight":3800},{"id":533204,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533104:15}	500002-533203-533204		15	0
103012	玩偶店-兼职2（2星）	920212	103-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533105,"num":15},{"id":500019,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533203,"num":0,"min":1,"max":2,"weight":3800},{"id":533204,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533105:15,500019:1}	500002-533203-533204	{500019:1}	15	0
103013	玩偶店-兼职3（2星）	920213	103-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533106,"num":15}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533203,"num":0,"min":1,"max":2,"weight":3800},{"id":533204,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533106:15}	500002-533203-533204		15	0
103014	玩偶店-兼职4（2星）	920214	103-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533104,"num":15},{"id":500023,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533203,"num":0,"min":1,"max":2,"weight":3800},{"id":533204,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533104:15,500023:1}	500002-533203-533204	{500023:1}	15	0
103015	玩偶店-兼职5（2星）	920215	103-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533105,"num":15}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533203,"num":0,"min":1,"max":2,"weight":3800},{"id":533204,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533105:15}	500002-533203-533204	{500020:0}	15	0
103016	玩偶店-兼职6（2星）	920216	103-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533106,"num":15},{"id":500020,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533203,"num":0,"min":1,"max":2,"weight":3800},{"id":533204,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533106:15,500020:1}	500002-533203-533204	{500020:1}	15	1
103017	玩偶店-兼职7（2星）	920217	103-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533104,"num":8},{"id":533106,"num":8}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533203,"num":0,"min":1,"max":2,"weight":3800},{"id":533204,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533104:8,533106:8}	500002-533203-533204		15	1
103018	玩偶店-兼职8（2星）	920218	103-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533105,"num":8},{"id":533104,"num":8}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533203,"num":0,"min":1,"max":2,"weight":3800},{"id":533204,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533105:8,533104:8}	500002-533203-533204		15	1
103019	玩偶店-兼职9（2星）	920219	103-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533106,"num":8},{"id":533105,"num":8}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533203,"num":0,"min":1,"max":2,"weight":3800},{"id":533204,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533106:8,533105:8}	500002-533203-533204		15	1
103020	玩偶店-兼职10（2星）	920220	103-2-100	2	{500024:15}	10800	{"fix":{"items":[{"id":500018,"num":30},{"id":533104,"num":6},{"id":533105,"num":6},{"id":533106,"num":6}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":15,"weight":2250},{"id":533203,"num":0,"min":1,"max":2,"weight":3800},{"id":533204,"num":0,"min":1,"max":2,"weight":3800}]}}	{500018:30,533104:6,533105:6,533106:6}	500002-533203-533204		15	0
103021	玩偶店-兼职1（3星）	920221	103-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533104,"num":20},{"id":500019,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533203,"num":0,"min":1,"max":3,"weight":3800},{"id":533204,"num":0,"min":1,"max":3,"weight":3800},{"id":533302,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533104:20,500019:1}	500002-533203-533204-533302	{500019:1}	20	0
103022	玩偶店-兼职2（3星）	920222	103-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533105,"num":20},{"id":500019,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533203,"num":0,"min":1,"max":3,"weight":3800},{"id":533204,"num":0,"min":1,"max":3,"weight":3800},{"id":533302,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533105:20,500019:1}	500002-533203-533204-533302	{500019:1}	20	0
103023	玩偶店-兼职3（3星）	920223	103-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533106,"num":20},{"id":500023,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533203,"num":0,"min":1,"max":3,"weight":3800},{"id":533204,"num":0,"min":1,"max":3,"weight":3800},{"id":533302,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533106:20,500023:1}	500002-533203-533204-533302	{500023:1}	20	0
103024	玩偶店-兼职4（3星）	920224	103-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533104,"num":20},{"id":500023,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533203,"num":0,"min":1,"max":3,"weight":3800},{"id":533204,"num":0,"min":1,"max":3,"weight":3800},{"id":533302,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533104:20,500023:1}	500002-533203-533204-533302	{500023:1}	20	0
103025	玩偶店-兼职5（3星）	920225	103-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533105,"num":20},{"id":500020,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533203,"num":0,"min":1,"max":3,"weight":3800},{"id":533204,"num":0,"min":1,"max":3,"weight":3800},{"id":533302,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533105:20,500020:1}	500002-533203-533204-533302	{500020:1}	20	0
103026	玩偶店-兼职6（3星）	920226	103-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533106,"num":20},{"id":500020,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533203,"num":0,"min":1,"max":3,"weight":3800},{"id":533204,"num":0,"min":1,"max":3,"weight":3800},{"id":533302,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533106:20,500020:1}	500002-533203-533204-533302	{500020:1}	20	1
103027	玩偶店-兼职7（3星）	920227	103-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533104,"num":12},{"id":533106,"num":12}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533203,"num":0,"min":1,"max":3,"weight":3800},{"id":533204,"num":0,"min":1,"max":3,"weight":3800},{"id":533302,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533104:12,533106:12}	500002-533203-533204-533302		20	1
103028	玩偶店-兼职8（3星）	920228	103-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533105,"num":12},{"id":533104,"num":12}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533203,"num":0,"min":1,"max":3,"weight":3800},{"id":533204,"num":0,"min":1,"max":3,"weight":3800},{"id":533302,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533105:12,533104:12}	500002-533203-533204-533302		20	1
103029	玩偶店-兼职9（3星）	920229	103-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533106,"num":12},{"id":533105,"num":12}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533203,"num":0,"min":1,"max":3,"weight":3800},{"id":533204,"num":0,"min":1,"max":3,"weight":3800},{"id":533302,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533106:12,533105:12}	500002-533203-533204-533302		20	1
103030	玩偶店-兼职10（3星）	920230	103-3-100	3	{500024:20}	14400	{"fix":{"items":[{"id":500018,"num":40},{"id":533104,"num":8},{"id":533105,"num":8},{"id":533106,"num":8}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":20,"weight":2400},{"id":533203,"num":0,"min":1,"max":3,"weight":3800},{"id":533204,"num":0,"min":1,"max":3,"weight":3800},{"id":533302,"num":0,"min":1,"max":1,"weight":2000}]}}	{500018:40,533104:8,533105:8,533106:8}	500002-533203-533204-533302		20	0
103031	玩偶店-兼职1（4星）	920231	103-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533104,"num":30},{"id":500019,"num":1}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533203,"num":0,"min":1,"max":4,"weight":4500},{"id":533204,"num":0,"min":1,"max":4,"weight":4500},{"id":533302,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533104:30,500019:1}	500002-533203-533204-533302	{500019:1}	30	0
103032	玩偶店-兼职2（4星）	920232	103-4-100	4	{500024:30}	21600	{"fix":{"items":[{"id":500018,"num":60},{"id":533105,"num":30},{"id":500019,"num":2}]},"basic":{"items":[{"id":500002,"num":0,"min":5,"max":25,"weight":3000},{"id":533203,"num":0,"min":1,"max":4,"weight":4500},{"id":533204,"num":0,"min":1,"max":4,"weight":4500},{"id":533302,"num":0,"min":1,"max":1,"weight":2800}]}}	{500018:60,533105:30,500019:2}	500002-533203-533204-533302	{500019:2}	30	0
