编号	剧本号	顺序	名称	数据类型(只有CG0，正常对话1）	文本内容	跳转（选项）	路径1	人物展示1	位置1	动作1	人物面部1	大小1	表情路径1	表情展示1	表情动作1	路径2	人物展示2	位置2	动作2	人物面部2	大小2	路径3	人物展示3	位置3	动作3	人物面部3	大小3	电话表现路径	电话表现动作	语音	特效	背景	背景大小	背景出现	cg	CG锁定时间	bgm	视频	视频
5004006	5004	6	1	1	「决斗？」	5004007	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004007	5004	7	耶俱矢	1	「没错。汝居然[打断]决定吾等命运的神圣决斗。汝打算怎么负起这个责任？」	5004008	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004008	5004	8	夕弦	1	「制止。耶俱矢，这是威胁。」	5004009	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004009	5004	9	耶俱矢	1	「总而言之，我是不会善罢甘休的。」	5004010	1	1	4	0	0	1.1	0	0	0	1	1	5	0	0	1.1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004010	5004	10	夕弦	1	「疑问。耶俱矢在干什么？」	5004011	1	1	4	0	0	1.1	0	0	0	1	1	5	0	0	1.1	0	0	0	0	0	0	0	0	sound/role/xixian/YUZURU_S_01.mp3	0	1	1	0	0	0	0	0	0
5004011	5004	11	耶俱矢	1	「呵呵……夕弦啊，汝知不知道吾等还有一个尚未分出胜负的项目？」	5004012	1	1	4	0	0	1.1	0	0	0	1	1	5	0	0	1.1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004012	5004	12	夕弦	1	「疑问。尚未分出胜负的项目？耶俱矢的意思是？」	5004013	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	sound/role/xixian/YUZURU_S_01.mp3	0	1	1	0	0	0	0	0	0
5004013	5004	13		1	好像是名为耶俱矢的女孩突然看向了我。	5004014	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004014	5004	14	1	1	「咦……？」	5004015	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	sound/bgm/date_002.mp3	0	0
5004015	5004	15		1	我的脸上冒出了冷汗并向后退。	5004016	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004016	5004	16	耶俱矢	1	「怎么样呀？比起夕弦，还是妾身比较有魅力吧？」	5004017	1	1	4	0	0	1	modle/bust/bust_103_eff	bust_eff.model.json	id_heart	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004017	5004	17	耶俱矢	1	「只要选择妾身，就允许汝在妾身身上选一个喜欢的地方，落下誓约之吻唷！」	5004018	1	1	4	0	0	1.2	0	0	0	1	1	5	0	0	1.2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004018	5004	18		1	在上空激战斗的两个身影，像是互相弹飞般地往地面落下。	5004019	1	1	4	0	0	1.2	0	0	0	1	1	5	0	0	1.2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004019	5004	19	夕弦	1	「诱惑。请选择夕弦吧。夕弦愿意做让你感到很舒服的事情。」	5004020	1	1	4	0	0	1.2	0	0	0	1	1	5	0	0	1.2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004020	5004	20	夕弦	1	「真的很舒服唷！耶俱矢根本比不上夕弦。」	5004021	1	1	4	0	0	1.2	0	0	0	1	1	5	0	0	1.2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004021	5004	21		1	她用指尖轻抚我的脸颊，令我的身体不禁僵硬了。	5004022	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004022	5004	22	耶俱矢	1	「现在吾等尚未分出胜负的，就是“魅力”！」	5004023	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004023	5004	23		1	耶俱矢和夕弦互相对峙后，又再同时望回我的方向，并且同时伸出了手。	5004024-5004025	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004024	5004	24	1	1	「你们从刚刚满口“决斗，决斗”是为了什么？」	5004026	modle/bust/bust_10701	bust_10701.model.json	4	id_favor1	0	1	0	0	0	modle/bust/bust_10801	bust_10801.model.json	5	id_favor1	0	1	0	0	0	0	0	0	0	0	0	0	scene/bg/cg_xiaodaohaibian.png	1	0	0	0	sound/bgm/date_002.mp3	0	0
5004025	5004	25	1	1	「等一下，你们到底为什么要战斗？」	5004026	modle/bust/bust_10701	bust_10701.model.json	4	id_favor1	0	1	0	0	0	modle/bust/bust_10801	bust_10801.model.json	5	id_favor1	0	1	0	0	0	0	0	0	0	0	0	0	scene/bg/cg_xiaodaohaibian.png	1	0	0	0	sound/bgm/date_002.mp3	0	0
5004026	5004	26	耶俱矢	1	「妾身没说过吗？吾等，原本同是名为“八舞”的精灵。」	5004027	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004027	5004	27	夕弦	1	「同意。但是不知在第几次现界的时候，“八舞”分裂成了两个人。」	5004028	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004028	5004	28	1	1	「分裂为两个人？怎么会这样？」	5004029	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004029	5004	29	夕弦	1	「说明。分裂成两人的夕弦与耶俱矢，明白了最后我们终将合为一体的事实。」	5004030	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004030	5004	30	1	1	「所以才要决斗吗？」	5004031	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004031	5004	31	耶俱矢	1	「来吧!你随意称赞我好了。」	5004032	1	1	4	0	0	1.1	0	0	0	1	1	5	0	0	1.1	0	0	0	0	0	0	0	0	sound/role/yejushi/KAGUYA_11.mp3	0	1	1	0	0	0	0	0	0
5004032	5004	32	夕弦	1	「请愿，来选择吧。」	5004033	1	1	4	0	0	1.1	0	0	0	1	1	5	0	0	1.1	0	0	0	0	0	0	0	0	sound/role/xixian/YUZURU_S_02.mp3	0	1	1	0	0	0	0	0	0
5004033	5004	33		1	这时候右耳的鼓膜受到噪音震动，接着听见了睡眠不足似的声音。	5004034	1	1	4	0	0	1.1	0	0	0	1	1	5	0	0	1.1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004034	5004	34	村雨令音	1	「终于接通了，%s，你在这照顾十香，我找耶俱矢和夕弦说些话。」		1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	effect/dianhua3/dianhua3	dianhua	0	0	1	1	0	0	0	0	0	0
5005001	5005	1		1	 令音在资料馆中，似乎向耶俱矢与夕弦说了些什么。两人从那之后就安分多了。	5005002	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	scene/bg/cg_jiudianfangjian.png	1	2	0	0	sound/bgm/date_001.mp3	0	0
5005002	5005	2		1	……而现在。	5005003	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5005003	5005	3	1	1	「到……到底有什么事啦！澡堂？」	5005004	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5005004	5005	4	耶俱矢	1	「呵呵……汝的体内堆积太多黑暗的污秽之物。所以允许汝在此净化。」	5005005	modle/bust/bust_10703	bust_10703.model.json	4	id_favor1	0	1	0	0	0	modle/bust/bust_10803	bust_10803.model.json	5	id_favor1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5005005	5005	5	夕弦	1	「翻译。耶俱矢的意思是“请进去洗澡并且好好流一场汗吧”。」	5005006-5005007-5005008	1	1	4	0	0	1.2	0	0	0	1	1	5	0	0	1.2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5005006	5005	6	1	1	「啊啊……是吗。不过，现在洗澡还太早吧」	5005009	modle/bust/bust_10703	bust_10703.model.json	4	id_favor1	0	1.2	0	0	0	modle/bust/bust_10803	bust_10803.model.json	5	id_favor1	0	1.2	0	0	0	0	0	0	0	0	0	0	scene/bg/cg_jiudianfangjian.png	1	0	0	0	sound/bgm/date_001.mp3	0	0
5005007	5005	7	1	1	「为什么在洗澡的时候要流一场汗？」	5005009	modle/bust/bust_10703	bust_10703.model.json	4	id_favor1	0	1.2	0	0	0	modle/bust/bust_10803	bust_10803.model.json	5	id_favor1	0	1.2	0	0	0	0	0	0	0	0	0	0	scene/bg/cg_jiudianfangjian.png	1	0	0	0	sound/bgm/date_001.mp3	0	0
5005008	5005	8	1	1	「等等啊，我还没准备毛巾与替换衣服。」	5005009	modle/bust/bust_10703	bust_10703.model.json	4	id_favor1	0	1.2	0	0	0	modle/bust/bust_10803	bust_10803.model.json	5	id_favor1	0	1.2	0	0	0	0	0	0	0	0	0	0	scene/bg/cg_jiudianfangjian.png	1	0	0	0	sound/bgm/date_001.mp3	0	0
5005009	5005	9		1	她们两人就慢慢屈膝，[把我夹在中间]进入了浴池。	5005010	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	scene/bg/cg_yuchang.png	1	2	0	0	0	0	0
5005010	5005	10	1	1	「好痛……你……你们在做什么啊？」	5005011	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5005011	5005	11	耶俱矢	1	「汝认为汝有选择的余地吗？别再废话了，快点驱除污秽吧。」	5005012	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5005012	5005	12	夕弦	1	「请求。拜托你。我们已经帮你准备好入浴用品了。」	5005013	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5005013	5005	13		1	我的身体因为紧张而变得硬直，不禁紧紧闭上眼睛。	5005014-5005015-5005016	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5005014	5005	14	1	1	「你…你们到底有什么企图？」	5005017	modle/bust/bust_10703	bust_10703.model.json	4	id_favor1	0	1	0	0	0	modle/bust/bust_10803	bust_10803.model.json	5	id_favor1	0	1	0	0	0	0	0	0	0	0	0	0	scene/bg/cg_yuchang.png	1	0	0	0	sound/bgm/date_001.mp3	0	0
5005015	5005	15	1	1	「这里可是男汤啊，你……你们……」	5005017	modle/bust/bust_10703	bust_10703.model.json	4	id_favor1	0	1	0	0	0	modle/bust/bust_10803	bust_10803.model.json	5	id_favor1	0	1	0	0	0	0	0	0	0	0	0	0	scene/bg/cg_yuchang.png	1	0	0	0	sound/bgm/date_001.mp3	0	0
5005016	5005	16	1	1	「为……为什么连这个都……」	5005017	modle/bust/bust_10703	bust_10703.model.json	4	id_favor1	0	1	0	0	0	modle/bust/bust_10803	bust_10803.model.json	5	id_favor1	0	1	0	0	0	0	0	0	0	0	0	0	scene/bg/cg_yuchang.png	1	0	0	0	sound/bgm/date_001.mp3	0	0
5005017	5005	17	耶俱矢	1	「哼……妾身那崇高而奥妙的思考，岂是汝等凡夫俗子所能理解？」	5005018	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5005018	5005	18	夕弦	1	「提议。没有闲杂人等的大浴场也不错。」	5005019	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5005019	5005	19	耶俱矢	1	「呵……怎么样呀？就算是汝，也不得不拜服妾身的美色吧？」	5005020	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5005020	5005	20	夕弦	1	「嘲笑。美色，夕弦现在才知道耶俱矢拥有那种东西呀。」	5005021	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5005021	5005	21	耶俱矢	1	「……哼！汝马上就会笑不出来了。因为%s将会被妾身的魅力所俘虏呐！」	5005022	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	sound/role/yejushi/KAGUYA_S_02.mp3	0	1	1	0	0	0	0	0	0
5005022	5005	22	夕弦	1	「应战，正合我意。」	5005023	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5005023	5005	23		1	伴随着精力充沛的声音，新的入浴者一气呵成跳进了热水里。	5005024	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5005024	5005	24	夜刀神十香	1	「嘿！呀！」	5005025	modle/bust/bust_10703	bust_10703.model.json	1	id_favor1	0	1.1	0	0	0	modle/bust/bust_10803	bust_10803.model.json	2	id_favor1	0	1.1	modle/bust/bust_10106	Bust_10106.model.json	3	id_pose_12	id_look_10	1.1	0	0	0	0	1	1	0	0	0	0	0	0
5005025	5005	25		1	十香和我四目相对。	5005026	1	1	1	0	0	1.1	0	0	0	1	1	2	0	0	1.1	1	1	3	0	id_look_7	1.1	0	0	0	0	1	1	0	0	0	0	0	0
5005026	5005	26	1	1	「…………」	5005027	1	1	1	0	0	1.1	0	0	0	1	1	2	0	0	1.1	1	1	3	0	0	1.1	0	0	0	0	1	1	0	0	0	0	0	0
5005027	5005	27	夜刀神十香	1	「你……你你你你为什么会在这里，%s！」	5005028-5005029-5005030	1	1	1	0	0	1	modle/bust/bust_103_eff	bust_eff.model.json	id_surprise	1	1	2	0	0	1	1	1	3	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
5005028	5005	28	1	1	「因为我是男的…所以我在这里……」	5005031	modle/bust/bust_10703	bust_10703.model.json	1	id_favor1	0	1	0	0	0	modle/bust/bust_10803	bust_10803.model.json	2	id_favor1	0	1	modle/bust/bust_10106	Bust_10106.model.json	3	id_pose_12	id_look_7	1	0	0	0	0	scene/bg/cg_yuchang.png	1	0	0	0	sound/bgm/date_001.mp3	0	0
5005029	5005	29	1	1	「不对不对！应该我要问你怎么会进来这里吧！」	5005031	modle/bust/bust_10703	bust_10703.model.json	1	id_favor1	0	1	0	0	0	modle/bust/bust_10803	bust_10803.model.json	2	id_favor1	0	1	modle/bust/bust_10106	Bust_10106.model.json	3	id_pose_12	id_look_7	1	0	0	0	0	scene/bg/cg_yuchang.png	1	0	0	0	sound/bgm/date_001.mp3	0	0
5005030	5005	30	1	1	「等…等等。这里可是男汤耶！」	5005031	modle/bust/bust_10703	bust_10703.model.json	1	id_favor1	0	1	0	0	0	modle/bust/bust_10803	bust_10803.model.json	2	id_favor1	0	1	modle/bust/bust_10106	Bust_10106.model.json	3	id_pose_12	id_look_7	1	0	0	0	0	scene/bg/cg_yuchang.png	1	0	0	0	sound/bgm/date_001.mp3	0	0
5005031	5005	31	夜刀神十香	1	「你在说什么！我有按照大家所教我的，走进红色的那一边呀！」	5005032	1	1	1	0	0	1	0	0	0	1	1	2	0	0	1	1	1	3	0	id_look_3	1	0	0	0	0	1	1	0	0	0	0	0	0
5005032	5005	32		1	我身体不禁动摇起来，背后有一种讨厌的预感。	5005033	1	1	1	0	0	1.2	0	0	0	1	1	2	0	0	1.2	1	1	3	0	0	1.2	0	0	0	0	1	1	0	0	0	0	0	0
5005033	5005	33	1	1	「啊？难道是……你们！」	5005034	1	1	1	0	0	1.2	0	0	0	1	1	2	0	0	1.2	1	1	3	0	0	1.2	0	0	0	0	1	1	0	0	0	0	0	0
5005034	5005	34	耶俱矢	1	「嗯，在%s进来前把门帘交换了。妾身真是足智多谋。」	5005035	modle/bust/bust_10703	bust_10703.model.json	4	id_favor1	0	1.2	0	0	0	modle/bust/bust_10803	bust_10803.model.json	5	id_favor1	0	1.2	0	0	0	0	0	1.2	0	0	0	0	1	1	0	0	0	0	0	0
5005035	5005	35	夕弦	1	「提问。有什么问题吗？」	5005036	1	1	4	0	0	1.2	0	0	0	1	1	5	0	0	1.2	0	0	0	0	0	1.2	0	0	0	0	1	1	0	0	0	0	0	0
5005036	5005	36	1	1	「你们这两个家伙啊啊啊啊啊！」	5005037	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5005037	5005	37		1	我有数不清的怨言想要说出来，现在却并不是抱怨的时候。	5005038	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/cg_jiudianfangjian.png	1	2	0	0	0	0	0
5005038	5005	38		1	「就像是给世界带来困扰的台风。不曾在人类面前展现明确的攻击意向，也没有怨恨这个世界。」	5005039	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5005039	5005	39		1	「仅仅两人争斗的余波就能摧毁森林、山河、街道。她们是反覆无常的狂战士。」	5005040	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5005040	5005	40		1	令音的解释在我脑海浮现，就目前来看是一个好机会。	5005041	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5005041	5005	41		1	否则她们改变心意后，或许就没有机会遇见了。	5005042	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5004042	5004	42		1	但是……我从女汤逃出来的时候感冒了，万一倒下了就麻烦了。		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5006001	5006	1	耶俱矢	1	「%s。汝似乎感冒了呀？」	5006002	modle/bust/bust_10703	bust_10703.model.json	4	id_favor1	0	1.1	0	0	0	modle/bust/bust_10803	bust_10803.model.json	5	id_favor1	0	1.1	0	0	0	0	0	1.1	0	0	0	0	scene/bg/cg_jiudianfangjian.png	1	2	0	0	sound/bgm/date_002.mp3	0	0
5006002	5006	2		1	「人类真是不堪一击呀。只因为遭遇这种小事就生病了？」	5006003	1	1	4	0	0	1.1	0	0	0	1	1	5	0	0	1.1	0	0	0	0	0	1.1	0	0	0	0	1	1	0	0	0	0	0	0
5006003	5006	3	夕弦	1	「宣言。请安心，只要有夕弦的照顾，明天就会痊愈。」	5006004	1	1	4	0	0	1.1	0	0	0	1	1	5	0	0	1.1	0	0	0	0	0	1.1	0	0	0	0	1	1	0	0	0	0	0	0
5006004	5006	4	1	1	「抱歉。」	5006005	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
5006005	5006	5		1	夕弦突然抓住我的手腕，两脚缠绕上我的身体。	5006006	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
5006006	5006	6	耶俱矢	1	「呜哇！你来干什么呀，夕弦！你这家伙居然打算妨碍妾身陪睡，真是卑鄙！」	5006007	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
5006007	5006	7	夕弦	1	「确认。%s出汗了。」	5006008-5006009-5006010	modle/bust/bust_10703	bust_10703.model.json	4	id_favor1	0	1	0	0	0	modle/bust/bust_10803	bust_10803.model.json	5	id_favor1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
5006008	5006	8		1	「这是洗澡水，我还没擦干净。」	5006011	modle/bust/bust_10703	bust_10703.model.json	4	id_favor1	0	1	0	0	0	modle/bust/bust_10803	bust_10803.model.json	5	id_favor1	0	1	0	0	0	0	0	1	0	0	0	0	scene/bg/cg_jiudianfangjian.png	1	0	0	0	sound/bgm/date_002.mp3	0	0
5006009	5006	9		1	「你看错了，流汗不存在的」	5006011	modle/bust/bust_10703	bust_10703.model.json	4	id_favor1	0	1.2	0	0	0	modle/bust/bust_10803	bust_10803.model.json	5	id_favor1	0	1.2	0	0	0	0	0	1.2	0	0	0	0	scene/bg/cg_jiudianfangjian.png	1	0	0	0	sound/bgm/date_002.mp3	0	0
5006010	5006	10		1	「咦？啊啊……那个，确实有一点流汗。」	5006011	1	1	4	0	0	1.2	0	0	0	1	1	5	0	0	1.2	0	0	0	0	0	1.2	0	0	0	0	scene/bg/cg_jiudianfangjian.png	1	0	0	0	sound/bgm/date_002.mp3	0	0
5006011	5006	11	夕弦	1	「指摘。如果放着不管，汗水蒸发时会带走体温，必须马上擦掉。」	5006012	1	1	4	0	0	1.2	0	0	0	1	1	5	0	0	1.2	0	0	0	0	0	1.2	0	0	0	0	1	1	0	0	0	0	0	0
5006012	5006	12	耶俱矢	1	「你在做什么呀！夕弦！」	5006013	1	1	4	0	0	1.2	0	0	0	1	1	5	0	0	1.2	0	0	0	0	0	1.2	0	0	0	0	1	1	0	0	0	0	0	0
5006013	5006	13	夕弦	1	「老师教导夕弦，如果要擦汗的话，这是最好的方法是……」	5006014	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5006014	5006	14		1	「像这样，用舌头将他的汗水舔干净。」	5006015	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5006015	5006	15		1	夕弦伏在我身上，伸出舌头舔舐起我的胸口。	5006016	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5006016	5006	16	耶俱矢	1	「想要变得温暖的话，人类肌肤是最好的选择呀！」	5006017	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5006017	5006	17		1	耶倶矢爬了过来卷起了我的被窝。	5006018	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5006018	5006	18	1	1	 「什什……什么……」	5006019	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5006019	5006	19		1	我虽然自己看不见，可是头顶和耳朵都一定冒出烟来吧。	5006020	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5006020	5006	20		1	修学旅行第二天，我来到了位于或美岛北面的赤流海岸。	5006021	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_shatan_day2.png	1	2	0	0	0	0	0
5006021	5006	21	1	1	「哇……好壮观呀！」	5006022	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5006022	5006	22	耶俱矢	1	「呵呵……原来躲在这种地方呀。」	5006023	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5006023	5006	23	夕弦	1	「发现。找到你了，%s。」	5006024-5006025-5006026	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5006024	5006	24		1	「即便是我也只能在你们的美色面前俯身下拜」	5006027	modle/bust/bust_10703	bust_10703.model.json	4	id_favor1	0	1	0	0	0	modle/bust/bust_10803	bust_10803.model.json	5	id_favor1	0	1	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_shatan_day2.png	1	0	0	0	sound/bgm/date_002.mp3	0	0
5006025	5006	25		1	「完全无法挪开眼睛，实在是太迷人了」	5006027	modle/bust/bust_10703	bust_10703.model.json	4	id_favor1	0	1	0	0	0	modle/bust/bust_10803	bust_10803.model.json	5	id_favor1	0	1	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_shatan_day2.png	1	0	0	0	sound/bgm/date_002.mp3	0	0
5006026	5006	26		1	「身上的泳衣很适合你们，很好看喔！」	5006027	modle/bust/bust_10703	bust_10703.model.json	4	id_favor1	0	1	0	0	0	modle/bust/bust_10803	bust_10803.model.json	5	id_favor1	0	1	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_shatan_day2.png	1	0	0	0	sound/bgm/date_002.mp3	0	0
5006027	5006	27	耶俱矢	1	「没错吧。但是汝不要搞错了唷。在妾身的魅力之下，这种程度的衣服也只会相形见拙呀!」	5006028	1	1	4	0	0	1.1	0	0	0	1	1	5	0	0	1.1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5006028	5006	28	夕弦	1	「道谢。谢谢你，夕弦很高兴。」	5006029	1	1	4	0	0	1.1	0	0	0	1	1	5	0	0	1.1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5006029	5006	29	耶俱矢	1	「%s啊。妾身长年置身于暗夜之中，所以有点无法忍受这些从天而降的光线。」	5006030	1	1	4	0	0	1.1	0	0	0	1	1	5	0	0	1.1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5006030	5006	30		1	「妾身允许汝施展阻绝圣光的瘴气之庇佑。」	5006031	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5006031	5006	31	夕弦	1	「请求。请为夕弦涂上叫作“防晒乳”的东西。」	5006032	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	sound/role/xixian/YUZURU_S_02.mp3	0	1	1	0	0	0	0	0	0
5006032	5006	32	1	1	「啊啊……原来如此。」	5006033	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5006033	5006	33	耶俱矢	1	「哼……那就拜托你了。妾身就将自己的背后交给汝了。」	5006034	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5006034	5006	34	夕弦	1	「委托。一切就拜托您了。」	5006035	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
5006035	5006	35	1	1	「那……那个……」	5006036	1	1	4	0	0	1.2	0	0	0	1	1	5	0	0	1.2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
