0	注释(名称)	名称文字ID	获取途径	道具类型	子类型	小类型	图标	背包类型	排序索引	星级	品质	总上限	是否支持叠加	单格上限	达总上限转换	是否可以批量使用	单次使用上限	出售收益	交易收益	描述	描述文字ID	价值(策划查看)	自动使用	使用消耗	失效时间	使用收益	是否播放出场效果	购买ID（ItemRecover表ID）	删除
60220616	第6章困难4-1	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":400,"max":400},{"id":500005,"min":22,"max":22},{"id":500006,"min":345,"max":345},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510219,"num":0,"min":1,"max":1,"weight":7600},{"id":510106,"num":0,"min":1,"max":1,"weight":4000},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220617	第6章困难4-2	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":400,"max":400},{"id":500005,"min":22,"max":22},{"id":500006,"min":345,"max":345},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510220,"num":0,"min":1,"max":1,"weight":7600},{"id":220028,"num":0,"min":1,"max":1,"weight":3000},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220618	第6章困难4-3	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":400,"max":400},{"id":500005,"min":22,"max":22},{"id":500006,"min":345,"max":345},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510221,"num":0,"min":1,"max":1,"weight":7600},{"id":570002,"num":0,"min":1,"max":2,"weight":10000},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220619	第6章困难4-4	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":400,"max":400},{"id":500005,"min":22,"max":22},{"id":500006,"min":345,"max":345},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510222,"num":0,"min":1,"max":1,"weight":7600},{"id":510227,"num":0,"min":1,"max":1,"weight":2500},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220620	第6章困难4-5	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":400,"max":400},{"id":500005,"min":22,"max":22},{"id":500006,"min":345,"max":345},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510223,"num":0,"min":1,"max":1,"weight":1000},{"id":510314,"num":0,"min":1,"max":1,"weight":3000},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220701	第7章困难1-1	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510224,"num":0,"min":1,"max":1,"weight":8200},{"id":510106,"num":0,"min":1,"max":1,"weight":4500},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220702	第7章困难1-2	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510217,"num":0,"min":1,"max":1,"weight":8200},{"id":220029,"num":0,"min":1,"max":1,"weight":3500},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220703	第7章困难1-3	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510218,"num":0,"min":1,"max":1,"weight":8200},{"id":570002,"num":0,"min":1,"max":2,"weight":10000},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220704	第7章困难1-4	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510219,"num":0,"min":1,"max":1,"weight":8200},{"id":510228,"num":0,"min":1,"max":1,"weight":2800},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220705	第7章困难1-5	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510220,"num":0,"min":1,"max":1,"weight":1000},{"id":510303,"num":0,"min":1,"max":1,"weight":2500},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220706	第7章困难2-1	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510221,"num":0,"min":1,"max":1,"weight":8200},{"id":510106,"num":0,"min":1,"max":1,"weight":4500},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220707	第7章困难2-2	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510222,"num":0,"min":1,"max":1,"weight":8200},{"id":220020,"num":0,"min":1,"max":1,"weight":3500},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220708	第7章困难2-3	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510223,"num":0,"min":1,"max":1,"weight":8200},{"id":570002,"num":0,"min":1,"max":2,"weight":10000},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220709	第7章困难2-4	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510224,"num":0,"min":1,"max":1,"weight":8200},{"id":510229,"num":0,"min":1,"max":1,"weight":2800},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220710	第7章困难2-5	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510217,"num":0,"min":1,"max":1,"weight":1000},{"id":510313,"num":0,"min":1,"max":1,"weight":2500},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220711	第7章困难3-1	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510218,"num":0,"min":1,"max":1,"weight":8200},{"id":510106,"num":0,"min":1,"max":1,"weight":4500},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220712	第7章困难3-2	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510219,"num":0,"min":1,"max":1,"weight":8200},{"id":220021,"num":0,"min":1,"max":1,"weight":3500},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220713	第7章困难3-3	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510220,"num":0,"min":1,"max":1,"weight":8200},{"id":570002,"num":0,"min":1,"max":2,"weight":10000},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220714	第7章困难3-4	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510221,"num":0,"min":1,"max":1,"weight":8200},{"id":510230,"num":0,"min":1,"max":1,"weight":2800},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220715	第7章困难3-5	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510222,"num":0,"min":1,"max":1,"weight":1000},{"id":510303,"num":0,"min":1,"max":1,"weight":2500},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220716	第7章困难4-1	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510223,"num":0,"min":1,"max":1,"weight":8200},{"id":510106,"num":0,"min":1,"max":1,"weight":4500},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220717	第7章困难4-2	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510224,"num":0,"min":1,"max":1,"weight":8200},{"id":220022,"num":0,"min":1,"max":1,"weight":3500},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220718	第7章困难4-3	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510217,"num":0,"min":1,"max":1,"weight":8200},{"id":570002,"num":0,"min":1,"max":2,"weight":10000},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220719	第7章困难4-4	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510218,"num":0,"min":1,"max":1,"weight":8200},{"id":510231,"num":0,"min":1,"max":1,"weight":2800},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220720	第7章困难4-5	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510219,"num":0,"min":1,"max":1,"weight":1000},{"id":510313,"num":0,"min":1,"max":1,"weight":2500},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220721	第7章困难5-1	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510220,"num":0,"min":1,"max":1,"weight":8200},{"id":510106,"num":0,"min":1,"max":1,"weight":4500},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220722	第7章困难5-2	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510221,"num":0,"min":1,"max":1,"weight":8200},{"id":220023,"num":0,"min":1,"max":1,"weight":3500},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220723	第7章困难5-3	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510222,"num":0,"min":1,"max":1,"weight":8200},{"id":570002,"num":0,"min":1,"max":2,"weight":10000},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220724	第7章困难5-4	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510223,"num":0,"min":1,"max":1,"weight":8200},{"id":510232,"num":0,"min":1,"max":1,"weight":2800},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60220725	第7章困难5-5	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":480,"max":480},{"id":500005,"min":24,"max":24},{"id":500006,"min":440,"max":440},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510224,"num":0,"min":1,"max":1,"weight":1000},{"id":570002,"num":0,"min":2,"max":4,"weight":10000},{"id":510103,"num":0,"min":1,"max":3,"weight":3500},{"id":510153,"num":0,"min":1,"max":3,"weight":4800},{"id":220009,"num":0,"min":1,"max":1,"weight":1700}]}}			
60230101	第1章地狱1-1	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":180,"max":180},{"id":500005,"min":18,"max":18},{"id":500006,"min":60,"max":60},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510217,"num":0,"min":1,"max":1,"weight":5800},{"id":510157,"num":0,"min":1,"max":1,"weight":2000},{"id":510104,"num":0,"min":1,"max":3,"weight":3500},{"id":510154,"num":0,"min":1,"max":3,"weight":4000},{"id":220009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60230102	第1章地狱1-2	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":180,"max":180},{"id":500005,"min":18,"max":18},{"id":500006,"min":60,"max":60},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510218,"num":0,"min":1,"max":1,"weight":5800},{"id":510232,"num":0,"min":1,"max":1,"weight":1600},{"id":510104,"num":0,"min":1,"max":3,"weight":3500},{"id":510154,"num":0,"min":1,"max":3,"weight":4000},{"id":220009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60230103	第1章地狱1-3	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":180,"max":180},{"id":500005,"min":18,"max":18},{"id":500006,"min":60,"max":60},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510219,"num":0,"min":1,"max":1,"weight":1000},{"id":510301,"num":0,"min":1,"max":1,"weight":4000},{"id":510104,"num":0,"min":1,"max":3,"weight":3500},{"id":510154,"num":0,"min":1,"max":3,"weight":4000},{"id":220009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60230104	第1章地狱2-1	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":180,"max":180},{"id":500005,"min":18,"max":18},{"id":500006,"min":60,"max":60},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510220,"num":0,"min":1,"max":1,"weight":5800},{"id":510107,"num":0,"min":1,"max":1,"weight":2000},{"id":510104,"num":0,"min":1,"max":3,"weight":3500},{"id":510154,"num":0,"min":1,"max":3,"weight":4000},{"id":220009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60230105	第1章地狱2-2	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":180,"max":180},{"id":500005,"min":18,"max":18},{"id":500006,"min":60,"max":60},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510221,"num":0,"min":1,"max":1,"weight":5800},{"id":510231,"num":0,"min":1,"max":1,"weight":1600},{"id":510104,"num":0,"min":1,"max":3,"weight":3500},{"id":510154,"num":0,"min":1,"max":3,"weight":4000},{"id":220009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60230106	第1章地狱2-3	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":180,"max":180},{"id":500005,"min":18,"max":18},{"id":500006,"min":60,"max":60},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510222,"num":0,"min":1,"max":1,"weight":1000},{"id":510301,"num":0,"min":1,"max":1,"weight":4000},{"id":510104,"num":0,"min":1,"max":3,"weight":3500},{"id":510154,"num":0,"min":1,"max":3,"weight":4000},{"id":220009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60230201	第2章地狱1-1	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":245,"max":245},{"id":500005,"min":21,"max":21},{"id":500006,"min":120,"max":120},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510223,"num":0,"min":1,"max":1,"weight":6600},{"id":510157,"num":0,"min":1,"max":1,"weight":2800},{"id":510104,"num":0,"min":1,"max":3,"weight":3500},{"id":510154,"num":0,"min":1,"max":3,"weight":4000},{"id":220009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60230202	第2章地狱1-2	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":245,"max":245},{"id":500005,"min":21,"max":21},{"id":500006,"min":120,"max":120},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510224,"num":0,"min":1,"max":1,"weight":6600},{"id":510230,"num":0,"min":1,"max":1,"weight":2300},{"id":510104,"num":0,"min":1,"max":3,"weight":3500},{"id":510154,"num":0,"min":1,"max":3,"weight":4000},{"id":220009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60230203	第2章地狱1-3	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":245,"max":245},{"id":500005,"min":21,"max":21},{"id":500006,"min":120,"max":120},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510217,"num":0,"min":1,"max":1,"weight":1000},{"id":510306,"num":0,"min":1,"max":1,"weight":5000},{"id":510104,"num":0,"min":1,"max":3,"weight":3500},{"id":510154,"num":0,"min":1,"max":3,"weight":4000},{"id":220009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60230204	第2章地狱2-1	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":245,"max":245},{"id":500005,"min":21,"max":21},{"id":500006,"min":120,"max":120},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510218,"num":0,"min":1,"max":1,"weight":6600},{"id":510107,"num":0,"min":1,"max":1,"weight":2800},{"id":510104,"num":0,"min":1,"max":3,"weight":3500},{"id":510154,"num":0,"min":1,"max":3,"weight":4000},{"id":220009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60230205	第2章地狱2-2	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":245,"max":245},{"id":500005,"min":21,"max":21},{"id":500006,"min":120,"max":120},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510219,"num":0,"min":1,"max":1,"weight":6600},{"id":510229,"num":0,"min":1,"max":1,"weight":2300},{"id":510104,"num":0,"min":1,"max":3,"weight":3500},{"id":510154,"num":0,"min":1,"max":3,"weight":4000},{"id":220009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60230206	第2章地狱2-3	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":245,"max":245},{"id":500005,"min":21,"max":21},{"id":500006,"min":120,"max":120},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510220,"num":0,"min":1,"max":1,"weight":1000},{"id":510306,"num":0,"min":1,"max":1,"weight":5000},{"id":510104,"num":0,"min":1,"max":3,"weight":3500},{"id":510154,"num":0,"min":1,"max":3,"weight":4000},{"id":220009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60230207	第2章地狱3-1	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":245,"max":245},{"id":500005,"min":21,"max":21},{"id":500006,"min":120,"max":120},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510221,"num":0,"min":1,"max":1,"weight":6600},{"id":510157,"num":0,"min":1,"max":1,"weight":2800},{"id":510104,"num":0,"min":1,"max":3,"weight":3500},{"id":510154,"num":0,"min":1,"max":3,"weight":4000},{"id":220009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60230208	第2章地狱3-2	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":245,"max":245},{"id":500005,"min":21,"max":21},{"id":500006,"min":120,"max":120},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510222,"num":0,"min":1,"max":1,"weight":6600},{"id":510228,"num":0,"min":1,"max":1,"weight":2300},{"id":510104,"num":0,"min":1,"max":3,"weight":3500},{"id":510154,"num":0,"min":1,"max":3,"weight":4000},{"id":220009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60230209	第2章地狱3-3	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":245,"max":245},{"id":500005,"min":21,"max":21},{"id":500006,"min":120,"max":120},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510223,"num":0,"min":1,"max":1,"weight":1000},{"id":510306,"num":0,"min":1,"max":1,"weight":5000},{"id":510104,"num":0,"min":1,"max":3,"weight":3500},{"id":510154,"num":0,"min":1,"max":3,"weight":4000},{"id":220009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60230301	第3章地狱1-1	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":320,"max":320},{"id":500005,"min":24,"max":24},{"id":500006,"min":200,"max":200},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510224,"num":0,"min":1,"max":1,"weight":7400},{"id":510107,"num":0,"min":1,"max":1,"weight":3500},{"id":510104,"num":0,"min":1,"max":3,"weight":3500},{"id":510154,"num":0,"min":1,"max":3,"weight":4000},{"id":220009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60230302	第3章地狱1-2	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":320,"max":320},{"id":500005,"min":24,"max":24},{"id":500006,"min":200,"max":200},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510217,"num":0,"min":1,"max":1,"weight":7400},{"id":510227,"num":0,"min":1,"max":1,"weight":2800},{"id":510104,"num":0,"min":1,"max":3,"weight":3500},{"id":510154,"num":0,"min":1,"max":3,"weight":4000},{"id":220009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60230303	第3章地狱1-3	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":320,"max":320},{"id":500005,"min":24,"max":24},{"id":500006,"min":200,"max":200},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510218,"num":0,"min":1,"max":1,"weight":1000},{"id":510309,"num":0,"min":1,"max":1,"weight":4000},{"id":510104,"num":0,"min":1,"max":3,"weight":3500},{"id":510154,"num":0,"min":1,"max":3,"weight":4000},{"id":220009,"num":0,"min":1,"max":1,"weight":2500}]}}			
60230304	第3章地狱2-1	0		21	2	0		0	0		0	0	1	0		0							1		0	{"fix":{"items":[{"id":500001,"min":320,"max":320},{"id":500005,"min":24,"max":24},{"id":500006,"min":200,"max":200},{"id":500016,"min":1,"max":1}]},"basic":{"items":[{"id":510219,"num":0,"min":1,"max":1,"weight":7400},{"id":510157,"num":0,"min":1,"max":1,"weight":3500},{"id":510104,"num":0,"min":1,"max":3,"weight":3500},{"id":510154,"num":0,"min":1,"max":3,"weight":4000},{"id":220009,"num":0,"min":1,"max":1,"weight":2500}]}}			
