刷怪ID	关卡备注（策划看）	关卡备注（策划看）	怪物ID	朝向	怪池ID(怪池ID+怪池刷出怪物数量)	等级（通过skillEffect触发的怪物等级跟随召唤者）	波次	刷怪器类型(1-常规，即现有类型；2-循环，3-定时，4-极限)	刷怪轮数(以所有波次刷完为1轮)	定时(循环刷怪，极限刷怪的下一轮怪刷出的等待时间；定时刷怪刷出下一轮怪的间隔时间)	刷怪暂停条件类型(1-击杀能力检测，2-数量上限检测)	刷怪暂停条件类型参数(击杀能力检测填间隔时间，单位秒；数量上限检测填存活怪物数量上限)	刷怪位置（1随机刷新，2地图中心刷新，3地图左侧刷新，4地图右侧刷新）	是否预警	助战角色是否出现（0或不配时不刷新助战角色。1刷新助战角色）
1106042	6014	第6章困难		2		43	1	1	1				1	0	
1106043	6015	第6章困难	2100-2100-2101-2101-1170-1170	2		43	1	1	1				1	0	
1106044	6015	第6章困难	1110-1110-2150-2150-1150-1180-50202	2		43	1-1-1-1-2-2-2	1	1				4	0-0-0-0-1-1-1	
1106045	6015	第6章困难		2		43	1	1	1				1	0	
1206001	6001	第6章地狱	2200-2200-2230-2230-2250-2250	2		51	1	1	1				1	0	
1206002	6001	第6章地狱	1260-1260-1220-1250	2		51	1	4	2	1250			1	1	
1206003	6001	第6章地狱		2		51	1	1	1				1	0	
1206004	6002	第6章地狱	1263-1263-1213-1213	2		51	1	1	1				1	0	
1206005	6002	第6章地狱	2201-2231-1281	2		51	1	3	100	3250	2	4	1	1	
1206006	6002	第6章地狱		2		51	1	1	1				1	0	
1206007	6003	第6章地狱	2201-2201-1270-1270	2		51	1	1	1				1	0	
1206008	6003	第6章地狱	2240-2240-1251-1251	2		51	1	1	1				1	0	
1206009	6003	第6章地狱	1260-1260-2220-2220	2		51	1	4	1	1500			1	1	
1206010	6004	第6章地狱	2232-2232-1221-1221-2221-2221-1261-1261	2		52	1-1-1-1-2-2-2-2	2	100	1250			1	0	
1206011	6004	第6章地狱		2		52	1	1	1				1	0	
1206012	6004	第6章地狱		2		52	1	1	1				1	0	
1206013	6005	第6章地狱	2200-2200-1261-1261	2		52	1	1	1				1	0	
1206014	6005	第6章地狱	2240-2240-1250-1250	2		52	1	4	1	1250			1	0	
1206015	6005	第6章地狱	1270-1270-2260	2		52	1	1	1				4	1	
1206016	6006	第6章地狱	2200-2200-2250-2250-2240-2240-1221-1221	2		52	1-1-1-1-2-2-2-2	1	1				1	0	
1206017	6006	第6章地狱	1280-1280-2201-2201	2		52	1	4	1	1250			1	1	
1206018	6006	第6章地狱		2		52	1	1	1				1	0	
1206019	6007	第6章地狱	1260-1260-2201-2201-2250-2250	2		54	1	1	1				1	0	
1206020	6007	第6章地狱	2201-1271	2		54	1	3	100	1500	2	4	1	1	
1206021	6007	第6章地狱		2		54	1	1	1				1	0	
1206022	6008	第6章地狱	2230-2230-1251-1251	2		54	1	1	1				1	0	
1206023	6008	第6章地狱	1260-1260-2220-2220	2		54	1	1	1				1	0	
1206024	6008	第6章地狱	2240-2240-1220-1220	2		54	1	4	2	1250			1	1	
1206025	6009	第6章地狱	1261-1261-2231-2231-2220-2220	2		54	1	4	100	1250			1	0	
1206026	6009	第6章地狱		2		54	1	1	1				1	0	
1206027	6009	第6章地狱		2		54	1	1	1				1	0	
1206028	6010	第6章地狱	1210-1210-1270-1270	2		56	1	1	1				1	0	
1206029	6010	第6章地狱	2240-2240-2220-2220	2		56	1	1	1				1	0	
1206030	6010	第6章地狱	2201-2201-1280-1280-2250-2250-20201	2		56	1-1-1-1-2-2-2	1	1				4	0-0-0-0-1-1-1	
1206031	6011	第6章地狱	2200-2200-2230-2230-1270-1270	2		56	1	1	1				1	0	
1206032	6011	第6章地狱	1260-1260-2221-2221	2		56	1	4	2	1250			1	1	
1206033	6011	第6章地狱		2		56	1	1	1				1	0	
1206034	6012	第6章地狱	2240-2240-1250-1250	2		56	1	1	1				1	0	
1206035	6012	第6章地狱	1270-1270-2201-2201	2		56	1	1	1				1	0	
1206036	6012	第6章地狱	1260-1260-2230-2230-2220-2220	2		56	1	1	1				1	1	
1206037	6013	第6章地狱	2202-2202-1271-1271-1251-1251-2240-2240	2		56	1-1-1-1-2-2-2-2	2	100	1750			1	0	
1206038	6013	第6章地狱		2		56	1	1	1				1	0	
1206039	6013	第6章地狱		2		56	1	1	1				1	0	
1206040	6014	第6章地狱	1213-1213-1271-1271	2		57	1	1	1				1	0	
1206041	6014	第6章地狱	2231-2231-1251	2		57	1	3	100	3250	2	4	1	1	
1206042	6014	第6章地狱		2		57	1	1	1				1	0	
1206043	6015	第6章地狱	2230-2230-2220-2220	2		57	1	1	1				1	0	
1206044	6015	第6章地狱	1280-1280-1211-1211	2		57	1	1	1				1	0	
1206045	6015	第6章地狱	2240-2240-1221-1221-50203	2		57	1	1	1				4	1	
1007001	7001	第7章简单	1010-1010-1060-1060	2		33	1	1	1				1	0	
1007002	7001	第7章简单	2000-2000-2001-2030-2021-2050	2		33	1	1	1				1	0	
1007003	7001	第7章简单	2040-2040-1020-1050	2		33	1	4	1	1000			1	1	
1007004	7002	第7章简单	1071-1071-2000-2000-2001-2001	2		34	1	1	1				1	0	
1007005	7002	第7章简单	1071-2040	2		34	1	3	2	1250			1	1	
1007006	7002	第7章简单		2		34	1	1	1				1	0	
1007007	7003	第7章简单	1060-1060-1011-1011-1020-1020	2		34	1	1	1				1	0	
1007008	7003	第7章简单	2000-2000-2020-2050-2001-2001-1050-1080	2		34	1-1-1-1-2-2-2-2	1	1				1	0-0-0-0-1-1-1-1	
1007009	7003	第7章简单		2		34	1	1	1				1	0	
1007010	7004	第7章简单	1021-1051-2040-2040	2		34	1	4	100	1000			1	0	
1007011	7004	第7章简单		2		34	1	1	1				1	0	
1007012	7004	第7章简单		2		34	1	1	1				1	0	
1007013	7005	第7章简单	1080-1050-1060-1010	2		35	1	1	1				1	0	
1007014	7005	第7章简单	2001-2001-1070-1070	2		35	1	4	1	1000			1	0	
1007015	7005	第7章简单	2050-2050-50601	2		35	1	1	1				4	1	
1007016	7006	第7章简单	1070-1020-2030-2000	2		35	1	1	1				1	0	
1007017	7006	第7章简单	1010-1060-2020-2050	2		35	1	4	1	1000			1	0	
1007018	7006	第7章简单	2040-2040-2001-2001-1050-1050	2		35	1	1	1				1	1	
1007019	7007	第7章简单	1021-1021-2032-2032-1012-1012	2		35	1	2	100	1250			1	0	
1007020	7007	第7章简单		2		35	1	1	1				1	0	
1007021	7007	第7章简单		2		35	1	1	1				1	0	
1007022	7008	第7章简单	2000-2000-2001-2001-2050-2050	2		35	1	1	1				1	0	
1007023	7008	第7章简单	1020-1050-1011-1011-2040-2040	2		35	1	4	2	2250			1	1	
1007024	7008	第7章简单		2		35	1	1	1				1	0	
1007025	7009	第7章简单	2000-2030-1020-1070	2		35	1	1	1				1	0	
1007026	7009	第7章简单	1050-1080-1010-1060	2		35	1	1	1				1	0	
1007027	7009	第7章简单	2000-2000-2040-2040-2020-2020	2		35	1	4	2	1250			1	1	
1007028	7010	第7章简单	2030-2030-1020-1020	2		35	1	1	1				1	0	
1007029	7010	第7章简单	1010-1060-1050-1080-2050-2020-50601	2		35	1-1-1-1-2-2-2	1	1				4	0-0-0-0-1-1-1	
1007030	7010	第7章简单		2		35	1	1	1				1	0	
1007031	7011	第7章简单	1010-1060-1020-1070	2		36	1	1	1				1	0	
1007032	7011	第7章简单	2020-2020-2040-2040	2		36	1	1	1				1	0	
1007033	7011	第7章简单	1020-1050-2030-2030	2		36	1	4	2	1250			1	1	
1007034	7012	第7章简单	2000-2000-2001-2001-2050-2050	2		36	1	1	1				1	0	
1007035	7012	第7章简单	2040-2040-1021-1051	2		36	1	4	2	2250			1	1	
1007036	7012	第7章简单		2		36	1	1	1				1	0	
1007037	7013	第7章简单	2020-2001-2031	2		36	1	3	100	3250	2	4	1	0	
1007038	7013	第7章简单		2		36	1	1	1				1	0	
1007039	7013	第7章简单		2		36	1	1	1				1	0	
1007040	7014	第7章简单	1010-1010-1080	2		39	1	3	2	1000			1	0	
1007041	7014	第7章简单	1010-1010-2001-2001-2051-2051	2		39	1	4	100	1250			1	1	
1007042	7014	第7章简单		2		39	1	1	1				1	0	
1007043	7015	第7章简单	2040-2040-1020-1020	2		39	1	1	1				1	0	
1007044	7015	第7章简单	2001-2031-1050-1080	2		39	1	1	1				1	0	
1007045	7015	第7章简单	2020-2050-1010-1060-1020-1070-50601	2		39	1-1-1-1-2-2-2	1	1				4	0-0-0-0-1-1-1	
1107001	7001	第7章困难	2100-2100-2120-2150-2140-2140	2		43	1	1	1				1	0	
1107002	7001	第7章困难	1111-1111-1180-1180	2		43	1	4	2	1750			1	1	
1107003	7001	第7章困难		2		43	1	1	1				1	0	
1107004	7002	第7章困难	1160-1160-1110-1110-1170-1170	2		44	1	1	1				1	0	
1107005	7002	第7章困难	2100-2130-2120-2150	2		44	1	1	1				1	0	
1107006	7002	第7章困难	2140-2140-1150-1150	2		44	1	4	1	1250			1	1	
1107007	7003	第7章困难	1181-1181-1113-1113-1121-1121-2141-2141	2		44	1-1-1-1-2-2-2-2	2	100	1250			1	0	
1107008	7003	第7章困难		2		44	1	1	1				1	0	
1107009	7003	第7章困难		2		44	1	1	1				1	0	
1107010	7004	第7章困难	2100-2100-2150-2150	2		44	1	4	1	1250			1	0	
1107011	7004	第7章困难	1160-1160-1120-1150	2		44	1	4	2	1500			1	1	
1107012	7004	第7章困难		2		44	1	1	1				1	0	
1107013	7005	第7章困难	1110-1160-2100-2130-2120-2150	2		45	1	1	1				1	0	
1107014	7005	第7章困难	1120-1120-2140-2140	2		45	1	1	1				1	0	
1107015	7005	第7章困难	1150-1180-50602	2		45	1	1	1				4	1	
1107016	7006	第7章困难	1160-1160-2120-2120	2		45	1	1	1				1	0	
1107017	7006	第7章困难	1180-1180-2101-2101	2		45	1	1	1				1	0	
1107018	7006	第7章困难	2100-2100-2130-2130-1120-1170	2		45	1	1	1				1	1	
1107019	7007	第7章困难	2151-2151-1110-1110-1111-1111	2		45	1	1	1				1	0	
1107020	7007	第7章困难	1281-1281-2100-2100	2		45	1	2	2	1250			1	1	
1107021	7007	第7章困难		2		45	1	1	1				1	0	
1107022	7008	第7章困难	2130-2130-2101-2101-1170-1170	2		45	1	1	1				1	0	
1107023	7008	第7章困难	1110-1160-1150-1180	2		45	1	1	1				1	0	
1107024	7008	第7章困难	2140-2140-2120-2120	2		45	1	4	1	1250			1	1	
1107025	7009	第7章困难	2101-2101-2151	2		45	1	3	100	3250	2	4	1	0	
1107026	7009	第7章困难		2		45	1	1	1				1	0	
1107027	7009	第7章困难		2		45	1	1	1				1	0	
1107028	7010	第7章困难	1111-1111-1170-1170	2		45	1	1	1				1	0	
1107029	7010	第7章困难	2101-2101-1280-1280-2120-2150-50602	2		45	1-1-1-1-2-2-2	1	1				4	0-0-0-0-1-1-1	
1107030	7010	第7章困难		2		45	1	1	1				1	0	
1107031	7011	第7章困难	2140-2140-2101-2101-1150-1180	2		46	1	1	1				1	0	
1107032	7011	第7章困难	1110-1110-2150-2150	2		46	1	4	2	1250			1	1	
1107033	7011	第7章困难		2		46	1	1	1				1	0	
1107034	7012	第7章困难	1112-1112-1171-1171-2102-2102	2		46	1	4	100	2250			1	0	
1107035	7012	第7章困难		2		46	1	1	1				1	0	
1107036	7012	第7章困难		2		46	1	1	1				1	0	
1107037	7013	第7章困难	2130-2130-2120-2120	2		46	1	1	1				1	0	
1107038	7013	第7章困难	1150-1150-1160-1160	2		46	1	1	1				1	0	
1107039	7013	第7章困难	1120-1120-2140-2140	2		46	1	4	2	1250			1	1	
1107040	7014	第7章困难	1160-1160-2120-2120	2		49	1	1	1				1	0	
1107041	7014	第7章困难	2101-2101-1170-1170-1111-1111-1180-1180	2		49	1-1-1-1-2-2-2-2	2	2	1250			1	0-0-0-0-1-1-1-1	
1107042	7014	第7章困难		2		49	1	1	1				1	0	
1107043	7015	第7章困难	2140-2140-1150-1150	2		49	1	1	1				1	0	
1107044	7015	第7章困难	1170-1170-2101-2101	2		49	1	1	1				1	0	
1107045	7015	第7章困难	2120-2150-50602	2		49	1	1	1				4	1	
1207001	7001	第7章地狱	1220-1220-2231-2231	2		57	1	1	1				1	0	
1207002	7001	第7章地狱	1261-1261-2240-2240-1251-1251	2		57	1	4	2	1750			1	1	
1207003	7001	第7章地狱		2		57	1	1	1				1	0	
1207004	7002	第7章地狱	2201-2201-1280-1280	2		57	1	1	1				1	0	
1207005	7002	第7章地狱	1211-1211-1271-1271	2		57	1	1	1				1	0	
1207006	7002	第7章地狱	1280-1280-2201-2201	2		57	1	4	100	1250			1	1	
1207007	7003	第7章地狱	2240-2240-1220-1220	2		57	1	1	1				1	0	
1207008	7003	第7章地狱	1261-1261-2220-2220-2230-2230-1220-1220	2		57	1-1-1-1-2-2-2-2	1	1				1	0-0-0-0-1-1-1-1	
1207009	7003	第7章地狱		2		57	1	1	1				1	0	
1207010	7004	第7章地狱	1250-2231-2231	2		57	1	3	100	3250	2	4	1	0	
1207011	7004	第7章地狱		2		57	1	1	1				1	0	
1207012	7004	第7章地狱		2		57	1	1	1				1	0	
1207013	7005	第7章地狱	1211-1211-2251-2251	2		58	1	1	1				1	0	
1207014	7005	第7章地狱	1221-1221-2240-2240	2		58	1	1	1				1	0	
1207015	7005	第7章地狱	1280-1280-50603	2		58	1	1	1				4	1	
1207016	7006	第7章地狱	2201-2201-2230-2230-2250-2250	2		58	1	1	1				1	0	
1207017	7006	第7章地狱	1260-1260-1250-1250	2		58	1	4	2	1500			1	1	
1207018	7006	第7章地狱		2		58	1	1	1				1	0	
1207019	7007	第7章地狱	2241-2241-2201-2201-1271-1271	2		58	1	1	1				1	0	
1207020	7007	第7章地狱	1263-1263-2220-2220	2		58	1	4	100	1500			1	1	
1207021	7007	第7章地狱		2		58	1	1	1				1	0	
1207022	7008	第7章地狱	1260-1260-1220-1220	2		59	1	1	1				1	0	
1207023	7008	第7章地狱	2230-2230-2220-2220	2		59	1	1	1				1	0	
1207024	7008	第7章地狱	2240-2240-1250-1250	2		59	1	4	2	1250			1	1	
1207025	7009	第7章地狱	1271-1271-2201-2201-1281-1281-1212-1212	2		59	1-1-1-1-2-2-2-2	2	100	1250			1	0	
1207026	7009	第7章地狱		2		59	1	1	1				1	0	
1207027	7009	第7章地狱		2		59	1	1	1				1	0	
1207028	7010	第7章地狱	1220-1220-2230-2230	2		59	1	1	1				1	0	
1207029	7010	第7章地狱	1260-1260-2220-2220-2251-2251-50603	2		59	1-1-1-1-2-2-2	1	1				4	0-0-0-0-1-1-1	
1207030	7010	第7章地狱		2		59	1	1	1				1	0	
1207031	7011	第7章地狱	2201-2201-1270-1270	2		59	1	1	1				1	0	
1207032	7011	第7章地狱	2240-2240-1250-1250	2		59	1	1	1				1	0	
1207033	7011	第7章地狱	2230-2230-2220-2220	2		59	1	4	1	1250			1	1	
1207034	7012	第7章地狱	1261-1261-1211-1211-1270-1280	2		59	1	4	100	1250			1	0	
1207035	7012	第7章地狱		2		59	1	1	1				1	0	
1207036	7012	第7章地狱		2		59	1	1	1				1	0	
1207037	7013	第7章地狱	2230-2230-1220-1220	2		59	1	1	1				1	0	
1207038	7013	第7章地狱	1260-1260-2221-2221	2		59	1	1	1				1	0	
1207039	7013	第7章地狱	2201-2201-2240-2240-1281-1281	2		59	1	1	1				1	1	
1207040	7014	第7章地狱	1211-1211-1271-1271	2		63	1	1	1				1	0	
1207041	7014	第7章地狱	2231-2231-2220	2		63	1	3	100	3250	2	4	1	1	
1207042	7014	第7章地狱		2		63	1	1	1				1	0	
1207043	7015	第7章地狱	1260-1260-2220-2220	2		63	1	1	1				1	0	
1207044	7015	第7章地狱	2230-2230-1220-1220	2		63	1	1	1				1	0	
1207045	7015	第7章地狱	1280-1280-50603	2		63	1	1	1				4	1	
1008001	8001	第8章简单	3000-3000-3001-3001-3010-3010	2		39	1	1	1				1	0	
1008002	8001	第8章简单	3000-3000-3020	2		39	1	3	2	3000			1	1	
1008003	8001	第8章简单		2		39	1	1	1				1	0	
1008004	8002	第8章简单	2002-2002-3011-3011-3002-3002-2021-2021	2		40	1-1-1-1-2-2-2-2	2	100	1250			1	0	
1008005	8002	第8章简单		2		40	1	1	1				1	0	
1008006	8002	第8章简单		2		40	1	1	1				1	0	
1008007	8003	第8章简单	2000-2000-2001-2001-2050-2050	2		40	1	1	1				1	0	
1008008	8003	第8章简单	3030-3030-3010-3020	2		40	1	4	2	1250			1	1	
1008009	8003	第8章简单		2		40	1	1	1				1	0	
1008010	8004	第8章简单	3000-3000-3010-3010	2		40	1	1	1				1	0	
1008011	8004	第8章简单	3010-3010-2040-2040	2		40	1	4	1	1250			1	0	
1008012	8004	第8章简单	3000-3030-2001-2001-2000-2030	2		40	1	1	1				1	1	
1008013	8005	第8章简单	2020-2020-3001-3001-3030-3030	2		40	1	1	1				1	0	
1008014	8005	第8章简单	2000-2000-2030-2030-2060	2		40	1-1-1-1-2	1	1				4	0-0-0-0-1	
1008015	8005	第8章简单		2		40	1	1	1				1	0	
1008016	8006	第8章简单	3000-3000-3030-3030-2020-2020	2		40	1	1	1				1	0	
1008017	8006	第8章简单	3010-3010-2040-2040	2		40	1	1	1				1	0	
1008018	8006	第8章简单	2001-2001-3020-3020	2		40	1	4	2	1250			1	1	
1008019	8007	第8章简单	2020-2020-2000-2000-3001-3001	2		40	1	1	1				1	0	
1008020	8007	第8章简单	2001-2001-3020	2		40	1	3	3	3250	2	6	1	1	
1008021	8007	第8章简单		2		40	1	1	1				1	0	
1008022	8008	第8章简单	2001-2001-3031-3031-2020-2020	2		40	1	4	100	1250			1	0	
1008023	8008	第8章简单		2		40	1	1	1				1	0	
1008024	8008	第8章简单		2		40	1	1	1				1	0	
1008025	8009	第8章简单	2000-2000-2030-2030-3010-3010	2		43	1	1	1				1	0	
1008026	8009	第8章简单	3003-3003-2021-2021-2041-2041-3010-3010	2		43	1-1-1-1-2-2-2-2	2	100	1250			1	0-0-0-0-1-1-1-1	
1008027	8009	第8章简单		2		43	1	1	1				1	0	
1008028	8010	第8章简单	3020-3020-2001-2001	2		43	1	1	1				1	0	
1008029	8010	第8章简单	3001-3001-2050-2050	2		43	1	4	1	1250			1	0	
1008030	8010	第8章简单	2030-2030-3010-3010-2060	2		43	1	1	1				4	1	
1008031	8011	第8章简单	3000-3000-3030-3030-2020-2020	2		43	1	1	1				1	0	
1008032	8011	第8章简单	2000-2000-2040-2040-3020-3020	2		43	1	1	1				1	1	
1008033	8011	第8章简单		2		43	1	1	1				1	0	
1008034	8012	第8章简单	3003-3003-2041	2		44	1	3	100	3250	2	4	1	0	
1008035	8012	第8章简单		2		44	1	1	1				1	0	
1008036	8012	第8章简单		2		44	1	1	1				1	0	
1008037	8013	第8章简单	3000-3000-2020-2020	2		44	1	1	1				1	0	
1008038	8013	第8章简单	2000-2000-2001-2001-3010-3010	2		44	1	4	2	2250			1	1	
1008039	8013	第8章简单		2		44	1	1	1				1	0	
1008040	8014	第8章简单	2020-2020-2040-2040	2		44	1	1	1				1	0	
1008041	8014	第8章简单	3030-3030-2000-2000-2001-2001	2		44	1	1	1				1	0	
1008042	8014	第8章简单	3001-3001-3010-3020	2		44	1	4	1	1000			1	1	
1008043	8015	第8章简单	2020-2020-2040-2040-2000-2000	2		45	1	1	1				1	0	
1008044	8015	第8章简单	2000-2000-3020-3020-2060	2		45	1	1	1				4	1	
1008045	8015	第8章简单		2		45	1	1	1				1	0	
1108001	8001	第8章困难	3130-3130-3110-3110	2		49	1	1	1				1	0	
1108002	8001	第8章困难	2100-2100-3120-3120	2		49	1	4	2	1250			1	1	
1108003	8001	第8章困难		2		49	1	1	1				1	0	
1108004	8002	第8章困难	2102-2102-3111-3111-2140-2140	2		50	1	4	100	2250			1	0	
1108005	8002	第8章困难		2		50	1	1	1				1	0	
1108006	8002	第8章困难		2		50	1	1	1				1	0	
1108007	8003	第8章困难	2130-2130-3120-3120	2		50	1	1	1				1	0	
1108008	8003	第8章困难	3101-3101-3130-3130-2120-2150	2		50	1	4	2	1000			1	1	
1108009	8003	第8章困难		2		50	1	1	1				1	0	
1108010	8004	第8章困难	3103-3103-3110-3110	2		50	1	1	1				1	0	
1108011	8004	第8章困难	3103-3103-3121-3121	2		50	1	1	1				1	0	
1108012	8004	第8章困难	3103-3103-2150-2150	2		50	1	4	100	1500			1	1	
1108013	8005	第8章困难	3120-3120-2130-2130	2		51	1	1	1				1	0	
1108014	8005	第8章困难	3110-3110-2140-2140-3100-3130-2160	2		51	1-1-1-1-2-2-2	1	1				4	0-0-0-0-1-1-1	
1108015	8005	第8章困难		2		51	1	1	1				1	0	
1108016	8006	第8章困难	3100-3100-3130-3130	2		51	1	1	1				1	0	
1108017	8006	第8章困难	2100-2100-2130-2130-3110-3110	2		51	1	1	1				1	0	
1108018	8006	第8章困难	3101-3101-3120-3120	2		51	1	4	1	1500			1	1	
1108019	8007	第8章困难	2140-2140-2120-2120	2		51	1	1	1				1	0	
1108020	8007	第8章困难	3100-3120	2		51	1	3	4	1500	2	6	1	1	
1108021	8007	第8章困难		2		51	1	1	1				1	0	
1108022	8008	第8章困难	2102-2102-3102-3102-2141-2141-3111-3111	2		51	1-1-1-1-2-2-2-2	2	100	1250			1	0	
1108023	8008	第8章困难		2		51	1	1	1				1	0	
1108024	8008	第8章困难		2		51	1	1	1				1	0	
1108025	8009	第8章困难	2130-2130-3110-3110	2		53	1	1	1				1	0	
1108026	8009	第8章困难	3130-3130-2101-2101-3120-3120	2		53	1	1	1				1	1	
1108027	8009	第8章困难		2		53	1	1	1				1	0	
1108028	8010	第8章困难	2100-2130-2120-2150	2		53	1	1	1				1	0	
1108029	8010	第8章困难	3130-3130-3110-3110	2		53	1	4	1	1250			1	0	
1108030	8010	第8章困难	2130-2130-2160	2		53	1	1	1				4	1	
1108031	8011	第8章困难	2101-2101-2151	2		53	1	3	100	3250	2	4	1	0	
1108032	8011	第8章困难		2		53	1	1	1				1	0	
1108033	8011	第8章困难		2		53	1	1	1				1	0	
1108034	8012	第8章困难	3110-3110-3100-3130-2130-2130	2		55	1	1	1				1	0	
1108035	8012	第8章困难	2140-2140-2120-2120	2		55	1	4	2	1250			1	1	
1108036	8012	第8章困难		2		55	1	1	1				1	0	
1108037	8013	第8章困难	3130-3130-3120-3120	2		55	1	1	1				1	0	
1108038	8013	第8章困难	2120-2120-2101-2101	2		55	1	1	1				1	0	
1108039	8013	第8章困难	3100-3100-3110-3110-2130-2130	2		55	1	1	1				1	1	
1108040	8014	第8章困难	3110-3110-2140-2140	2		55	1	1	1				1	0	
1108041	8014	第8章困难	2100-2100-2150-2150	2		55	1	1	1				1	0	
1108042	8014	第8章困难	3130-3130-2120-2120	2		55	1	4	2	1250			1	1	
1108043	8015	第8章困难	2130-2130-2100-2100	2		56	1	1	1				1	0	
1108044	8015	第8章困难	3130-3130-3110-3110-3120-3120-2160	2		56	1-1-1-1-2-2-2	1	1				4	0-0-0-0-1-1-1	
1108045	8015	第8章困难		2		56	1	1	1				1	0	
1208001	8001	第8章地狱	3230-3230-2230-2230-3220-3220	2		63	1	1	1				1	0	
1208002	8001	第8章地狱	2240-2240-3211-3211	2		63	1	4	2	1250			1	1	
1208003	8001	第8章地狱		2		63	1	1	1				1	0	
1208004	8002	第8章地狱	2202-2202-2241-2241-2232-2232	2		64	1	1	1				1	0	
1208005	8002	第8章地狱	3200-3200-2250-2250-2240-2240-3220-3220	2		64	1-1-1-1-1-2-2-2-2	2	100	1250			1	0-0-0-0-1-1-1-1	
1208006	8002	第8章地狱		2		64	1	1	1				1	0	
1208007	8003	第8章地狱	3200-3200-2230-2230	2		64	1	1	1				1	0	
1208008	8003	第8章地狱	3230-3230-2220-2220	2		64	1	1	1				1	0	
1208009	8003	第8章地狱	2231-2231-3211-3211	2		64	1	4	2	1250			1	1	
1208010	8004	第8章地狱	3202-3202-2251-2251	2		64	1	1	1				1	0	
1208011	8004	第8章地狱	2231-2231-3221	2		64	1	3	100	3250	2	4	1	1	
1208012	8004	第8章地狱		2		64	1	1	1				1	0	
1208013	8005	第8章地狱	3210-3210-2240-2240	2		64	1	1	1				1	0	
1208014	8005	第8章地狱	3220-3220-2250-2250	2		64	1	1	1				1	0	
1208015	8005	第8章地狱	3231-3231-2201-2201-2260	2		64	1	1	1				4	1	
1208016	8006	第8章地狱	2230-2230-3211-3211	2		64	1	1	1				1	0	
1208017	8006	第8章地狱	3231-3231-3220-3220	2		64	1	4	3	1250			1	1	
1208018	8006	第8章地狱		2		64	1	1	1				1	0	
1208019	8007	第8章地狱	2230-2230-3201-3201-2250-2250	2		64	1	1	1				1	0	
1208020	8007	第8章地狱	2240-2240-3210-3210	2		64	1	1	1				1	0	
1208021	8007	第8章地狱	2230-2230-3221-3221	2		64	1	4	100	1250			1	1	
1208022	8008	第8章地狱	3230-3230-3211-3211	2		64	1	1	1				1	0	
1208023	8008	第8章地狱	3201-3201-2251-2251-2230-2230-3221-3221	2		64	1-1-1-1-1-2-2-2-2	2	2	1250			1	0-0-0-0-1-1-1-1	
1208024	8008	第8章地狱		2		64	1	1	1				1	0	
1208025	8009	第8章地狱	2231-2231-3211	2		67	1	3	100	3250	2	4	1	0	
1208026	8009	第8章地狱		2		67	1	1	1				1	0	
1208027	8009	第8章地狱		2		67	1	1	1				1	0	
1208028	8010	第8章地狱	3200-3200-2250-2250	2		67	1	1	1				1	0	
1208029	8010	第8章地狱	2240-2240-3210-3210-3220-3220-2260	2		67	1-1-1-1-2-2-2	1	1				4	0-0-0-0-1-1-1	
1208030	8010	第8章地狱		2		67	1	1	1				1	0	
1208031	8011	第8章地狱	2232-2232-3230-3230	2		67	1	1	1				1	0	
1208032	8011	第8章地狱	3230-3230-2221-2221	2		67	1	4	100	2250			1	1	
1208033	8011	第8章地狱		2		67	1	1	1				1	0	
1208034	8012	第8章地狱	3201-3201-2250-2250	2		68	1	1	1				1	0	
1208035	8012	第8章地狱	2240-2240-3210-3210	2		68	1	1	1				1	0	
1208036	8012	第8章地狱	2230-2230-3221-3221	2		68	1	4	2	1250			1	1	
1208037	8013	第8章地狱	2201-2201-2230-2230-2250-2250	2		68	1	1	1				1	0	
1208038	8013	第8章地狱	3201-3201-3230-3230-3210-3210	2		68	1	1	1				1	1	
1208039	8013	第8章地狱		2		68	1	1	1				1	0	
1208040	8014	第8章地狱	2220-2241-2241	2		68	1	3	100	3250	2	4	1	0	
1208041	8014	第8章地狱		2		68	1	1	1				1	0	
1208042	8014	第8章地狱		2		68	1	1	1				1	0	
1208043	8015	第8章地狱	3200-3200-3211-3211	2		69	1	1	1				1	0	
1208044	8015	第8章地狱	2230-2230-3220-3220	2		69	1	1	1				1	0	
1208045	8015	第8章地狱	2250-2250-2260	2		69	1	1	1				4	1	
1009001	9001	第9章简单	3000-3000-3020-3020	2		45	1	1	1				1	0	
1009002	9001	第9章简单	2000-2000-2001-2001-3010-3010	2		45	1	1	1				1	0	
1009003	9001	第9章简单	2040-2040-2020-2020	2		45	1	1	1				1	1	
1009004	9002	第9章简单	2001-2001-2020-2020-3001-3001-3010-3010	2		45	1-1-1-1-2-2-2-2	2	100	1250			1	0	
1009005	9002	第9章简单		2		45	1	1	1				1	0	
1009006	9002	第9章简单		2		45	1	1	1				1	0	
1009007	9003	第9章简单	3000-3000-3010-3010-2040-2040	2		46	1	1	1				1	0	
1009008	9003	第9章简单	2030-2020	2		46	1	3	4	1500	2	4	1	1	
1009009	9003	第9章简单		2		46	1	1	1				1	0	
1009010	9004	第9章简单	3000-3000-2030-2030-3010-3010	2		46	1	1	1				1	0	
1009011	9004	第9章简单	2040-2040-3020-3020	2		46	1	1	1				1	0	
1009012	9004	第9章简单	3000-3000-2051-2051	2		46	1	4	100	1000			1	1	
