效果ID	描述（策划看）	表名(1skill,2skillAction,3skillEffect,4skillHurt)	字段名	数据ID	改变方式（1加减，2替换,3乘除）	参数类型	参数1(字符串)	参数2(字符串数组)	参数3(布尔值)	参数4(数值)	参数5(数值数组)	帧事件触发（skillAction表中动作连招字段）
1302415	反十-技能1-暴击伤害-3级	4	hurtValue509	11019	1	4				3000		
1302416	反十-技能1-暴击伤害-3级	4	hurtValue509	11020	1	4				3000		
1302417	反十-技能1-暴击伤害-3级	4	hurtValue509	11021	1	4				3000		
1302418	反十-技能1-暴击伤害-3级	4	hurtValue509	11022	1	4				3000		
1302419	反十-技能1-暴击伤害-3级	4	hurtValue509	11023	1	4				3000		
1302420	反十-技能1-暴击伤害-3级	4	hurtValue509	11100	1	4				3000		
1302421	反十-技能1-暴击伤害-3级	4	hurtValue509	11101	1	4				3000		
1302422	反十-技能1-暴击伤害-3级	4	hurtValue509	11102	1	4				3000		
1302423	反十-技能1-暴击伤害-3级	4	hurtValue509	11103	1	4				3000		
1302424	反十-技能1-暴击伤害-3级	4	hurtValue509	11104	1	4				3000		
1302425	反十-技能1-暴击伤害-3级	4	hurtValue509	11105	1	4				3000		
1302426	反十-技能1-暴击伤害-3级	4	hurtValue509	11106	1	4				3000		
1302427	反十-技能1-暴击伤害-3级	4	hurtValue509	11107	1	4				3000		
1302428	反十-技能1-暴击伤害-3级	4	hurtValue509	11108	1	4				3000		
1302429	反十-技能1-暴击伤害-3级	4	hurtValue509	11109	1	4				3000		
1302430	反十-技能1-暴击伤害-3级	4	hurtValue509	11110	1	4				3000		
1302431	反十-技能1-暴击伤害-3级	4	hurtValue509	11111	1	4				3000		
1302801	反转十香-技能1-技能效果-1级	1	first	101120	2	4				10130		
1302802	反转十香-技能1-技能效果-2级	1	first	101120	2	4				10134		
1302803	反转十香-技能1-技能效果-3级	1	first	101120	2	4				10140		
1302804	反转十香（觉醒）-技能1-技能效果-1级	1	first	101220	2	4				10251		
1302805	反转十香（觉醒）-技能1-技能效果-2级	1	first	101220	2	4				10252		
1302806	反转十香（觉醒）-技能1-技能效果-3级	1	first	101220	2	4				10253		
1303001	反十-技能2-Boss伤-1级	4	hurtValue656	11030	1	4				400		
1303002	反十-技能2-Boss伤-1级	4	hurtValue656	11031	1	4				400		
1303003	反十-技能2-Boss伤-1级	4	hurtValue656	11032	1	4				400		
1303004	反十-技能2-Boss伤-1级	4	hurtValue656	11033	1	4				400		
1303005	反十-技能2-Boss伤-1级	4	hurtValue656	11034	1	4				400		
1303006	反十-技能2-Boss伤-1级	4	hurtValue656	11035	1	4				400		
1303007	反十-技能2-Boss伤-1级	4	hurtValue656	11036	1	4				400		
1303008	反十-技能2-Boss伤-1级	4	hurtValue656	11037	1	4				400		
1303009	反十-技能2-Boss伤-1级	4	hurtValue656	11038	1	4				400		
1303010	反十-技能2-Boss伤-1级	4	hurtValue656	11039	1	4				400		
1303011	反十-技能2-Boss伤-1级	4	hurtValue656	11040	1	4				400		
1303012	反十-技能2-Boss伤-1级	4	hurtValue656	11041	1	4				400		
1303013	反十-技能2-Boss伤-1级	4	hurtValue656	11042	1	4				400		
1303014	反十-技能2-Boss伤-1级	4	hurtValue656	11120	1	4				400		
1303015	反十-技能2-Boss伤-1级	4	hurtValue656	11121	1	4				400		
1303016	反十-技能2-Boss伤-1级	4	hurtValue656	11122	1	4				400		
1303017	反十-技能2-Boss伤-1级	4	hurtValue656	11123	1	4				400		
1303018	反十-技能2-Boss伤-2级	4	hurtValue656	11030	1	4				800		
1303019	反十-技能2-Boss伤-2级	4	hurtValue656	11031	1	4				800		
1303020	反十-技能2-Boss伤-2级	4	hurtValue656	11032	1	4				800		
1303021	反十-技能2-Boss伤-2级	4	hurtValue656	11033	1	4				800		
1303022	反十-技能2-Boss伤-2级	4	hurtValue656	11034	1	4				800		
1303023	反十-技能2-Boss伤-2级	4	hurtValue656	11035	1	4				800		
1303024	反十-技能2-Boss伤-2级	4	hurtValue656	11036	1	4				800		
1303025	反十-技能2-Boss伤-2级	4	hurtValue656	11037	1	4				800		
1303026	反十-技能2-Boss伤-2级	4	hurtValue656	11038	1	4				800		
1303027	反十-技能2-Boss伤-2级	4	hurtValue656	11039	1	4				800		
1303028	反十-技能2-Boss伤-2级	4	hurtValue656	11040	1	4				800		
1303029	反十-技能2-Boss伤-2级	4	hurtValue656	11041	1	4				800		
1303030	反十-技能2-Boss伤-2级	4	hurtValue656	11042	1	4				800		
1303031	反十-技能2-Boss伤-2级	4	hurtValue656	11120	1	4				800		
1303032	反十-技能2-Boss伤-2级	4	hurtValue656	11121	1	4				800		
1303033	反十-技能2-Boss伤-2级	4	hurtValue656	11122	1	4				800		
1303034	反十-技能2-Boss伤-2级	4	hurtValue656	11123	1	4				800		
1303035	反十-技能2-Boss伤-3级	4	hurtValue656	11030	1	4				1200		
1303036	反十-技能2-Boss伤-3级	4	hurtValue656	11031	1	4				1200		
1303037	反十-技能2-Boss伤-3级	4	hurtValue656	11032	1	4				1200		
1303038	反十-技能2-Boss伤-3级	4	hurtValue656	11033	1	4				1200		
1303039	反十-技能2-Boss伤-3级	4	hurtValue656	11034	1	4				1200		
1303040	反十-技能2-Boss伤-3级	4	hurtValue656	11035	1	4				1200		
1303041	反十-技能2-Boss伤-3级	4	hurtValue656	11036	1	4				1200		
1303042	反十-技能2-Boss伤-3级	4	hurtValue656	11037	1	4				1200		
1303043	反十-技能2-Boss伤-3级	4	hurtValue656	11038	1	4				1200		
1303044	反十-技能2-Boss伤-3级	4	hurtValue656	11039	1	4				1200		
1303045	反十-技能2-Boss伤-3级	4	hurtValue656	11040	1	4				1200		
1303046	反十-技能2-Boss伤-3级	4	hurtValue656	11041	1	4				1200		
1303047	反十-技能2-Boss伤-3级	4	hurtValue656	11042	1	4				1200		
1303048	反十-技能2-Boss伤-3级	4	hurtValue656	11120	1	4				1200		
1303049	反十-技能2-Boss伤-3级	4	hurtValue656	11121	1	4				1200		
1303050	反十-技能2-Boss伤-3级	4	hurtValue656	11122	1	4				1200		
1303051	反十-技能2-Boss伤-3级	4	hurtValue656	11123	1	4				1200		
1303052	反十-技能2-CDR-1级	1	cd	101130	1	4				-500		
1303053	反十-技能2-CDR-1级	1	cd	101230	1	4				-500		
1303054	反十-技能2-CDR-2级	1	cd	101130	1	4				-1000		
1303055	反十-技能2-CDR-2级	1	cd	101230	1	4				-1000		
1303056	反十-技能2-CDR-3级	1	cd	101130	1	4				-1500		
1303057	反十-技能2-CDR-3级	1	cd	101230	1	4				-1500		
1303058	反十-技能2-暴击率-1级	4	hurtValue507	11030	1	4				300		
1303059	反十-技能2-暴击率-1级	4	hurtValue507	11031	1	4				300		
1303060	反十-技能2-暴击率-1级	4	hurtValue507	11032	1	4				300		
1303061	反十-技能2-暴击率-1级	4	hurtValue507	11033	1	4				300		
1303062	反十-技能2-暴击率-1级	4	hurtValue507	11034	1	4				300		
1303063	反十-技能2-暴击率-1级	4	hurtValue507	11035	1	4				300		
1303064	反十-技能2-暴击率-1级	4	hurtValue507	11036	1	4				300		
1303065	反十-技能2-暴击率-1级	4	hurtValue507	11037	1	4				300		
1303066	反十-技能2-暴击率-1级	4	hurtValue507	11038	1	4				300		
1303067	反十-技能2-暴击率-1级	4	hurtValue507	11039	1	4				300		
1303068	反十-技能2-暴击率-1级	4	hurtValue507	11040	1	4				300		
1303069	反十-技能2-暴击率-1级	4	hurtValue507	11041	1	4				300		
1303070	反十-技能2-暴击率-1级	4	hurtValue507	11042	1	4				300		
1303071	反十-技能2-暴击率-1级	4	hurtValue507	11120	1	4				300		
1303072	反十-技能2-暴击率-1级	4	hurtValue507	11121	1	4				300		
1303073	反十-技能2-暴击率-1级	4	hurtValue507	11122	1	4				300		
1303074	反十-技能2-暴击率-1级	4	hurtValue507	11123	1	4				300		
1303075	反十-技能2-暴击率-2级	4	hurtValue507	11030	1	4				600		
1303076	反十-技能2-暴击率-2级	4	hurtValue507	11031	1	4				600		
1303077	反十-技能2-暴击率-2级	4	hurtValue507	11032	1	4				600		
1303078	反十-技能2-暴击率-2级	4	hurtValue507	11033	1	4				600		
1303079	反十-技能2-暴击率-2级	4	hurtValue507	11034	1	4				600		
1303080	反十-技能2-暴击率-2级	4	hurtValue507	11035	1	4				600		
1303081	反十-技能2-暴击率-2级	4	hurtValue507	11036	1	4				600		
1303082	反十-技能2-暴击率-2级	4	hurtValue507	11037	1	4				600		
1303083	反十-技能2-暴击率-2级	4	hurtValue507	11038	1	4				600		
1303084	反十-技能2-暴击率-2级	4	hurtValue507	11039	1	4				600		
1303085	反十-技能2-暴击率-2级	4	hurtValue507	11040	1	4				600		
1303086	反十-技能2-暴击率-2级	4	hurtValue507	11041	1	4				600		
1303087	反十-技能2-暴击率-2级	4	hurtValue507	11042	1	4				600		
1303088	反十-技能2-暴击率-2级	4	hurtValue507	11120	1	4				600		
1303089	反十-技能2-暴击率-2级	4	hurtValue507	11121	1	4				600		
1303090	反十-技能2-暴击率-2级	4	hurtValue507	11122	1	4				600		
1303091	反十-技能2-暴击率-2级	4	hurtValue507	11123	1	4				600		
1303092	反十-技能2-暴击率-3级	4	hurtValue507	11030	1	4				900		
1303093	反十-技能2-暴击率-3级	4	hurtValue507	11031	1	4				900		
1303094	反十-技能2-暴击率-3级	4	hurtValue507	11032	1	4				900		
1303095	反十-技能2-暴击率-3级	4	hurtValue507	11033	1	4				900		
1303096	反十-技能2-暴击率-3级	4	hurtValue507	11034	1	4				900		
1303097	反十-技能2-暴击率-3级	4	hurtValue507	11035	1	4				900		
1303098	反十-技能2-暴击率-3级	4	hurtValue507	11036	1	4				900		
1303099	反十-技能2-暴击率-3级	4	hurtValue507	11037	1	4				900		
1303100	反十-技能2-暴击率-3级	4	hurtValue507	11038	1	4				900		
1303101	反十-技能2-暴击率-3级	4	hurtValue507	11039	1	4				900		
1303102	反十-技能2-暴击率-3级	4	hurtValue507	11040	1	4				900		
1303103	反十-技能2-暴击率-3级	4	hurtValue507	11041	1	4				900		
1303104	反十-技能2-暴击率-3级	4	hurtValue507	11042	1	4				900		
1303105	反十-技能2-暴击率-3级	4	hurtValue507	11120	1	4				900		
1303106	反十-技能2-暴击率-3级	4	hurtValue507	11121	1	4				900		
1303107	反十-技能2-暴击率-3级	4	hurtValue507	11122	1	4				900		
1303108	反十-技能2-暴击率-3级	4	hurtValue507	11123	1	4				900		
1303109	反十-技能2-技能伤害-1级	4	hurtScale	11030	1	4				0.05		
1303110	反十-技能2-技能伤害-1级	4	hurtScale	11031	1	4				0.05		
1303111	反十-技能2-技能伤害-1级	4	hurtScale	11032	1	4				0.05		
1303112	反十-技能2-技能伤害-1级	4	hurtScale	11033	1	4				0.05		
1303113	反十-技能2-技能伤害-1级	4	hurtScale	11034	1	4				0.05		
1303114	反十-技能2-技能伤害-1级	4	hurtScale	11035	1	4				0.05		
1303115	反十-技能2-技能伤害-1级	4	hurtScale	11036	1	4				0.05		
1303116	反十-技能2-技能伤害-1级	4	hurtScale	11037	1	4				0.05		
1303117	反十-技能2-技能伤害-1级	4	hurtScale	11038	1	4				0.05		
1303118	反十-技能2-技能伤害-1级	4	hurtScale	11039	1	4				0.05		
1303119	反十-技能2-技能伤害-1级	4	hurtScale	11040	1	4				0.05		
1303120	反十-技能2-技能伤害-1级	4	hurtScale	11041	1	4				0.05		
1303121	反十-技能2-技能伤害-1级	4	hurtScale	11042	1	4				0.05		
1303122	反十-技能2-技能伤害-1级	4	hurtScale	11120	1	4				0.05		
1303123	反十-技能2-技能伤害-1级	4	hurtScale	11121	1	4				0.05		
1303124	反十-技能2-技能伤害-1级	4	hurtScale	11122	1	4				0.05		
1303125	反十-技能2-技能伤害-1级	4	hurtScale	11123	1	4				0.05		
1303126	反十-技能2-技能伤害-2级	4	hurtScale	11030	1	4				0.1		
1303127	反十-技能2-技能伤害-2级	4	hurtScale	11031	1	4				0.1		
1303128	反十-技能2-技能伤害-2级	4	hurtScale	11032	1	4				0.1		
1303129	反十-技能2-技能伤害-2级	4	hurtScale	11033	1	4				0.1		
1303130	反十-技能2-技能伤害-2级	4	hurtScale	11034	1	4				0.1		
1303131	反十-技能2-技能伤害-2级	4	hurtScale	11035	1	4				0.1		
1303132	反十-技能2-技能伤害-2级	4	hurtScale	11036	1	4				0.1		
1303133	反十-技能2-技能伤害-2级	4	hurtScale	11037	1	4				0.1		
1303134	反十-技能2-技能伤害-2级	4	hurtScale	11038	1	4				0.1		
1303135	反十-技能2-技能伤害-2级	4	hurtScale	11039	1	4				0.1		
1303136	反十-技能2-技能伤害-2级	4	hurtScale	11040	1	4				0.1		
1303137	反十-技能2-技能伤害-2级	4	hurtScale	11041	1	4				0.1		
1303138	反十-技能2-技能伤害-2级	4	hurtScale	11042	1	4				0.1		
1303139	反十-技能2-技能伤害-2级	4	hurtScale	11120	1	4				0.1		
1303140	反十-技能2-技能伤害-2级	4	hurtScale	11121	1	4				0.1		
1303141	反十-技能2-技能伤害-2级	4	hurtScale	11122	1	4				0.1		
1303142	反十-技能2-技能伤害-2级	4	hurtScale	11123	1	4				0.1		
1303143	反十-技能2-技能伤害-3级	4	hurtScale	11030	1	4				0.15		
1303144	反十-技能2-技能伤害-3级	4	hurtScale	11031	1	4				0.15		
1303145	反十-技能2-技能伤害-3级	4	hurtScale	11032	1	4				0.15		
1303146	反十-技能2-技能伤害-3级	4	hurtScale	11033	1	4				0.15		
1303147	反十-技能2-技能伤害-3级	4	hurtScale	11034	1	4				0.15		
1303148	反十-技能2-技能伤害-3级	4	hurtScale	11035	1	4				0.15		
1303149	反十-技能2-技能伤害-3级	4	hurtScale	11036	1	4				0.15		
1303150	反十-技能2-技能伤害-3级	4	hurtScale	11037	1	4				0.15		
1303151	反十-技能2-技能伤害-3级	4	hurtScale	11038	1	4				0.15		
1303152	反十-技能2-技能伤害-3级	4	hurtScale	11039	1	4				0.15		
1303153	反十-技能2-技能伤害-3级	4	hurtScale	11040	1	4				0.15		
1303154	反十-技能2-技能伤害-3级	4	hurtScale	11041	1	4				0.15		
1303155	反十-技能2-技能伤害-3级	4	hurtScale	11042	1	4				0.15		
1303156	反十-技能2-技能伤害-3级	4	hurtScale	11120	1	4				0.15		
1303157	反十-技能2-技能伤害-3级	4	hurtScale	11121	1	4				0.15		
1303158	反十-技能2-技能伤害-3级	4	hurtScale	11122	1	4				0.15		
1303159	反十-技能2-技能伤害-3级	4	hurtScale	11123	1	4				0.15		
1303160	反十-技能2-技能伤害-4级	4	hurtScale	11030	1	4				0.2		
1303161	反十-技能2-技能伤害-4级	4	hurtScale	11031	1	4				0.2		
1303162	反十-技能2-技能伤害-4级	4	hurtScale	11032	1	4				0.2		
1303163	反十-技能2-技能伤害-4级	4	hurtScale	11033	1	4				0.2		
1303164	反十-技能2-技能伤害-4级	4	hurtScale	11034	1	4				0.2		
1303165	反十-技能2-技能伤害-4级	4	hurtScale	11035	1	4				0.2		
1303166	反十-技能2-技能伤害-4级	4	hurtScale	11036	1	4				0.2		
1303167	反十-技能2-技能伤害-4级	4	hurtScale	11037	1	4				0.2		
1303168	反十-技能2-技能伤害-4级	4	hurtScale	11038	1	4				0.2		
1303169	反十-技能2-技能伤害-4级	4	hurtScale	11039	1	4				0.2		
1303170	反十-技能2-技能伤害-4级	4	hurtScale	11040	1	4				0.2		
1303171	反十-技能2-技能伤害-4级	4	hurtScale	11041	1	4				0.2		
1303172	反十-技能2-技能伤害-4级	4	hurtScale	11042	1	4				0.2		
1303173	反十-技能2-技能伤害-4级	4	hurtScale	11120	1	4				0.2		
1303174	反十-技能2-技能伤害-4级	4	hurtScale	11121	1	4				0.2		
1303175	反十-技能2-技能伤害-4级	4	hurtScale	11122	1	4				0.2		
1303176	反十-技能2-技能伤害-4级	4	hurtScale	11123	1	4				0.2		
1303177	反十-技能2-攻速-1级	2	actionSpeed	10150	1	4				300		
1303178	反十-技能2-攻速-1级	2	actionSpeed	10152	1	4				300		
1303179	反十-技能2-攻速-1级	2	actionSpeed	10153	1	4				300		
1303180	反十-技能2-攻速-1级	2	actionSpeed	10160	1	4				300		
1303181	反十-技能2-攻速-1级	2	actionSpeed	10161	1	4				300		
1303182	反十-技能2-攻速-1级	2	actionSpeed	10162	1	4				300		
1303183	反十-技能2-攻速-1级	2	actionSpeed	10163	1	4				300		
1303184	反十-技能2-攻速-1级	2	actionSpeed	10170	1	4				300		
1303185	反十-技能2-攻速-1级	2	actionSpeed	10171	1	4				300		
1303186	反十-技能2-攻速-1级	2	actionSpeed	10172	1	4				300		
1303187	反十-技能2-攻速-1级	2	actionSpeed	10173	1	4				300		
1303188	反十-技能2-攻速-1级	2	actionSpeed	10173	1	4				300		
1303189	反十-技能2-攻速-1级	2	actionSpeed	10180	1	4				300		
1303190	反十-技能2-攻速-1级	2	actionSpeed	10181	1	4				300		
1303191	反十-技能2-攻速-1级	2	actionSpeed	10182	1	4				300		
1303192	反十-技能2-攻速-1级	2	actionSpeed	10183	1	4				300		
1303193	反十-技能2-攻速-1级	2	actionSpeed	10184	1	4				300		
1303194	反十-技能2-攻速-1级	2	actionSpeed	10260	1	4				300		
1303195	反十-技能2-攻速-1级	2	actionSpeed	10261	1	4				300		
1303196	反十-技能2-攻速-1级	2	actionSpeed	10262	1	4				300		
1303197	反十-技能2-攻速-1级	2	actionSpeed	10264	1	4				300		
1303198	反十-技能2-攻速-1级	2	actionSpeed	10265	1	4				300		
1303199	反十-技能2-攻速-1级	2	actionSpeed	10266	1	4				300		
1303200	反十-技能2-攻速-1级	2	actionSpeed	10267	1	4				300		
1303201	反十-技能2-攻速-1级	2	actionSpeed	10268	1	4				300		
1303202	反十-技能2-攻速-1级	2	actionSpeed	10269	1	4				300		
1303203	反十-技能2-攻速-1级	2	actionSpeed	10270	1	4				300		
1303204	反十-技能2-攻速-1级	2	actionSpeed	10271	1	4				300		
1303205	反十-技能2-攻速-2级	2	actionSpeed	10150	1	4				600		
1303206	反十-技能2-攻速-2级	2	actionSpeed	10152	1	4				600		
1303207	反十-技能2-攻速-2级	2	actionSpeed	10153	1	4				600		
1303208	反十-技能2-攻速-2级	2	actionSpeed	10160	1	4				600		
1303209	反十-技能2-攻速-2级	2	actionSpeed	10161	1	4				600		
1303210	反十-技能2-攻速-2级	2	actionSpeed	10162	1	4				600		
1303211	反十-技能2-攻速-2级	2	actionSpeed	10163	1	4				600		
1303212	反十-技能2-攻速-2级	2	actionSpeed	10170	1	4				600		
1303213	反十-技能2-攻速-2级	2	actionSpeed	10171	1	4				600		
1303214	反十-技能2-攻速-2级	2	actionSpeed	10172	1	4				600		
1303215	反十-技能2-攻速-2级	2	actionSpeed	10173	1	4				600		
1303216	反十-技能2-攻速-2级	2	actionSpeed	10173	1	4				600		
1303217	反十-技能2-攻速-2级	2	actionSpeed	10180	1	4				600		
1303218	反十-技能2-攻速-2级	2	actionSpeed	10181	1	4				600		
1303219	反十-技能2-攻速-2级	2	actionSpeed	10182	1	4				600		
1303220	反十-技能2-攻速-2级	2	actionSpeed	10183	1	4				600		
1303221	反十-技能2-攻速-2级	2	actionSpeed	10184	1	4				600		
1303222	反十-技能2-攻速-2级	2	actionSpeed	10260	1	4				600		
1303223	反十-技能2-攻速-2级	2	actionSpeed	10261	1	4				600		
1303224	反十-技能2-攻速-2级	2	actionSpeed	10262	1	4				600		
1303225	反十-技能2-攻速-2级	2	actionSpeed	10264	1	4				600		
1303226	反十-技能2-攻速-2级	2	actionSpeed	10265	1	4				600		
1303227	反十-技能2-攻速-2级	2	actionSpeed	10266	1	4				600		
1303228	反十-技能2-攻速-2级	2	actionSpeed	10267	1	4				600		
1303229	反十-技能2-攻速-2级	2	actionSpeed	10268	1	4				600		
1303230	反十-技能2-攻速-2级	2	actionSpeed	10269	1	4				600		
1303231	反十-技能2-攻速-2级	2	actionSpeed	10270	1	4				600		
1303232	反十-技能2-攻速-2级	2	actionSpeed	10271	1	4				600		
1303233	反十-技能2-攻速-3级	2	actionSpeed	10150	1	4				900		
1303234	反十-技能2-攻速-3级	2	actionSpeed	10152	1	4				900		
1303235	反十-技能2-攻速-3级	2	actionSpeed	10153	1	4				900		
1303236	反十-技能2-攻速-3级	2	actionSpeed	10160	1	4				900		
1303237	反十-技能2-攻速-3级	2	actionSpeed	10161	1	4				900		
1303238	反十-技能2-攻速-3级	2	actionSpeed	10162	1	4				900		
1303239	反十-技能2-攻速-3级	2	actionSpeed	10163	1	4				900		
1303240	反十-技能2-攻速-3级	2	actionSpeed	10170	1	4				900		
1303241	反十-技能2-攻速-3级	2	actionSpeed	10171	1	4				900		
1303242	反十-技能2-攻速-3级	2	actionSpeed	10172	1	4				900		
1303243	反十-技能2-攻速-3级	2	actionSpeed	10173	1	4				900		
1303244	反十-技能2-攻速-3级	2	actionSpeed	10173	1	4				900		
1303245	反十-技能2-攻速-3级	2	actionSpeed	10180	1	4				900		
1303246	反十-技能2-攻速-3级	2	actionSpeed	10181	1	4				900		
1303247	反十-技能2-攻速-3级	2	actionSpeed	10182	1	4				900		
1303248	反十-技能2-攻速-3级	2	actionSpeed	10183	1	4				900		
1303249	反十-技能2-攻速-3级	2	actionSpeed	10184	1	4				900		
1303250	反十-技能2-攻速-3级	2	actionSpeed	10260	1	4				900		
1303251	反十-技能2-攻速-3级	2	actionSpeed	10261	1	4				900		
1303252	反十-技能2-攻速-3级	2	actionSpeed	10262	1	4				900		
1303253	反十-技能2-攻速-3级	2	actionSpeed	10264	1	4				900		
1303254	反十-技能2-攻速-3级	2	actionSpeed	10265	1	4				900		
1303255	反十-技能2-攻速-3级	2	actionSpeed	10266	1	4				900		
1303256	反十-技能2-攻速-3级	2	actionSpeed	10267	1	4				900		
1303257	反十-技能2-攻速-3级	2	actionSpeed	10268	1	4				900		
1303258	反十-技能2-攻速-3级	2	actionSpeed	10269	1	4				900		
1303259	反十-技能2-攻速-3级	2	actionSpeed	10270	1	4				900		
1303260	反十-技能2-攻速-3级	2	actionSpeed	10271	1	4				900		
1303261	反十-技能2-攻速-4级	2	actionSpeed	10150	1	4				1200		
1303262	反十-技能2-攻速-4级	2	actionSpeed	10152	1	4				1200		
1303263	反十-技能2-攻速-4级	2	actionSpeed	10153	1	4				1200		
1303264	反十-技能2-攻速-4级	2	actionSpeed	10160	1	4				1200		
1303265	反十-技能2-攻速-4级	2	actionSpeed	10161	1	4				1200		
1303266	反十-技能2-攻速-4级	2	actionSpeed	10162	1	4				1200		
1303267	反十-技能2-攻速-4级	2	actionSpeed	10163	1	4				1200		
1303268	反十-技能2-攻速-4级	2	actionSpeed	10170	1	4				1200		
1303269	反十-技能2-攻速-4级	2	actionSpeed	10171	1	4				1200		
1303270	反十-技能2-攻速-4级	2	actionSpeed	10172	1	4				1200		
1303271	反十-技能2-攻速-4级	2	actionSpeed	10173	1	4				1200		
1303272	反十-技能2-攻速-4级	2	actionSpeed	10173	1	4				1200		
1303273	反十-技能2-攻速-4级	2	actionSpeed	10180	1	4				1200		
1303274	反十-技能2-攻速-4级	2	actionSpeed	10181	1	4				1200		
1303275	反十-技能2-攻速-4级	2	actionSpeed	10182	1	4				1200		
1303276	反十-技能2-攻速-4级	2	actionSpeed	10183	1	4				1200		
1303277	反十-技能2-攻速-4级	2	actionSpeed	10184	1	4				1200		
1303278	反十-技能2-攻速-4级	2	actionSpeed	10260	1	4				1200		
1303279	反十-技能2-攻速-4级	2	actionSpeed	10261	1	4				1200		
1303280	反十-技能2-攻速-4级	2	actionSpeed	10262	1	4				1200		
1303281	反十-技能2-攻速-4级	2	actionSpeed	10264	1	4				1200		
1303282	反十-技能2-攻速-4级	2	actionSpeed	10265	1	4				1200		
1303283	反十-技能2-攻速-4级	2	actionSpeed	10266	1	4				1200		
1303284	反十-技能2-攻速-4级	2	actionSpeed	10267	1	4				1200		
1303285	反十-技能2-攻速-4级	2	actionSpeed	10268	1	4				1200		
1303286	反十-技能2-攻速-4级	2	actionSpeed	10269	1	4				1200		
1303287	反十-技能2-攻速-4级	2	actionSpeed	10270	1	4				1200		
1303288	反十-技能2-攻速-4级	2	actionSpeed	10271	1	4				1200		
1303801	反转十香-技能2-技能效果-1级	1	first	101130	2	4				10160		
1303802	反转十香-技能2-技能效果-2级	1	first	101130	2	4				10170		
1303803	反转十香-技能2-技能效果-3级	1	first	101130	2	4				10180		
1303804	反转十香（觉醒）-技能2-技能效果-1级	2	connectAction	10261	2	4				10262		
1303805	反转十香（觉醒）-技能2-技能效果-2级	2	connectAction	10261	2	4				10262		
1303806	反转十香（觉醒）-技能2-技能效果-2级	2	connectAction	10262	2	4				10268		
1303807	反转十香（觉醒）-技能2-技能效果-3级	2	connectAction	10261	2	4				10262		
1303808	反转十香（觉醒）-技能2-技能效果-3级	2	connectAction	10262	2	4				10269		
1304001	反十-必杀-CDR-1级	1	cd	101140	1	4				-500		
1304002	反十-必杀-CDR-1级	1	cd	101240	1	4				-500		
1304003	反十-必杀-CDR-2级	1	cd	101140	1	4				-1000		
1304004	反十-必杀-CDR-2级	1	cd	101240	1	4				-1000		
1304005	反十-必杀-CDR-3级	1	cd	101140	1	4				-1500		
1304006	反十-必杀-CDR-3级	1	cd	101240	1	4				-1500		
1304007	反十-必杀-Boss伤-1级	4	hurtValue656	11050	1	4				400		
1304008	反十-必杀-Boss伤-1级	4	hurtValue656	11051	1	4				400		
1304009	反十-必杀-Boss伤-1级	4	hurtValue656	11052	1	4				400		
1304010	反十-必杀-Boss伤-1级	4	hurtValue656	11053	1	4				400		
1304011	反十-必杀-Boss伤-1级	4	hurtValue656	11054	1	4				400		
1304012	反十-必杀-Boss伤-1级	4	hurtValue656	11055	1	4				400		
1304013	反十-必杀-Boss伤-1级	4	hurtValue656	11056	1	4				400		
1304014	反十-必杀-Boss伤-1级	4	hurtValue656	11057	1	4				400		
1304015	反十-必杀-Boss伤-1级	4	hurtValue656	11058	1	4				400		
1304016	反十-必杀-Boss伤-1级	4	hurtValue656	11059	1	4				400		
1304017	反十-必杀-Boss伤-1级	4	hurtValue656	11060	1	4				400		
1304018	反十-必杀-Boss伤-1级	4	hurtValue656	11061	1	4				400		
1304019	反十-必杀-Boss伤-1级	4	hurtValue656	11062	1	4				400		
1304020	反十-必杀-Boss伤-1级	4	hurtValue656	11063	1	4				400		
1304021	反十-必杀-Boss伤-1级	4	hurtValue656	11064	1	4				400		
1304022	反十-必杀-Boss伤-1级	4	hurtValue656	11065	1	4				400		
1304023	反十-必杀-Boss伤-1级	4	hurtValue656	11066	1	4				400		
1304024	反十-必杀-Boss伤-1级	4	hurtValue656	11067	1	4				400		
1304025	反十-必杀-Boss伤-1级	4	hurtValue656	11068	1	4				400		
1304026	反十-必杀-Boss伤-1级	4	hurtValue656	11069	1	4				400		
1304027	反十-必杀-Boss伤-1级	4	hurtValue656	11070	1	4				400		
1304028	反十-必杀-Boss伤-1级	4	hurtValue656	11071	1	4				400		
1304029	反十-必杀-Boss伤-1级	4	hurtValue656	11072	1	4				400		
1304030	反十-必杀-Boss伤-1级	4	hurtValue656	11073	1	4				400		
1304031	反十-必杀-Boss伤-1级	4	hurtValue656	11074	1	4				400		
1304032	反十-必杀-Boss伤-1级	4	hurtValue656	11075	1	4				400		
1304033	反十-必杀-Boss伤-1级	4	hurtValue656	11140	1	4				400		
1304034	反十-必杀-Boss伤-1级	4	hurtValue656	11141	1	4				400		
1304035	反十-必杀-Boss伤-1级	4	hurtValue656	11142	1	4				400		
1304036	反十-必杀-Boss伤-1级	4	hurtValue656	11143	1	4				400		
1304037	反十-必杀-Boss伤-1级	4	hurtValue656	11144	1	4				400		
1304038	反十-必杀-Boss伤-1级	4	hurtValue656	11145	1	4				400		
1304039	反十-必杀-Boss伤-2级	4	hurtValue656	11050	1	4				800		
1304040	反十-必杀-Boss伤-2级	4	hurtValue656	11051	1	4				800		
