id	名称(策划用,ID=(heroId-1)*1000+type*1000+pos*10+1)	效果描述(策划用,51字内)	效果名称	效果图标	图标边框	所属英雄	技能ID(不同皮肤技能用数组形式)	技能类型(1普攻,2技能一,3小技能二,4必杀,5闪避技能,6觉醒技能,7,出场技能,8.下落技能,9起身震飞,0被动)	效果编号(1-9)	效果等级	基本描述	效果简述	被动技能补充描述	加成效果显示	消耗天赋点	前置效果要求	后置技能	主技能连线标识(连主技能=1,不连不填)	英雄等级要求	天使星级要求	附加效果	附带buff	展示视频	服务器位置（警告:不可修改）
111010081	美九被动8	当命中处于减益状态的敌人时,有15%的几率使目标眩晕2秒	11001108	icon/angleskill/10127_angleskillA.png		111001		10	8	1	11002108	11003108							8					8
111010091	美九被动9	每次命中目标,都将使目标防御-20%,持续3秒,不可叠加	11001109	icon/angleskill/10125_angleskillA.png		111001		10	9	1	11002109	11003109							9					9
111010101	美九被动10	爆发期间,己方所有成员每3秒恢复5%的最大生命值	11001110	icon/angleskill/110008_angleskillA.png		111001		10	10	1	11002110	11003110							10					10
111010111	美九被动11	爆发期间,消耗音符时间由每2秒,增加至每3秒才消耗1枚音符。	11001111	icon/angleskill/110009_angleskillA.png		111001		10	11	1	11002111	11003111							11					11
111010121	美九被动12	爆发期间,每次命中附加25%移动速度减缓效果。	11001112	icon/angleskill/10112_angleskillA.png		111001		10	12	1	11002112	11003112							12					12
111010131	美九被动13	爆发期间,自身攻击和防御+15%	11001113	icon/angleskill/30009_angleskillA.png		111001		10	13	1	11002113	11003113							13					13
111010141	美九被动14	处于魅惑状态的敌人每秒减少的生命值提高到6%	11001114	icon/angleskill/110001_angleskillA.png		111001		10	14	1	11002114	11003114							14					14
111010151	美九被动15	我方精灵攻击力10%,暴击率5%	11001115	icon/angleskill/110010_angleskillA.png		111001		10	15	1	11002115	11003115							15					15
111010161	美九被动16	我方精灵登场时,攻击/防御分别+10%/20%,持续8秒	11001116	icon/angleskill/110011_angleskillA.png		111001		10	16	1	11002116	11003116							16					16
110706011	耶俱矢觉醒-1级	耶俱矢觉醒-1级	10701001	icon/angleskill/10101_angleskillA.png		110701	100730	6	1	1	10702001	10703001			5				1	1				1
110706012	耶俱矢觉醒-2级	耶俱矢觉醒-2级	10701002	icon/angleskill/10101_angleskillA.png		110701	100730	6	1	2	10702002	10703002			5				1	1				1
110706013	耶俱矢觉醒-3级	耶俱矢觉醒-3级	10701003	icon/angleskill/10101_angleskillA.png		110701	100730	6	1	3	10702003	10703003			5				1	1				1
110706014	耶俱矢觉醒-4级	耶俱矢觉醒-4级	10701004	icon/angleskill/10101_angleskillA.png		110701	100730	6	1	4	10702004	10703004			5				1	1				1
110701061	耶俱矢普攻-攻速	普攻攻速+3%	10701005	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	6	1	10702005	10703005			5	[[110701051]]			1	1	1071001-1071002-1071003-1071004-1071005			6
110701062	耶俱矢普攻-攻速	普攻攻速+6%	10701006	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	6	2	10702006	10703006			5	[[110701051]]			1	1	1071006-1071007-1071008-1071009-1071010			6
110701063	耶俱矢普攻-攻速	普攻攻速+9%	10701007	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	6	3	10702007	10703007			5	[[110701051]]			1	1	1071011-1071012-1071013-1071014-1071015			6
110701064	耶俱矢普攻-攻速	普攻攻速+12%	10701008	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	6	4	10702008	10703008			5	[[110701051]]	[110701071,110701072,110701073]		1	1	1071016-1071017-1071018-1071019-1071020			6
110701051	耶俱矢普攻-耶俱矢4段		10701009	icon/angleskill/120008_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	5	1	10702009	10703009			10	[[110701033]]	[110701061,110701012,110701063,110701064]		1	1	1071801		video/yjs_1_1.mp4	5
110701111	耶俱矢普攻-吸血	普攻命中目标时,有7%几率将伤害值的30%转化为自身生命值	10701010	icon/angleskill/10119_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	11	1	10702010	10703010			5	[[110701093]]			1	1				11
110701112	耶俱矢普攻-吸血	普攻命中目标时,有14%几率将伤害值的30%转化为自身生命值	10701011	icon/angleskill/10119_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	11	2	10702011	10703011			5	[[110701093]]			1	1				11
110701113	耶俱矢普攻-吸血	普攻命中目标时,有20%几率将伤害值的30%转化为自身生命值	10701012	icon/angleskill/10119_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	11	3	10702012	10703012			5	[[110701093]]	[110701121]		1	1				11
110701071	耶俱矢普攻-暴击额外伤	当普攻暴击目标时,将有30%的几率使目标受到一次20%的额外伤害	10701013	icon/angleskill/10104_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	7	1	10702013	10703013			5	[[110701064]]			1	1				7
110701072	耶俱矢普攻-暴击额外伤	当普攻暴击目标时,将有60%的几率使目标受到一次20%的额外伤害	10701014	icon/angleskill/10104_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	7	2	10702014	10703014			5	[[110701064]]			1	1				7
110701073	耶俱矢普攻-暴击额外伤	当普攻暴击目标时,将有100%的几率使目标受到一次20%的额外伤害	10701015	icon/angleskill/10104_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	7	3	10702015	10703015			5	[[110701064]]	[110701341]		1	1				7
110701341	耶俱矢普攻-耶俱矢5段		10701016	icon/angleskill/120008_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	34	1	10702016	10703016			10	[[110701073]]	[110701091,110701092,110701093]		1	1	1071802		video/yjs_1_2.mp4	34
110701011	耶俱矢普攻-机械伤	普攻对机械类怪物伤害+2%	10701017	icon/angleskill/10124_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	1	1	10702017	10703017			5				1	1	1071022-1071023-1071024-1071025-1071026			1
110701012	耶俱矢普攻-机械伤	普攻对机械类怪物伤害+4%	10701018	icon/angleskill/10124_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	1	2	10702018	10703018			5				1	1	1071027-1071028-1071029-1071030-1071031			1
110701013	耶俱矢普攻-机械伤	普攻对机械类怪物伤害+6%	10701019	icon/angleskill/10124_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	1	3	10702019	10703019			5				1	1	1071032-1071033-1071034-1071035-1071036			1
110701014	耶俱矢普攻-机械伤	普攻对机械类怪物伤害+8%	10701020	icon/angleskill/10124_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	1	4	10702020	10703020			5				1	1	1071037-1071038-1071039-1071040-1071041			1
110701031	耶俱矢普攻-精英伤	普攻对精英怪物伤害+4%	10701021	icon/angleskill/10126_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	3	1	10702021	10703021			5			1	1	1	1071042-1071043-1071044-1071045-1071046			3
110701032	耶俱矢普攻-精英伤	普攻对精英怪物伤害+8%	10701022	icon/angleskill/10126_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	3	2	10702022	10703022			5			1	1	1	1071047-1071048-1071049-1071050-1071051			3
110701033	耶俱矢普攻-精英伤	普攻对精英怪物伤害+12%	10701023	icon/angleskill/10108_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	3	3	10702023	10703023			5		[110701051]	1	1	1	1071052-1071053-1071054-1071055-1071056			3
110701121	耶俱矢普攻-爆炸		10701024	icon/angleskill/120008_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	12	1	10702024	10703024			10	[[110701113]]			1	1	1071803		video/yjs_1_3.mp4	12
110701091	耶俱矢普攻-暴击率	普攻暴击率+2%	10701025	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	9	1	10702025	10703025			5	[[110701341]]			1	1	1071057-1071058-1071059-1071060-1071061			9
110701092	耶俱矢普攻-暴击率	普攻暴击率+4%	10701026	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	9	2	10702026	10703026			5	[[110701341]]			1	1	1071062-1071063-1071064-1071065-1071066			9
110701093	耶俱矢普攻-暴击率	普攻暴击率+6%	10701027	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/024.png	110701	100710	1	9	3	10702027	10703027			5	[[110701341]]	[110701111,110701112,110701113]		1	1	1071067-1071068-1071069-1071070-1071071			9
110702071	耶俱矢技能1-精英伤	技能1对精英怪物伤害+4%	10701028	icon/angleskill/10126_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	7	1	10702028	10703028			5			1	1	1	1072001-1072002-1072003-1072004-1072005-1072006-1072007			7
110702072	耶俱矢技能1-精英伤	技能1对精英怪物伤害+8%	10701029	icon/angleskill/10126_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	7	2	10702029	10703029			5			1	1	1	1072008-1072009-1072010-1072011-1072012-1072013-1072014			7
110702073	耶俱矢技能1-精英伤	技能1对精英怪物伤害+12%	10701030	icon/angleskill/10126_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	7	3	10702030	10703030			5		[110702061]	1	1	1	1072015-1072016-1072017-1072018-1072019-1072020-1072021			7
110702061	耶俱矢技能1-1级		10701031	icon/angleskill/120009_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	6	1	10702031	10703031			10	[[110702073]]	[110702021,110702022,110702023,110702024]		1	1	1072801-1072802-1072803		video/yjs_2_1.mp4	6
110702031	耶俱矢技能1-技能伤	技能1伤害+5%	10701032	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	3	1	10702032	10703032			5	[[110702341]]			1	1	1072022-1072023-1072024-1072025-1072026-1072027-1072028			3
110702032	耶俱矢技能1-技能伤	技能1伤害+10%	10701033	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	3	2	10702033	10703033			5	[[110702341]]			1	1	1072029-1072030-1072031-1072032-1072033-1072034-1072035			3
110702033	耶俱矢技能1-技能伤	技能1伤害+15%	10701034	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	3	3	10702034	10703034			5	[[110702341]]			1	1	1072036-1072037-1072038-1072039-1072040-1072041-1072042			3
110702034	耶俱矢技能1-技能伤	技能1伤害+20%	10701035	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	3	4	10702035	10703035			5	[[110702341]]	[110702351,110702352,110702353]		1	1	1072043-1072044-1072045-1072046-1072047-1072048-1072049			3
110702351	耶俱矢技能1-暴击伤害	技能1暴击伤害+15%	10701036	icon/angleskill/10130_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	35	1	10702036	10703036			5	[[110702034]]			1	1				35
110702352	耶俱矢技能1-暴击伤害	技能1暴击伤害+30%	10701037	icon/angleskill/10130_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	35	2	10702037	10703037			5	[[110702034]]			1	1				35
110702353	耶俱矢技能1-暴击伤害	技能1暴击伤害+45%	10701038	icon/angleskill/10130_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	35	3	10702038	10703038			5	[[110702034]]	[110702051]		1	1				35
110702341	耶俱矢技能1-2级		10701039	icon/angleskill/120009_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	34	1	10702039	10703039			10	[[110702364]]	[110702031,110702032,110702033,110702034]		1	1	1072804-1072805-1072806		video/yjs_2_2.mp4	34
110702371	耶俱矢技能1-攻速	技能1技能攻速+10%	10701040	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	37	1	10702040	10703040			5				1	1	1072050-1072051-1072052-1072053-1072054-1072055-1072056-1072057-1072058-1072059			37
110702372	耶俱矢技能1-攻速	技能1技能攻速+15%	10701041	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	37	2	10702041	10703041			5				1	1	1072060-1072061-1072062-1072063-1072064-1072065-1072066-1072067-1072068-1072069			37
110702373	耶俱矢技能1-攻速	技能1技能攻速+20%	10701042	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	37	3	10702042	10703042			5				1	1	1072070-1072071-1072072-1072073-1072074-1072075-1072076-1072077-1072078-1072079			37
110702361	耶俱矢技能1-无视防御	技能1无视目标8%的防御	10701043	icon/angleskill/10125_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	36	1	10702043	10703043			5	[[110702024]]			1	1	1072080-1072081-1072082-1072083-1072084-1072085-1072086			36
110702362	耶俱矢技能1-无视防御	技能1无视目标16%的防御	10701044	icon/angleskill/10125_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	36	2	10702044	10703044			5	[[110702024]]			1	1	1072087-1072088-1072089-1072090-1072091-1072092-1072093			36
110702363	耶俱矢技能1-无视防御	技能1无视目标24%的防御	10701045	icon/angleskill/10125_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	36	3	10702045	10703045			5	[[110702024]]			1	1	1072094-1072095-1072096-1072097-1072098-1072099-1072100			36
110702364	耶俱矢技能1-无视防御	技能1无视目标32%的防御	10701046	icon/angleskill/10125_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	36	4	10702046	10703046			5	[[110702024]]	[110702341]		1	1	1072101-1072102-1072103-1072104-1072105-1072106-1072107			36
110702051	耶俱矢技能1-3级		10701047	icon/angleskill/120009_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	5	1	10702047	10703047			10	[[110702353]]			1	1	1072807-1072808-1072809		video/yjs_2_3.mp4	5
110702021	耶俱矢技能1-暴击率	技能1暴击率+3%	10701048	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	2	1	10702048	10703048			5	[[110702061]]			1	1	1072108-1072109-1072110-1072111-1072112-1072113-1072114			2
110702022	耶俱矢技能1-暴击率	技能1暴击率+6%	10701049	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	2	2	10702049	10703049			5	[[110702061]]			1	1	1072115-1072116-1072117-1072118-1072119-1072120-1072121			2
110702023	耶俱矢技能1-暴击率	技能1暴击率+9%	10701050	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	2	3	10702050	10703050			5	[[110702061]]			1	1	1072122-1072123-1072124-1072125-1072126-1072127-1072128			2
110702024	耶俱矢技能1-暴击率	技能1暴击率+12%	10701051	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/026.png	110701	100770	2	2	4	10702051	10703051			5	[[110702061]]	[110702361,110702362,110702363,110702364]		1	1	1072129-1072130-1072131-1072132-1072133-1072134-1072135			2
110703341	耶俱矢技能2-移速	技能2使用后移动速度+10%,持续6秒	10701052	icon/angleskill/10112_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	34	1	10702052	10703052			5				1	1				34
110703342	耶俱矢技能2-移速	技能2使用后移动速度+15%,持续6秒	10701053	icon/angleskill/10112_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	34	2	10702053	10703053			5				1	1				34
110703343	耶俱矢技能2-移速	技能2使用后移动速度+20%,持续6秒	10701054	icon/angleskill/10112_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	34	3	10702054	10703054			5				1	1				34
110703021	耶俱矢技能2-1级		10701055	icon/angleskill/120010_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	2	1	10702055	10703055			10	[[110703074]]	[110703051,110703052,110703053]		1	1	1073801		video/yjs_3_1.mp4	2
110703071	耶俱矢技能2-机械伤	技能2机械类怪物伤害+2%	10701056	icon/angleskill/10124_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	7	1	10702056	10703056			5			1	1	1	1073001-1073002-1073003-1073004-1073005-1073006-1073007			7
110703072	耶俱矢技能2-机械伤	技能2机械类怪物伤害+4%	10701057	icon/angleskill/10124_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	7	2	10702057	10703057			5			1	1	1	1073008-1073009-1073010-1073011-1073012-1073013-1073014			7
110703073	耶俱矢技能2-机械伤	技能2机械类怪物伤害+6%	10701058	icon/angleskill/10124_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	7	3	10702058	10703058			5			1	1	1	1073015-1073016-1073017-1073018-1073019-1073020-1073021			7
110703074	耶俱矢技能2-机械伤	技能2机械类怪物伤害+8%	10701059	icon/angleskill/10124_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	7	4	10702059	10703059			5		[110703021]	1	1	1	1073022-1073023-1073024-1073025-1073026-1073027-1073028			7
110703061	耶俱矢技能2-易伤	技能2有10%几率对被命中的目标造成易伤	10701060	icon/angleskill/70005_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	6	1	10702060	10703060			5	[[110703361]]			1	1				6
110703062	耶俱矢技能2-易伤	技能2有15%几率对被命中的目标造成易伤	10701061	icon/angleskill/70005_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	6	2	10702061	10703061			5	[[110703361]]			1	1				6
110703063	耶俱矢技能2-易伤	技能2有20%几率对被命中的目标造成易伤	10701062	icon/angleskill/70005_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	6	3	10702062	10703062			5	[[110703361]]			1	1				6
110703064	耶俱矢技能2-易伤	技能2有30%几率对被命中的目标造成易伤	10701063	icon/angleskill/70005_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	6	4	10702063	10703063			5	[[110703361]]	[110703371,110703372,110703373,110703374]		1	1				6
110703361	耶俱矢技能2-2级		10701064	icon/angleskill/120010_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	36	1	10702064	10703064			10	[[110703353]]	[110703061,110703062,110703063,110703064]		1	1	1073802		video/yjs_3_2.mp4	36
110703051	耶俱矢技能2-消耗	技能2风之力消耗-1点	10701065	icon/angleskill/120001_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	5	1	10702065	10703065			5	[[110703021]]			1	1				5
110703052	耶俱矢技能2-消耗	技能2风之力消耗-2点	10701066	icon/angleskill/120001_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	5	2	10702066	10703066			5	[[110703021]]			1	1				5
110703053	耶俱矢技能2-消耗	技能2风之力消耗-3点	10701067	icon/angleskill/120001_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	5	3	10702067	10703067			5	[[110703021]]	[110703351,110703352,110703353]		1	1				5
110703351	耶俱矢技能2-精英伤	技能2对精英怪物伤害+4%	10701068	icon/angleskill/10126_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	35	1	10702068	10703068			5	[[110703053]]			1	1	1073032-1073033-1073034-1073035-1073036-1073037-1073038			35
110703352	耶俱矢技能2-精英伤	技能2对精英怪物伤害+8%	10701069	icon/angleskill/10126_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	35	2	10702069	10703069			5	[[110703053]]			1	1	1073039-1073040-1073041-1073042-1073043-1073044-1073045			35
110703353	耶俱矢技能2-精英伤	技能2对精英怪物伤害+12%	10701070	icon/angleskill/10126_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	35	3	10702070	10703070			5	[[110703053]]	[110703361]		1	1	1073046-1073047-1073048-1073049-1073050-1073051-1073052			35
110703031	耶俱矢技能2-3级		10701071	icon/angleskill/120010_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	3	1	10702071	10703071			10	[[110703374]]			1	1	1073803		video/yjs_3_3.mp4	3
110703371	耶俱矢技能2-技能伤	技能2伤害+5%	10701072	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	37	1	10702072	10703072			5	[[110703064]]			1	1	1073053-1073054-1073055-1073056-1073057-1073058-1073059			37
110703372	耶俱矢技能2-技能伤	技能2伤害+10%	10701073	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	37	2	10702073	10703073			5	[[110703064]]			1	1	1073060-1073061-1073062-1073063-1073064-1073065-1073066			37
110703373	耶俱矢技能2-技能伤	技能2伤害+15%	10701074	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	37	3	10702074	10703074			5	[[110703064]]			1	1	1073067-1073068-1073069-1073070-1073071-1073072-1073073			37
110703374	耶俱矢技能2-技能伤	技能2伤害+20%	10701075	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/027.png	110701	100780	3	37	4	10702075	10703075			5	[[110703064]]	[110703031]		1	1	1073074-1073075-1073076-1073077-1073078-1073079-1073080			37
110704111	耶俱矢必杀-易伤暴击	对易伤的目标暴击率+6%	10701076	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	11	1	10702076	10703076			5	[[110704191]]			1	1				11
110704112	耶俱矢必杀-易伤暴击	对易伤的目标暴击率+12%	10701077	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	11	2	10702077	10703077			5	[[110704191]]			1	1				11
110704113	耶俱矢必杀-易伤暴击	对易伤的目标暴击率+18%	10701078	icon/angleskill/10105_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	11	3	10702078	10703078			5	[[110704191]]	[110704021,110704022,110704023]		1	1				11
110704191	耶俱矢必杀-1级		10701079	icon/angleskill/120011_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	19	1	10702079	10703079			10	[[110704204]]	[110704111,110704112,110704113]		1	1	1074801		video/yjs_4_1.mp4	19
110704071	耶俱矢必杀-技能伤	必杀伤害+5%	10701080	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	7	1	10702080	10703080			5	[[110704251]]			1	1	1074001-1074002-1074003-1074004-1074005			7
110704072	耶俱矢必杀-技能伤	必杀伤害+10%	10701081	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	7	2	10702081	10703081			5	[[110704251]]			1	1	1074006-1074007-1074008-1074009-1074010			7
110704073	耶俱矢必杀-技能伤	必杀伤害+15%	10701082	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	7	3	10702082	10703082			5	[[110704251]]			1	1	1074011-1074012-1074013-1074014-1074015			7
110704074	耶俱矢必杀-技能伤	必杀伤害+20%	10701083	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	7	4	10702083	10703083			5	[[110704251]]	[110704041,110704042,110704043,110704044]		1	1	1074016-1074017-1074018-1074019-1074020			7
110704011	耶俱矢必杀-消耗	必杀风之力消耗-1点	10701084	icon/angleskill/120001_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	1	1	10702084	10703084			5				1	1	1074021			1
110704012	耶俱矢必杀-消耗	必杀风之力消耗-2点	10701085	icon/angleskill/120001_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	1	2	10702085	10703085			5				1	1	1074022			1
110704013	耶俱矢必杀-消耗	必杀风之力消耗-3点	10701086	icon/angleskill/120001_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	1	3	10702086	10703086			5				1	1	1074023			1
110704251	耶俱矢必杀-2级		10701087	icon/angleskill/120011_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	25	1	10702087	10703087			10	[[110704023]]	[110704071,110704072,110704073,110704074]		1	1	1074802		video/yjs_4_2.mp4	25
110704201	耶俱矢必杀-机械伤	必杀对机械类怪物伤害+2%	10701088	icon/angleskill/10124_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	20	1	10702088	10703088			5			1	1	1	1074024-1074025-1074026-1074027-1074028			20
110704202	耶俱矢必杀-机械伤	必杀对机械类怪物伤害+4%	10701089	icon/angleskill/10124_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	20	2	10702089	10703089			5			1	1	1	1074029-1074030-1074031-1074032-1074033			20
110704203	耶俱矢必杀-机械伤	必杀对机械类怪物伤害+6%	10701090	icon/angleskill/10124_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	20	3	10702090	10703090			5			1	1	1	1074034-1074035-1074036-1074037-1074038			20
110704204	耶俱矢必杀-机械伤	必杀对机械类怪物伤害+8%	10701091	icon/angleskill/10124_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	20	4	10702091	10703091			5		[110704191]	1	1	1	1074039-1074040-1074041-1074042-1074043			20
110704041	耶俱矢必杀-穿透率	必杀穿透率+3%	10701092	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	4	1	10702092	10703092			5	[[110704074]]			1	1	1074044-1074045-1074046-1074047-1074048			4
110704042	耶俱矢必杀-穿透率	必杀穿透率+5%	10701093	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	4	2	10702093	10703093			5	[[110704074]]			1	1	1074049-1074050-1074051-1074052-1074053			4
110704043	耶俱矢必杀-穿透率	必杀穿透率+7%	10701094	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	4	3	10702094	10703094			5	[[110704074]]			1	1	1074054-1074055-1074056-1074057-1074058			4
110704044	耶俱矢必杀-穿透率	必杀穿透率+10%	10701095	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	4	4	10702095	10703095			5	[[110704074]]	[110704121]		1	1	1074059-1074060-1074061-1074062-1074063			4
110704121	耶俱矢必杀-3级		10701096	icon/angleskill/120011_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	12	1	10702096	10703096			10	[[110704044]]			1	1	1074803		video/yjs_4_3.mp4	12
110704021	耶俱矢必杀-减速额外伤	必杀对减速目标伤害+x%	10701097	icon/angleskill/10104_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	2	1	10702097	10703097			5	[[110704113]]			1	1				2
110704022	耶俱矢必杀-减速额外伤	必杀对减速目标伤害+x%	10701098	icon/angleskill/10104_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	2	2	10702098	10703098			5	[[110704113]]			1	1				2
110704023	耶俱矢必杀-减速额外伤	必杀对减速目标伤害+x%	10701099	icon/angleskill/10104_angleskillA.png	ui/fairy_angle/025.png	110701	100720	4	2	3	10702099	10703099			5	[[110704113]]	[110704251]		1	1				2
110710011	耶俱矢被动1	技能消耗+20%,技能暴击率提升15%	10701100	icon/angleskill/10105_angleskillA.png		110701		10	1	1	10702100	10703100							1		1075001-1075002-1075003-1075004-1075005-1075006-1075007-1075008-1075009-1075010-1075011-1075012-1075013-1075014-1075015-1075016-1075017-1075018-1075019-1075020-1075021-1075022-1075023-1075024-1075025-1075026			1
110710021	耶俱矢被动2	对生命值低于30%的目标,伤害+30%	10701101	icon/angleskill/10126_angleskillA.png		110701		10	2	1	10702101	10703101							2					2
110710031	耶俱矢被动3	技能伤害无视目标30%的防御力	10701102	icon/angleskill/10125_angleskillA.png		110701		10	3	1	10702102	10703102							3		1075027-1075028-1075029-1075030-1075031-1075032-1075033-1075034-1075035-1075036-1075037-1075038-1075039-1075040-1075041-1075042-1075043-1075044-1075045-1075046-1075047-1075048-1075049			3
110710041	耶俱矢被动4	技能消耗+20%,技能伤害+25%	10701103	icon/angleskill/130003_angleskillA.png		110701		10	4	1	10702103	10703103							4		1075050-1075051-1075052-1075053-1075054-1075055-1075056-1075057-1075058-1075059-1075060-1075061-1075062-1075063-1075064-1075065-1075066-1075067-1075068-1075069-1075070-1075071-1075072-1075073-1075074-1075075			4
110710051	耶俱矢被动5	每次命中目标都有30%的几率使目标易伤（易伤：额外让目标抗暴几率减少10%）	10701104	icon/angleskill/70005_angleskillA.png		110701		10	5	1	10702104	10703104							5					5
110710061	耶俱矢被动6	暴击伤害+30%,对易伤目标伤害+15%	10701105	icon/angleskill/10130_angleskillA.png		110701		10	6	1	10702105	10703105							6					6
110710071	耶俱矢被动7	击败敌人时,获得5点风之力	10701106	icon/angleskill/120001_angleskillA.png		110701		10	7	1	10702106	10703106							7					7
