效果id	名称	效果描述	能够对场下的生效	增减益类型	作用类型	范围中心点	范围	作用对象	单位数量	特效强制设定位置	效果类型	属性id	属性计算参照对象	参照属性	参照属性类型	转化比例	效果值	伤害类型（1.普通 2.纯粹）	伤害属性（1-9：物理，冰，火，风，电，毒，光，暗，精神）	状态id	特效id	（概率）改变的buffid	概率改变值	技能类型（减少技能cd用的）	时间（减少技能cd用的）	buff生效方式	生效条件	延迟时间	buff持续时间	buff生效次数	间隔时间	叠加方式	最大叠加次数	叠加到一定层数后是否触发新效果	新效果需要叠加层数	新效果触发概率	新效果id	作用对象死亡是否终止	终止效果	额外终止方式	减少叠加数	检测属性id	检测标准	配置值	事件次数	事件类型	检测的移除状态	额外终止效果	特效资源	特效动画	挂点	位置1（下层为负数，上层为正数）	特效资源	特效动画	挂点	位置2（下层为负数，上层为正数）	是否显示icon	icon资源
20570311	天使效果-狂三-被动-位置3-效果1-等级1	攻击命中时，有20%概率释放残影技能	0	3	1			1	1		4										40131					1			0	1	0	3	1					1	1																			
20570411	天使效果-狂三-被动-位置4-效果1-等级1	使用xx技能时，移动速度+15%持续5s	0	1	1			1	1		1	11	2	11	1	1500										1			5000	-1	0	2	1					1	1																			
20570421	天使效果-狂三-被动-位置4-效果2-等级1	使用xx技能时，攻击速度+20%持续5s	0	1	1			1	1		1	6	2	6	1	2000										1			5000	-1	0	2	1					1	1																			
20570511	天使效果-狂三-被动-位置5-效果1-等级1	瞄准生命值低于30%的敌人时，F技能伤害+20%	0	3	1			1	1		6	802	1				2000									1			0	1	0	3	1					1	1																			
20570521	天使效果-狂三-被动-位置5-效果2-等级1	瞄准生命值低于30%的敌人时，S技能伤害+20%	0	3	1			1	1		6	803	1				2000									1			0	1	0	3	1					1	1																			
20570531	天使效果-狂三-被动-位置5-效果3-等级1	瞄准生命值低于30%的敌人时，出场技伤害+20%	0	3	1			1	1		6	804	1				2000									1			0	1	0	3	1					1	1																			
20570541	天使效果-狂三-被动-位置5-效果4-等级1	瞄准生命值低于30%的敌人时，必杀技伤害+20%	0	3	1			1	1		6	806	1				2000									1			0	1	0	3	1					1	1																			
20570551	天使效果-狂三-被动-位置5-效果5-等级1	瞄准生命值低于30%的敌人时，觉醒伤害+20%	0	3	1			1	1		6	807	1				2000									1			0	1	0	3	1					1	1																			
20570811	天使效果-狂三-被动-位置8-效果1-等级1	瞄准处于负面影响状态的敌人时，F技能伤害+15%	0	3	1			1	1		6	802	1				1500									1			0	1	0	3	1					1	1																			
20570821	天使效果-狂三-被动-位置8-效果2-等级1	瞄准处于负面影响状态的敌人时，S技能伤害+15%	0	3	1			1	1		6	803	1				1500									1			0	1	0	3	1					1	1																			
20570831	天使效果-狂三-被动-位置8-效果3-等级1	瞄准处于负面影响状态的敌人时，出场技伤害+15%	0	3	1			1	1		6	804	1				1500									1			0	1	0	3	1					1	1																			
20570841	天使效果-狂三-被动-位置8-效果4-等级1	瞄准处于负面影响状态的敌人时，必杀技伤害+15%	0	3	1			1	1		6	806	1				1500									1			0	1	0	3	1					1	1																			
20570851	天使效果-狂三-被动-位置8-效果5-等级1	瞄准处于负面影响状态的敌人时，觉醒伤害+15%	0	3	1			4	1		6	807	1				1500									1			0	1	0	3	1					1	1																			
20570911	天使效果-狂三-被动-位置9-效果1-等级1	使用领域技能后，有10%概率给随机1个敌人减少30%移动速度	0	2	1			4	1		1	11	3	11	1	-3000										1			6000	-1	0	2	1					1	1																			
20570921	天使效果-狂三-被动-位置9-效果2-等级1	使用领域技能后，有10%概率给随机1个敌人减少15%防御力	0	2	1			4	1		1	3	3	3	1	-1500										1			6000	-1	0	2	1					1	1																			
20570931	天使效果-狂三-被动-位置9-效果3-等级1	使用领域技能后，有10%概率给随机1个敌人眩晕2s	0	4	1			4	1		2									1						1			2000	-1	0	2	1					1	1																			
20570941	天使效果-狂三-被动-位置9-效果4-等级1	使用领域技能后，有10%概率给随机1个敌人每秒减少10%攻击力的生命值	0	2	1			4	1		1	52	2	2	1	-1000		1	3							2			6000	-1	1000	4	5					1	2																			
20570951	天使效果-狂三-被动-位置9-效果5-等级1	使用领域技能后，有10%概率给随机1个敌人附加感电状态，持续5s	0	2	1			4	1		2									34						1			6000	-1	0	2	1					1	1																			
20570961	天使效果-狂三-被动-位置9-效果6-等级1	使用领域技能后，有10%概率让敌人的感电伤害值增加，增加狂三攻击力的30%	0	2	1			4	1		1	2016	2	2	1	3000										1			6000	-1	0	2	1					1	1																			
20570971	天使效果-狂三-被动-位置9-效果7-等级1	使用领域技能后，有10%概率给随机1个敌人附加燃烧状态，持续5s	0	2	1			4	1		2									33						1			6000	-1	0	2	1					1	1																			
20571011	天使效果-狂三-被动-位置10-效果1-等级1	使用领域技能后，使所有敌人进入静止状态，持续5s	0	6	1			4	1		2									3						1			5000	-1	0	2	1					1	1																			
20571111	天使效果-狂三-被动-位置11-效果1-等级1	暴击后，减少全部技能1s的冷却时间。触发间隔5s	0	3	1			1	1		5													1	1	1			0	1	0	3	1					1	2																			
20571211	天使效果-狂三-被动-位置12-效果1-等级1	释放领域技能时，增加6012-6013-6014-6015的概率为100%，持续15s(覆盖6004）	0	3	1			1	1		3											6012-6013-6014-6015	10000			1			15000	-1	0	2	1					1	1																			
20571311	天使效果-狂三-被动-位置13-效果1-等级1	当能量>50时，如果受到致命伤害，获得1s无敌效果。	0	1	1			1	1		2									162						1			1000	-1	0	2	1					1	1																			
20571321	天使效果-狂三-被动-位置13-效果2-等级1	当能量>50时，如果受到致命伤害，当前能量-50。	0	3	1			1	1		1	56	1				-50									1			0	1	0	3	1					1	2																			
20571331	天使效果-狂三-被动-位置13-效果3-等级1	当能量>50时，如果受到致命伤害，立即恢复20%生命值。	0	3	1			1	1		1	52	2	1	1	2000										1			0	1	0	3	1					1	2																			
20571411	天使效果-狂三-被动-位置14-效果1-等级1	能量上限+30	1	3	1			1	1		1	14	1				30									1			-1	-1	0	2	1					1	1																			
20571421	天使效果-狂三-被动-位置14-效果2-等级1	每秒恢复1点能量	1	3	1			1	1		1	56	1				1									2			-1	-1	1000	3	-1					1	2																			
20571511	天使效果-狂三-被动-位置15-效果1-等级1	使用xx技能时，恢复8%生命值	0	3	1			1	1		1	52	2	1	1	800										1			0	1	0	3	1					1	2																			
20571611	天使效果-狂三-被动-位置16-效果1-等级1	击杀敌人时，攻击力+1%，持续20s，最多叠加20次	0	1	1			1	1		1	2	2	2	1	100										1			20000	-1	0	4	20					1	1																			
20610811	天使效果-琴里-普攻-位置8-效果1-等级1	提高buff6010  4%的触发概率	0	3	1			1	1		3											6010	400			1			-1	-1	0	2	1					1	1																			
20610812	天使效果-琴里-普攻-位置8-效果1-等级2	提高buff6010  8%的触发概率	0	3	1			1	1		3											6010	800			1			-1	-1	0	2	1					1	1																			
20610813	天使效果-琴里-普攻-位置8-效果1-等级3	提高buff6010  12%的触发概率	0	3	1			1	1		3											6010	1200			1			-1	-1	0	2	1					1	1																			
20610814	天使效果-琴里-普攻-位置8-效果1-等级4	提高buff6010  15%的触发概率	0	3	1			1	1		3											6010	1500			1			-1	-1	0	2	1					1	1																			
20620311	天使效果-琴里-F技能-位置3-效果1-等级1	提高buff6011  4%的触发概率	0	3	1			1	1		3											6011	400			1			-1	-1	0	2	1					1	1																			
20620312	天使效果-琴里-F技能-位置3-效果1-等级2	提高buff6011  8%的触发概率	0	3	1			1	1		3											6011	800			1			-1	-1	0	2	1					1	1																			
20620313	天使效果-琴里-F技能-位置3-效果1-等级3	提高buff6011  12%的触发概率	0	3	1			1	1		3											6011	1200			1			-1	-1	0	2	1					1	1																			
20620314	天使效果-琴里-F技能-位置3-效果1-等级4	提高buff6011  15%的触发概率	0	3	1			1	1		3											6011	1500			1			-1	-1	0	2	1					1	1																			
20630511	天使效果-琴里-S技能-位置5-效果1-等级1	S技能命中后有xx%概率恢复自己5%生命值	0	3	1			1	1		1	52	2	1	1	500										1			0	1	0	3	-1					1	2																			
20630811	天使效果-琴里-S技能-位置8-效果1-等级1	敌人数量大于1时，每个敌人将提高自己1%的S技能伤害加成	1	3	1			1	1		1	803	2	2013	2	100										1			-1	-1	0	2	1					1	1																			
20630812	天使效果-琴里-S技能-位置8-效果1-等级2	敌人数量大于1时，每个敌人将提高自己2%的S技能伤害加成	1	3	1			1	1		1	803	2	2013	2	200										1			-1	-1	0	2	1					1	1																			
20630813	天使效果-琴里-S技能-位置8-效果1-等级3	敌人数量大于1时，每个敌人将提高自己3%的S技能伤害加成	1	3	1			1	1		1	803	2	2013	2	300										1			-1	-1	0	2	1					1	1																			
20630911	天使效果-琴里-S技能-位置9-效果1-等级1	S技能命中后，减少敌人5%防御力，持续6s	0	2	1			4	1		1	3	3	3	1	-500										1			6000	-1	0	2	1					1	1																			
20630912	天使效果-琴里-S技能-位置9-效果1-等级2	S技能命中后，减少敌人8%防御力，持续6s	0	2	1			4	1		1	3	3	3	1	-800										1			6000	-1	0	2	1					1	1																			
20630913	天使效果-琴里-S技能-位置9-效果1-等级3	S技能命中后，减少敌人12%防御力，持续6s	0	2	1			4	1		1	3	3	3	1	-1200										1			6000	-1	0	2	1					1	1																			
20630914	天使效果-琴里-S技能-位置9-效果1-等级4	S技能命中后，减少敌人15%防御力，持续6s	0	2	1			4	1		1	3	3	3	1	-1500										1			6000	-1	0	2	1					1	1																			
20670111	天使效果-琴里-被动-位置1-效果1-等级1	普攻命中后，增加自己30%的防御力，持续3s	0	1	1			1	1		1	3	2	3	1	3000										1			3000	-1	0	2	1					1	1																			
20670311	天使效果-琴里-被动-位置3-效果1-等级1	处于1形态且使用xx技能时，恢复5%生命值	0	3	1			1	1		1	52	2	1	2	500										1			0	-1	0	3	-1					1	2																			
20670411	天使效果-琴里-被动-位置4-效果1-等级1	提高buff6010，6011   15%的触发概率	1	3	1			1	1		3											6010-6011	1500			1			-1	-1	0	2	1					1	1																			
20670511	天使效果-琴里-被动-位置5-效果1-等级1	被处于点燃状态的敌人攻击时，有30%概率恢复3%生命值	0	3	1			1	1		1	52	2	1	1	300										1			0	1	0	3	-1					1	2																			
20670611	天使效果-琴里-被动-位置6-效果1-等级1	攻击处于点燃状态的敌人时，有15%几率提高10%的攻击速度，持续5s	0	1	1			1	1		1	6	2	6	1	1000										1			5000	-1	0	2	1					1	1																			
20670621	天使效果-琴里-被动-位置6-效果2-等级1	攻击处于点燃状态的敌人时，有15%几率提高10%的移动速度，持续5s	0	1	1			1	1		1	11	2	11	1	1000										1			5000	-1	0	2	1					1	1																			
20670711	天使效果-琴里-被动-位置7-效果1-等级1	处于2形态时，每5s触发一次+3%攻击力的效果，最多叠加6次。2形态移除时终止	0	1	1			1	1		1	2	2	2	1	300										1			-1	-1	0	4	6					1	1	6							63	1										
20670811	天使效果-琴里-被动-位置8-效果1-等级1	处于2形态时，普攻命中时恢复1点能量	0	3	1			1	1		1	56	1				1									1			0	-1	0	3	-1					1	2																			
20670821	天使效果-琴里-被动-位置8-效果2-等级1	处于2形态时，普攻暴击命中时恢复2点能量	0	3	1			1	1		1	56	1				2									1			0	-1	0	3	-1					1	2																			
20670911	天使效果-琴里-被动-位置9-效果1-等级1	从1形态变身到2形态时，增加30点能量上限。2形态移除时终止。	0	3	1			1	1		1	14	1				30									1			-1	-1	0	2	1					1	1	6							63	1										
20670921	天使效果-琴里-被动-位置9-效果2-等级1	从1形态变身到2形态时，立即增加30点当前能量。	0	3	1			1	1		1	56	1				30									1			0	1	0	3	-1					1	2																			
20671011	天使效果-琴里-被动-位置10-效果1-等级1	处于2形态且使用xx技能时，增加15%的F技能伤害。持续3s，可叠加4次	0	1	1			1	1		1	802	1				1500									1			3000	-1	0	4	4					1	1																			
20671021	天使效果-琴里-被动-位置10-效果2-等级1	处于2形态且使用xx技能时，增加15%的S技能伤害。持续3s，可叠加4次	0	1	1			1	1		1	803	1				1500									1			3000	-1	0	4	4					1	1																			
20671031	天使效果-琴里-被动-位置10-效果3-等级1	处于2形态且使用xx技能时，增加15%的出场技伤害。持续3s，可叠加4次	0	1	1			1	1		1	804	1				1500									1			3000	-1	0	4	4					1	1																			
20671041	天使效果-琴里-被动-位置10-效果4-等级1	处于2形态且使用xx技能时，增加15%的必杀技伤害。持续3s，可叠加4次	0	1	1			1	1		1	806	1				1500									1			3000	-1	0	4	4					1	1																			
20671051	天使效果-琴里-被动-位置10-效果5-等级1	处于2形态且使用xx技能时，增加15%的觉醒伤害。持续3s，可叠加4次	0	1	1			1	1		1	807	1				1500									1			3000	-1	0	4	4					1	1																			
20671211	天使效果-琴里-被动-位置12-效果1-等级1	处于2形态且xx技能暴击时，额外附加一次30%的伤害。	0	3	1			4	1		1	52	2	2002	2	-3000		1	3							1			0	1	0	3	-1					1	2																			
20671311	天使效果-琴里-被动-位置13-效果1-等级1	能量大于0时触发，每点能量增加0.3%的伤害加成	1	3	1			1	1		1	501	2	56	2	30										1			-1	-1	0	2	1					1	1																			
20671411	天使效果-琴里-被动-位置14-效果1-等级1	死亡后复活，触发间隔60s	0	3	1			1	1		2															1			0	1	0	2	1					1	1																			
20671421	天使效果-琴里-被动-位置14-效果2-等级1	复活后，在5s类恢复30%的生命，触发间隔180s	1	3	1			1	1		1	52	2	1	1	300										2			5000	-1	500	3	-1					1	2																			
20671511	天使效果-琴里-被动-位置15-效果1-等级1	生命值+20%	1	3	1			1	1		1	1001	1				2000									1			-1	-1	0	1	1					1	1																			
20671521	天使效果-琴里-被动-位置15-效果2-等级1	生命恢复效率+20%	1	3	1			1	1		1	515	1				2000									1			-1	-1	0	1	1					1	1																			
20671611	天使效果-琴里-被动-位置16-效果1-等级1	每3s恢复5点能量	0	3	1			1	1		1	56	1				5									2			-1	-1	3000	1	1					1	2																			
20710111	天使效果-真那-普攻-位置1-效果1-等级1	6017的概率增加10%	1	3	1			1	1		3											6017	1000			1			-1	-1	0	2	1					1	1																			
20710112	天使效果-真那-普攻-位置1-效果1-等级2	6017的概率增加15%	1	3	1			1	1		3											6017	1500			1			-1	-1	0	2	1					1	1																			
20710113	天使效果-真那-普攻-位置1-效果1-等级3	6017的概率增加20%	1	3	1			1	1		3											6017	2000			1			-1	-1	0	2	1					1	1																			
20720111	天使效果-真那-F技能-位置1-效果1-等级1	使用F技能后，受伤减免+10%，持续5s	0	1	1			1	1		1	502	1				1000									1			5000	-1	0	2	1					1	1																			
20720112	天使效果-真那-F技能-位置1-效果1-等级2	使用F技能后，受伤减免+15%，持续5s	0	1	1			1	1		1	502	1				1500									1			5000	-1	0	2	1					1	1																			
20720113	天使效果-真那-F技能-位置1-效果1-等级3	使用F技能后，受伤减免+20%，持续5s	0	1	1			1	1		1	502	1				2000									1			5000	-1	0	2	1					1	1																			
20720511	天使效果-真那-F技能-位置5-效果1-等级1	F技能造成伤害时，如果敌人护盾值大于1，则追加一次10%的额外伤害。	0	3	1			4	1		1	52	3	2003	2	-1000		1	5							1			0	1	0	3	-1					1	2																			
20720512	天使效果-真那-F技能-位置5-效果1-等级2	F技能造成伤害时，如果敌人护盾值大于1，则追加一次15%的额外伤害。	0	3	1			4	1		1	52	3	2003	2	-1500		1	5							1			0	1	0	3	-1					1	2																			
20720513	天使效果-真那-F技能-位置5-效果1-等级3	F技能造成伤害时，如果敌人护盾值大于1，则追加一次20%的额外伤害。	0	3	1			4	1		1	52	3	2003	2	-2000		1	5							1			0	1	0	3	-1					1	2																			
20720514	天使效果-真那-F技能-位置5-效果1-等级4	F技能造成伤害时，如果敌人护盾值大于1，则追加一次25%的额外伤害。	0	3	1			4	1		1	52	3	2003	2	-2500		1	5							1			0	1	0	3	-1					1	2																			
20730411	天使效果-真那-S技能-位置4-效果1-等级1	S技能命中后，减少敌人10%防御力，持续6s	0	2	1			4	1		1	3	3	3	1	-1000										1			6000	-1	0	2	1					1	1																			
20730412	天使效果-真那-S技能-位置4-效果1-等级2	S技能命中后，减少敌人15%防御力，持续6s	0	2	1			4	1		1	3	3	3	1	-1500										1			6000	-1	0	2	1					1	1																			
20730413	天使效果-真那-S技能-位置4-效果1-等级3	S技能命中后，减少敌人20%防御力，持续6s	0	2	1			4	1		1	3	3	3	1	-2000										1			6000	-1	0	2	1					1	1																			
20730414	天使效果-真那-S技能-位置4-效果1-等级4	S技能命中后，减少敌人25%防御力，持续6s	0	2	1			4	1		1	3	3	3	1	-2500										1			6000	-1	0	2	1					1	1																			
20740811	天使效果-真那-必杀技-位置8-效果1-等级1	必杀技命中时必定眩晕敌人0.5s	0	4	1			4	1		2									1						1			500	-1	0	2	1					1	1																			
20740812	天使效果-真那-必杀技-位置8-效果1-等级2	必杀技命中时必定眩晕敌人1s	0	4	1			4	1		2									1						1			1000	-1	0	2	1					1	1																			
20740813	天使效果-真那-必杀技-位置8-效果1-等级3	必杀技命中时必定眩晕敌人1.5s	0	4	1			4	1		2									1						1			1500	-1	0	2	1					1	1																			
20770111	天使效果-真那-被动-位置1-效果1-等级1	能量值大于1时触发，每点能量增加0.5%暴击率	1	3	1			1	1		1	507	2	56	2	50										1			-1	-1	0	2	1					1	1																			
20770121	天使效果-真那-被动-位置1-效果2-等级1	能量值每秒-2	1	3	1			1	1		1	56	1				-2									2			-1	-1	1000	2	1					1	2																			
20770211	天使效果-真那-被动-位置2-效果1-等级1	连击数>9时，攻击速度5%，连击数小于10时终止	0	3	1			1	1		1	6	2	6	1	500										1			-1	-1	0	2	1					1	1	4		2004	2	10				1										
20770221	天使效果-真那-被动-位置2-效果2-等级1	连击数>19时，攻击速度5%，连击数小于20时终止	0	3	1			1	1		1	6	2	6	1	500										1			-1	-1	0	2	1					1	1	4		2004	2	20				1										
20770231	天使效果-真那-被动-位置2-效果3-等级1	连击数>29时，攻击速度5%，连击数小于30时终止	0	3	1			1	1		1	6	2	6	1	500										1			-1	-1	0	2	1					1	1	4		2004	2	30				1										
20770241	天使效果-真那-被动-位置2-效果4-等级1	连击数>39时，攻击速度5%，连击数小于40时终止	0	3	1			1	1		1	6	2	6	1	500										1			-1	-1	0	2	1					1	1	4		2004	2	40				1										
20770411	天使效果-真那-被动-位置4-效果1-等级1	6018-6019-6020的概率+30%	1	3	1			1	1		3											6018-6019-6020	3000			1			-1	-1	0	2	1					1	1																			
20770511	天使效果-真那-被动-位置5-效果1-等级1	击杀处于感电状态的敌人时，释放爆炸特效	0	3	1			1	1		4															1			0	1	0	3	-1					1	2																			
20770521	天使效果-真那-被动-位置5-效果2-等级1	爆炸特效触发，为目标附加感电状态，持续5s	0	2	1			4	1		2									34						1			5000	-1	0	2	1					1	1																			
20770531	天使效果-真那-被动-位置5-效果3-等级1	增加目标的感电伤害值，增加真那攻击力的30%，持续5s	0	2	1			4	1		1	2016	2	2	1	3000										1			5000	-1	0	2	1					1	1																			
20770611	天使效果-真那-被动-位置6-效果1-等级1	瞄准处于感电状态的敌人时，每点能量增加0.5%的伤害加成。	0	3	1			1	1		6	501	2	56	2	50										1			0	1	0	3	-1					1	1																			
20770711	天使效果-真那-被动-位置7-效果1-等级1	能量>49时触发，暴击伤害+100%，持续6s	0	1	1			1	1		1	509	1				10000									1			6000	-1	0	2	1					1	1																			
20770721	天使效果-真那-被动-位置7-效果2-等级1	能量>49时触发，F技能暴击率+40%，持续6s	0	1	1			1	1		1	552	1				4000									1			6000	-1	0	2	1					1	1																			
20770731	天使效果-真那-被动-位置7-效果3-等级1	能量>49时触发，S技能暴击率+40%，持续6s	0	1	1			1	1		1	553	1				4000									1			6000	-1	0	2	1					1	1																			
20770741	天使效果-真那-被动-位置7-效果4-等级1	能量>49时触发，必杀技暴击率+40%，持续6s	0	1	1			1	1		1	556	1				4000									1			6000	-1	0	2	1					1	1																			
20770751	天使效果-真那-被动-位置7-效果5-等级1	能量>49时触发，觉醒暴击率+40%，持续6s	0	1	1			1	1		1	557	1				4000									1			6000	-1	0	2	1					1	1																			
20770761	天使效果-真那-被动-位置7-效果6-等级1	能量>49时触发，能量-50	0	3	1			1	1		1	56	1				-50									1			0	1	0	3	-1					1	2																			
20770811	天使效果-真那-被动-位置8-效果1-等级1	瞄准生命值高于70%的敌人时，暴击伤害+60%	0	3	1			1	1		6	509	1				6000									1			0	1	0	3	-1					1	1																			
20770911	天使效果-真那-被动-位置9-效果1-等级1	使用xx技能有30%的概率增加5点能量	0	3	1			1	1		1	56	1				5									1			0	1	0	3	-1					1	2																			
20771011	天使效果-真那-被动-位置10-效果1-等级1	命中目标时，增加2%暴击率，持续5s，可叠加10次	0	1	1			1	1		1	507	1				200									1			5000	-1	0	4	10					1	1																			
20771211	天使效果-真那-被动-位置12-效果1-等级1	暴击后，F技能伤害+25%，持续5s	0	1	1			1	1		1	802	1				2500									1			5000	-1	0	2	1					1	1																			
20771221	天使效果-真那-被动-位置12-效果2-等级1	暴击后，S技能伤害+25%，持续5s	0	1	1			1	1		1	803	1				2500									1			5000	-1	0	2	1					1	1																			
20771231	天使效果-真那-被动-位置12-效果3-等级1	暴击后，出场技伤害+25%，持续5s	0	1	1			1	1		1	804	1				2500									1			5000	-1	0	2	1					1	1																			
20771241	天使效果-真那-被动-位置12-效果4-等级1	暴击后，必杀技伤害+25%，持续5s	0	1	1			1	1		1	806	1				2500									1			5000	-1	0	2	1					1	1																			
20771251	天使效果-真那-被动-位置12-效果5-等级1	暴击后，觉醒技能伤害+25%，持续5s	0	1	1			1	1		1	807	1				2500									1			5000	-1	0	2	1					1	1																			
20771311	天使效果-真那-被动-位置13-效果1-等级1	雷属性伤害加成+20%	1	3	1			1	1		1	705	1				2000									1			-1	-1	0	2	1					1	1																			
20771411	天使效果-真那-被动-位置14-效果1-等级1	击杀敌人时，恢复5点能量	0	3	1			1	1		1	56	1				5									1			0	1	0	3	-1					1	2																			
20771511	天使效果-真那-被动-位置15-效果1-等级1	击杀敌人后，攻击速度+20%，持续8s	0	1	1			1	1		1	6	2	6	1	2000										1			8000	-1	0	2	1					1	1																			
20771521	天使效果-真那-被动-位置15-效果2-等级1	击杀敌人后，移动速度+10%，持续8s	0	1	1			1	1		1	11	2	11	1	1000										1			8000	-1	0	2	1					1	1																			
20771611	天使效果-真那-被动-位置16-效果1-等级1	每秒循环触发，每次增加5%暴击率，最多可叠加20次，暴击后移除。	0	3	1			1	1		1	507	1				500									1			-1	-1	0	4	20					1	1	1					1	500		1										
20810311	天使buff-耶俱矢-普攻-位置3-效果1-等级1	普攻有7%的几率吸血30%	0	3	1			1	1		1	52	2	2002	2	3000										1			0	1	0	3	-1					1	2																			
20810141	天使效果-耶俱矢-普攻-位置4-效果1-等级1	普攻暴击后，有30%几率额外追加一次20%的伤害。	0	3	1			4	1		1	52	2	2002	2	-2000										1			0	1	0	3	-1					1	2																			
20830111	天使效果-耶俱矢-S技能-位置1-效果1-等级1	使用S技能后，移动速度+10%。持续6s	1	1	1			1	1		1	11	2	11	1	1000										1			6000	-1	0	2	1					1	1																			
20830112	天使效果-耶俱矢-S技能-位置1-效果1-等级2	使用S技能后，移动速度+15%。持续6s	1	1	1			1	1		1	11	2	11	1	1500										1			6000	-1	0	2	1					1	1																			
20830113	天使效果-耶俱矢-S技能-位置1-效果1-等级3	使用S技能后，移动速度+20%。持续6s	1	1	1			1	1		1	11	2	11	1	2000										1			6000	-1	0	2	1					1	1																			
20830411	天使效果-耶俱矢-S技能-位置4-效果1-等级1	6025的触发概率+10%	1	3	1			1	1		3											6025	1000			1			-1	-1	0	2	1					1	1																			
20830412	天使效果-耶俱矢-S技能-位置4-效果1-等级2	6025的触发概率+15%	1	3	1			1	1		3											6025	1500			1			-1	-1	0	2	1					1	1																			
20830413	天使效果-耶俱矢-S技能-位置4-效果1-等级3	6025的触发概率+20%	1	3	1			1	1		3											6025	2000			1			-1	-1	0	2	1					1	1																			
20830414	天使效果-耶俱矢-S技能-位置4-效果1-等级4	6025的触发概率+30%	1	3	1			1	1		3											6025	3000			1			-1	-1	0	2	1					1	1																			
20840111	天使效果-耶俱矢-必杀技-位置1-效果1-等级1	必杀技瞄准处于易伤状态的敌人时，暴击率+6%	0	3	1			1	1		6	507	1				600									1			0	1	0	3	-1					1	1																			
20840112	天使效果-耶俱矢-必杀技-位置1-效果1-等级2	必杀技瞄准处于易伤状态的敌人时，暴击率+12%	0	3	1			1	1		6	507	1				1200									1			0	1	0	3	-1					1	1																			
20840113	天使效果-耶俱矢-必杀技-位置1-效果1-等级3	必杀技瞄准处于易伤状态的敌人时，暴击率+18%	0	3	1			1	1		6	507	1				1800									1			0	1	0	3	-1					1	1																			
20840911	天使效果-耶俱矢-必杀技-位置9-效果1-等级1	必杀技瞄准处于减速状态的敌人时，伤害加成+8%	0	3	1			1	1		6	501	1				800									1			0	1	0	3	-1					1	1																			
20840912	天使效果-耶俱矢-必杀技-位置9-效果1-等级2	必杀技瞄准处于减速状态的敌人时，伤害加成+16%	0	3	1			1	1		6	501	1				1600									1			0	1	0	3	-1					1	1																			
20840913	天使效果-耶俱矢-必杀技-位置9-效果1-等级3	必杀技瞄准处于减速状态的敌人时，伤害加成+24%	0	3	1			1	1		6	501	1				2400									1			0	1	0	3	-1					1	1																			
20870211	天使效果-耶俱矢-被动-位置2-效果1-等级1	瞄准生命值低于30%的敌人时，伤害加成+30%	0	3	1			1	1		6	501	1				3000									1			0	1	0	3	-1					1	1																			
20870511	天使效果-耶俱矢-被动-位置5-效果1-等级1	6023-6024-6025-6026-6027的概率+30%	1	3	1			1	1		1											6023-6024-6025-6026-6027	3000			1			-1	-1	0	2	1					1	1																			
20870611	天使效果-耶俱矢-被动-位置6-效果1-等级1	暴击伤害+30%	1	3	1			1	1		1	509	1				3000									1			-1	-1	0	2	1					1	1																			
20870621	天使效果-耶俱矢-被动-位置6-效果2-等级1	瞄准处于易伤状态的敌人时，伤害加成+15%	0	3	1			1	1		6															1			0	1	0	3	-1					1	1																			
20870711	天使效果-耶俱矢-被动-位置7-效果1-等级1	击杀敌人时，恢复5点能量	0	3	1			1	1		1	56	1				5									1			0	1	0	3	-1					1	2																			
20870811	天使效果-耶俱矢-被动-位置8-效果1-等级1	暴击后，能量+1	0	3	1			1	1		1	56	1				1									1			0	1	0	3	-1					1	2																			
20870911	天使效果-耶俱矢-被动-位置9-效果1-等级1	攻击命中时，有40%概率增加1点能量	0	3	1			1	1		1	56	1				1									1			0	1	0	3	-1					1	2																			
20871011	天使效果-耶俱矢-被动-位置10-效果1-等级1	攻击速度>1时，每2点攻击速度会增加1点移动速度	1	3	1			1	1		1	11	2	6	2	5000										1			-1	-1	0	2	1					1	1																			
20871111	天使效果-耶俱矢-被动-位置11-效果1-等级1	攻击命中时，攻击力+1.5%，持续5s，可叠加20次	0	1	1			1	1		1	2	2	2	1	150										1			5000	-1	0	4	20					1	1																			
20871121	天使效果-耶俱矢-被动-位置11-效果2-等级1	攻击命中时，暴击率+0.5%，持续5s，可叠加20次	0	1	1			1	1		1	507	1				50									1			5000	-1	0	4	20					1	1																			
20871211	天使效果-耶俱矢-被动-位置12-效果1-等级1	暴击时，有30%概率追加一次敌人10%生命值上限的伤害。	0	3	1			4	1		1	52	3	1	1	-1000										1			0	1	0	3	-1					1	2																			
20871311	天使效果-耶俱矢-被动-位置13-效果1-等级1	增加自己和全体队友10%的暴击率	0	3	1			7	5		1	507	1				1000									1			-1	-1	0	2	1					1	1																			
20871411	天使效果-耶俱矢-被动-位置14-效果1-等级1	生命加成-10%	1	3	1			1	1		1	1001	1				-1000									1			-1	-1	0	2	1					1	1																			
20871421	天使效果-耶俱矢-被动-位置14-效果2-等级1	伤害加成+10%	1	3	1			1	1		1	501	1				1000									1			-1	-1	0	2	1					1	1																			
20871511	天使效果-耶俱矢-被动-位置15-效果1-等级1	生命值低于50%时，获得相当于15%生命值的护盾，cd40s	0	1	1			1	1		1	53	1	2	1	1500										1			0	1	0	3	-1					1	2																			
