id	角色名称	类型（1主角2配角）	角色ID	角色名称	模型组	时间	移动（AI1）	台词（AI2）	随机动作组（AI3）	出现概率	角色出现规则
415001	男学生（图书馆顾客）	2	430103		430103	0-18000		1041501-1041502-1041503		10	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-10-208-0-206-0-207-0-112-0-101-0
415002	男学生（图书馆顾客）	2	430103		430103	18000-32400		1041501-1041502-1041503		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
415003	男学生（图书馆顾客）	2	430103		430103	32400-43200		1041501-1041502-1041503		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
415004	男学生（图书馆顾客）	2	430103		430103	43200-50400		1041501-1041502-1041503		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
415005	男学生（图书馆顾客）	2	430103		430103	50400-64800		1041501-1041502-1041503		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
415006	男学生（图书馆顾客）	2	430103		430103	64800-75600		1041501-1041502-1041503		40	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-40-208-0-206-0-207-0-112-0-101-0
415007	男学生（图书馆顾客）	2	430103		430103	75600-86400		1041501-1041502-1041503		50	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-50-208-0-206-0-207-0-112-0-101-0
416001	女学生（图书馆顾客）	2	430104		430104	0-18000		1041601-1041602-1041603		30	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-30-208-0-206-0-207-0-112-0-101-0
416002	女学生（图书馆顾客）	2	430104		430104	18000-32400		1041601-1041602-1041603		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
416003	女学生（图书馆顾客）	2	430104		430104	32400-43200		1041601-1041602-1041603		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
416004	女学生（图书馆顾客）	2	430104		430104	43200-50400		1041601-1041602-1041603		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
416005	女学生（图书馆顾客）	2	430104		430104	50400-64800		1041601-1041602-1041603		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
416006	女学生（图书馆顾客）	2	430104		430104	64800-75600		1041601-1041602-1041603		60	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-60-208-0-206-0-207-0-112-0-101-0
416007	女学生（图书馆顾客）	2	430104		430104	75600-86400		1041601-1041602-1041603		40	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-40-208-0-206-0-207-0-112-0-101-0
417001	女学生（体育馆顾客）	2	430104		430104	0-18000		1041701-1041702-1041703		20	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-20-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
417002	女学生（体育馆顾客）	2	430104		430104	18000-32400		1041701-1041702-1041703		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
417003	女学生（体育馆顾客）	2	430104		430104	32400-43200		1041701-1041702-1041703		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
417004	女学生（体育馆顾客）	2	430104		430104	43200-50400		1041701-1041702-1041703		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
417005	女学生（体育馆顾客）	2	430104		430104	50400-64800		1041701-1041702-1041703		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
417006	女学生（体育馆顾客）	2	430104		430104	64800-75600		1041701-1041702-1041703		40	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-40-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
417007	女学生（体育馆顾客）	2	430104		430104	75600-86400		1041701-1041702-1041703		30	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-30-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
418001	男学生（体育馆顾客）	2	430103		430103	0-18000		1041801-1041802-1041803		20	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-20-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
418002	男学生（体育馆顾客）	2	430103		430103	18000-32400		1041801-1041802-1041803		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
418003	男学生（体育馆顾客）	2	430103		430103	32400-43200		1041801-1041802-1041803		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
418004	男学生（体育馆顾客）	2	430103		430103	43200-50400		1041801-1041802-1041803		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
418005	男学生（体育馆顾客）	2	430103		430103	50400-64800		1041801-1041802-1041803		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
418006	男学生（体育馆顾客）	2	430103		430103	64800-75600		1041801-1041802-1041803		50	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-50-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
418007	男学生（体育馆顾客）	2	430103		430103	75600-86400		1041801-1041802-1041803		30	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-30-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
419001	男学生（公园顾客）	2	430103		430103	0-18000		1041901-1041902-1041903		30	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-30-207-0-112-0-101-0
419002	男学生（公园顾客）	2	430103		430103	18000-32400		1041901-1041902-1041903		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
419003	男学生（公园顾客）	2	430103		430103	32400-43200		1041901-1041902-1041903		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
419004	男学生（公园顾客）	2	430103		430103	43200-50400		1041901-1041902-1041903		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
419005	男学生（公园顾客）	2	430103		430103	50400-64800		1041901-1041902-1041903		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
419006	男学生（公园顾客）	2	430103		430103	64800-75600		1041901-1041902-1041903		30	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-30-207-0-112-0-101-0
419007	男学生（公园顾客）	2	430103		430103	75600-86400		1041901-1041902-1041903		60	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-60-207-0-112-0-101-0
420001	女学生（公园顾客）	2	430104		430104	0-18000		1042001-1042002-1042003		20	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-20-207-0-112-0-101-0
420002	女学生（公园顾客）	2	430104		430104	18000-32400		1042001-1042002-1042003		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
420003	女学生（公园顾客）	2	430104		430104	32400-43200		1042001-1042002-1042003		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
420004	女学生（公园顾客）	2	430104		430104	43200-50400		1042001-1042002-1042003		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
420005	女学生（公园顾客）	2	430104		430104	50400-64800		1042001-1042002-1042003		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
420006	女学生（公园顾客）	2	430104		430104	64800-75600		1042001-1042002-1042003		40	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-40-207-0-112-0-101-0
420007	女学生（公园顾客）	2	430104		430104	75600-86400		1042001-1042002-1042003		50	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-50-207-0-112-0-101-0
421001	女学生（神社顾客）	2	430104		430104	0-18000		1042101-1042102-1042103		20	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-20-112-0-101-0
421002	女学生（神社顾客）	2	430104		430104	18000-32400		1042101-1042102-1042103		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
421003	女学生（神社顾客）	2	430104		430104	32400-43200		1042101-1042102-1042103		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
421004	女学生（神社顾客）	2	430104		430104	43200-50400		1042101-1042102-1042103		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
421005	女学生（神社顾客）	2	430104		430104	50400-64800		1042101-1042102-1042103		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
421006	女学生（神社顾客）	2	430104		430104	64800-75600		1042101-1042102-1042103		60	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-60-112-0-101-0
421007	女学生（神社顾客）	2	430104		430104	75600-86400		1042101-1042102-1042103		50	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-50-112-0-101-0
422001	女职员（游乐场顾客）	2	430102		430102	0-18000		1042201-1042202-1042203		20	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-20-206-0-207-0-112-0-101-0
422002	女职员（游乐场顾客）	2	430102		430102	18000-32400		1042201-1042202-1042203		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
422003	女职员（游乐场顾客）	2	430102		430102	32400-43200		1042201-1042202-1042203		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
422004	女职员（游乐场顾客）	2	430102		430102	43200-50400		1042201-1042202-1042203		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
422005	女职员（游乐场顾客）	2	430102		430102	50400-64800		1042201-1042202-1042203		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
422006	女职员（游乐场顾客）	2	430102		430102	64800-75600		1042201-1042202-1042203		50	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-50-206-0-207-0-112-0-101-0
422007	女职员（游乐场顾客）	2	430102		430102	75600-86400		1042201-1042202-1042203		40	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-40-206-0-207-0-112-0-101-0
423001	男职员（游乐场顾客）	2	430101		430101	0-18000		1042301-1042302-1042303		10	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-10-206-0-207-0-112-0-101-0
423002	男职员（游乐场顾客）	2	430101		430101	18000-32400		1042301-1042302-1042303		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
423003	男职员（游乐场顾客）	2	430101		430101	32400-43200		1042301-1042302-1042303		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
423004	男职员（游乐场顾客）	2	430101		430101	43200-50400		1042301-1042302-1042303		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
423005	男职员（游乐场顾客）	2	430101		430101	50400-64800		1042301-1042302-1042303		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
423006	男职员（游乐场顾客）	2	430101		430101	64800-75600		1042301-1042302-1042303		60	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-60-206-0-207-0-112-0-101-0
423007	男职员（游乐场顾客）	2	430101		430101	75600-86400		1042301-1042302-1042303		40	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-40-206-0-207-0-112-0-101-0
