特效ID	技能ID	技能名字	伤害类型（1普攻、2技能1、3技能2、4出场、6大招、7觉醒）	1=物理伤害,2=冰属性,3=火属性,4=风属性,5=电属性,6=毒素,7=光属性,8=暗属性,9=精神	是否计算伤害命中	伤害比例	觉醒值获得	角色能量获得	命中停顿	命中音效（配置hitMusic中的ID）	不需要命中的触发BUFF	伤害触发触发BUFF	受击角色抖动次数	屏幕震动选择（0或不填为无视是否命中都会抖动。1为命中抖动）	屏幕震动(0不抖动1三角抖动2缩放)	屏幕抖动强度	屏幕抖动时间（三角抖动：单次移动的时间。缩放抖动：单次收缩的时间。单位毫秒）	抖动次数	震屏缓动（1开启缓动）	模糊时间（毫秒）	模糊程度（0为关闭，强度范围1~100）	非倒地状态是否受击	倒地目标是否受击	可否伤害倒地目标	buffer事件触发	位移方式（1角度更替位移，2平移叠加位移）	浮空角度	X轴平移距离	浮空平移速度	命中僵直	暴击率	暴击伤害	穿透率	对普通怪伤害加成	对精英怪伤害加成	对boss怪伤害加成	对人类伤害加成	对能量怪伤害加成	对机械怪伤害加成	对精灵伤害加成	命中率	目标减伤率	目标抗暴率	目标格挡率
40303	340303	BOSS3极速冲撞	1	1	1	0.8	0		150	1010101			1	1	1	2	30	1				1	0	0	0	1	50		600															
40304	340304	BOSS3蓄力攻击	1	1	1	0.5	0		150	1010101			1	1	1	2	30	1				1	0	0	0	2		100	800															
40305	340306	BOSS3震荡	1	1	1	1	0		150	1010101			1	1	1	2	30	1				1	0	0	0	2		100	800															
40306	340351	BOSS3飞行阶段光束雨	1	1	1	1	0		150	1010101			1	1	1	2	30	1				1	0	0	0	1	50		600															
40307	340352	BOSS3飞行阶段快速射击	1	1	1	0.1	0		50	1010101			1	1	1	2	30	1				0	0	0	0																			
40308	340353	BOSS3飞行阶段蓄力射击	1	1	1	1	0		150	1010101			1	1	1	2	30	1				1	0	0	0	1	50		600															
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
801001	100110	十香普攻1	1		1	0.6	1		150	1010101			1	1	1	10	30	2				0	0	1	0	0		0	0															
801002	100110	十香普攻2	1		1	0.7	1		150	1010101			1	1	1	12	30	2				0	0	1	0	0		0	0															
801003	100110	十香普攻3	1		1	0.8	2		250	1010101			1	1	1	13	30	2				0	0	1	0	0	0		0															
801010	100110	十香普攻4	1		1	1	2		250	1010101			1	1	1	13	30	3				1	0	1	0	1	80		600															
801011	100110	十香普攻5	1		1	1.2	4		250	1010101			1	1	2	5	30	3	1	1000	40	1	0	1	0	2		50	500															
801004	100110	普攻分支剑气	1		1	0	0		0	1010101			1	1	1	10	30	2				1	0	0	0	1	80		800															
801005	100120	剑刃乱舞1	6		1	1	0		0	1010101			1		1	18	30	1				1	1	1	0	1	60		400															
801006	100120	剑刃乱舞2	6		1	1.5	0		0	1010101			1		2	15	30	3	1	2000	70	1	1	1	0	1	60		500															
801007	100120	剑刃乱舞—霸体	6		0	0	0		0	1010101	311		1	1	0	0	30	0				0	0	1	0	0																		
802001	100110	分支—挑空连斩1	2		1	0.3	1		100	1010101			1	1	1	15	30	2				1	0	1	0	1	85		700															
802002	100110	分支—挑空连斩2	2		1	0.5	1		100	1010101			1	1	1	15	30	2				1	0	1	0	1	85		500															
802003	100110	分支—挑空连斩3	2		1	0.7	1		100	1010101			1	1	1	15	30	2				1	0	1	0	1	85		500															
802004	100110	分支—挑空连斩4	2		1	0.8	2		100	1010101			1	1	1	15	30	2				1	0	1	0	1	85		500															
802005	100110	分支—挑空连斩5	2		1	1	2		100	1010101			1	1	1	15	30	2				1	0	1	0	1	85		300															
802006	100110	分支—挑空连斩6	2		1	1.5	3		100	1010101			1	1	2	10	30	3	1	1500	50	1	0	1	0	1	0		800															
802007	100110	分支—霸体	2		0	0	0		0	1010101	312		1	1	0	0	30	0				0	0	0	0	1	80		800															
802010	100140	十香-闪避-斩	1		1	1	1		100	1010101			1	1	1	12	30	2				1	0	1	0	1	80		800															
802020	100110	十香-出场-王座砸	4		1	3	1		100	1010101			1	1	1	12	30	2				1	0	1	0	1	80		800															
803001	100130	十香—觉醒1	7		1	1.5	0		100	1010101			1		1	20	30	2				1	1	1	0	1	80		600															
803002	100130	十香—觉醒2	7		1	2.5	0		100	1010101			1		1	20	30	2				1	1	1	0	1	80		600															
803003	100130	十香—觉醒3	7		1	3.5	0		100	1010101			1		1	20	30	2				1	1	1	0	1	80		800															
803004	100130	十香—觉醒4	7		1	5	0		150	1010101			1		2	18	30	2	1	2500	70	1	1	1	0	1	80		800															
803011	100130	十香—觉醒1	7		1	1.75	0		100	1010101			1		1	20	30	2				1	1	1	0	1	80		600															
803012	100130	十香—觉醒2	7		1	2.75	0		100	1010101			1		1	20	30	2				1	1	1	0	1	80		600															
803013	100130	十香—觉醒3	7		1	3.75	0		100	1010101			1		1	20	30	2				1	1	1	0	1	80		800															
803014	100130	十香—觉醒4	7		1	5.25	0		150	1010101			1		2	18	30	2	1	2500	70	1	1	1	0	1	80		800															
803021	100130	十香—觉醒1	7		1	2	0		100	1010101			1		1	20	30	2				1	1	1	0	1	80		600															
803022	100130	十香—觉醒2	7		1	3	0		100	1010101			1		1	20	30	2				1	1	1	0	1	80		600															
803023	100130	十香—觉醒3	7		1	4	0		100	1010101			1		1	20	30	2				1	1	1	0	1	80		800															
803024	100130	十香—觉醒4	7		1	5.5	0		150	1010101			1		2	18	30	2	1	2500	70	1	1	1	0	1	80		800															
803031	100130	十香—觉醒1	7		1	2.25	0		100	1010101			1		1	20	30	2				1	1	1	0	1	80		600															
803032	100130	十香—觉醒2	7		1	3.25	0		100	1010101			1		1	20	30	2				1	1	1	0	1	80		600															
803033	100130	十香—觉醒3	7		1	4.25	0		100	1010101			1		1	20	30	2				1	1	1	0	1	80		800															
803034	100130	十香—觉醒4	7		1	5.75	0		150	1010101			1		2	18	30	2	1	2500	70	1	1	1	0	1	80		800															
803041	100130	十香—觉醒1	7		1	2.5	0		100	1010101			1		1	20	30	2				1	1	1	0	1	80		600															
803042	100130	十香—觉醒2	7		1	3.5	0		100	1010101			1		1	20	30	2				1	1	1	0	1	80		600															
803043	100130	十香—觉醒3	7		1	4.5	0		100	1010101			1		1	20	30	2				1	1	1	0	1	80		800															
803044	100130	十香—觉醒4	7		1	6	0		150	1010101			1		2	18	30	2	1	2500	70	1	1	1	0	1	80		800															
804001	100210	折纸—普攻1	1		1	0.5	1		0	1010101			1	1	1	5	30	2				0	0	1	0																			
804002	100210	折纸—普攻2	1		1	0.5	1		0	1010101			1	1	1	4	30	2				0	0	1	0	1	80		600															
804003	100210	折纸—普攻3	1		1	0.6	2		0	1010101			1	1	1	2	30	1				0	0	1	0	2		30	500															
804004	100210	折纸—普攻4	1		1	0.6	2		0	1010101			1	1	1	2	30	1				0	0	1	0	2		30	500															
804005	100210	折纸—普攻5	1		1	1	3		0	1010101			1	1	2	2	30	3	1	1000	50	0	0	1	0	1	80		600															
804006	100210	折纸—分支—连斩	2		1	0.5	1		0	1010101			1	1	1	4	30	1				0	0	1	0																			
804007	100230	折纸—觉醒1	7		1	1	0		0	1010101			1	1	1	5	30	2				0	0	1	0	1	80		500															
804008	100230	折纸—觉醒2	7		1	1.5	0		0	1010101			1	1	1	5	30	2				0	0	1	0	1	80		500															
804009	100230	折纸—觉醒3	7		1	1	0		0	1010101			1	1	1	5	30	2				0	0	1	0	1	80		500															
804010	100230	折纸—觉醒4	7		1	0.5	0		0	1010101			1	1	2	2	30	1	1	2000	40	0	0	1	0	2		10	500															
804011	100220	折纸—大招—导弹轰炸	6		1	1	0		0	1010101			1		1	5	30	1				1	0	1	0	1	70		400															
804013	100250	折纸—出场技能	4		1	1	1		0	1010101			1	1	1	4	30	1				0	0	1	0																			
804014	100220	折纸—大招—地面燃烧	7		1	0.5	0		0	1010101			1	1	1	4	30	1				0	0	1	0																			
804015	100210	折纸—闪避-斩	1		1	1.5	2		0	1010101			1	1	1	1	30	1				0	0	1	0																			
804054	100210	折纸—技能1-3级	2	1	1	0.5			0	1010101			1	1	1	4	30	1				0	0	1	0																			
804055	100210	折纸—技能1-3级	2	1	1	0.5			0	1010101			1	1	1	4	30	1				1	0	1	0	1	80		700															
804056	100210	折纸—技能2-3级	2	1	1	0.5			0	1010101			1	1	1	4	30	1				1	0	1	0	2		15	500															
804057	100220	折纸—大招—3级-导弹	7	3	1	0.5			0	1010101			1	1	1	4	30	1				1	0	1	0	1	70		400															
804058	100220	折纸—大招—3级-地面燃烧	7	3	1	0.5			0	1010101			1	1	1	4	30	1				0	0	1	0																			
804059	100220	折纸—大招—3级-撞击	7	3	1	0.5			0	1010101			1	1	1	4	30	1				1	0	1	0	1	80		700															
804060	100210	折纸—技能2-3级	2	1	1	0.5			0	1010101			1	1	1	4	30	1				0	0	1	0																			
805001	100310	四糸乃-普攻1	1		1	0.6	1		150	1010101			1	1	1	14	30	1				0	0	1	0	0		0	0															
805002	100310	四糸乃-普攻2	1		1	0.7	2		150	1010101			1	1	1	15	30	1				0	0	1	0	0	0		0															
805003	100310	四糸乃-普攻3	1		1	0.8	3		250	1010101			1	1	1	15	30	1				0	0	1	0	0	0		0															
805004	100310	四糸乃-普攻4	1		1	1.2	4		250	1010101			1	1	1	18	30	2		1000	50	1	0	1	0	2		20	200															
805005	100310	四糸乃-普攻5	1		1	1	0		250	1010101			1	1	1	5	30	1				1	0	1	0	1	80		800															
805006	100310	四糸乃-分支—冰刺1	2		1	0.8	2		0	1010101			1	1	1	15	30	2				1	1	1	0	1	60		400															
805106	100310	四糸乃-分支—冰刺2	2		1	1.2	3		0	1010101			1	1	1	15	30	2				1	1	1	0	1	60		600															
805107	100310	四糸乃-分支—冰刺3	2		1	1.5	5		0	1010101			1	1	1	20	30	3		1500	60	1	1	1	0	1	60		800															
805007	100320	四糸乃-大招—冰风暴	6		1	1	0		0	1010101			1		1	5	30	1		1000	30	1	1	1	0	1	55		700															
805009	100250	四糸乃-出场—霸体	4		0	0	0		0	1010101	314		1	1	0	0	30	0				0	0	0	0	1	80		800															
805010	100310	四糸乃-闪避-冰暴	1		1	1	1		150	1010101			1	1	1	15	30	2		1500	50	1	0	1	0	1	80		800															
805020	100310	四糸乃-法阵-普攻	1		1	1	1		150	1010101			1	1	1	10	30	1				1	0	1	0	1	80		800															
805030	100310	四糸乃-出场—冰刺1	4		1	0.5	2		0	1010101			1	1	1	10	30	1				1	1	1	0	1	85		200															
805031	100310	四糸乃-出场—冰刺2	4		1	0.5	2		0	1010101			1	1	1	10	30	1				1	1	1	0	1	85		200															
805032	100310	四糸乃-出场—冰刺3	4		1	0.5	2		0	1010101			1	1	1	10	30	1				1	1	1	0	1	85		200															
805033	100310	四糸乃-出场—冰刺4	4		1	0.5	2		0	1010101			1	1	1	10	30	1				1	1	1	0	1	85		400															
805034	100310	四糸乃-出场—冰刺5	4		1	1	2		0	1010101			1	1	1	15	30	2		2000	50	1	1	1	0	1	60		600															
805040	100320	四糸乃-大招—静止冰风暴	6		1	1	0		0	1010101			1		1	5	30	1		1000	40	1	1	1	0	1	89		350															
805050	100330	四糸乃-觉醒1	7		1	1	0		100	1010101			1		1	10	30	1		1000	20	1	1	1	0	1	40		400															
805051	100330	四糸乃-觉醒1	7		1	1.25	0		100	1010101			1		1	10	30	1		1000	20	1	1	1	0	1	40		400															
805052	100330	四糸乃-觉醒1	7		1	1.5	0		100	1010101			1		1	10	30	1		1000	20	1	1	1	0	1	40		400															
805053	100330	四糸乃-觉醒1	7		1	1.75	0		100	1010101			1		1	10	30	1		1000	20	1	1	1	0	1	40		400															
805054	100330	四糸乃-觉醒1	7		1	2	0		100	1010101			1		1	10	30	1		1000	20	1	1	1	0	1	40		400															
806001	100610	崇宫真那—普攻1	1		1	0.4	1		150	1010101			1	1	1	12	30	1				0	0	1	0	0		0	0															
806002	100610	崇宫真那—普攻2	1		1	0.5	1		150	1010101			1	1	1	12	30	1				0	0	1	0	0		0	0															
806003	100610	崇宫真那—普攻3	1		1	0.6	1		250	1010101			1	1	1	14	30	1				0	0	1	0	0		0	0															
806004	100610	崇宫真那—普攻4	1		1	0.8	1		250	1010101			1	1	1	14	30	1				1	0	1	0	0			0															
806005	100610	崇宫真那—普攻4	1		1	0.8	1		250	1010101			1	1	1	14	30	1				1	0	1	0	2		180	450															
806006	100610	崇宫真那—普攻5	1		1	0.5	1		250	1010101			1	1	2	0	30	2	1	1000	20	1	0	1	0	1	80		600															
806010	100610	崇宫真那—分支1	2		1	0.4	1		100	1010101			1	1	1	10	30	1				1	0	1	0	1	80		600															
806011	100610	崇宫真那—分支2	2		1	0.4	1		150	1010101			1	1	1	18	30	1				1	0	1	0	1	-40		800															
806012	100610	崇宫真那—分支3	2		1	0.4	1		150	1010101			1	1	1	18	30	1				1	0	1	0	1	-40		800															
806013	100610	崇宫真那—分支4	2		1	0.4	1		250	1010101			1	1	1	18	30	1				1	0	1	0	1	-40		800															
806014	100610	崇宫真那—分支5	2		1	0.4	1		250	1010101			1	1	1	18	30	1				1	0	1	0	1	-40		800															
806015	100610	崇宫真那—分支6	2		1	0.8	1		250	1010101			1	1	1	10	30	1		1000	10	1	0	1	0	1	-89		100															
806020	100610	崇宫真那—大招	6		1	1	0		250	1010101			1		1	10	30	2				1	1	1	0	1	80		700															
806021	100610	崇宫真那—大招（霸体触发）	6		0	0	0		250	1010101	315		1		1	10	30	2				0	0	0	0	1	80		800															
806030	100630	崇宫真那—觉醒1	7		1	0.6	0		100	1010101			1		1	8	30	1		1000	30	1	0	1	0	2		10	100															
806031	100630	崇宫真那—觉醒1	7		1	0.7	0		100	1010101			1		1	8	30	1		1000	30	1	1	1	0	1	80		1000															
806032	100630	崇宫真那—觉醒1	7		1	0.8	0		100	1010101			1		1	8	30	1		1000	30	1	1	1	0	1	85		600															
806033	100630	崇宫真那—觉醒1	7		1	1	0		100	1010101			1		1	8	30	1		1000	30	1	1	1	0	1	90		400															
806034	100630	崇宫真那—觉醒1	7		1	1	0		100	1010101			1		2	5	30	2	1	1000	30	1	1	1	0	1	90		500															
806040	100610	崇宫真那—闪避-闪电穿梭	1		1	0.4	1		150	1010101			1	1	1	12	30	1				1	0	1	0	1	90		600															
806050	100610	崇宫真那—出场1	2		1	0.4	1		100	1010101			1	1	1	5	30	1				0	0	1	0	1	90		300															
806060	100610	崇宫真那—出场2	2		1	0.4	1		150	1010101			1	1	2	5	30	2	1	1500	40	1	0	1	0	1	60		600															
806070	100610	崇宫真那—电流爆炸	1		1	0.2	1		150	1010101			1	1	1	8	30	1				1	0	1	0	1	60		300															
806080	100610	崇宫真那—残影攻击	1		1	2	1		150	1010101			1	1	1	10	30	1				1	1	1	0	0		40	50															
806101	100630	崇宫真那—觉醒1	7		1	0.85	0		100	1010101			1		1	8	30	1		1000	30	1	0	1	0	2		10	100															
806102	100630	崇宫真那—觉醒1	7		1	0.95	0		100	1010101			1		1	8	30	1		1000	30	1	1	1	0	1	80		1000															
806103	100630	崇宫真那—觉醒1	7		1	1.05	0		100	1010101			1		1	8	30	1		1000	30	1	1	1	0	1	85		600															
806104	100630	崇宫真那—觉醒1	7		1	1.25	0		100	1010101			1		1	8	30	1		1000	30	1	1	1	0	1	90		400															
806105	100630	崇宫真那—觉醒1	7		1	1.25	0		100	1010101			1		2	5	30	2	1	1000	30	1	1	1	0	1	90		500															
806111	100630	崇宫真那—觉醒1	7		1	1.1	0		100	1010101			1		1	8	30	1		1000	30	1	0	1	0	2		10	100															
806112	100630	崇宫真那—觉醒1	7		1	1.2	0		100	1010101			1		1	8	30	1		1000	30	1	1	1	0	1	80		1000															
806113	100630	崇宫真那—觉醒1	7		1	1.3	0		100	1010101			1		1	8	30	1		1000	30	1	1	1	0	1	85		600															
806114	100630	崇宫真那—觉醒1	7		1	1.5	0		100	1010101			1		1	8	30	1		1000	30	1	1	1	0	1	90		400															
806115	100630	崇宫真那—觉醒1	7		1	1.5	0		100	1010101			1		2	5	30	2	1	1000	30	1	1	1	0	1	90		500															
806121	100630	崇宫真那—觉醒1	7		1	1.35	0		100	1010101			1		1	8	30	1		1000	30	1	0	1	0	2		10	100															
806122	100630	崇宫真那—觉醒1	7		1	1.45	0		100	1010101			1		1	8	30	1		1000	30	1	1	1	0	1	80		1000															
806123	100630	崇宫真那—觉醒1	7		1	1.55	0		100	1010101			1		1	8	30	1		1000	30	1	1	1	0	1	85		600															
806124	100630	崇宫真那—觉醒1	7		1	1.75	0		100	1010101			1		1	8	30	1		1000	30	1	1	1	0	1	90		400															
806125	100630	崇宫真那—觉醒1	7		1	1.75	0		100	1010101			1		2	5	30	2	1	1000	30	1	1	1	0	1	90		500															
806131	100630	崇宫真那—觉醒1	7		1	1.6	0		100	1010101			1		1	8	30	1		1000	30	1	0	1	0	2		10	100															
806132	100630	崇宫真那—觉醒1	7		1	1.7	0		100	1010101			1		1	8	30	1		1000	30	1	1	1	0	1	80		1000															
806133	100630	崇宫真那—觉醒1	7		1	1.8	0		100	1010101			1		1	8	30	1		1000	30	1	1	1	0	1	85		600															
806134	100630	崇宫真那—觉醒1	7		1	2	0		100	1010101			1		1	8	30	1		1000	30	1	1	1	0	1	90		400															
806135	100630	崇宫真那—觉醒1	7		1	2	0		100	1010101			1		2	5	30	2	1	1000	30	1	1	1	0	1	90		500															
807001	100510	琴里—普攻1	1		1	1	1		150	1010101			1	1	1	12	30	1				0	0	1	0	0		0	0															
807002	100510	琴里—普攻2	1		1	1	1		150	1010101			1	1	1	12	30	1				0	0	1	0	0		0	0															
807003	100510	琴里—普攻3	1		1	1.2	2		250	1010101			1	1	1	12	30	1				0	0	1	0	0		0	0															
807004	100510	琴里—普攻4	1		1	1.6	3		250	1010101			1	1	1	15	30	1				1	0	1	0	1	80		800															
807005	100510	琴里—普攻5	1		1	2	5		250	1010101			1	1	2	8	30	2	1	1500	30	1	1	1	0	1	30		800															
807010	100510	琴里—分支	2		1	0.5	1		100	1010101			1	1	1	10	30	1				1	0	1	0	2		30	400															
807011	100510	琴里—分支—挑飞	2		1	1	5		100	1010101			1	1	1	18	30	1		1500	30	1	1	1	0	1	80		800															
807012	100510	琴里—分支（霸体触发）	2		0	0	0		250	1010101	316		1	1	1	10	30	2				0	0	0	0	1	80		800															
807020	100520	琴里—大招1	6		1	1.5	0		100	1010101			1		1	15	30	2				1	1	1	0	1	90		800															
807021	100520	琴里—大招2	6		1	0.5	0		100	1010101			1		1	8	30	1				1	0	1	0	1	90		300															
807022	100520	琴里—大招3	6		1	0.5	0		100	1010101			1		1	8	30	1				1	0	1	0	1	90		300															
807023	100520	琴里—大招4	6		1	0.5	0		100	1010101			1		1	8	30	1				1	0	1	0	1	90		300															
807024	100520	琴里—大招5	6		1	0.5	0		100	1010101			1		1	8	30	1				1	0	1	0	1	90		300															
807025	100520	琴里—大招6	6		1	1.5	0		100	1010101			1		1	15	30	1				1	1	1	0	1	90		300															
807026	100520	琴里—大招7	6		1	2	0		100	1010101			1		2	8	30	3	1	2000	50	1	1	1	0	1	80		600															
807027	100510	琴里—大招（霸体触发）	6		0	0	0		250	1010101	317		1		1	10	30	2				1	0	0	0	1	80		800															
807030	100530	琴里—觉醒	7		1	1	0		100	1010101			1		1	10	30	1		1000	30	1	1	1	0	1	40		500															
807031	100530	琴里—觉醒	7		1	1.25	0		100	1010101			1		1	10	30	1		1000	30	1	1	1	0	1	40		500															
807032	100530	琴里—觉醒	7		1	1.5	0		100	1010101			1		1	10	30	1		1000	30	1	1	1	0	1	40		500															
807033	100530	琴里—觉醒	7		1	1.75	0		100	1010101			1		1	10	30	1		1000	30	1	1	1	0	1	40		500															
807034	100530	琴里—觉醒	7		1	2	0		100	1010101			1		1	10	30	1		1000	30	1	1	1	0	1	40		500															
807040	100510	琴里—闪避-斩	1		1	2	1		150	1010101			1	1	1	15	30	1				1	0	1	0	2		50	100															
807050	100550	琴里—出场—旋风斩	4		1	1	0		100	1010101			1	1	1	10	30	1				1	0	1	0	2		30	100															
807051	100550	琴里—出场—旋风斩	4		1	2	0		100	1010101			1	1	1	18	30	1		1000	40	1	1	1	0	1	80		800															
807060	100510	琴里—火焰爆炸	1		1	1	1		150	1010101			1	1	1	12	30	1				1	0	1	0	2		50	100															
807201	100510	琴里-炮—普攻1	1		1	1	1		150	1010101			1	1	1	15	30	1				1	0	1	0	2		50	100															
807202	100510	琴里-炮—普攻2	1		1	1.5	1		150	1010101			1	1	1	15	30	1				1	0	1	0	2		50	100															
807203	100510	琴里-炮—普攻3	1		1	2.5	2		250	1010101			1	1	1	18	30	1		1000	40	1	0	1	0	2		30	100															
807211	100510	琴里-炮—分支	1		1	0.5	2		250	1010101			1	1	1	10	30	1		1000	40	1	0	1	0	2		30	100															
807221	100510	琴里-炮—大招1	1		1	5	2		250	1010101			1		2	5	30	2	1	1000	60	1	0	1	0	2		30	100															
807222	100510	琴里-炮—大招2	1		1	0.5	2		250	1010101			1		1	10	30	1				1	0	1	0	2		30	100															
807231	100510	琴里-炮—后跃炮	1		1	2	2		250	1010101			1	1	1	12	30	1				1	0	1	0	2		30	100															
808001	100410	狂三-普攻1	1		1	0.3	1	1	150	1010101			1	1	1	12	30	1				0	0	1	0	0		0	0															
808002	100410	狂三-普攻2	4		1	0.2	1	1	150	1010101			1	1	1	14	30	1				0	0	1	0	0		0	0															
808003	100410	狂三-普攻3	4		1	0.3	1	1	150	1010101			1	1	1	15	30	1				1	0	1	0	0		0	0															
808004	100410	狂三-普攻4	4		1	0.3	2	1	150	1010101			1	1	1	15	30	1				1	1	1	0	0		0	0															
808005	100410	狂三-普攻5	4		1	0.2	2	1	150	1010101			1	1	1	10	30	1		1000	40	1	0	1	0	1	90		700															
808010	100410	狂三-登场技	1		1	0.3	1	1	150	1010101			1	1	1	8	30	1				1	0	1	0	2		10	100															
808011	100410	狂三-分支1	2		1	0.1	1		100	1010101			1	1	1	8	30	1				1	0	1	0	2		40	100															
808012	100410	狂三-分支终结	2		1	0.2	1		100	1010101			1	1	2	3	30	2	1	1500	40	1	0	1	0	2		40	100															
808013	100410	狂三-分支强化1	2		1	0.2	1		100	1010101			1	1	1	10	30	1				1	0	1	0	2		40	100															
808014	100410	狂三-分支强化终结	2		1	0.4	1		100	1010101			1	1	2	8	30	2	1	2000	50	1	0	1	0	2		40	100															
808020	100420	狂三-大招触发buff霸体	6		0	0	0		250	1010101	401		1		1	10	30	2				1	0	0	0	1	80		800															
808021	100420	狂三-大招触发buff加攻	6		0	0	0		250	1010101	402		1		1	10	30	2				1	0	0	0	1	80		800															
808030	100430	狂三-觉醒	7		1	1	0		100	1010101			1		1	15	30	1		2500	30	1	1	1	0	1	80		400															
808031	100430	狂三-觉醒	7		1	1	0		100	1010101			1		1	15	30	1		2500	30	1	1	1	0	1	80		400															
808032	100430	狂三-觉醒	7		1	1	0		100	1010101			1		1	15	30	1		2500	30	1	1	1	0	1	80		400															
808033	100430	狂三-觉醒	7		1	1	0		100	1010101			1		1	15	30	1		2500	30	1	1	1	0	1	80		400															
808034	100430	狂三-觉醒	7		1	1	0		100	1010101			1		1	15	30	1		2500	30	1	1	1	0	1	80		\															
808040	100410	狂三-闪避-旋转攻击	1		1	1	1	1	150	1010101			1	1	1	10	30	1		1000	20	1	0	1	0	0																		
808051	100410	狂三-技能1-3级-滑铲	2	8	1	0.2			30	1040105			1	1	1	12	30	2				1	1	1	0	1	70		550	-2000														
808052	100410	狂三-技能1-3级-转圈	2	8	1	0.3			30	1040101			1	1	1	10	30	2				1	0	1	0	1	85		300	-2000														
808053	100410	狂三-技能2-3级-击飞	3	8	1	0.25			10	1040105			1	1	1	16	30	2				1	0	1	0	1	85		750	-2000														
808054	100410	狂三-技能2-3级-空中射击	3	8	1	0.4			30	1040102			1	1	1	18	30	2				1	0	1	0	1	85		500	-2000														
808055	100410	狂三-必杀-3级	6	8	1	1			90	1040104			1	1	2	18	30	4	1			1	1	1	0	1	85		700	-2000														
809001	100710	耶俱矢—普攻1	1		1	0.4	1			1010101			1	1	1	12	30	1				0	0	1	0																			
809002	100710	耶俱矢—普攻2	1		1	0.4	1			1010101			1	1	1	12	30	1				0	0	1	0																			
809003	100710	耶俱矢—普攻3	1		1	0.4	2			1010101			1	1	1	15	30	1				0	0	1	0																			
809004	100710	耶俱矢—普攻4	1		1	0.6	3			1010101			1	1	1	8	30	1				1	0	1	0																			
809005	100710	耶俱矢—普攻5	1		1	1.4	5			1010101			1	1	2	8	30	2	1	1000	40	1	1	1	0	1	70		800															
809010	100710	耶俱矢—分支0_1	2		1	0.1				1010101			1	1	1	15	30	1				1	0	1	0																			
809011	100710	耶俱矢—分支0_2	2		1	0.6				1010101			1	1	1	8	30	1		1000	20	1	0	1	0																			
809012	100710	耶俱矢—分支0_3	2		1	0.7				1010101			1	1	1	8	30	1		1000	20	1	0	1	0	2		10	400															
809019	100710	耶俱矢—大招0	6		1	0.1	1			1010101			1	1	1	15	30	1				1	0	1	0																			
809020	100710	耶俱矢—大招1	6		1	0.4	1			1010101			1		1	15	30	1				1	0	1	0																			
809021	100710	耶俱矢—大招2	6		1	0.4	1			1010101			1		1	8	30	1				1	0	1	0																			
809022	100710	耶俱矢—大招3	6		1	2.1	1			1010101			1		2	10	30	2	1	2000	50	1	0	1	0	1	60		1200															
809030	100710	耶俱矢—觉醒终结1	7		1	5.6	1			1010101			1		2	15	30	3	1	3000	60	1	0	1	0																			
809031	100710	耶俱矢—觉醒穿刺1	7		1	0.4	1			1010101			1		1	18	30	1				1	0	1	0																			
809032	100710	耶俱矢—觉醒终结2	7		1	5.8	1			1010101			1		2	15	30	3	1	3000	60	1	0	1	0																			
809033	100710	耶俱矢—觉醒穿刺2	7		1	0.6	1			1010101			1		1	18	30	1				1	0	1	0																			
809034	100710	耶俱矢—觉醒终结3	7		1	6	1			1010101			1		2	15	30	3	1	3000	60	1	0	1	0																			
809035	100710	耶俱矢—觉醒穿刺3	7		1	0.8	1			1010101			1		1	18	30	1				1	0	1	0																			
809036	100710	耶俱矢—觉醒终结4	7		1	6.1	1			1010101			1		2	15	30	3	1	3000	60	1	0	1	0																			
809037	100710	耶俱矢—觉醒穿刺4	7		1	0.9	1			1010101			1		1	18	30	1				1	0	1	0																			
809038	100710	耶俱矢—觉醒终结5	7		1	6.3	1			1010101			1		2	15	30	3	1	3000	60	1	0	1	0	1	60		800															
809039	100710	耶俱矢—觉醒穿刺5	7		1	1.1	1			1010101			1		1	18	30	1				1	0	1	0																			
809040	100710	耶俱矢—闪避-突刺	1		1	1.1	1			1010101			1	1	1	15	30	1				1	0	1	0	2		50	800															
809050	100710	耶俱矢—出场	4		1	1.4	1			1010101			1	1	2	5	30	2	1	1500	40	1	0	1	0	1	60		800															
809060	100710	耶俱矢—大招-最后一击旋风	6		1	0.4	1			1010101			1		1	8	30	1				1	0	1	0																			
810010	100710	夕弦—普攻1	1	1	1	0.3	1	1		1080101			1	1	1	14	30	2				0	0	1	0																			
810020	100710	夕弦—普攻2	1	1	1	0.35	1	2		1080102			1	1	1	16	30	2				0	0	1	0																			
810030	100710	夕弦—普攻3	1	1	1	0.4	2	3		1080103			1	1	2	15	30	2	1			0	0	1	0																			
810040	100710	夕弦—普攻4	1	1	1	0.5	1	4		1080102			1	1	1	18	30	2				1	0	1	0																			
810050	100710	夕弦—普攻5	1	1	1	0.6	2	5		1080103			1	1	2	16	30	3	1			1	0	1	0	1	85		700															
810060	100710	夕弦—旋风-3级	1	4	1	0.6				1080108			1	1	1	15	30	2				1	0	1	0	1	85		600															
810110	100710	夕弦-技能1-3级	2	4	1	0.7				1080104			1	1	1	13	30	2				0	1	1	0																			
810120	100710	夕弦-技能1-3级	2	4	1	0.7				1080105			1	1	2	18	30	3				0	1	1	0																			
