ID	所属技能	名字	包含特效	技能类型	动作ID	动作基础速度（基础为10000表示100%正常速度）	动作是否受攻速加成（0不受，1受）	帧事件触发	帧事件触发技能	自动动作	动作是否霸体	检测方向键	检测高度	动作循环	循环结束时间判定（0根据动作循环时间，1位移结束）	动作循环时间（毫秒）	位移方式（0固定位移，1摇杆位移，2向目标位移）	位移开始帧事件	位移XY类型（0允许XY任意位移，1只能做X位移，2只能做Y位移）	动作位移XY	动作位移Z高度	位移速度	目标（1：友方，2：敌方）	目标位置偏移（XZ值，Y值影子位置默认会保持一致）	目标选择范围（以自身为基点，配置x_y_w_h。来确定一个矩形范围。xy为矩形起点坐标，wh为框大小）	目标选择条件（0无，1最近，2最远，6随机）	修正摄像机位置（[[时间，镜头参数],[时间，镜头参数]……]。-1表示随动作时间）	招架方向(0无效，1前方，2后方，3前后两方)	招架触发技能（直接配置技能ID）
40040	345104	普攻4		1	skillA	10000						0	0	0	0					0		0	2		0_-25_500_50				
40050	345111	蓄力拳		1	skillB	10000						0	0	0	0					0		0	2		0_-25_500_50				
40060	345121	跳跃击		1	skillC	10000						0	0	0	0					0		0	2		0_-25_500_50				
40070	345131	引力拳		1	skillD	10000						0	0	0	0					0		0	2		0_-25_500_50				
																													
																													
40110	345201	普攻1		1	EskillA2	10000						0	0	0	0					0		0	2		0_-25_500_50				
40120	345202	普攻2		1	EskillA2	10000						0	0	0	0					0		0	2		0_-25_500_50				
40130	345203	普攻3		1	EskillA2	10000						0	0	0	0					0		0	2		0_-25_500_50				
40140	345211	普攻4		1	EskillA2	10000						0	0	0	0					0		0	2		0_-25_500_50				
40150	345221	连续捶地		1	EskillB	10000						0	0	0	0					0		0	2		0_-25_500_50				
40160	345231	跳跃击		1	EskillC	10000						0	0	0	0					0		0	2		0_-25_500_50				
40170	345241	引力拳		1	EskillD	10000						0	0	0	0					0		0	2		0_-25_500_50				
40180	345251	召唤引力球		1	EskillE	10000						0	0	0	0					0		0	2		0_-25_500_50				
40190	345261	引力爆发		1	EskillF	10000						0	0	0	0					0		0	2		0_-25_500_50				
																													
																													
41010	340201	2号BOSS1阶段踏击左	702010-702011	1	skillA1	10000						0	0	0	0					0		0	2		0_-25_500_50				
41020	340202	2号BOSS1阶段踏击右	702020-702021	1	skillA2	10000						0	0	0	0					0		0	2		0_-25_500_50				
41030	340203	2号BOSS1阶段手臂发射	702030-702031	1	skillB	10000						0	0	0	0					0		0	2		0_-25_500_50				
41040	340204	2号BOSS1阶段冲撞	702040-702041	1	skillC	10000						0	0	0	0			move		600		820	2		0_-25_500_50				
41050	340205	2号BOSS1阶段彗星撞击上升	702050-702051	1	skillD1	10000				41051		0	0	0	0		2	move		0		9000	2		0_-25_500_50				
41051	340205	2号BOSS1阶段彗星撞击下落	702060-702061	1	skillD2	10000						0	0	0	0					0		0	2		0_-25_500_50				
41060	340206	2号BOSS1阶段瘫痪开始	702070	1	skillE1	10000				41061		0	0	0	0					0		0	2		0_-25_500_50				
41061	340206	2号BOSS1阶段瘫痪循环	702080	1	skillE2	10000				41062		0	0	1	0	3000				0		0	2		0_-25_500_50				
41062	340206	2号BOSS1阶段瘫痪结束	702090	1	skillE3	10000						0	0	0	0					0		0	2		0_-25_500_50				
41070	340207	2号BOSS1阶段变身	702150	1	stage	10000						0	0	0	0					0		0	2		0_-25_500_50				
																													
41510	340251	2号BOSS2阶段踏击左	702010-702011	1	skillA1_b	10000						0	0	0	0					0		0	2		0_-25_500_50				
41520	340252	2号BOSS2阶段踏击右	702020-702021	1	skillA2_b	10000						0	0	0	0					0		0	2		0_-25_500_50				
41530	340253	2号BOSS2阶段彗星撞击上升	702050-702051	1	skillD1_b	10000				41531		0	0	0	0		2	move		0		9000	2		0_-25_500_50				
41531	340253	2号BOSS2阶段彗星撞击下落	702060-702061	1	skillD2_b	10000						0	0	0	0					0		0	2		0_-25_500_50				
41540	340254	2号BOSS2阶段激光射线	702130-702131	1	skillG	10000						0	0	0	0					0		0	2		0_-25_500_50				
41550	340255	2号BOSS2阶段范围轰炸	702140-702141-702142	1	skillH	10000						0	0	0	0					0		0	2		0_-25_500_50				
41560	340256	2号BOSS2阶段瘫痪开始	702070	1	skillE1_B	10000				41561		0	0	0	0					0		0	2		0_-25_500_50				
41561	340256	2号BOSS2阶段瘫痪循环	702120-702110	1	skillE2_B	10000				41562		0	0	1	0	3000				0		0	2		0_-25_500_50				
41562	340256	2号BOSS2阶段瘫痪结束	702090	1	skillE3_B	10000						0	0	0	0					0		0	2		0_-25_500_50				
																													
42010	340301	机枪	703010	1	skillA	10000						0	0	0	0					0		0	2		0_-25_500_50				
42020	340302	激光剑	703020	1	skillB	10000						0	0	0	0					0		0	2		0_-25_500_50				
42030	340303	极速冲撞	703030	1	skillC	10000						0	0	0	0			move		600		1800	2		0_-25_500_50				
42040	340304	蓄力攻击开始	703040	1	skillD1	10000				42041		0	0	0	0					0		0	2		0_-25_500_50			1	
42041	340304	蓄力攻击循环	703041	1	skillD2	10000				42042		0	0	1	0	3000				0		0	2		0_-25_500_50			1	
42042	340304	蓄力攻击发射	703042-703043	1	skillD3	10000						0	0	0	0					0		0	2		0_-25_500_50				
42050	340305	短路瘫痪开始	703050	1	skillE1	10000						0	0	0	0					0		0	2		0_-25_500_50				
42051	340305	短路瘫痪持续	703051	1	skillE2	10000						0	0	0	0					0		0	2		0_-25_500_50				
42060	340306	震荡	703060-703061	1	skillF	10000						0	0	0	0					0		0	2		0_-25_500_50				
42070	340307	变身	703070	1	skillG	10000						0	0	0	0					0		0	2		0_-25_500_50				
																													
42510	340351	光束雨	703110-703111	1	F_skillA	10000						0	0	0	0					0		0	2		0_-25_500_50				
42520	340352	快速射击	703120	1	F_skillB1	10000						0	0	0	0					0		0	2		0_-25_500_50				
42530	340353	蓄力射击	703130-703131-703132	1	F_skillC	10000						0	0	0	0					0		0	2		0_-25_500_50				
42540	340354	变身2	703140	1	F_skillD	10000						0	0	0	0					0		0	2		0_-25_500_50				
																													
																													
																													
																													
																													
																													
430010	430110	十香—普攻1	430010	1	skillA_1	10000		next1_down_430011				1	0	0	0					30		300	2		0_-25_500_50				
430011	430110	十香—普攻2	430020	1	skillA_2	10000		next1_down_430012				0	0	0	0					30		300	2		0_-25_500_50				
430012	430110	十香—普攻3	430030	1	skillA_3	10000		next1_down_430013				0	0	0	0					80		300	2		0_-25_500_50				
430013	430110	十香—普攻4	430040	1	skillA_4	10000		next1_down_430014				0	0	0	0					0		0	2		0_-25_500_50				
430014	430110	十香—普攻5	430050	1	skillA_5	10000						0	0	0	0					80		500	2		0_-25_500_50				
430020	430190	十香—分支—挑空连斩1	430090	1	skillC_1	10000		next1_up_430060		400021		1	0	0	0			move		30	40	300	2		0_-25_500_50		[[-1,80]]		
430021	430190	十香—分支—挑空连斩2	430100	1	skillC_2	10000		next1_up_430060		400022		1	0	0	0			move		20	40	300	2		0_-25_500_50		[[-1,80]]		
430022	430190	十香—分支—挑空连斩3	430110	1	skillC_3	10000		next1_up_430060		400023		1	0	0	0			move		20	40	250	2		0_-25_500_50		[[-1,80]]		
430023	430190	十香—分支—挑空连斩4	430120	1	skillC_4	10000		next1_up_430060		400024		1	0	0	0			move		20	35	250	2		0_-25_500_50		[[-1,80]]		
430024	430190	十香—分支—挑空连斩5	430130	1	skillC_5	10000				400060		1	0	0	0			move		0		0	2		0_-25_500_50		[[-1,80]]		
430030	430120	十香—剑刃乱舞	430230-430240-430340	1	skillB_1	10000		next1_down_430031				1	0	0	0					0		0	2		0_-25_500_50		[[-1,120]]		
430031	430120	十香—剑刃乱舞	430250-430350	1	skillB_2	10000		next1_down_430032				1	0	0	0					0		0	2		0_-25_500_50		[[-1,120]]		
430032	430120	十香—剑刃乱舞	430260-430360	1	skillB_3	10000		next1_down_430033				1	0	0	0					0		0	2		0_-25_500_50		[[-1,120]]		
430033	430120	十香—剑刃乱舞	430270-430370	1	skillB_4	10000		next1_down_430034				1	0	0	0					0		0	2		0_-25_500_50		[[-1,120]]		
430034	430120	十香—剑刃乱舞	430280-430380	1	skillB_5	10000		next1_down_430035				1	0	0	0					0		0	2		0_-25_500_50		[[-1,120]]		
430035	430120	十香—剑刃乱舞	430290-430390	1	skillB_6	10000		next1_down_430036				1	0	0	0					0		0	2		0_-25_500_50		[[-1,120]]		
430036	430120	十香—剑刃乱舞	430300-430400	1	skillB_7	10000		next1_down_430037				1	0	0	0					0		0	2		0_-25_500_50		[[-1,120]]		
430037	430120	十香—剑刃乱舞	430310-430410-430440	1	skillB_8	10000						1	0	0	0					0		0	2		0_-25_500_50		[[-1,120]]		
430040	430130	十香—觉醒-最终之剑	430150-430160-430170-430180-430190	1	skillD11	10000						1	0	0	0					0		0	2		0_-25_500_50		[[-1,180]]		
430050	430140	十香—闪避	430200	1	dodge	10000						1	1	1	1					250		900	2		0_-25_500_50				
430060	430150	十香—下落1		1	fall	10000						0	1	1	1					0		400	1		0_-25_500_50				
430070	430170	十香—起身	430500	1	standup	10000						0	0	0	0					0		0	1		0_-25_500_50				
430080	400140	十香—闪避-斩	430210-430220	1	dodge2	10000						1	1	0	0					300		1000	2		0_-25_500_50				
430090	430180	十香—普攻1	430010	1	skillA_1	10000		next1_down_430110				1	0	0	0					30		300	2		0_-25_500_50				
430100	430180	十香—普攻2	430020	1	skillA_2	10000						0	0	0	0					30		300	2		0_-25_500_50				
430110	430190	十香—普攻1	430010	1	skillA_1	10000		next1_down_430020				1	0	0	0					30		300	2		0_-25_500_50				
																													
																													
																													
																													
																													
431010	430210	折纸—普攻前置动作	431010-431011	1	MskillA_1	10000		next1_down_431020				1	0	0	0					30		300	2		0_-25_500_50				
431020	430210	折纸—普攻2	431020	1	skillA_2	10000		next1_down_431030				0	0	0	0					40		300	2		0_-25_500_50				
431030	430210	折纸—普攻3	431030	1	skillA_3	10000		next1_down_431040				0	0	0	0					60		350	2		0_-25_500_50				
431040	430210	折纸—普攻4	431040	1	skillA_4	10000		next1_down_431050				0	0	0	0					60		350	2		0_-25_500_50				
431050	430210	折纸—普攻5	431050	1	skillA_5	10000						0	0	0	0					0		0	2		0_-25_500_50				
431060	430270	折纸—分支—连斩	431060-431070-431080	1	skillB_3	10000						1	0	0	0					50		500	2		0_-25_500_50		[[-1,80]]		
431070	430220	折纸—大招	431090-431100-431110-431111	1	skillC_4	10000				431071		1	0	0	0		0		0	0	200	800	2		0_-25_500_50		[[-1,120]]		
431071	430220	折纸—大招-3级	431112-431113-431114	1	skillC_4_1	10000						1	0	0	0		0	move	1	370	-200	6000	2		0_-25_500_50		[[-1,120]]		
431080	430240	折纸—闪避	431170	1	dodge	10000						1	1	1	1					250		900	2		0_-25_500_50				
431100	430240	折纸—闪避-斩	431180-431190	1	dodge2	10000						1	1	0	0			move		300		1500	2		0_-25_500_50				
431110	430230	折纸—觉醒	431120	1	skillD	10000						1	0	0	0					0		0	2		0_-25_500_50		[[-1,180]]		
431120	430250	起身	430500	1	standup	10000						0	0	0	0					0		0	1		0_-25_500_50				
431130	430260	折纸—普攻1	431010-431011	1	MskillA_1	10000		next1_down_431140				1	0	0	0					30		300	2		0_-25_500_50				
431140	430260	折纸—普攻2	431020	1	skillA_2	10000						0	0	0	0					40		300	2		0_-25_500_50				
431150	430270	折纸—普攻1	431010-431011	1	MskillA_1	10000						1	0	0	0					30		300	2		0_-25_500_50				
431160	430280	折纸-技能1连斩-3级	431200-431210-431011	1	MskillB_3	10000	1					1	0	0	0					30		300	2		0_-25_500_50		[[-1,80]]		
431170	430290	折纸-技能2格林枪-3级	431220	1	Mextra_skillB6	10000	1			431180		1	0	0	0					50		500	2		0_-25_500_50		[[-1,80]]		
431180	430290	折纸-技能2格林枪-3级	431230	1	extra_skillB4	10000	1					1	0	0	0					50		500	2		0_-25_500_50		[[-1,80]]		
																													
432010	430310	四糸乃—普攻1	432010-432070	1	skillA_1	10000		next1_down_432020__next1_down_432060				1	0	0	0					0		30	2		0_-25_500_50				
432020	430310	四糸乃—普攻2	432020-432080	1	skillA_2	10000		next1_down_432030				0	0	0	0					0		30	2		0_-25_500_50				
432030	430310	四糸乃—普攻3	432030-432090	1	skillA_3	10000		next1_down_432040				0	0	0	0					0		30	2		0_-25_500_50				
432040	430310	四糸乃—普攻4	432040-432100	1	skillA_4	10000						0	0	0	0					0		30	2		0_-25_500_50				
432060	430370	四糸乃—分支—冰刺	432110-432120	1	skillB_3	10000						1	0	0	0					0		0	2		0_-25_500_50		[[-1,80]]		
432070	430320	四糸乃—大招	432160-432170-432180-432190	1	skillC1	10000						1	0	0	0					0		0	2		0_-25_500_50		[[-1,120]]		
432080	430340	四糸乃—闪避	432230	1	dodge	10000						1	1	1	1					250		900	2		0_-25_500_50				
432090	430340	四糸乃—闪避-闪现	432240-432260-432250	1	dodge2	10000						1	1	0	0			move		350		3000	2		0_-25_500_50				
432100	430330	四糸乃—觉醒	432220	1	skillD	10000						1	0	0	0					0		0	2		0_-25_500_50		[[-1,180]]		
432110	430350	起身	430500	1	standup	10000						0	0	0	0					0		0	1		0_-25_500_50				
432120	430360	四糸乃—普攻1	432010-432070	1	skillA_1	10000		next1_down_432130				1	0	0	0					0		30	2		0_-25_500_50				
432130	430360	四糸乃—普攻2	432020-432080	1	skillA_2	10000						0	0	0	0					0		30	2		0_-25_500_50				
432140	430370	四糸乃—普攻1	432010-432070	1	skillA_1	10000		next1_down_432060				1	0	0	0					0		30	2		0_-25_500_50				
																													
																													
																													
																													
																													
																													
																													
433010	430410	狂三-普攻1	433010	1	skillA_1	10000	1			433020		1	0	0	0					0		0	2		0_-25_500_50				
433020	430410	狂三-普攻2	433020	1	skillA_2	10000	1			433030		0	0	0	0			move	1	60		800	2		0_-25_500_50				
433030	430410	狂三-普攻3	433030	1	skillA_3	10000	1			433040		0	0	0	0			move	1	30		600	2		0_-25_500_50				
433040	430410	狂三-普攻4	433040	1	skillA_4	10000	1			433050		0	0	0	0			move	1	80		800	2		0_-25_500_50				
433050	430410	狂三-普攻5	433050	1	skillA_5	10000	1					0	0	0	0			move	1	50		700	2		0_-25_500_50				
433060	430420	狂三-分支	433560-433570-433630-433640-433650-433660	1	skillB_5	10000						1	0	0	0			move		300		300	2		0_-25_500_50		[[-1,120]]		
433070	430430	狂三-大招	433360-433370-433380-433390-433400	1	skillC	10000						1	0	0	0					0		0	2		0_-25_500_50		[[-1,-100]]		
433080	430440	狂三-觉醒	433520-433530-433540	1	skillD	10000						1	0	0	0					0		0	2		0_-25_500_50		[[-1,170]]		
433090	430450	狂三-闪避	433450	1	dodge	10000						1	1	1	1					250		900	2		0_-25_500_50				
433100	430460	狂三-下落	433510	1	dodge	10000						1	1	1	1					250		900	1		0_-25_500_50				
433110	430470	起身	430500	1	standup	10000						0	0	0	0					0		0	1		0_-25_500_50				
433120	430480	狂三-普攻1	433010-433020-433060	1	skillA_1	10000		next1_down_433020				1	0	0	0					30		300	2		0_-25_500_50				
433130	430480	狂三-普攻2	433030-433070	1	skillA_2	10000						0	0	0	0					40		300	2		0_-25_500_50				
433140	430490	狂三-普攻1	433010-433020-433060	1	skillA_1	10000		next1_down_433050				1	0	0	0					30		300	2		0_-25_500_50				
433150	430500	狂三-技能1-滑铲-3级-滑铲	433060-433061	1	MskillB2_1	10000				433160		1	0	0	0			move	1	330		1000	2		0_-25_500_50				
433160	430500	狂三-技能1-滑铲-3级-转圈循环	433070	1	skillB2_2	10000				433170		1	0	1	0	2000	1		1	0		200	2		0_-25_500_50		[[-1,60]]		
433170	430500	狂三-技能1-滑铲-3级-结束	433080	1	skillB2_3	10000						1	0	0	0					0		0	2		0_-25_500_50				
433180	430501	狂三-技能2-空中射击-3级-上升	433090-433091-433100	1	Mextra_skillB3_1	10000				433190		1	0	0	0			move	1	0	200	1200	2		0_-25_500_50		[[-1,100]]		
433190	430501	狂三-技能2-空中射击-3级-射击	433110	1	extra_skillB3_2	10000				433200		1	0	0	0				1	0		200	2		0_-25_500_50		[[-1,100]]		
433200	430501	狂三-技能2-空中射击-落下	433120	1	extra_skillB_down	15000						1	0	0	0			move	1	0	-200	1500	2		0_-25_500_50				
433210	430502	狂三-必杀-3级-出	433130-433131	1	MskillC_1	10000				433220		1	0	0	0				1	0		300	2		0_-25_500_50		[[-1,100]]		
433220	430502	狂三-必杀-3级-射击	433140	1	skillC3_2	10000				433230		1	0	0	0				1	0		5000	2		0_-500_1000_1000	1	[[-1,100]]		
433230	430502	狂三-必杀-3级-回	433160-433150-433170	1	skillC_3_2	10000						1	0	0	0				1	0		300	2		0_-25_500_50		[[-1,100]]		
																													
																													
																													
																													
434010	430510	琴里-普攻1	434010	1	skillA_1	10000		next1_down_434020				1	0	0	0					0		250	2		0_-25_500_50				
434020	430510	琴里-普攻2	434020	1	skillA_2	10000		next1_down_434030				0	0	0	0					100		700	2		0_-25_500_50				
434030	430510	琴里-普攻3	434030	1	skillA_3	10000		next1_down_434040				0	0	0	0					80		250	2		0_-25_500_50				
434040	430510	琴里-普攻4	434040	1	skillA_4	10000		next1_down_434050				0	0	0	0					0		600	2		0_-25_500_50				
434050	430510	琴里-普攻5	434050	1	skillA_5	10000						0	0	0	0					100		200	2		0_-25_500_50				
434060	430580	琴里-分支-冲撞	434060	1	skillB	10000						1	0	0	0					400		700	2		0_-25_500_50		[[-1,80]]		
434070	430520	琴里-大招1	434090	1	skillC_1	10000		next1_down_434080				1	0	0	0					200		500	2		0_-25_500_50		[[-1,100]]		
434080	430520	琴里-大招2	434100	1	skillC_2	10000		next1_down_434090				1	0	0	0					0		250	2		0_-25_500_50		[[-1,100]]		
434090	430520	琴里-大招3	434110	1	skillC_3	10000						1	0	0	0					100		250	2		0_-25_500_50		[[-1,100]]		
434100	430530	琴里-觉醒	434130	1	skillD	10000						1	0	0	0					0		0	2		0_-25_500_50		[[-1,150]]		
434110	430540	琴里-闪避	434140	1	dodge	10000						1	1	1	1					250		900	2		0_-25_500_50				
434120	430550	琴里-下落	434140	1	dodge	10000						1	1	1	1					250		900	2		0_-25_500_50				
434130	430540	琴里-闪避-斧斩	434150-434160	1	dodge_1	10000						1	1	0	0					300		900	2		0_-25_500_50				
434140	430560	起身	430500	1	standup	10000						0	0	0	0					0		0	1		0_-25_500_50				
434150	430570	琴里-普攻1	434010	1	skillA_1	10000		next1_down_434160				1	0	0	0					0		250	2		0_-25_500_50				
434160	430570	琴里-普攻2	434020	1	skillA_2	10000						0	0	0	0					100		700	2		0_-25_500_50				
434170	430580	琴里-普攻1	434010	1	skillA_1	10000		next1_doing_434060				1	0	0	0					0		250	2		0_-25_500_50				
																													
																													
435010	430610	崇宫真那-普攻1	435010	1	skillA_1	10000		next1_down_435020				1	0	0	0					30		300	2		0_-25_500_50				
435020	430610	崇宫真那-普攻2	435020	1	skillA_2	10000		next1_down_435030				0	0	0	0					50		300	2		0_-25_500_50				
435030	430610	崇宫真那-普攻3	435030	1	skillA_3	10000		next1_down_435040				0	0	0	0					80		250	2		0_-25_500_50				
435040	430610	崇宫真那-普攻4	435040	1	skillA_4	10000		next1_down_435050				0	0	0	0			move		300		1000	2		0_-25_500_50				
435050	430610	崇宫真那-普攻5	435050	1	skillA_6	10000						0	0	0	0					30		300	2		0_-25_500_50				
435060	430700	崇宫真那-分支-挑空穿刺	435070	1	skillB_1	10000				405070		1	0	0	0					100		500	2		0_-25_500_50		[[-1,100]]		
435070	430610	崇宫真那-分支-挑空穿刺	435080	1	skillB_3	10000				405080		1	1	0	0					200		500	2		0_-25_500_50		[[-1,100]]		
435080	430610	崇宫真那-分支-挑空穿刺	435090	1	skillB_4	10000						1	1	0	0					0		0	2		0_-25_500_50		[[-1,100]]		
435090	430620	崇宫真那-大招	435100-435110	1	skillC	10000						1	0	0	0					0		0	2		0_-25_500_50		[[-1,120]]		
435100	430630	崇宫真那-觉醒	435130-435140	1	skillD	10000						1	0	0	0			move		200		800	2		0_-25_500_50		[[-1,150]]		
435110	430640	崇宫真那-闪避	435150	1	dodge	10000						1	1	1	1					250		900	2		0_-25_500_50				
435120	430640	崇宫真那-闪避-闪电穿梭	435160	1	dodge2	10000						1	1	0	0					350		1200	2		0_-25_500_50				
435130	430660	崇宫真那—下落	435170	1	dodge	10000						0	1	1	1					250		900	1		0_-25_500_50				
435140	430680	起身	430500	1	standup	10000						0	0	0	0					0		0	1		0_-25_500_50				
435150	430690	崇宫真那-普攻1	435010	1	skillA_1	10000		next1_down_435160				1	0	0	0					30		300	2		0_-25_500_50				
435160	430690	崇宫真那-普攻2	435020	1	skillA_2	10000						0	0	0	0					50		300	2		0_-25_500_50				
435170	430700	崇宫真那-普攻1	435010	1	skillA_1	10000		next1_doing_435060				1	0	0	0					30		300	2		0_-25_500_50				
																													
																													
436010	430710	耶俱矢-普攻1	436010	1	skillA_1a	10000		next1_down_436020				1	0	0	0					30		300	2		0_-25_500_50				
436020	430710	耶俱矢-普攻2	436020	1	skillA_2a	10000		next1_down_436030				0	0	0	0					50		300	2		0_-25_500_50				
436030	430710	耶俱矢-普攻3	436030	1	skillA_3a	10000		next1_down_436040				0	0	0	0					30		250	2		0_-25_500_50				
436040	430710	耶俱矢-普攻4	436040	1	skillA_4a	10000		next1_down_436050				0	0	0	0			move		80		600	2		0_-25_500_50				
436050	430710	耶俱矢-普攻5	436050	1	skillA_5a	10000						0	0	0	0			move		100		1000	2		0_-25_500_50				
436060	430790	耶俱矢-分支	436060	1	skillB_2	10000					1	1	0	0	0			move		-80		1000	2		0_-25_500_50		[[-1,80]]		
436070	430720	耶俱矢-大招1	436100	1	skillC_2	10000		next1_down_436080			1	1	0	0	0			move		150		700	2		0_-25_500_50		[[-1,120]]		
436080	430720	耶俱矢-大招2	436110	1	skillC_3	10000		next1_down_436081			1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,120]]		
436081	430720	耶俱矢-大招2	436111	1	skillC_4	10000					1	1	0	0	0			move		250		1200	2		0_-25_500_50		[[-1,120]]		
436090	430730	耶俱矢-觉醒	436180-436190-436200-436210-436220	1	skillD	10000						1	0	0	0					0		0	2		0_-25_500_50		[[-1,150]]		
436100	430740	耶俱矢-闪避	436230	1	dodge_1	10000						1	1	1	1					250		900	2		0_-25_500_50				
436110	430740	耶俱矢-闪避-突刺	436240	1	dodge_2	10000						1	1	1	1					250		900	2		0_-25_500_50				
436120	430760	耶俱矢-闪避-下落		1	dodge_1	10000						1	1	1	1					250		900	2		0_-25_500_50				
436130	430770	起身	430500	1	standup	10000						0	0	0	0					0		0	1		0_-25_500_50				
436140	430780	耶俱矢-普攻1	436010	1	skillA_1a	10000		next1_down_436150				1	0	0	0					30		300	2		0_-25_500_50				
436150	430780	耶俱矢-普攻2	436020	1	skillA_2a	10000						0	0	0	0					50		300	2		0_-25_500_50				
436160	430790	耶俱矢-普攻1	436010	1	skillA_1a	10000		next1_down_436060				1	0	0	0					30		300	2		0_-25_500_50				
																													
446010	440710	耶俱矢（联机副本）-普攻1	446010	1	skillA_1a	10000		next1_down_446020				1	0	0	0					30		300	2		0_-25_500_50				
446020	440710	耶俱矢-普攻2	446020	1	skillA_2a	10000		next1_down_446030				0	0	0	0					50		300	2		0_-25_500_50				
446030	440710	耶俱矢-普攻3	446030	1	skillA_3a	10000		next1_down_446040				0	0	0	0					30		250	2		0_-25_500_50				
446040	440710	耶俱矢-普攻4	446040	1	skillA_4a	10000		next1_down_446050				0	0	0	0			move		80		600	2		0_-25_500_50				
446050	440710	耶俱矢-普攻5	446050	1	skillA_5a	10000						0	0	0	0			move		100		1000	2		0_-25_500_50				
446060	440790	耶俱矢-分支	446060	1	skillB_2	10000					1	1	0	0	0			move		-80		1000	2		0_-25_500_50		[[-1,80]]		
446070	440720	耶俱矢-大招1	446100	1	skillC_2	10000		next1_down_446080			1	1	0	0	0			move		150		700	2		0_-25_500_50		[[-1,120]]		
446080	440720	耶俱矢-大招2	446110	1	skillC_3	10000		next1_down_446081			1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,120]]		
446081	440720	耶俱矢-大招2	446111	1	skillC_4	10000					1	1	0	0	0			move		250		1200	2		0_-25_500_50		[[-1,120]]		
446090	440730	耶俱矢-觉醒	446180-446190-446200-446210-446220	1	skillD	10000						1	0	0	0					0		0	2		0_-25_500_50		[[-1,150]]		
446100	440740	耶俱矢-闪避	446230	1	dodge_1	10000						1	1	1	1					250		900	2		0_-25_500_50				
446110	440740	耶俱矢-闪避-突刺	446240	1	dodge_2	10000						1	1	1	1					250		900	2		0_-25_500_50				
446120	440760	耶俱矢-闪避-下落		1	dodge_1	10000						1	1	1	1					250		900	2		0_-25_500_50				
446130	440770	起身	430500	1	standup	10000						0	0	0	0					0		0	1		0_-25_500_50				
446140	440780	耶俱矢-普攻1	446010	1	skillA_1a	10000		next1_down_446150				1	0	0	0					30		300	2		0_-25_500_50				
446150	440780	耶俱矢-普攻2	446020	1	skillA_2a	10000						0	0	0	0					50		300	2		0_-25_500_50				
446160	440790	耶俱矢-普攻1	446010	1	skillA_1a	10000		next1_down_446060				1	0	0	0					30		300	2		0_-25_500_50				
																													
437010	430810	夕弦-普攻1	437010	1	skillA_1	10000		next1_down_437020				1	0	0	0					10		200	2		0_-25_500_50				
437020	430810	夕弦-普攻2	437020	1	skillA_2	10000		next1_down_437030				1	0	0	0					10		200	2		0_-25_500_50				
437030	430810	夕弦-普攻3	437030	1	skillA_3	10000		next1_down_437040				1	0	0	0					10		200	2		0_-25_500_50				
437040	430810	夕弦-普攻4	437040	1	skillA_4	10000		next1_down_437050				1	0	0	0			move		300		700	2		0_-25_500_50				
437050	430810	夕弦-普攻5	437050-437060	1	skillA_5	10000						1	0	0	0			move		-250		600	2		0_-25_500_50		[[-1,140]]		
437060	430810	夕弦-分支	437080	1	skillBzzzz	10000					1	1	0	0	0					0		500	2		0_-25_500_50		[[-1,80]]		
437070	430820	夕弦-大招	437090-437100-437110	1	skillC	10000					1	1	0	0	0					20		500	2		0_-25_500_50		[[-1,150]]		
437080	430830	夕弦-觉醒	437120-437130	1	skillD	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,170]]		
437090	430840	夕弦-闪避	437140	1	dodge	10000						1	1	1	1					250		800	2		0_-25_500_50				
437100	430850	夕弦-闪避-下落	437140	1	dodge	10000						1	1	1	1					250		800	2		0_-25_500_50				
437110	430860	夕弦-普攻1	437010	1	skillA_1	10000		next1_down_437120				1	0	0	0					10		200	2		0_-25_500_50				
437120	430860	夕弦-普攻2	437020	1	skillA_2	10000						1	0	0	0					10		200	2		0_-25_500_50				
437130	430870	夕弦-普攻1	437010	1	skillA_1	10000		next1_down_437060				1	0	0	0					10		200	2		0_-25_500_50				
																													
																													
451110	450110	耶俱矢-3级-普攻1	451110	1	skillA_1a	13000	1			451120		1	0	0	0				1	30		300	2		0_-25_500_50				
451120	450110	耶俱矢-3级-普攻2	451120	1	skillA_2a	13000	1			451130		1	0	0	0				1	50		300	2		0_-25_500_50				
451130	450110	耶俱矢-3级-普攻3	451130	1	skillA_3a	10000	1			451140		1	0	0	0				1	30		250	2		0_-25_500_50				
451140	450110	耶俱矢-3级-普攻4	451140	1	skillA_4a	13000	1			451150		1	0	0	0			move	1	80		600	2		0_-25_500_50				
451150	450110	耶俱矢-3级-普攻5	451150	1	skillA_5a	10000	1					1	0	0	0			move	1	100		1000	2		0_-25_500_50				
451160	450170	耶俱矢-技能1-1级-抬手		1	skillB_2+a	10000	1			451170	1	1	0	0	0					0			2		0_-25_500_50		[[-1,80]]		
451170	450170	耶俱矢-技能1-1级-循环1	451170	1	skillB_2+b	10000	1			451180	1	1	0	1	0	1000				0			2		0_-25_500_50		[[-1,80]]		
451180	450170	耶俱矢-技能1-1级-循环2	451180	1	skillB_2+b	10000	1			451190	1	1	0	1	0	1000				0			2		0_-25_500_50		[[-1,80]]		
