刷怪ID	关卡备注（策划看）	关卡备注（策划看）	怪物ID	朝向	怪池ID(怪池ID+怪池刷出怪物数量)	等级（通过skillEffect触发的怪物等级跟随召唤者）	波次	刷怪器类型(1-常规，即现有类型；2-循环，3-定时，4-极限)	刷怪轮数(以所有波次刷完为1轮)	定时(循环刷怪，极限刷怪的下一轮怪刷出的等待时间；定时刷怪刷出下一轮怪的间隔时间)	刷怪暂停条件类型(1-击杀能力检测，2-数量上限检测)	刷怪暂停条件类型参数(击杀能力检测填间隔时间，单位秒；数量上限检测填存活怪物数量上限)	刷怪位置（1随机刷新，2地图中心刷新，3地图左侧刷新，4地图右侧刷新）	是否预警	助战角色是否出现（0或不配时不刷新助战角色。1刷新助战角色）
3000018		无尽副本层数6		2	{20401:4,20404:2}	25	1	1	1				1	1	
3000019		无尽副本层数7		2	{10501:1}	26	1	1	1				1	1	
3000020		无尽副本层数7		2		26	1	1	1				1	0	
3000021		无尽副本层数7		2		26	1	1	1				1	0	
3000022		无尽副本层数8		2	{10601:1}	26	1	1	1				1	1	
3000023		无尽副本层数8		2		26	1	1	1				1	0	
3000024		无尽副本层数8		2		26	1	1	1				1	0	
3000025		无尽副本层数9		2	{20101:4,20204:2}	26	1	1	1				1	0	
3000026		无尽副本层数9		2	{20301:2,20303:2,20402:2}	26	1	1	1				1	0	
3000027		无尽副本层数9		2	{20104:2,20201:4}	26	1	4	10	1250	1	8000	1	1	
3000028		无尽副本层数10	40013	2		26	1	1	1				4	0	
3000029		无尽副本层数10		2		26	1	1	1				1	0	
3000030		无尽副本层数10		2		26	1	1	1				1	0	
3000031		无尽副本层数11		2	{20201:3,20203:1,20202:1,20204:1}	26	1	1	1				1	0	
3000032		无尽副本层数11		2	{20201:2,20203:2,20202:2}	26	1	1	1				1	0	
3000033		无尽副本层数11		2	{20201:4,20204:2}	26	1	1	1				1	1	
3000034		无尽副本层数12		2	{20301:3,20303:1,20302:1,20304:1}	27	1	1	1				1	0	
3000035		无尽副本层数12		2	{20301:2,20303:2,20302:2}	27	1	1	1				1	0	
3000036		无尽副本层数12		2	{20301:4,20304:2}	27	1	1	1				1	1	
3000037		无尽副本层数13		2	{10501:1}	27	1	1	1				1	1	
3000038		无尽副本层数13		2		27	1	3	2	2000			1	0	
3000039		无尽副本层数13		2		27	1	1	1				1	0	
3000040		无尽副本层数14		2	{10601:1}	27	1	1	1				1	1	
3000041		无尽副本层数14		2		27	1	1	1				1	0	
3000042		无尽副本层数14		2		27	1	1	1				1	0	
3000043		无尽副本层数15		2	{20401:3,20403:1,20402:1,20404:1}	28	1	1	1				1	0	
3000044		无尽副本层数15		2	{20401:2,20403:2,20402:2}	28	1	1	1				1	0	
3000045		无尽副本层数15		2	{20401:4,20404:2}	28	1	1	1				1	1	
3000046		无尽副本层数16		2	{20101:3,20103:1,20102:1,20104:1}	28	1	1	1				1	0	
3000047		无尽副本层数16		2	{20101:2,20103:2,20102:2}	28	1	1	1				1	0	
3000048		无尽副本层数16		2	{20101:4,20104:2}	28	1	1	1				1	1	
3000049		无尽副本层数17		2	{10501:1}	28	1	1	1				1	1	
3000050		无尽副本层数17		2		28	1	3	4	1500	2	6	1	0	
3000051		无尽副本层数17		2		28	1	1	1				1	0	
3000052		无尽副本层数18		2	{10601:1}	29	1	1	1				1	1	
3000053		无尽副本层数18		2		29	1	1	1				1	0	
3000054		无尽副本层数18		2		29	1	1	1				1	0	
3000055		无尽副本层数19		2	{20201:4,20304:2}	29	1	1	1				1	0	
3000056		无尽副本层数19		2	{20101:2,20401:2,20404:2}	29	1	4	10	1250	1	8000	1	0	
3000057		无尽副本层数19		2	{20204:2,20201:2,20101:2}	29	1	1	1				1	1	
3000058		无尽副本层数20	40013	2		30	1	1	1				4	0	
3000059		无尽副本层数20		2		30	1	1	1				1	0	
3000060		无尽副本层数20		2		30	1	1	1				1	0	
3000061		无尽副本层数21		2	{20301:3,20303:1,20302:1,20304:1}	30	1	1	1				1	0	
3000062		无尽副本层数21		2	{20301:2,20303:2,20302:2}	30	1	1	1				1	0	
3000063		无尽副本层数21		2	{20301:4,20304:2}	30	1	1	1				1	1	
3000064		无尽副本层数22		2	{20401:3,20403:1,20402:1,20404:1}	31	1	1	1				1	0	
3000065		无尽副本层数22		2	{20401:2,20403:2,20402:2}	31	1	4	2	1250			1	0	
3000066		无尽副本层数22		2	{20401:4,20404:2}	31	1	1	1				1	1	
3000067		无尽副本层数23		2	{10501:1}	31	1	1	1				1	1	
3000068		无尽副本层数23		2		31	1	1	1				1	0	
3000069		无尽副本层数23		2		31	1	1	1				1	0	
3000070		无尽副本层数24		2	{10601:1}	32	1	1	1				1	1	
3000071		无尽副本层数24		2		32	1	1	1				1	0	
3000072		无尽副本层数24		2		32	1	1	1				1	0	
3000073		无尽副本层数25		2	{20101:3,20103:1,20102:1,20104:1}	33	1	1	1				1	0	
3000074		无尽副本层数25		2	{20101:2,20103:2,20102:2}	33	1	3	2	2000			1	0	
3000075		无尽副本层数25		2	{20101:4,20104:2}	33	1	1	1				1	1	
3000076		无尽副本层数26		2	{20201:3,20203:1,20202:1,20204:1}	33	1	1	1				1	0	
3000077		无尽副本层数26		2	{20201:2,20203:2,20202:2}	33	1	1	1				1	0	
3000078		无尽副本层数26		2	{20201:4,20204:2}	33	1	1	1				1	1	
3000079		无尽副本层数27		2	{10501:1}	34	1	1	1				1	1	
3000080		无尽副本层数27		2		34	1	1	1				1	0	
3000081		无尽副本层数27		2		34	1	1	1				1	0	
3000082		无尽副本层数28		2	{10601:1}	34	1	3	4	1000			1	1	
3000083		无尽副本层数28		2		34	1	3	3	1500			1	0	
3000084		无尽副本层数28		2		34	1	3	3	1250			1	0	
3000085		无尽副本层数29		2	{20101:4,20204:2}	35	1	1	1				1	0	
3000086		无尽副本层数29		2	{20301:2,20303:2,20402:2}	35	1	4	10	1250	1	8000	1	0	
3000087		无尽副本层数29		2	{20104:2,20201:4}	35	1	1	1				1	1	
3000088		无尽副本层数30	40013	2		36	1	1	1				4	0	
3000089		无尽副本层数30		2		36	1	1	1				1	0	
3000090		无尽副本层数30		2		36	1	1	1				1	0	
3000091		无尽副本层数31		2	{20101:2,20103:2,20102:1,20104:1}	37	1	1	1				1	0	
3000092		无尽副本层数31		2	{20101:3,20103:1,20104:2}	37	1	1	1				1	0	
3000093		无尽副本层数31		2	{20101:1,20102:2,20103:3}	37	1	1	1				1	1	
3000094		无尽副本层数32		2	{20201:2,20203:2,20202:1,20204:1}	37	1	1	1				1	0	
3000095		无尽副本层数32		2	{20201:3,20203:1,20204:2}	37	1	1	1				1	0	
3000096		无尽副本层数32		2	{20201:1,20202:2,20203:3}	37	1	1	1				1	1	
3000097		无尽副本层数33		2	{10501:1}	38	1	1	1				1	1	
3000098		无尽副本层数33		2		38	1	1	1				1	0	
3000099		无尽副本层数33		2		38	1	1	1				1	0	
3000100		无尽副本层数34		2	{11601:1}	39	1	1	1				1	1	
3000101		无尽副本层数34		2		39	1	1	1				1	0	
3000102		无尽副本层数34		2		39	1	1	1				1	0	
3000103		无尽副本层数35		2	{20301:2,20303:2,20302:1,20304:1}	40	1	1	1				1	0	
3000104		无尽副本层数35		2	{20301:3,20303:1,20304:2}	40	1	1	1				1	0	
3000105		无尽副本层数35		2	{20301:1,20302:2,20303:3}	40	1	1	1				1	1	
3000106		无尽副本层数36		2	{20401:2,20403:2,20402:1,20404:1}	41	1	3	2	750			1	0	
3000107		无尽副本层数36		2	{20401:3,20403:1,20404:2}	41	1	1	1				1	0	
3000108		无尽副本层数36		2	{20401:1,20402:2,20403:3}	41	1	1	1				1	1	
3000109		无尽副本层数37		2	{10501:1}	41	1	1	1				1	1	
3000110		无尽副本层数37		2		41	1	3	3	750			1	0	
3000111		无尽副本层数37		2		41	1	4	2	1250			1	0	
3000112		无尽副本层数38		2	{11601:1}	42	1	1	1				1	1	
3000113		无尽副本层数38		2		42	1	3	2	750			1	0	
3000114		无尽副本层数38		2		42	1	1	1				1	0	
3000115		无尽副本层数39		2	{20101:3,20103:1,20204:2}	43	1	1	1				1	0	
3000116		无尽副本层数39		2	{20301:3,20303:1,20404:2}	43	1	4	10	1250	1	7000	1	0	
3000117		无尽副本层数39		2	{20104:2,20201:3,20203:1}	43	1	1	1				1	1	
3000118		无尽副本层数40	40013	2		44	1	1	1				4	0	
3000119		无尽副本层数40		2		44	1	1	1				1	0	
3000120		无尽副本层数40		2		44	1	1	1				1	0	
3000121		无尽副本层数41		2	{20201:2,20203:2,20202:1,20204:1}	45	1	1	1				1	0	
3000122		无尽副本层数41		2	{20201:3,20203:1,20204:2}	45	1	1	1				1	0	
3000123		无尽副本层数41		2	{20201:1,20202:2,20203:3}	45	1	1	1				1	1	
3000124		无尽副本层数42		2	{20301:2,20303:2,20302:1,20304:1}	46	1	1	1				1	0	
3000125		无尽副本层数42		2	{20301:3,20303:1,20304:2}	46	1	4	2	1000			1	0	
3000126		无尽副本层数42		2	{20301:1,20302:2,20303:3}	46	1	1	1				1	1	
3000127		无尽副本层数43		2	{10501:1}	47	1	1	1				1	1	
3000128		无尽副本层数43		2		47	1	1	1				1	0	
3000129		无尽副本层数43		2		47	1	1	1				1	0	
3000130		无尽副本层数44		2	{11601:1}	48	1	1	1				1	1	
3000131		无尽副本层数44		2		48	1	1	1				1	0	
3000132		无尽副本层数44		2		48	1	1	1				1	0	
3000133		无尽副本层数45		2	{20401:2,20403:2,20402:1,20404:1}	49	1	1	1				1	0	
3000134		无尽副本层数45		2	{20401:3,20403:1,20404:2}	49	1	4	2	1000			1	0	
3000135		无尽副本层数45		2	{20401:1,20402:2,20403:3}	49	1	1	1				1	1	
3000136		无尽副本层数46		2	{20101:2,20103:2,20102:1,20104:1}	50	1	3	2	750			1	0	
3000137		无尽副本层数46		2	{20101:3,20103:1,20104:2}	50	1	3	2	750			1	0	
3000138		无尽副本层数46		2	{20101:1,20102:2,20103:3}	50	1	3	3	1000			1	1	
3000139		无尽副本层数47		2	{10501:1}	52	1	1	1				1	1	
3000140		无尽副本层数47		2		52	1	4	2	1000			1	0	
3000141		无尽副本层数47		2		52	1	1	1				1	0	
3000142		无尽副本层数48		2	{11601:1}	53	1	3	2	750			1	1	
3000143		无尽副本层数48		2		53	1	3	2	750			1	0	
3000144		无尽副本层数48		2		53	1	3	3	1000			1	0	
3000145		无尽副本层数49		2	{20201:3,20203:1,20304:2}	54	1	1	1				1	0	
3000146		无尽副本层数49		2	{20101:2,20401:1,20403:1,20404:2}	54	1	4	10	1250	1	7000	1	0	
3000147		无尽副本层数49		2	{20204:2,20201:2,20101:1,20103:1}	54	1	1	1				1	1	
3000148		无尽副本层数50	40013	2		55	1	1	1				4	1	
3000149		无尽副本层数50		2		55	1	1	1				1	0	
3000150		无尽副本层数50		2		55	1	1	1				1	0	
3000151		无尽副本层数51		2	{20301:2,20303:2,20302:1,20304:1}	56	1	1	1				1	0	
3000152		无尽副本层数51		2	{20301:3,20303:1,20304:2}	56	1	3	2	750			1	0	
3000153		无尽副本层数51		2	{20301:1,20302:2,20303:3}	56	1	3	3	1250			1	1	
3000154		无尽副本层数52		2	{20401:2,20403:2,20402:1,20404:1}	57	1	1	1				1	0	
3000155		无尽副本层数52		2	{20401:3,20403:1,20404:2}	57	1	3	2	750			1	0	
3000156		无尽副本层数52		2	{20401:1,20402:2,20403:3}	57	1	1	1				1	1	
3000157		无尽副本层数53		2	{10501:1}	59	1	1	1				1	1	
3000158		无尽副本层数53		2		59	1	4	2	1000			1	0	
3000159		无尽副本层数53		2		59	1	1	1				1	0	
3000160		无尽副本层数54		2	{11601:1}	60	1	1	1				1	1	
3000161		无尽副本层数54		2		60	1	1	1				1	0	
3000162		无尽副本层数54		2		60	1	1	1				1	0	
3000163		无尽副本层数55		2	{20101:2,20103:2,20102:1,20104:1}	61	1	1	1				1	0	
3000164		无尽副本层数55		2	{20101:3,20103:1,20104:2}	61	1	1	1				1	0	
3000165		无尽副本层数55		2	{20101:1,20102:2,20103:3}	61	1	1	1				1	1	
3000166		无尽副本层数56		2	{20201:2,20203:2,20202:1,20204:1}	63	1	3	2	1250			1	0	
3000167		无尽副本层数56		2	{20201:3,20203:1,20204:2}	63	1	3	2	1250			1	0	
3000168		无尽副本层数56		2	{20201:1,20202:2,20203:3}	63	1	1	1				1	1	
3000169		无尽副本层数57		2	{10501:1}	64	1	1	1				1	1	
3000170		无尽副本层数57		2		64	1	4	2	1000			1	0	
3000171		无尽副本层数57		2		64	1	1	1				1	0	
3000172		无尽副本层数58		2	{11601:1}	65	1	1	1				1	1	
3000173		无尽副本层数58		2		65	1	1	1				1	0	
3000174		无尽副本层数58		2		65	1	3	3	1250			1	0	
3000175		无尽副本层数59		2	{20101:3,20103:1,20204:2}	67	1	1	1				1	0	
3000176		无尽副本层数59		2	{20301:2,20303:2,20402:1,20404:1}	67	1	4	10	1250	1	7000	1	0	
3000177		无尽副本层数59		2	{20104:2,20201:3,20203:1}	67	1	1	1				1	1	
3000178		无尽副本层数60	40013	2		68	1	1	1				4	0	
3000179		无尽副本层数60		2		68	1	1	1				1	0	
3000180		无尽副本层数60		2		68	1	1	1				1	0	
3000181		无尽副本层数61		2	{20101:2,20103:2,20104:2}	70	1	1	1				1	0	
3000182		无尽副本层数61		2	{20103:4,20102:2}	70	1	3	2	1500			1	0	
3000183		无尽副本层数61		2	{20101:1,20103:3,20102:1,20104:1}	70	1	1	1				1	1	
3000184		无尽副本层数62		2	{20201:2,20203:2,20204:2}	71	1	1	1				1	0	
3000185		无尽副本层数62		2	{20203:4,20202:2}	71	1	3	3	1250			1	0	
3000186		无尽副本层数62		2	{20201:1,20203:3,20202:1,20204:1}	71	1	1	1				1	1	
3000187		无尽副本层数63		2	{10501:1}	73	1	1	1				1	1	
3000188		无尽副本层数63		2		73	1	1	1				1	0	
3000189		无尽副本层数63		2		73	1	1	1				1	0	
3000190		无尽副本层数64		2	{12601:1}	74	1	1	1				1	1	
3000191		无尽副本层数64		2		74	1	1	1				1	0	
3000192		无尽副本层数64		2		74	1	3	3	1500			1	0	
3000193		无尽副本层数65		2	{20301:2,20303:2,20304:2}	76	1	1	1				1	0	
3000194		无尽副本层数65		2	{20303:4,20302:2}	76	1	4	1	1250			1	0	
3000195		无尽副本层数65		2	{20301:1,20303:3,20302:1,20304:1}	76	1	3	3	1500			1	1	
3000196		无尽副本层数66		2	{20401:2,20403:2,20404:2}	77	1	1	1				1	0	
3000197		无尽副本层数66		2	{20403:4,20402:2}	77	1	4	2	1250			1	0	
3000198		无尽副本层数66		2	{20401:1,20403:3,20402:1,20404:1}	77	1	1	1				1	1	
3000199		无尽副本层数67		2	{10501:1}	79	1	1	1				1	1	
3000200		无尽副本层数67		2		79	1	1	1				1	0	
3000201		无尽副本层数67		2		79	1	1	1				1	0	
3000202		无尽副本层数68		2	{12601:1}	80	1	1	1				1	1	
3000203		无尽副本层数68		2		80	1	3	2	1000			1	0	
3000204		无尽副本层数68		2		80	1	3	3	1500			1	0	
3000205		无尽副本层数69		2	{20101:2,20103:2,20204:2}	82	1	1	1				1	0	
3000206		无尽副本层数69		2	{20301:2,20303:2,20404:2}	82	1	4	10	1250	1	7000	1	0	
3000207		无尽副本层数69		2	{20104:2,20201:2,20203:2}	82	1	1	1				1	1	
3000208		无尽副本层数70	40013	2		84	1	1	1				4	0	
3000209		无尽副本层数70		2		84	1	1	1				1	0	
3000210		无尽副本层数70		2		84	1	1	1				1	0	
3000211		无尽副本层数71		2	{20201:2,20203:2,20204:2}	85	1	1	1				1	0	
3000212		无尽副本层数71		2	{20203:4,20202:2}	85	1	3	2	1000			1	0	
3000213		无尽副本层数71		2	{20201:1,20203:3,20202:1,20204:1}	85	1	4	2	1250			1	1	
3000214		无尽副本层数72		2	{20301:2,20303:2,20304:2}	87	1	1	1				1	0	
3000215		无尽副本层数72		2	{20303:4,20302:2}	87	1	3	2	1000			1	0	
3000216		无尽副本层数72		2	{20301:1,20303:3,20302:1,20304:1}	87	1	4	2	1250			1	1	
3000217		无尽副本层数73		2	{10501:1}	89	1	1	1				1	1	
3000218		无尽副本层数73		2		89	1	1	1				1	0	
3000219		无尽副本层数73		2		89	1	1	1				1	0	
3000220		无尽副本层数74		2	{12601:1}	91	1	1	1				1	1	
3000221		无尽副本层数74		2		91	1	3	2	1500			1	0	
3000222		无尽副本层数74		2		91	1	1	1				1	0	
3000223		无尽副本层数75		2	{20401:2,20403:2,20404:2}	93	1	1	1				1	0	
3000224		无尽副本层数75		2	{20403:4,20402:2}	93	1	1	1				1	0	
3000225		无尽副本层数75		2	{20401:1,20403:3,20402:1,20404:1}	93	1	4	2	1250			1	1	
3000226		无尽副本层数76		2	{20101:2,20103:2,20104:2}	94	1	1	1				1	0	
3000227		无尽副本层数76		2	{20103:4,20102:2}	94	1	1	1				1	0	
3000228		无尽副本层数76		2	{20101:1,20103:3,20102:1,20104:1}	94	1	1	1				1	1	
3000229		无尽副本层数77		2	{10501:1}	96	1	1	1				1	1	
3000230		无尽副本层数77		2		96	1	3	3	1000			1	0	
3000231		无尽副本层数77		2		96	1	4	2	1250			1	0	
3000232		无尽副本层数78		2	{12601:1}	98	1	1	1				1	1	
3000233		无尽副本层数78		2		98	1	3	2	1500			1	0	
3000234		无尽副本层数78		2		98	1	1	1				1	0	
3000235		无尽副本层数79		2	{20201:2,20301:2,20304:2}	100	1	1	1				1	0	
3000236		无尽副本层数79		2	{20101:2,20403:2,20404:2}	100	1	4	10	1250	1	6000	1	0	
3000237		无尽副本层数79		2	{20204:2,20201:2,20103:2}	100	1	1	1				1	1	
3000238		无尽副本层数80	40013	2		102	1	1	1				4	0	
3000239		无尽副本层数80		2		102	1	1	1				1	0	
3000240		无尽副本层数80		2		102	1	1	1				1	0	
3000241		无尽副本层数81		2	{20301:2,20303:2,20304:2}	104	1	1	1				1	0	
3000242		无尽副本层数81		2	{20303:4,20302:2}	104	1	1	1				1	0	
3000243		无尽副本层数81		2	{20301:1,20303:3,20302:1,20304:1}	104	1	3	3	1500			1	1	
3000244		无尽副本层数82		2	{20401:2,20403:2,20404:2}	106	1	1	1				1	0	
3000245		无尽副本层数82		2	{20403:4,20402:2}	106	1	3	2	1000			1	0	
3000246		无尽副本层数82		2	{20401:1,20403:3,20402:1,20404:1}	106	1	4	2	1250			1	1	
3000247		无尽副本层数83		2	{10501:1}	108	1	1	1				1	1	
3000248		无尽副本层数83		2		108	1	1	1				1	0	
3000249		无尽副本层数83		2		108	1	1	1				1	0	
3000250		无尽副本层数84		2	{12601:1}	110	1	1	1				1	1	
3000251		无尽副本层数84		2		110	1	4	1	1250			1	0	
3000252		无尽副本层数84		2		110	1	3	3	1500			1	0	
3000253		无尽副本层数85		2	{20101:2,20103:2,20104:2}	112	1	1	1				1	0	
3000254		无尽副本层数85		2	{20103:4,20102:2}	112	1	4	2	1250			1	0	
3000255		无尽副本层数85		2	{20101:1,20103:3,20102:1,20104:1}	112	1	1	1				1	1	
3000256		无尽副本层数86		2	{20201:2,20203:2,20204:2}	114	1	1	1				1	0	
3000257		无尽副本层数86		2	{20203:4,20202:2}	114	1	1	1				1	0	
3000258		无尽副本层数86		2	{20201:1,20203:3,20202:1,20204:1}	114	1	1	1				1	1	
3000259		无尽副本层数87		2	{10501:1}	116	1	1	1				1	1	
3000260		无尽副本层数87		2		116	1	1	1				1	0	
3000261		无尽副本层数87		2		116	1	1	1				1	0	
3000262		无尽副本层数88		2	{12601:1}	118	1	1	1				1	1	
3000263		无尽副本层数88		2		118	1	3	3	1250			1	0	
3000264		无尽副本层数88		2		118	1	4	2	1250			1	0	
3000265		无尽副本层数89		2	{20101:2,20103:2,20204:2}	120	1	1	1				1	0	
3000266		无尽副本层数89		2	{20301:2,20303:2,20404:2}	120	1	4	10	1250		6000	1	0	
3000267		无尽副本层数89		2	{20104:2,20201:2,20203:2}	120	1	1	1				1	1	
3000268		无尽副本层数90	40013	2		122	1	1	1				4	0	
3000269		无尽副本层数90		2		122	1	1	1				1	0	
3000270		无尽副本层数90		2		122	1	1	1				1	0	
3000271		无尽副本层数91		2	{20401:2,20403:2,20404:2}	124	1	1	1				1	0	
3000272		无尽副本层数91		2	{20403:4,20402:2}	124	1	3	2	1000			1	0	
3000273		无尽副本层数91		2	{20401:1,20403:3,20402:1,20404:1}	124	1	4	2	1250			1	1	
3000274		无尽副本层数92		2	{10201:4,10102:2}	127	1	1	1				1	0	
3000275		无尽副本层数92		2	{10101:1,10203:1}	127	1	3	2	750			1	0	
3000276		无尽副本层数92		2	{10101:2,10201:2,10203:1,10202:1}	127	1	1	1				1	1	
3000277		无尽副本层数93		2	{10501:1}	129	1	1	1				1	1	
3000278		无尽副本层数93		2		129	1	1	1				1	0	
3000279		无尽副本层数93		2		129	1	1	1				1	0	
3000280		无尽副本层数94		2	{12601:1}	131	1	1	1				1	1	
3000281		无尽副本层数94		2		131	1	3	3	1250			1	0	
3000282		无尽副本层数94		2		131	1	4	2	1250			1	0	
3000283		无尽副本层数95		2	{20201:2,20203:2,20204:2}	133	1	3	2	500			1	0	
3000284		无尽副本层数95		2	{20203:4,20202:2}	133	1	3	2	500			1	0	
3000285		无尽副本层数95		2	{20201:1,20203:3,20202:1,20204:1}	133	1	4	2	1250			1	1	
3000286		无尽副本层数96		2	{20301:2,20303:2,20304:2}	136	1	1	1				1	0	
3000287		无尽副本层数96		2	{20303:4,20302:2}	136	1	1	1				1	0	
3000288		无尽副本层数96		2	{20301:1,20303:3,20302:1,20304:1}	136	1	1	1				1	1	
3000289		无尽副本层数97		2	{10501:1}	138	1	1	1				1	1	
3000290		无尽副本层数97		2		138	1	3	2	750			1	0	
3000291		无尽副本层数97		2		138	1	3	3	500			1	0	
3000292		无尽副本层数98		2	{12601:1}	140	1	1	1				1	1	
3000293		无尽副本层数98		2		140	1	1	1				1	0	
3000294		无尽副本层数98		2		140	1	1	1				1	0	
3000295		无尽副本层数99		2	{20101:2,20103:2,20204:2}	143	1	1	1				1	0	
3000296		无尽副本层数99		2	{20301:2,20303:2,20404:2}	143	1	4	10	1250	1	6000	1	0	
3000297		无尽副本层数99		2	{20104:2,20201:2,20203:2}	143	1	1	1				1	1	
3000298		无尽副本层数100	40013	2		145	1	1	1				4	0	
3000299		无尽副本层数100		2		145	1	1	1				1	0	
3000300		无尽副本层数100		2		145	1	1	1				1	0	
3000301		无尽副本层数101		2	{10101:2,10102:1,10203:1}	101	1	1	1				1	0	
3000302		无尽副本层数101		2	{10101:2,10201:2,10103:2}	101	1	1	1				1	1	
3000303		无尽副本层数101		2		101	1	1	1				1	0	
3000304		无尽副本层数102		2	{10101:4,10202:2}	102	1	1	1				1	0	
3000305		无尽副本层数102		2	{10201:2,10103:2}	102	1	1	1				1	0	
3000306		无尽副本层数102		2	{10101:4,10202:1,10203:1}	102	1	1	1				1	1	
3000307		无尽副本层数103		2	{10301:4,10401:2}	103	1	1	1				1	0	
3000308		无尽副本层数103		2	{10301:4,10401:2}	103	1	1	1				1	1	
3000309		无尽副本层数103		2		103	1	1	1				1	0	
3000310		无尽副本层数104		2	{10303:3,10403:1}	104	1	1	1				1	0	
3000311		无尽副本层数104		2	{10301:2,10402:2}	104	1	1	1				1	0	
3000312		无尽副本层数104		2	{10303:4,10401:2}	104	1	1	1				1	1	
3000313		无尽副本层数105		2	{10402:2,10303:2}	105	1	1	1				1	0	
3000314		无尽副本层数105		2	{10302:2,10402:2}	105	1	1	1				1	0	
3000315		无尽副本层数105		2	{10401:2,10303:4}	105	1	1	1				1	1	
3000316		无尽副本层数106		2	{10101:4,10202:1,10203:1}	106	1	1	1				1	0	
3000317		无尽副本层数106		2	{10103:2,10203:2,10501:1}	106	1	1	1				1	0-0-0-0-1	
3000318		无尽副本层数106		2		106	1	1	1				1	0	
3000319		无尽副本层数107		2	{10301:2,10402:2}	107	1	1	1				1	0	
3000320		无尽副本层数107		2	{10302:2,10403:2}	107	1	1	1				1	0	
3000321		无尽副本层数107		2	{10401:2,10302:2,10303:2}	107	1	1	1				1	1	
3000322		无尽副本层数108		2	{10101:4,10202:1,10203:1}	108	1	1	1				1	0	
3000323		无尽副本层数108		2	{10101:2,10201:2,10102:1,10103:1}	108	1	1	1				1	1	
3000324		无尽副本层数108		2		108	1	1	1				1	0	
3000325		无尽副本层数109		2	{10301:2,10401:2}	109	1	1	1				1	0	
3000326		无尽副本层数109		2	{10302:2,10402:2}	109	1	1	1				1	0	
3000327		无尽副本层数109		2	{10303:3:10403:1}	109	1	4	10	1250	1	6000	1	1	
3000328		无尽副本层数110	40010-40002-40003	2		110	1	1	1				4	1	
3000329		无尽副本层数110		2		110	1	1	1				1	0	
3000330		无尽副本层数110		2		110	1	1	1				1	0	
3000331		无尽副本层数111		2	{10101:2,10203:2}	111	1	1	1				1	0	
3000332		无尽副本层数111		2	{10201:2,10102:2}	111	1	1	1				1	0	
3000333		无尽副本层数111		2	{10101:4,10202:2}	111	1	1	1				1	1	
3000334		无尽副本层数112		2	{10301:4,10401:2}	112	1	1	1				1	0	
3000335		无尽副本层数112		2	{10303:3,10403:1}	112	1	1	1				1	0	
3000336		无尽副本层数112		2	{10301:4,10402:2}	112	1	1	1				1	1	
3000337		无尽副本层数113		2	{10101:2,10102:2,10203:2}	113	1	1	1				1	0	
3000338		无尽副本层数113		2	{10401:1,10302:1,10303:1}	113	1	3	2	2000			1	1	
3000339		无尽副本层数113		2		113	1	1	1				1	0	
3000340		无尽副本层数114		2	{10102:2,10201:2}	114	1	1	1				1	0	
3000341		无尽副本层数114		2	{10101:2,10203:2}	114	1	1	1				1	0	
3000342		无尽副本层数114		2	{10101:4,10202:2}	114	1	1	1				1	1	
3000343		无尽副本层数115		2	{10301:2,10402:2,10303:2}	115	1	1	1				1	0	
3000344		无尽副本层数115		2	{10302:4,10501:1}	115	1	1	1				1	0-0-0-0-1	
3000345		无尽副本层数115		2		115	1	1	1				1	0	
3000346		无尽副本层数116		2	{10401:2,10303:2}	116	1	1	1				1	0	
3000347		无尽副本层数116		2	{10101:2,10201:2,10103:2}	116	1	1	1				1	0	
3000348		无尽副本层数116		2	{10101:4,10202:2}	116	1	1	1				1	1	
3000349		无尽副本层数117		2	{10301:2,10401:2}	117	1	1	1				1	0	
3000350		无尽副本层数117		2	{10302:1,10402:1}	117	1	3	4	1500	2	6	1	1	
3000351		无尽副本层数117		2		117	1	1	1				1	0	
3000352		无尽副本层数118		2	{10101:2,10203:2}	118	1	1	1				1	0	
3000353		无尽副本层数118		2	{10101:4,10202:2}	118	1	1	1				1	0	
3000354		无尽副本层数118		2	{10101:2,10201:2,10103:2}	118	1	1	1				1	1	
3000355		无尽副本层数119		2	{10301:2,10402:2,10303:2}	119	1	1	1				1	0	
3000356		无尽副本层数119		2	{10303:3,10403:1}	119	1	4	10	1250	1	6000	1	1	
3000357		无尽副本层数119		2		119	1	1	1				1	0	
3000358		无尽副本层数120	40010-40002-40003	2		120	1	1	1				4	1	
3000359		无尽副本层数120		2		120	1	1	1				1	0	
3000360		无尽副本层数120		2		120	1	1	1				1	0	
3000361		无尽副本层数121		2	{10101:3,10202:1,10203:1}	121	1	1	1				1	0	
3000362		无尽副本层数121		2	{10101:3,10202:1,10203:1}	121	1	1	1				1	0	
3000363		无尽副本层数121		2	{10101:1,10201:2,10102:1,10103:1}	121	1	1	1				1	1	
3000364		无尽副本层数122		2	{10401:2,10302:2,10303:2}	122	1	1	1				1	0	
3000365		无尽副本层数122		2	{10301:1,10402:1,10303:1}	122	1	4	2	1250			1	1	
3000366		无尽副本层数122		2		122	1	1	1				1	0	
3000367		无尽副本层数123		2	{10401:2,10302:2}	123	1	1	1				1	0	
3000368		无尽副本层数123		2	{10302:2,10403:2}	123	1	1	1				1	0	
