特效ID	名字（策划看）	特效触发事件名	特效资源名	动画名称	固定特效朝向（包括固定特效朝向，或子弹飞行方向，不填则为释放者朝向，填1则固定X轴正方向，填2则固定X轴负方向）	特效颜色叠加	触发新特效几率	触发新特效	气浪强度（0为关闭，最强100）	是否循环	渲染层级(0在角色下层，1在人物上层，2根据地图Y值排序)	碰撞类型(0矩形，1多边形)	碰撞范围Y轴修正(上/下检测参数。根据特效父节点有2种情况。父节点为角色时，以角色影子为基础检测目标影子。父节点为其他时，以特效影子为基础检测目标影子。)	碰撞区域	缩放	特效类型（1普通型，2放出型）	牵引类型，放出型特效没有牵引数据（0或不填表示没有牵引，1推吸类型，2固定方向）	牵引速度X（推吸类型，只填写X轴正负速度值，正推负吸。固定方向类型，填写XY轴速度）	牵引速度Y	伤害方式判定（0不进行伤害判定，1根据hurt帧事件判定，2碰撞即算伤害）	伤害触发	是否开启地图蒙板	父节点(1触发者,2目标,3地图,4UI层)	特效是否跟随触发动作(0不删除，1删除)	播放位置（0随施法者1目标位置2施法者挂点3施法者位置4目标挂点5随机位置）	播放位置偏移X（单位像素，正前负后）	播放位置偏移Y（0与角色Y轴一致。1~10为可行走区域的10条路）	挂点骨骼名称（不填为spine原点。）	目标选择（0无，1自身，2随机敌人，3最近的敌人，4最远的敌人，5随机地面点）	目标选择范围（以自身为基点，配置x_y_w_h。来确定一个矩形范围。xy为矩形起点坐标，wh为框大小）	目标选择数量	跟踪方式（0直线，1始终跟踪，2角度跟踪，3追踪目标位置，angle,4圆形，5S曲线，6折射，7直线角度，8贝塞尔曲线目标位置,10贝赛尔曲线固定位置）	直线飞行子弹的角度	圆形和S曲线飞行半径	折射时间	贝塞尔曲线高度	命中数量回收(发射型特效生效。0或不填为不回收。其他数字为命中该数量后回收)	自动触发特效（特效结束or回收时，自动播放下一个特效）	特效速度（包含贝塞尔曲线速度）	特效总时间(循环播放特效生效)	回收特效资源	回收特效动画	受击特效资源	受击特效动画（上层）	受击特效动画（下层）	受击特效角度	受击特效缩放	触发事件（配置该特效的事件名）	触发刷怪表（配置刷怪表ID）	刷怪位置类型（1随机，2特效中心点）
703110	3号BOSS空战光束雨自身	effect0	effects_30301_F_skillA	F_skillA_1						0	1		10-130	bdbox_eff	1	1				1			1		0			root	0			0	0				0	0	400	0	0					0	1			
703111	3号BOSS空战光束雨落雷预警	effect1-effect3-effect5	effects_30301_F_skillA	F_skillA_2						0	2		10-130	bdbox_eff	1	1				0			3		1				5	-2000_-1000_4000_2000		0	0				0	703112	400	0	0					0	1			
703112	3号BOSS空战光束雨落雷	effect0	effects_30301_F_skillA	F_skillA_3						0	2		10-130	bdbox_eff	1	1				1	40306		3		2			root	0			0	0				0	0	400	0	0					0	1			
703120	3号BOSS空战快速射击	effect0	effects_30301_F_skillB1	F_skillB1						0	2		70-40	bdbox_eff	1	1				1	40307		1		0			root	0			0	0				0	0	400	0	0					0	1			
703130	3号BOSS空战蓄力射击蓄力特效	effect0	effects_30301_F_skillC	F_skillC_1						0	2		70-40	bdbox_eff	1	1				1			1		0			root	0			0	0				0	0	400	0	0					0	1			
703131	3号BOSS空战蓄力射击蓄力子弹发射1	effect1	effects_30301_F_skillC	F_skillC_2						1	2		70-40	bdbox_eff	1	2				2	40308		3		2			bullet_l	0			0	0				1	0	300	20000	effects_30301_F_skillC	F_skillC_2				0	1			
703132	3号BOSS空战蓄力射击蓄力子弹发射2	effect2	effects_30301_F_skillC	F_skillC_2						1	2		70-40	bdbox_eff	1	2				2	40308		3		2			bullet_r	0			0	0				1	0	300	20000	effects_30301_F_skillC	F_skillC_2				0	1			
703140	3号BOSS空战变身2	effect0	effects_30301_F_skillD	F_skillD						0	1		70-40	bdbox_eff	1	1				0			1		0			root	0			0	0				0	0	400	0	0					0	1			
																																																		
704010	8号BOSS普攻up	effect0	effects_boss8_EskillA	EskillA_up						0	2		10-130	bdbox_eff	1	1				1	40301		1		0			root	0			0	0				0	0	400	0	0					0	1			
704011	8号BOSS普攻down	effect0	effects_boss8_EskillA	EskillA_down						0	2		10-130	bdbox_eff	1	1				1	40301		1		0			root	0			0	0				0	0	400	0	0					0	1			
704020	8号BOSS蓄力拳up	effect0	effects_boss8_EskillB	EskillB_up						0	2		70-40	bdbox_eff	1	1				1	40302		1		0			root	0			0	0				0	0	400	0	0		effects_30301_skillA	skillB_2		0	1			
704021	8号BOSS蓄力拳down	effect0	effects_boss8_EskillB	EskillB_down						0	2		70-40	bdbox_eff	1	1				1	40302		1		0			root	0			0	0				0	0	400	0	0		effects_30301_skillA	skillB_2		0	1			
704030	8号BOSS跳跃击	effect0	effects_30301_skillC	skillC						0	2		70-40	bdbox_eff	1	1				1	40303		1		0			root	0			0	0				0	0	400	0	0					0	1			
704040	8号BOSS引力拳	effect0	effects_30301_skillD	skillD_2_1						0	2		70-40	bdbox_eff	1	1				1			1		0			root	0			0	0				0	0	400	0	0					0	1			
																																																		
																																																		
704110	8号BOSS普攻	effect0	effects_30301_skillD	skillD_2_2						1	2		70-40	bdbox_eff	1	1				1			1		0			root	0			0	0				0	0	400	3000	0					0	1			
704120	8号BOSS连续捶地	effect0	effects_30301_skillD	skillD_3_1						0	2		70-40	bdbox_eff	1	1				1			1		0			root	0			0	0				0	0	400	0	0					0	1			
704130	8号BOSS跳跃击	effect0	effects_30301_skillD	skillD_2_2						1	2		70-40	bdbox_eff	1	1				1			1		0			root	0			0	0				0	0	400	3000	0					0	1			
704140	8号BOSS引力拳	effect0	effects_30301_skillD	skillD_3_1						0	2		70-40	bdbox_eff	1	1				1			1		0			root	0			0	0				0	0	400	0	0					0	1			
704150	8号BOSS召唤引力球	effect0	effects_30301_skillD	skillD_2_2						1	2		70-40	bdbox_eff	1	1				1			1		0			root	0			0	0				0	0	400	3000	0					0	1			
704160	8号BOSS引力爆发	effect0	effects_30301_skillD	skillD_3_1						0	2		70-40	bdbox_eff	1	1				1			1		0			root	0			0	0				0	0	400	0	0					0	1			
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
430010	十香—普攻1	effect1	effects_10101_skillA	skillA3_1						0	1		70-40	bdbox_eff	1	1				1	801001		1		0				0			0	0				0	0	400	0	0		effects_10101_skillA1	skillA1		0	1			
430020	十香—普攻2	effect1	effects_10101_skillA	skillA3_2						0	1		70-40	bdbox_eff	1	1				1	801002		1		0				0			0	0				0	0	400	0	0		effects_10101_skillA1	skillA1		45	1			
430030	十香—普攻3	effect1	effects_10101_skillA	skillA3_3						0	1		70-40	bdbox_eff	1	1				1	801003		1		0				0			0	0				0	0	400	0	0		effects_10101_skillA1	skillA2_up	skillA2_down	90	1			
430040	十香—普攻4	effect1	effects_10101_skillA	skillA3_4						0	1		70-40	bdbox_eff	1	1				1	801010		1		0				0			0	0				0	0	400	0	0		effects_10101_skillA1	skillA2_up	skillA2_down	135	1			
430050	十香—普攻5	effect1	effects_10101_skillA	skillA3_5						0	1		70-40	bdbox_eff	1	1				1	801011		1		0				0			0	0				0	0	400	0	0		effects_10101_skillA1	skillA3_up	skillA3_down	0	1			
430060	十香—剑气	effect1	effects_10101_skillB	skillB2						0	1		100-55	bdbox_eff	1	1				1	1004		1		0				0			0	0				0	0	400	0	0		effects_10101_skillA1	skillA1		0	1			
430080	十香—分支—挑空连斩闪光	effect1	effects_10101_skillB2	skillB3						0	1		1-0	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	400	0	0					0	1			
430090	十香—分支—挑空连斩1	effect1	effects_10101_skillC	skillC3_1						0	1		130-70	bdbox_eff	1	1				1	2001		1		0				0			0	0				0	0	400	0	0		effects_10101_skillA1	skillA2_up	skillA2_down	0	1			
430100	十香—分支—挑空连斩2	effect1	effects_10101_skillC	skillC3_2						0	1		130-70	bdbox_eff	1	1				1	2002		1		0				0			0	0				0	0	400	0	0		effects_10101_skillA1	skillA2_up	skillA2_down	45	1			
430110	十香—分支—挑空连斩3	effect1	effects_10101_skillC	skillC3_3						0	1		130-70	bdbox_eff	1	1				1	2003		1		0				0			0	0				0	0	400	0	0		effects_10101_skillA1	skillA2_up	skillA2_down	90	1			
430120	十香—分支—挑空连斩4	effect1	effects_10101_skillC	skillC3_4						0	1		130-70	bdbox_eff	1	1				1	2004		1		0				0			0	0				0	0	400	0	0		effects_10101_skillA1	skillA2_up	skillA2_down	135	1			
430130	十香—分支—挑空连斩5	effect1	effects_10101_skillC	skillC3_5						0	1		130-70	bdbox_eff	1	1				1	2005-2006		1		0				0			0	0				0	0	400	0	0		effects_10101_skillA1	skillA3_up	skillA3_down	0	1			
430150	十香—觉醒—最终之剑	effect1	effects_10101_skillD	skillD						0	1		1-0	bdbox_eff	1	1				0	0	1	1		0				0			0	0				0	0	400	0	0		effects_10101_skillA1	skillA3_up	skillA3_down	0	1			
430160	十香—觉醒—剑气1	effect2	effects_10101_skillD	skillD_feidaoguang1						1	1		100-50	bdbox_eff	1	2				2	3001		3		2			point	0			0	0				0	0	2400	1000	0		effects_10101_skillA1	skillA2_up	skillA2_down	0	1			
430170	十香—觉醒—剑气2	effect3	effects_10101_skillD	skillD_feidaoguang2						1	1		100-50	bdbox_eff	1	2				2	3002		3		2			point	0			0	0				0	0	2400	1000	0		effects_10101_skillA1	skillA2_up	skillA2_down	45	1			
430180	十香—觉醒—剑气3	effect4	effects_10101_skillD	skillD_feidaoguang3						1	1		100-50	bdbox_eff	1	2				2	3003		3		2			point	0			0	0				0	0	2400	1000	0		effects_10101_skillA1	skillA2_up	skillA2_down	90	1			
430190	十香—觉醒—剑气4	effect5	effects_10101_skillD	skillD_feidaoguang4						1	1		100-50	bdbox_eff	1	2				2	3004		3		2			point	0			0	0				0	0	2400	1000	0		effects_10101_skillA1	skillA2_up	skillA2_down	135	1			
430200	十香—闪避	effect1	effects_10101_quickmove	quickmove						1	1		1-0	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	400	1000	0		0			0	1			
430210	十香—闪避-斩up	effect1	effects_10101_dodge	dodge_up						0	1		70-40	bdbox_eff	1	1				1	2010		1		0				0			0	0				0	0	400	1000	0		effects_10101_skillA1	skillA2_up	skillA2_down	0	1			
430220	十香—闪避-斩down	effect1	effects_10101_dodge	dodge_down						0	1		70-40	bdbox_eff	1	1				1	2010		1		0				0			0	0				0	0	400	1000	0		effects_10101_skillA1	skillA2_up	skillA2_down	0	1			
430230	十香—剑刃乱舞（霸体触发）	effect1	effects_air	effects_air						0	0		1-0	bdbox_eff	1	1				1	1007		1		0				0			0	0				0	0	0	0	0		0			0	1			
430240	十香—剑刃乱舞1	effect1	effects_10101_skillC	skillB1_2						1	2		70-40	bdbox_eff	1	2				2	1005		3		2				0			0	0				0	0	2200	1000	0		effects_10101_skillA1	skillA2_up	skillA2_down	0	1			
430250	十香—剑刃乱舞2	effect1	effects_10101_skillC	skillB2_2						1	2		70-40	bdbox_eff	1	2				2	1005		3		2				0			0	0				0	0	2200	1000	0		effects_10101_skillA1	skillA2_up	skillA2_down	45	1			
430260	十香—剑刃乱舞3	effect1	effects_10101_skillC	skillB3_2						1	2		70-40	bdbox_eff	0.9	2				2	1005		3		2				0			0	0				0	0	2200	1000	0		effects_10101_skillA1	skillA2_up	skillA2_down	90	1			
430270	十香—剑刃乱舞4	effect1	effects_10101_skillC	skillB1_2						1	2		70-40	bdbox_eff	1	2				2	1005		3		2				0			0	0				0	0	2200	1000	0		effects_10101_skillA1	skillA2_up	skillA2_down	135	1			
430280	十香—剑刃乱舞5	effect1	effects_10101_skillC	skillB2_2						1	2		70-40	bdbox_eff	1.1	2				2	1005		3		2				0			0	0				0	0	2200	1000	0		effects_10101_skillA1	skillA2_up	skillA2_down	0	1			
430290	十香—剑刃乱舞6	effect1	effects_10101_skillC	skillB3_2						1	2		70-40	bdbox_eff	1	2				2	1005		3		2				0			0	0				0	0	2200	1000	0		effects_10101_skillA1	skillA2_up	skillA2_down	45	1			
430300	十香—剑刃乱舞7	effect1	effects_10101_skillC	skillB1_2						1	2		70-40	bdbox_eff	0.9	2				2	1005		3		2				0			0	0				0	0	2200	1000	0		effects_10101_skillA1	skillA2_up	skillA2_down	90	1			
430310	十香—剑刃乱舞8中	effect1	effects_10101_skillC	skillB4_up1_2						1	2		70-40	bdbox_eff	1	2				2	1006		3		2				0			0	0				0	0	1900	1000	0		effects_10101_skillA1	skillA2_up	skillA2_down	135	1			
430320	十香—剑刃乱舞8下	effect1	effects_10101_skillC	skillB4_up3_2						1	2		70-40	bdbox_eff	0.8	2				2	1006		3		2				0			0	0				0	0	1900	1000	0		effects_10101_skillA1	skillA2_up	skillA2_down	0	1			
430330	十香—剑刃乱舞8上	effect2	effects_10101_skillC	skillB4_up4_2						1	2		70-40	bdbox_eff	0.8	2				2	1006		3		2				0			0	0				0	0	1900	1000	0		effects_10101_skillA1	skillA2_up	skillA2_down	45	1			
430340	十香—剑刃乱舞1展示	effect1	effects_10101_skillC	skillB1_1						0	1		70-40	bdbox_eff	1	1				0	0		3		2			root	0			0	0				0	0	800	1000	0					0	1			
430350	十香—剑刃乱舞2展示	effect1	effects_10101_skillC	skillB2_1						0	1		70-40	bdbox_eff	1	1				0	0		3		2			root	0			0	0				0	0	800	1000	0					0	1			
430360	十香—剑刃乱舞3展示	effect1	effects_10101_skillC	skillB3_1						0	1		70-40	bdbox_eff	1	1				0	0		3		2			root	0			0	0				0	0	800	1000	0					0	1			
430370	十香—剑刃乱舞4展示	effect1	effects_10101_skillC	skillB1_1						0	1		70-40	bdbox_eff	1	1				0	0		3		2			root	0			0	0				0	0	800	1000	0					0	1			
430380	十香—剑刃乱舞5展示	effect1	effects_10101_skillC	skillB2_1						0	1		70-40	bdbox_eff	1	1				0	0		3		2			root	0			0	0				0	0	800	1000	0					0	1			
430390	十香—剑刃乱舞6展示	effect1	effects_10101_skillC	skillB3_1						0	1		70-40	bdbox_eff	1	1				0	0		3		2			root	0			0	0				0	0	800	1000	0					0	1			
430400	十香—剑刃乱舞7展示	effect1	effects_10101_skillC	skillB1_1						0	1		70-40	bdbox_eff	1	1				0	0		3		2			root	0			0	0				0	0	800	1000	0					0	1			
430410	十香—剑刃乱舞8中	effect1	effects_10101_skillC	skillB4_up1_1						0	1		70-40	bdbox_eff	1	1				0	0		3		2			root	0			0	0				0	0	800	1000	0					0	1			
430420	十香—剑刃乱舞8下	effect1	effects_10101_skillC	skillB4_up3_1						0	1		70-40	bdbox_eff	1	1				0	0		3		2			root	0			0	0				0	0	800	1000	0					0	1			
430430	十香—剑刃乱舞8上	effect2	effects_10101_skillC	skillB4_up4_1						0	1		70-40	bdbox_eff	1	1				0	0		3		2			root	0			0	0				0	0	800	1000	0					0	1			
430440	十香—剑刃乱舞痕8中	effect1	effects_10101_skillC	skillB4_down2						0	0		70-40	bdbox_eff	1	1				0	0		3		2			root	0			0	0				0	0	800	1000	0					0	1			
430450	十香—剑刃乱舞痕8下	effect1	effects_10101_skillC	skillB4_down3						0	0		70-40	bdbox_eff	1	1				0	0		3		2			root	0			0	0				0	0	800	1000	0					0	1			
430460	十香—剑刃乱舞痕8上	effect2	effects_10101_skillC	skillB4_down4						0	0		70-40	bdbox_eff	1	1				0	0		3		2			root	0			0	0				0	0	800	1000	0					0	1			
430500	十香-起身震飞	effect1	qilang	qilang						0	1		70-40	bdbox_eff	0.75	1				1	30240		3		2			root	0				0				0	0	0	0	0					0	1			
																																																		
431010	折纸—普攻1	effect1	effects_10201_skillA	effects_10201_skillA_1						0	1		70-40	bdbox_eff	1	1				1	804001		1		0				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		0	1			
431011	折纸—普攻预警	effect0	effects_20101_skillB	skillB2						0	0		70-40	bdbox_eff	1	1				0			1		0				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		0	1			
431020	折纸—普攻2	effect1	effects_10201_skillA	effects_10201_skillA_2						0	1		70-40	bdbox_eff	1	1				1	804002		1		0				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		45	1			
431030	折纸—普攻3	effect1	effects_10201_skillA	effects_10201_skillA_3						0	1		70-40	bdbox_eff	1	1				1	804003		1		0				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		90	1			
431040	折纸—普攻4	effect1	effects_10201_skillA	effects_10201_skillA_4						0	1		70-40	bdbox_eff	1	1				1	804003-804003-804004		1		0				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		135	1			
431050	折纸—普攻5	effect1	effects_10201_skillA	effects_10201_skillA_5						0	1		70-40	bdbox_eff	1	1				1	804005		1		0				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		220	1			
431060	折纸—分支—闪光	effect1	effects_10101_skillB2	skillB3						0	1		1-0	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	400	0	0		effects_10101_skillA1	effects_skillA		0	1			
431070	折纸—分支—连斩down	effect1	effects_10201_skillB	effects_10201_skillB_down3						0	0		100-55	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		45	1			
431080	折纸—分支—连斩up	effect1	effects_10201_skillB	effects_10201_skillB_up3						0	1		100-55	bdbox_eff	1	1				1	804006		1		0				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		90	1			
431090	折纸—大招—3级-背影down	effect0	effects_10201_skillC	effects_10201_skillC_down_3_1						0	0		100-55	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		135	1			
431100	折纸—大招—3级-导弹up	effect0	effects_10201_skillC	effects_10201_skillC_up4						0	2		100-55	bdbox_eff	1	1				1	804057		3		3				0			0	0				0	0	400	0	0		effects_20201_skillB2			0	1			
431110	折纸—大招—3级-地火	effect1	effects_10201_skillC	effects_10201_skillC_dihuo3						1	0		100-55	bdbox_eff	1	1				1	804058		3		3		300		0			0	0				0	0	400	5000	0		effects_20201_skillB2			0	1			
431111	折纸—大招—3级-地面烟雾	effect0	effects_10201_skillC	effects_10201_skillC_down_3_2						0	0		100-55	bdbox_eff	1	1				0	0		3		3				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		135	1			
431112	折纸—大招—3级-剑撞地	effect0	effects_10201_skillC	effects_10201_skillC_up4_1						0	1		100-55	bdbox_eff	1	1				1	804059		1		0				0			0	0				0	0	400	0	0		effects_20201_skillB2			0	1			
431113	折纸—大招—3级-地裂	effect0	effects_10201_skillC	effects_10201_skillC_down_5_1						0	1		100-55	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_20201_skillB2			0	1			
431114	折纸—大招—3级-背影down2	effect0	effects_10201_skillC	effects_10201_skillC_down_5						0	0		100-55	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		135	1			
431120	折纸—觉醒up	effect1	effects_10201_skillD	effects_10201_skillD_up						0	1		200-100	bdbox_eff	1	1				1	804007-804008-804009-804010-804010-804010-804010-804010-804010-804010-804010-804010	1	1		0				0			0	0				0	0	400	0	0		effects_20101_skillA1			0	1			
431170	折纸—闪避	effect1	effects_10201_quickmove	effects_10201_quickmove						1	1		1-0	bdbox_eff	1	1				1	0		1		0				0			0	0				0	0	400	1000	0		0			0	1			
431180	折纸—闪避-斩up	effect1	effects_10201_dodge	effects_10201_dodge_up						0	1		100-55	bdbox_eff	1	1				1	804015		1		0				0			0	0				0	0	400	1000	0		0			0	1			
431190	折纸—闪避-斩down	effect1	effects_10201_dodge	effects_10201_dodge_down						0	1		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	1000	0		0			0	1			
431200	折纸—出场—闪光	effect0	effects_10101_skillB2	skillB3						0	1		1-0	bdbox_eff	1	1				0	0		1		0				0			0	0				0	0	400	0	0		effects_10101_skillA1	effects_skillA		0	1			
431210	折纸—技能1—连斩3	effect1	effects_10201_skillB	skillB_3_1						0	1		100-55	bdbox_eff	1	1				1	804054-804054-804054-804054-804054-804054-804054-804054-804055		1		0				0			0	0				0	0	400	0	0		effects_20101_skillA1	effects_skillA		90	1			
431220	折纸—技能2—3级—散弹	effect1	effects_10201_extra_skillB	extra_skillB3						0	1		100-55	bdbox_eff	1	1				1	804060		1		0				0			0	0				0	0	400	0	0		effects_20201_skillB2			0	1			
431230	折纸—技能2—3级—能量炮	effect0	effects_10201_extra_skillB	extra_skillB4						0	1		100-55	bdbox_eff	1	1				1	804056		1		0				0			0	0				0	0	400	0	0		effects_20201_skillB2			0	1			
																																																		
																																																		
432010	四糸乃—普攻1	effect2	effects_10301_skillA1	effects_skillA1						1	1		50-50	bdbox_eff	1.5	2				2	805001		3		2			r_hand	0		1	0	0				1	0	700	500	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		0	1			
432020	四糸乃—普攻2	effect2	effects_10301_skillA1	effects_skillA1						1	1		50-50	bdbox_eff	1.5	2				2	805002		3		2			r_hand	0		1	0	0				1	0	700	700	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		45	1			
432030	四糸乃—普攻3	effect2	effects_10301_skillA1	effects_skillA1						1	1		50-50	bdbox_eff	2	2				2	805003		3		2			r_hand	0		1	0	0				1	0	700	500	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		90	1			
432040	四糸乃—普攻4	effect2	effects_10301_skillA1	effects_skillA1						1	1		50-50	bdbox_eff	3	2				2	805004		3		2			r_hand	0		1	0	0				5	0	800	500	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		135	1			
432050	四糸乃—普攻-法阵	effect1	effects_10301_skillA3	skillA_6			10000	402060		1	2		1-0	bdbox_eff	1	1				1	0		3		2			fazhen1	0			0	0				0	0	0	2334	0		0	0		0	1			
432060	四糸乃—普攻-法阵-冰锥	effect1-effect2-effect3-effect4-effect5-effect6-effect7-effect8-effect9-effect10	effects_10301_skillA1	effects_skillA1						1	1		50-50	bdbox_eff	1.5	2				2	5020		3		2			root	0			0	0				5	0	700	1000	effects_10301_skillA2	effects_skillA2	effects_10301_skillA2	effects_skillA2		0	1			
432070	四糸乃—普攻1展示	effect1	effects_10301_skillA	skillA_1						0	1		70-40	bdbox_eff	0.9	1				1	0		1		0				0			0	0				0	0	400	0	0					120	1			
432080	四糸乃—普攻2展示	effect1	effects_10301_skillA	skillA_2						0	1		70-40	bdbox_eff	0.9	1				1	0		1		0				0			0	0				0	0	400	0	0					180	1			
432090	四糸乃—普攻3展示	effect1	effects_10301_skillA	skillA_3						0	1		70-40	bdbox_eff	0.9	1				1	0		1		0				0			0	0				0	0	400	0	0					220	1			
432100	四糸乃—普攻4展示	effect1	effects_10301_skillA	skillA_4			0	402050		0	1		70-40	bdbox_eff	0.9	1				1	0		1		0				0			0	0				0	0	400	0	0					180	1			
432110	四糸乃—分支—闪光	effect1	effects_10301_skillB	effects_10301_skillB2						0	1		1-0	bdbox_eff	0.9	1				1	0		1		0				0			0	0				0	0	400	0	0		effects_10301_skillA2	effects_skillA2		0	1			
432120	四糸乃—分支—冰刺	effect2	effects_10301_skillB	effects_10301_skillB						0	1		100-55	bdbox_eff	0.9	1				1	5006-5106-5107		3		2			root	0			0	0				0	0	600	0	0		effects_10301_skillA2	effects_skillA2		0	1			
432130	四糸乃—大招—冰风暴展示down	effect1	effects_10301_skillC	effects_10301_skillC_down						0	0		100-55	bdbox_eff	0.9	1				1	0		1		0				0			0	0				0	0	400	0	0					45	1			
432140	四糸乃—大招—冰风暴展示up	effect1	effects_10301_skillC	effects_10301_skillC_up						0	1		100-55	bdbox_eff	0.9	1				1	0		1		0				0			0	0				0	0	400	0	0					90	1			
432150	四糸乃—大招—冰风暴	effect2	effects_10301_skillC2	up2						1	1		130-60	bdbox_eff	0.8	2				1	5007		3		2			point	0			0	0				0	0	400	1000	0		effects_10301_skillA2	effects_skillA2		135	1			
432160	四糸乃—大招—冰风暴-禁止up	effect2	effects_10301_skillC2	up1			10000	402180		0	2		130-60	bdbox_eff	1	1	1	-500		1	5040		3		3	300			3	-1000_-1000_2000_2000	1	0	0				0	0	0	0	0		effects_10301_skillA2	effects_skillA2		0	1			
432170	四糸乃—大招—冰风暴-禁止down	effect2	effects_10301_skillC2	down1			10000	402190		0	0		130-60	bdbox_eff	1	1				1	0		3		3	300			3	-1000_-1000_2000_2000	1	0	0				0	0	0	0	0		effects_10301_skillA2	effects_skillA2		45	1			
432180	四糸乃—大招—冰风暴-禁止up	effect1	effects_10301_skillC2	up2						1	2		130-60	bdbox_eff	1	1	1	-500		1	5040		3		2			root	0			0	0				0	0	0	1500	effects_10301_skillC2	up3	effects_10301_skillA2	effects_skillA2		90	1			
432190	四糸乃—大招—冰风暴-禁止down	effect1	effects_10301_skillC2	down2						1	0		130-60	bdbox_eff	1	1				1	0		3		2			root	0			0	0				0	0	0	1500	effects_10301_skillC2	down3	effects_10301_skillA2	effects_skillA2		135	1			
432200	四糸乃-大招-屏幕特效	effect1	effects_10301_skillC3	skillC3_1			10000	402210		0	0		50-50	bdbox_eff	2.1	1				1	0	1	4		2			point	0		1	0	0				1	0	800	0	0		effects_10401_skillA	skillA1_2		0	1			
432210	四糸乃-大招-屏幕特效	effect1	effects_10301_skillC3	skillC3_2						1	0		50-50	bdbox_eff	2.1	1				1	0	1	4		2			point	0		1	0	0				1	0	800	3000	0		effects_10401_skillA	skillA1_2		0	1			
432220	四糸乃—觉醒up	effect1	effects_10301_skillD	effects_10301_skillD_up						0	1		200-100	bdbox_eff	0.9	1				1	5050	1	1		0				0			0	0				0	0	400	0	0		effects_10301_skillA2	effects_skillA2		0	1			
432230	四糸乃—闪避	effect1	effects_10301_quickmove	effects_10301_quickmove						1	1		1-0	bdbox_eff	0.9	1				1	0		1		0				0			0	0				0	0	400	1000	0		effects_10301_skillA2	effects_skillA2		0	1			
432240	四糸乃—闪现	effect1	effects_10301_quickmove	quickmove_2						0	1		1-0	bdbox_eff	1	1				0	0		3		3				0			0	0				0	0	400	1000	0		effects_10301_skillA2	effects_skillA2		0	1			
432250	四糸乃—闪现	effect2	effects_10301_quickmove	quickmove_2						0	1		1-0	bdbox_eff	1	1				0	0		3		3				0			0	0				0	0	400	1000	0		effects_10301_skillA2	effects_skillA2		0	1			
432260	四糸乃—闪现-冰暴	effect1	effects_10301_quickmove	quickmove_1						0	0		100-55	bdbox_eff	1	1				1	5010		3		3				0			0	0				0	0	400	1000	0		effects_10301_skillA2	effects_skillA2		0	1			
																																																		
																																																		
433010	狂三-普攻1	effect0	effects_10401_skillA	skillA_1						0	1		50-50	bdbox_eff	0.9	1				1	808001		1		0				0		1	0	0				1	0	800	1000	0		effects_10401_skillA	skillA_hit		0	1			
433020	狂三-普攻2	effect0	effects_10401_skillA	skillA_2						0	1		50-50	bdbox_eff	0.9	1				1	808002		1		0				0		1	0	0				1	0	800	1000	0		effects_10401_skillA	skillA_hit		0	1			
433030	狂三-普攻3	effect0	effects_10401_skillA	skillA_3						0	1		50-50	bdbox_eff	0.9	1				1	808003		1		0				0		1	0	0				1	0	800	1000	0		effects_10401_skillA	skillA_hit		0	1			
433040	狂三-普攻4	effect0	effects_10401_skillA	skillA_4						0	1		50-50	bdbox_eff	0.9	1				1	808004		1		0				0		1	0	0				0	0	1000	1000	0		effects_10401_skillA	skillA_hit		0	1			
433050	狂三-普攻5	effect0	effects_10401_skillA	skillA_5						0	1		50-50	bdbox_eff	0.9	1				1	808005		1		0				0		1	0	0				0	0	1000	1000	0		effects_10401_skillA	skillA_hit		0	1			
