	剧本号	约会类型(1主线2日常4特殊5外传）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式(1:逐个出现;2:直接出现)	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	快进停止	跳转（选项）	注释（1选项2收束3选项+收束4剧本开始5出现选项6单一选项7未使用）	添加标记	删除标记	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物路径2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	调用短信短信	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2	外传结局	解锁结局	事件结算内容	外传结算内容（初次达成）	外传结算内容（多次达成）	额外奖励
140501414	102010614	1	{}		100	鸢一折纸	那就一起做吧。	1	{}				{}					140501415				1			id_pose_5		id_look_6				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140501415	102010614	1	{}		100		1	1	{}				{}				1	140501416						3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140501416	102010614	1	{}		100		于是，我们推着手推车，购买了很多晚饭的食材。	1	{}				{}																		{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
																																																																																																			
140501601	102010601	1	{}		100		1	1	{}				{}					140501602	4												{}											{}											{}							scene/bg/bg_meishijie.png	1		1	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140501602	102010601	1	{}		100	店主姐姐	哦，小姑娘，你又来了。	1	{}				{}					140501603													{}											{}											{}												{}	sound/bgm/date_001.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140501603	102010601	1	{}		100	鸢一折纸	请多关照。	1	{}				{}					140501604				10207	3		id_pose_3		id_look_5			2	{}	1.2										{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140501604	102010601	1	{}		100	1	想不到商业街的角落，还有这样一个专门卖熏香蜡烛的店啊……	1	{}				{}					140501605				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501605	102010601	1	{}		100		各式各样的精美蜡烛摆放在店里，即使没有点燃，也有股淡淡的幽香。\n灯光昏暗，即使这样也能看出店主姐姐画着成熟的妆容，十分性感。	1	{}				{}					140501606				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501606	102010601	1	{}		100	店主姐姐	今天和往常一样吗？	1	{}				{}					140501607				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501607	102010601	1	{}		100	鸢一折纸	不，我今天想要效果更浓烈的。	1	{}				{}					140501608				1			id_pose_2		id_look_1				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140501608	102010601	1	{}		100	店主姐姐	是么……	1	{}				{}					140501609				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501609	102010601	1	{}		100		店主姐姐一脸意味深长地看着我。	1	{}				{}					140501610				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501610	102010601	1	{}		100	1	怎、怎么了？	1	{}				{}					140501611				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501611	102010601	1	{}		100	鸢一折纸	没怎么，想要给你试试更好闻的蜡烛。	1	{}				{}					140501612				1			id_pose_2		id_look_1				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140501612	102010601	1	{}		100	1	是吗……	1	{}				{}					140501613				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501613	102010601	1	{}		100	鸢一折纸	需要和……配合的，效果更好……	1	{}				{}					140501614				1			id_pose_1		id_look_7				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140501614	102010601	1	{}		100		折纸凑到店主姐姐耳边嘀咕着什么，我没有听清。	1	{}				{}					140501615				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501615	102010601	1	{}		100	鸢一折纸	这是我通过特殊关系弄来的。	1	{}				{}					140501616				1			id_pose_2		id_look_1				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140501616	102010601	1	{}		100		啊……好像还拿出了一小瓶奇怪的液体……\n是她托同事带来的什么东西吗？	1	{}				{}					140501617				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501617	102010601	1	{}		100	店主姐姐	哦，那这样的话……用这一款吧，不用太刺激，循序渐进啦。	1	{}				{}					140501618				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501618	102010601	1	{}		100	鸢一折纸	嗯……	1	{}				{}					140501619				1			id_pose_3		id_look_6				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140501619	102010601	1	{}		100		折纸似乎犹豫了一下。	1	{}				{}					140501620				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501620	102010601	1	{}		100	1	那个……折纸……我好像有点头晕……	1	{}				{}					140501621				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501621	102010601	1	{}		100	鸢一折纸	久等了。	1	{}				{}					140501622				1									{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140501622	102010601	1	{}		100	1	啊，选好了吗？	1	{}				{}					140501623				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501623	102010601	1	{}		100	鸢一折纸	嗯，我们回家吧。	1	{}				{}					140501624				1			id_pose_1		id_look_2				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140501624	102010601	1	{}		100		1	1	{}				{}					140501625						3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140501625	102010601	1	{}		100		1	1	{}				{}					140501626													{}											{}											{}							scene/bg/bg_zhezhijia.png	1		1	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140501626	102010601	1	{}		100		是错觉吗？怎么感觉房间温度有点低……	1	{}				{}					140501627													{}											{}											{}												{}	sound/bgm/shop_015.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140501627	102010601	1	{}		100		不同于往日折纸在家里迎接我的拜访，今天我和折纸回到公寓的时候，才感受到房间的冷清。折纸一个人独居，很不容易吧……	1	{}				{}					140501628													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501628	102010601	1	{}		100		走在前面的折纸突然往后一倒，我连忙伸手扶住她。	1	{}				{}					140501629													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501629	102010601	1	{}		100	1	折纸？！你怎么了？	1	{}				{}					140501630													{}											{}											{}		0.1-7-9-5-0.024	4									{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501630	102010601	1	{}		100		折纸摇摇头，没有说话。	1	{}				{}					140501631													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501631	102010601	1	{}		100	1	你别吓我啊……	1	{}				{}					140501632													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501632	102010601	1	{}		100		我扶着折纸慢慢坐下。	1	{}				{}					140501633													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501633	102010601	1	{}		100		1	1	{}				{}					140501634													{}											{}											{}							scene/bg/bg_zhezhijia.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140501634	102010601	1	{}		100	鸢一折纸	呼——	1	{}				{}					140501635				10207	3		id_pose_5		id_look_6			2	{}	1.2										{}											{}												{}	sound/bgm/shop_015.mp3			1													{}	{}					{}	{}		{}					{}	{}	{}	
140501635	102010601	1	{}		100		折纸的呼吸沉重起来。	1	{}				{}					140501636				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501636	102010601	1	{}		100	鸢一折纸	我好像……生病了。	1	{}				{}					140501637				1			id_pose_1		id_look_7				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140501637	102010601	1	{}		100	1	哎？生病？怎么那么突然……刚刚还好好的……	1	{}				{}					140501638				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501638	102010601	1	{}		100	鸢一折纸	嗯，发烧了……	1	{}				{}					140501639				1			id_pose_5		id_look_6				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140501639	102010601	1	{}		100		我迟疑地看了看折纸。	1	{}				{}					140501640				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501640	102010601	1	{}		100	1	啊，大概是……淋雨了？	1	{}				{}					140501641				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501641	102010601	1	{}		100		可能天气变化太快，受凉了吧。	1	{}				{}					140501642				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501642	102010601	1	{}		100	鸢一折纸	可能是的。对不起，%s。	1	{}				{}					140501643				1			id_pose_5		id_look_6				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140501643	102010601	1	{}		100	1	说、说什么对不起啊……是我的错……好不容易约会却……	1	{}				{}					140501644				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501644	102010601	1	{}		100	鸢一折纸	那么，就麻烦%s照顾我了。	1	{}				{}					140501645				1			id_pose_5		id_look_6				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140501645	102010601	1	{}		100		折纸这样说着，彻底在地板上躺下，不再说话了。	1	{}				{}					140501646				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501646	102010601	1	{}		100		1	1	{}				{}					140501647						3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140501647	102010601	1	{}		100	1	啊……那我给你做点东西吃吧……	1	{}				{}					140501648													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501648	102010601	1	{}		100		眼前这样，也只有先安顿好折纸了。	1	{}				{}				1	140501649													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140501649	102010601	1	{}		100		不过印象中折纸一直是一个坚强的女孩……如此病弱的模样还是挺少见的……	1	{}				{}				1														{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
																																																																																																			
																																																																																																			
140601101	102010711	1	{}		100		1	1	{}				{}					140601102	4												{}											{}											{}							scene/bg/bg_xuexiaozoulang.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140601102	102010711	1	{}		100	1	我看看……学校保健室的药品和降温冰贴都有很多……	1	{}				{}					140601103													{}											{}											{}												{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140601103	102010711	1	{}		100		折纸的家里连退烧用的冰贴都没有。	1	{}				{}					140601104													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601104	102010711	1	{}		100	1	赶紧拿回去给折纸退烧才行……	1	{}				{}					140601105													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601105	102010711	1	{}		100		1	1	{}				{}					140601106													{}											{}											{}							scene/bg/bg_zhezhijia.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140601106	102010711	1	{}		100	1	折纸，来。	1	{}				{}					140601107													{}											{}											{}												{}	sound/bgm/shop_015.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140601107	102010711	1	{}		100		我将冰袋放到折纸的额头。	1	{}				{}					140601108													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601108	102010711	1	{}		100	1	好些了吗……？	1	{}				{}					140601109													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601109	102010711	1	{}		100		折纸浅色的唇上下开合着，但却没有发出声音。	1	{}				{}					140601110													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601110	102010711	1	{}		100	1	什么？我没听清……	1	{}				{}					140601111													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601111	102010711	1	{}		100		我将耳朵贴近折纸的嘴唇，想听清她在说什么。	1	{}				{}					140601112													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601112	102010711	1	{}		100	1	——哎？！	1	{}				{}					140601113													{}											{}											{}		0.1-7-9-5-0.024	4									{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601113	102010711	1	{}		100		折纸像是看准了时机一般，敏捷地攀住我，我下意识地搂住折纸。	1	{}				{}					140601114													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601114	102010711	1	{}		100		好像……是有点烫……看来是真的发烧了？	1	{}				{}				1	140601115													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601115	102010711	1	{}		100	鸢一折纸	%s的身体，是最好的降温工具。	1	{}				{}					140601116-140601117-140601118	5			10207	3		id_pose_1	1	id_look_7			2	{}	1.2										{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601116	102010711	1	{}		100	1	我的体温明明也很高啊……	1	{}				{}					140601120	1			1									{}											{}											{}												{}																	{}	{}					{}	{"quality":{102101:3}}		{}					{}	{}	{}	
140601117	102010711	1	{}		100	1	这样下去的话不行的，乖乖听话别乱动。	1	{}				{}					140601120	1			1									{}											{}											{}												{}																	{}	{}					{}	{"quality":{102102:3}}		{}					{}	{}	{}	
140601118	102010711	1	{}		100	1	哈……你想要更舒服的降温方式吗？	1	{}				{}					140601119	1			1									{}											{}											{}												{}																	{}	{}					{}	{"quality":{102103:3}}		{}					{}	{}	{}	
140601119	102010711	1	{}		100	鸢一折纸	更舒服？是这样吗？	1	{}				{}					140601120				1			id_pose_3		id_look_6				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601120	102010711	1	{}		100		折纸怎么开始解衣服扣子了啊！	1	{}				{}					140601121	2			1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601121	102010711	1	{}		100	1	我、我开玩笑的！你别当真啊！	1	{}				{}					140601122				1									{}											{}											{}		0.1-7-9-5-0.024	4									{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601122	102010711	1	{}		100		1	1	{}				{}					140601123						3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140601123	102010711	1	{}		100		我重新整理了冰袋，又敷在折纸的脖颈处。	1	{}				{}				1	140601124													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601124	102010711	1	{}		100		这样……应该能把温度降下来吧。	1	{}				{}																		{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
																																																																																																			
140601201	102010712	1	{}		100		1	1	{}				{}					140601202	4												{}											{}											{}							scene/bg/bg_zhezhijia.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140601202	102010712	1	{}		100		发烧的话，还是需要吃点退烧药才行。	1	{}				{}					140601203													{}											{}											{}												{}	sound/bgm/shop_015.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140601203	102010712	1	{}		100		先看看折纸家里有什么药吧……	1	{}				{}					140601205													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601205	102010712	1	{}		100		我翻开藏在柜子角落的医药箱，绷带、创可贴、跌打药水……怎么都是些外伤的药品呢……	1	{}				{}					140601206													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601206	102010712	1	{}		100	1	折纸，我出去买一点退烧药好了。	1	{}				{}					140601207													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601207	102010712	1	{}		100	鸢一折纸	%s。	1	{}				{}					140601208				10207	3		id_pose_1		id_look_7			2	{}	1.2										{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601208	102010712	1	{}		100	1	哎……？	1	{}				{}					140601209				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601209	102010712	1	{}		100	鸢一折纸	不用药，就这样就可以了。	1	{}				{}					140601210				1			id_pose_2		id_look_1				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601210	102010712	1	{}		100		折纸将我的手臂贴在了她的脸上。	1	{}				{}					140601211				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601211	102010712	1	{}		100	1	折纸，你、你干嘛啊？	1	{}				{}				1	140601212				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601212	102010712	1	{}		100	鸢一折纸	%s的气味，就是我的药……	1	{}				{}					140601213-140601214-140601215	5			1			id_pose_1	1	id_look_7				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601213	102010712	1	{}		100	1	是吗……可能你烧得有点糊涂了吧……	1	{}				{}					140601219	1			1									{}											{}											{}												{}																	{}	{}					{}	{"quality":{102101:3}}		{}					{}	{}	{}	
140601214	102010712	1	{}		100	1	那我多陪你一会儿吧。	1	{}				{}					140601219	1			1									{}											{}											{}												{}																	{}	{}					{}	{"quality":{102102:3}}		{}					{}	{}	{}	
140601215	102010712	1	{}		100	1	折纸需要的是可以吃下去的药啊。	1	{}				{}					140601216	1			1									{}											{}											{}												{}																	{}	{}					{}	{"quality":{102103:3}}		{}					{}	{}	{}	
140601216	102010712	1	{}		100	鸢一折纸	%s的意思是……要我吃掉你吗……	1	{}				{}					140601217				1			id_pose_3		id_look_6				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601217	102010712	1	{}		100	1	不……不是那个意思啦，折纸不要误解啊。	1	{}				{}					140601218				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601218	102010712	1	{}		100		1	1	{}				{}					140601219				1									{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140601219	102010712	1	{}		100	鸢一折纸	这样啊……	1	{}				{}					140601220	2			1			id_pose_3	1	id_look_5				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601220	102010712	1	{}		100		折纸的脸贴着我的手，良久后不再有什么其他的举动。	1	{}				{}				1	140601221				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601221	102010712	1	{}		100		1	1	{}				{}											3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
																																																																																																			
140601301	102010713	1	{}		100		1	1	{}				{}					140601302	4												{}											{}											{}							scene/bg/bg_shangchang.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140601302	102010713	1	{}		100	1	药店药店……应该在二楼还是……哎？	1	{}				{}					140601303													{}											{}											{}												{}	sound/bgm/date_001.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140601303	102010713	1	{}		100		1	1	{}				{}					140601304													{}											{}											{}							scene/bg/bg_shangchang.png	1		1.75	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140601304	102010713	1	{}		100		前面不远处有一个熟悉的身影。	1	{}				{}					140601305													{}											{}											{}												{}	sound/bgm/date_001.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140601305	102010713	1	{}		100		那是折纸的队长吧？叫做日下部燎子的……	1	{}				{}					140601306													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601306	102010713	1	{}		100	1	好像很悠闲地在逛街呢，真是难得的平静啊……	1	{}				{}				1	140601307													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601307	102010713	1	{}		100	1	还是赶紧买药回去吧。	1	{}				{}																		{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
																																																																																																			
140601401	102010714	1	{}		100		1	1	{}				{}					140601402	4												{}											{}											{}							scene/bg/bg_shenshe.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140601402	102010714	1	{}		100		路过神社的时候，我看到了一个蓝色卷发的熟悉身影。	1	{}				{}					140601403													{}											{}											{}												{}	sound/bgm/date_013.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140601403	102010714	1	{}		100	1	四糸乃……？	1	{}				{}					140601404													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601404	102010714	1	{}		100	四糸乃	%s。	1	{}				{}					140601405				10303	3		id_normal_1					2	{}	1.2										{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601405	102010714	1	{}		100	四糸奈	哟，%s小哥。真是巧啊。	1	{}				{}					140601406				1			id_favor3_1						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601406	102010714	1	{}		100	1	四糸奈，你好。	1	{}				{}					140601407				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601407	102010714	1	{}		100	1	游乐园好玩么？	1	{}				{}					140601408				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601408	102010714	1	{}		100	四糸乃	恩恩！我和四糸奈……去摩天轮了。	1	{}				{}					140601409				1			id_favor3_1						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601409	102010714	1	{}		100	1	哦~维护好了吗？	1	{}				{}					140601410				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601410	102010714	1	{}		100	四糸奈	是的，四糸乃还去了云霄飞车、玩具小屋、迷宫、跷跷板哦！	1	{}				{}					140601411				1			id_favor3_4						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601411	102010714	1	{}		100	1	这么多啊？你一个人没问题吗？	1	{}				{}					140601412				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601412	102010714	1	{}		100	四糸乃	没、没问题……穿制服的人，她们对我都很好……很开心……	1	{}				{}					140601413				1			id_pose_4		id_look_7				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601413	102010714	1	{}		100		穿制服？啊，是工作人员吧。	1	{}				{}					140601414				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601414	102010714	1	{}		100	1	因为四糸乃很惹人喜爱啊。	1	{}				{}					140601415				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601415	102010714	1	{}		100	四糸奈	%s这么匆忙是要去干什么呢？	1	{}				{}					140601416				1			id_pose_1		id_look_2				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601416	102010714	1	{}		100	1	啊……因为折纸生病了，我得照顾她才行。	1	{}				{}					140601417				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601417	102010714	1	{}		100	四糸奈	这样啊，那%s恐怕没法陪四糸乃了，应该急着买药去吧？	1	{}				{}					140601418				1			id_pose_2		id_look_3				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601418	102010714	1	{}		100	1	是啊，抱歉……四糸乃。	1	{}				{}					140601419				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601419	102010714	1	{}		100	四糸乃	那个……请等一下……	1	{}				{}					140601420				1			id_normal_12						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601420	102010714	1	{}		100		四糸乃却摇了摇头，从口袋里翻找着什么。	1	{}				{}					140601421				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601421	102010714	1	{}		100	1	这是……？	1	{}				{}					140601422				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601422	102010714	1	{}		100	四糸乃	健康……御守。	1	{}				{}					140601423				1			id_pose_1		id_look_6				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601423	102010714	1	{}		100	四糸奈	啊，四糸乃的御守！	1	{}				{}					140601424				1									{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601424	102010714	1	{}		100	1	御守？给我的吗？	1	{}				{}					140601425				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601425	102010714	1	{}		100		四糸乃再次摇了摇头。	1	{}				{}					140601426				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601426	102010714	1	{}		100	1	给……折纸的吗？	1	{}				{}					140601427				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601427	102010714	1	{}		100	四糸乃	嗯……	1	{}				{}					140601428				1			id_favor2_4						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601428	102010714	1	{}		100	1	期望折纸的病快点好起来吗……四糸乃真是善良的好孩子啊！	1	{}				{}					140601429				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601429	102010714	1	{}		100	四糸乃	那么……再见了……	1	{}				{}				1	140601430				1			id_pose_4		id_look_7				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601430	102010714	1	{}		100		1	1	{}				{}									1									{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{"items":{543142:1}}	{}	{}	
																																																																																																			
140601501	102010715	1	{}		100		1	1	{}				{}					140601502	4												{}											{}											{}							scene/bg/bg_chaoshi.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140601502	102010715	1	{}		100	1	呼——呼——	1	{}				{}					140601503													{}											{}											{}												{}	sound/bgm/date_018.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140601503	102010715	1	{}		100		之前买的食材少了一袋，幸好发现了……肯定是落在超市里了。	1	{}				{}					140601504													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601504	102010715	1	{}		100		1	1	{}				{}					140601505													{}											{}											{}							scene/bg/bg_chaoshi.png	1		1.75	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140601505	102010715	1	{}		100	1	是的是的……我遗落的食材就是这个，太感谢了。	1	{}				{}					140601506													{}											{}											{}												{}	sound/bgm/date_018.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140601506	102010715	1	{}		100	前台	不用谢，欢迎下次光临！	1	{}				{}					140601507													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601507	102010715	1	{}		100		这下食材就齐全了吧，赶紧回去给折纸做点吃的……	1	{}				{}					140601508													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601508	102010715	1	{}		100		1	1	{}				{}					140601509													{}											{}											{}							scene/bg/bg_zhezhijia.png	1		1.75	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
