	剧本号	约会类型(1主线2日常4特殊5外传）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	快进停止	跳转（选项）	注释	添加标记	删除标记	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物路径2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	调用短信短信	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2	外传结局	解锁结局	事件结算内容	外传结算内容（初次达成）	外传结算内容（多次达成）	额外奖励
145500924	103010501	1	{}		100	夜刀神十香	哇，我要玩那个！	1	{}				{}					145500925				1								4	{}		1			id_pose_11		id_look_3			5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500925	103010501	1	{}		100		十香指了指最远处的摩天轮，眼神充满期待。	1	{}				{}					145500926				1								4	{}		1			id_pose_1		id_look_1			5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500926	103010501	1	{}		100	1	嗯嗯，那我们就先从那个开始吧。	1	{}				{}					145500927				1			id_normal_6					4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500927	103010501	1	{}		100		 	1	{}				{}					145500928						3							{}				3							{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145500928	103010501	1	{}		100		 	1	{}				{}					145500929													{}											{}											{}							scene/bg/bg_youlechang.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145500929	103010501	1	{}		100		摩天轮的空间虽然不大，但是可以正好容纳我们三人坐进去。	1	{}				{}					145500930													{}											{}											{}												{}	sound/bgm/date_006.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145500930	103010501	1	{}		100	四糸奈	嚯，好慢的感觉。	1	{}				{}					145500931				10303	3		id1_tuzi					4	{}	1.3										{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500931	103010501	1	{}		100		四糸奈从一开始就趴在窗户边上，兴奋地看着窗外。	1	{}				{}					145500932				1								4	{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500932	103010501	1	{}		100	1	因为重点是外面的夜景啊，太快的话就没有意义了。	1	{}				{}					145500933				1								4	{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500933	103010501	1	{}		100	夜刀神十香	唔，无论来多少次，都很喜欢这里。	1	{}				{}					145500934				1								4	{}		10107	3		id_pose_1		id_look_4			5	{}	1.3										{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500934	103010501	1	{}		100		远处的天边霞光慢慢暗淡，整个天宫市亮起了灿若繁星的灯火。	1	{}				{}					145500935				1								4	{}		1			id_pose_1		id_look_1			5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500935	103010501	1	{}		100	1	十香，要把这一幕记录下来吗？	1	{}				{}					145500936				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500936	103010501	1	{}		100	夜刀神十香	这是！喔——那个可以记录景色的神奇机器！	1	{}				{}					145500937				1								4	{}		1			id_normal_2					5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500937	103010501	1	{}		100		十香看着我从口袋里掏出相机，激动之情溢于言表。	1	{}				{}					145500938				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500938	103010501	1	{}		100	1	出来玩，肯定要带上这个啊。	1	{}				{}					145500939				1								4	{}		1			id_pose_12		id_look_4			5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500939	103010501	1	{}		100		我将相机递给十香，看着她像孩子一样开心地摆弄着。	1	{}				{}					145500940				1								4	{}		1			id_pose_1		id_look_1			5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500940	103010501	1	{}		100	四糸乃	好……美……	1	{}				{}					145500941				1			id_favor1					4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500941	103010501	1	{}		100		四糸乃则是盯着另一边的窗口，看着灯火璀璨的城市。	1	{}				{}					145500942				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500942	103010501	1	{}		100	1	四糸乃从没见过这种景象吗，夜晚的城市很漂亮哦。	1	{}				{}					145500943				1			id_pose_1		id_look_1			4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500943	103010501	1	{}		100	四糸奈	在没有遇到%s小哥之前，四糸乃可没有现在这么安全。	1	{}				{}					145500944				1			id1_tuzi					4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500944	103010501	1	{}		100	四糸奈	那些家伙怎么都能找到她，然后发起攻击。	1	{}				{}				1	145500945				1			id1_tuzi					4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500945	103010501	1	{}		100		四糸乃轻微地嗯了一声，赞同四糸奈的回答。	1	{}				{}					145500946-145500950-145500955	5			1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500946	103010501	1	{}		100	1	都过去了哦，四糸乃，不要心怀恨意。	1	{}				{}					145500947	1			10303	3	3						4	{}	1.3	10107	3	3						5	{}	1.3										{}							scene/bg/bg_youlechang.png				-1	{}																	{}	{}					{}	{"quality":{103101:4}}		{}					{}	{}	{}	{}
145500947	103010501	1	{}		100		我叹了口气，摸摸了她的头。	1	{}				{}					145500948				1								4	{}		1								5	{}											{}												{}	sound/bgm/date_006.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145500948	103010501	1	{}		100	四糸奈	喔，%s小哥真是体贴呢，我也要我也要！	1	{}				{}					145500949				1			id1_tuzi					4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500949	103010501	1	{}		100	1	好吧，真拿你们没办法……	1	{}				{}					145500963				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500950	103010501	1	{}		100	1	如果有机会，我也想跟AST方面交涉一下。	1	{}				{}					145500951	1			10303	3	3						4	{}	1.3	10107	3	3						5	{}	1.3										{}							scene/bg/bg_youlechang.png				-1	{}																	{}	{}					{}	{"quality":{103101:2,103102:2}}		{}					{}	{}	{}	{}
145500951	103010501	1	{}		100		一直追杀精灵的她们，无意中埋下了很多隐患。	1	{}				{}					145500952				1								4	{}		1								5	{}											{}												{}	sound/bgm/date_006.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145500952	103010501	1	{}		100	四糸乃	不……不必了……	1	{}				{}					145500953				1			id_normal_2					4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500953	103010501	1	{}		100	四糸乃	那样……%s哥哥会很麻烦……	1	{}				{}					145500954				1			id_normal_12					4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500954	103010501	1	{}		100	1	麻烦倒是不见得……就是……那群人可能不会听我的，哈哈。	1	{}				{}					145500963				1			id_pose_1		id_look_1			4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500955	103010501	1	{}		100		不要再去想那些可怕的回忆了。	1	{}				{}					145500956	1			10303	3	3						4	{}	1.3	10107	3	3						5	{}	1.3										{}							scene/bg/bg_youlechang.png				-1	{}																	{}	{}					{}	{"quality":{103102:4}}		{}					{}	{}	{}	{}
145500956	103010501	1	{}		100		我摸了摸四糸乃的头，对于四糸乃的遭遇感同身受。	1	{}				{}					145500957				1								4	{}		1								5	{}											{}												{}	sound/bgm/date_006.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145500957	103010501	1	{}		100	四糸奈	都过去了，%s小哥，我也要摸头！	1	{}				{}					145500958				1			id1_tuzi					4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500958	103010501	1	{}		100	1	好的好的，真拿你没办法~	1	{}				{}					145500959				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500959	103010501	1	{}		100	夜刀神十香	还有我！%s！	1	{}				{}					145500960				1								4	{}		1			id_normal_4					5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500960	103010501	1	{}		100	1	好的好的，每人一下。	1	{}				{}					145500961				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500961	103010501	1	{}		100		 	1	{}				{}					145500962						3							{}				3							{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145500962	103010501	1	{}		100		 	1	{}				{}					145500963													{}											{}											{}							scene/bg/bg_youlechang.png	1		1.3	-1	{"x":51,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145500963	103010501	1	{}		100		摩天轮结束之后，我们又去乘坐了旋转木马、茶杯椅，观看了马戏表演。	1	{}				{}					145500964													{}											{}											{}												{}	sound/bgm/date_006.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145500964	103010501	1	{}		100		除了过山车四糸奈差点被吹走这个小插曲之外……一切还是相当顺利。	1	{}				{}					145500965													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500965	103010501	1	{}		100	夜刀神十香	呀，都已经这个时候了吗？	1	{}				{}					145500966													{}		10107	3		id_normal_2					5	{}	1.3										{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500966	103010501	1	{}		100		此时此刻，我手表上的时钟已经指向了八点。	1	{}				{}					145500967													{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500967	103010501	1	{}		100	四糸奈	喔哦，十香小姐，接下来该去温泉了哦。	1	{}				{}					145500968				10303	3		id1_tuzi					4	{}	1.3	1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500968	103010501	1	{}		100	夜刀神十香	呜啊！终于要去温泉了！	1	{}				{}					145500969				1								4	{}		1			id_pose_11		id_look_3			5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500969	103010501	1	{}		100		十香和四糸奈的关系比之前似乎融洽了许多。	1	{}				{}					145500970				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500970	103010501	1	{}		100	1	要去先买内衣什么的吗？	1	{}				{}					145500971				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500971	103010501	1	{}		100	夜刀神十香	不用了，我想起上次去的时候，浴场有准备浴巾之类的。	1	{}				{}					145500972				1								4	{}		1			id_normal_9					5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500972	103010501	1	{}		100	1	那边的服务果然还是很体贴啊。	1	{}				{}					145500973				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500973	103010501	1	{}		100	四糸乃	浴……浴巾？是要……洗澡吗？	1	{}				{}					145500974				1			id_normal_2					4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500974	103010501	1	{}		100		四糸乃疑惑地歪着头，似乎不明白这个的含义。	1	{}				{}					145500975				1			id_normal_9					4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500975	103010501	1	{}		100	1	诶？虽然很相近，但泡温泉算不上洗澡吧……	1	{}				{}					145500976				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500976	103010501	1	{}		100	四糸奈	不要想多了哦，%s小哥，四糸乃只是在疑惑为什么需要洗澡。	1	{}				{}					145500977				1			id1_tuzi					4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500977	103010501	1	{}		100	1	那，四糸乃平时是怎么清洁身体的？	1	{}				{}					145500978				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500978	103010501	1	{}		100	四糸乃	唔……我、我……	1	{}				{}					145500979				1			id_normal_12					4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500979	103010501	1	{}		100	1	啊！抱歉，我、我不该问女孩子这个问题的……	1	{}				{}					145500980				1			id_pose_1		id_look_1			4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500980	103010501	1	{}		100	夜刀神十香	姆……总之，我们去泡温泉吧！一定很舒服的！	1	{}				{}					145500981				1								4	{}		1			id_favor3_1					5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500981	103010501	1	{}		100	四糸乃	真……真的吗？	1	{}				{}					145500982				1			id_normal_2					4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500982	103010501	1	{}		100		 	1	{}				{}					145500983						3							{}				3							{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145500983	103010501	1	{}		100		 	1	{}				{}					145500984													{}											{}											{}							scene/bg/bg_yuchang.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145500984	103010501	1	{}		100		说话间，我们来到了浴场的门口，今天的顾客似乎只有我们。	1	{}				{}					145500985													{}											{}											{}												{}	sound/bgm/date_015.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145500985	103010501	1	{}		100	夜刀神十香	我们去女子浴室了！	1	{}				{}					145500986													{}		10107	3		id_pose_11		id_look_3			5	{}	1.3										{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500986	103010501	1	{}		100		十香激动的拉住四糸乃的手臂，正准备冲进去。	1	{}				{}					145500987													{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500987	103010501	1	{}		100	四糸奈	但是，为什么不试试这个呢？	1	{}				{}					145500988				10303	3		id1_tuzi					4	{}	1.3	1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500988	103010501	1	{}		100		四糸奈的小短手指着不远处的露天水池，上面放着招牌——混浴。	1	{}				{}					145500989				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500989	103010501	1	{}		100		 	1	{}				{}					145500990						3							{}				3							{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145500990	103010501	1	{}		100		 	1	{}				{}					145500991													{}											{}											{}							scene/bg/bg_yuchang.png	1		1.3	-1	{"x":51,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145500991	103010501	1	{}		100	四糸奈	那个的话，可以和%s小哥一起洗不是吗？	1	{}				{}					145500992				10303	3		id1_tuzi					4	{}	1.3										{}											{}												{}	sound/bgm/date_015.mp3			1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500992	103010501	1	{}		100	夜刀神十香	但但但……但是在那个地方洗澡，会很害羞的啊！	1	{}				{}					145500993				1								4	{}		10107	3		id_normal_2					5	{}	1.3										{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500993	103010501	1	{}		100	1	我倒是……不在意啦。	1	{}				{}					145500994				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500994	103010501	1	{}		100		哇啊！我为什么说出这么没羞耻的话……	1	{}				{}					145500995				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145500995	103010501	1	{}		100	四糸奈	喔——这样吗？四糸乃的意见呢？	1	{}				{}				1	145500996				1			id1_tuzi					4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145500996	103010501	1	{}		100	四糸乃	……害，害羞……	1	{}				{}									1			id_normal_12					4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
																																																																																																			
145601101	103010611	1	{}		100		 	1	{}				{}					145601102	4												{}											{}											{}							scene/bg/bg_yuchang.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145601102	103010611	1	{}		100	夜刀神十香	哇喔！怎么办啊……	1	{}				{}					145601103													{}		10107	3		id_normal_2					5	{}	1.3										{}												{}	sound/bgm/date_015.mp3			1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145601103	103010611	1	{}		100		浴场里传来十香大喊的声音，我下意识地扭过头去。	1	{}				{}					145601104													{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601104	103010611	1	{}		100		地面上的冰已经蔓延到我们脚下了。	1	{}				{}					145601105													{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601105	103010611	1	{}		100	1	发……发生什么事了？	1	{}				{}					145601106													{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601106	103010611	1	{}		100	夜刀神十香	四糸乃本来想尝试一下那边的温泉，四糸奈掉进浴池里了。	1	{}				{}					145601107													{}		1			id_normal_2					5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145601107	103010611	1	{}		100		十香穿好衣服冲出来，她的脚踝还有碎冰。	1	{}				{}					145601108													{}				3							{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601108	103010611	1	{}		100		她的身后跟着四糸乃，她的表情有些沮丧，满身都是白霜。	1	{}				{}					145601109				10303	3		id_pose_4		id_look_5			4	{}	1.3										{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601109	103010611	1	{}		100	1	我去找老板借吹风机。	1	{}				{}					145601110				1								4	{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601110	103010611	1	{}		100		几分钟后，四糸奈身上的白霜被驱散。	1	{}				{}					145601111				1			id_pose_1		id_look_1			4	{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601111	103010611	1	{}		100	四糸奈	我……终于活过来了，咕唔……	1	{}				{}					145601112				1			id1_tuzi					4	{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145601112	103010611	1	{}		100		四糸奈终于重新发出了声音，我们长长松了口气。	1	{}				{}					145601113				1								4	{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601113	103010611	1	{}		100	夜刀神十香	还真是危险啊……	1	{}				{}					145601114				1								4	{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145601114	103010611	1	{}		100	四糸乃	……对，对不起……	1	{}				{}				1	145601115				1			id_pose_4		id_look_5			4	{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145601115	103010611	1	{}		100	1	没事的，还好没有其他客人，否则就无法解释了。	1	{}				{}								402	1								4	{}											{}											{}												{}																	{}	{}					{}	{}		{}					{"sign":[603]}	{}	{}	{}
																																																																																																			
145601201	103010612	1	{}		100		 	1	{}				{}					145601202													{}											{}											{}							scene/bg/bg_yuchang.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145601202	103010612	1	{}		100	四糸乃	……	1	{}				{}					145601203				10303	3		id_pose_4		id_look_5			2	{}	1.3										{}											{}												{}	sound/bgm/date_015.mp3			1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145601203	103010612	1	{}		100		四糸乃双手抱着胸，长长地呼着气。	1	{}				{}					145601204				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601204	103010612	1	{}		100	1	是刚才灵力爆发的后遗症吗……四糸乃，你还好吧？	1	{}				{}					145601205				1			id_normal_6						{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601205	103010612	1	{}		100	四糸乃	我……我……	1	{}				{}					145601206				1			id_favor3_2						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145601206	103010612	1	{}		100	四糸奈	%s小哥，刚才的意外，好像让四糸乃有自责……	1	{}				{}				1	145601207				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145601207	103010612	1	{}		100		四糸奈也学四糸乃一样，抱紧了双臂。	1	{}				{}					145601208-145601209-145601211	5			1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601208	103010612	1	{}		100	1	四糸乃不要难过，你也不是故意的啦。	1	{}				{}					145601212	1			10303	3	3						2	{}	1.3										{}											{}							scene/bg/bg_yuchang.png				-1	{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601209	103010612	1	{}		100	1	没关系的，没有人受到伤害哦。	1	{}				{}					145601210	1			10303	3							2	{}	1.3										{}											{}							scene/bg/bg_yuchang.png				-1	{}	sound/bgm/date_015.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145601210	103010612	1	{}		100	四糸奈	%s还真是不会安慰人呢，这样只会让四糸乃更自责哦。	1	{}				{}					145601212				1			id1_tuzi						{}											{}											{}												{}	sound/bgm/date_015.mp3			1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145601211	103010612	1	{}		100	1	……把我的衣服披上吧。	1	{}				{}					145601212	1			10303	3	3	id_normal_6	1				2	{}	1.3										{}											{}							scene/bg/bg_yuchang.png				-1	{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601212	103010612	1	{}		100		 	1	{}				{}					145601213													{}											{}											{}												{}	sound/bgm/date_015.mp3											1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145601213	103010612	1	{}		100		我不知道怎么安慰她，只好取下身上的外套，把它盖在四糸乃的身上。	1	{}				{}					145601214													{}											{}											{}										1.3		{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601214	103010612	1	{}		100	四糸奈	%s小哥……那你怎么办呢？	1	{}				{}					145601215							id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145601215	103010612	1	{}		100		空气中还有没散去的寒气，看着我有些哆嗦的身影，四糸奈担忧的问道。	1	{}				{}					145601216													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601216	103010612	1	{}		100	1	男孩子没有这么怕冷哦！相信我会没事的，四糸乃。	1	{}				{}					145601217													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601217	103010612	1	{}		100	四糸乃	……谢，谢谢。	1	{}				{}					145601218													{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145601218	103010612	1	{}		100	四糸奈	%s小哥，真是个温暖的人呢。	1	{}				{}					145601219							id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145601219	103010612	1	{}		100	1	那么……一会儿四糸乃可以开心地泡温泉了吗？	1	{}				{}				1	145601220													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601220	103010612	1	{}		100	四糸乃	应……应该可以吧。	1	{}				{}																		{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
																																																																																																			
145601301	103010613	1	{}		100		 	1	{}				{}					145601302	4												{}											{}											{}							scene/bg/bg_xuexiaozoulang.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145601302	103010613	1	{}		100		趁着泡温泉的准备时间，我想起门票还忘在学校，于是赶了回去。	1	{}				{}					145601303													{}											{}											{}												{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145601303	103010613	1	{}		100	1	诶？是你？	1	{}				{}					145601304				10401	3		id_normal_1					2	{}	1.3										{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601304	103010613	1	{}		100		刚刚进入教室，发现黑红洋装的少女注视着我，我的心中升起没有来由的心悸。	1	{}				{}					145601305				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601305	103010613	1	{}		100	？？？	恩呵呵，果然来了吗。	1	{}				{}					145601306				1			id_pose_4		id_look_3				{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601306	103010613	1	{}		100	？？？	只是感觉到，我们冥冥之中会相遇，所以提前来打个招呼。	1	{}				{}					145601307				1			id_pose_7		id_look_1				{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601307	103010613	1	{}		100		她靠近了我的身边，但始终保持一个身位的距离。	1	{}				{}					145601308				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601308	103010613	1	{}		100	1	以后吗……现在不就认识了吗？	1	{}				{}					145601309				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601309	103010613	1	{}		100	？？？	啊啦啊啦，两者是不一样的哦。	1	{}				{}					145601310				1			id_pose_4		id_look_3				{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601310	103010613	1	{}		100		她仔细地端详着我，而我脸红地避开了她。	1	{}				{}					145601311				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601311	103010613	1	{}		100	？？？	看来只能做到这里了呢。	1	{}				{}					145601312				1			id_favor1_5						{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601312	103010613	1	{}		100		她移开了视线，把目光投向窗外的天空。	1	{}				{}					145601313				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601313	103010613	1	{}		100	？？？	那么我要走了，呵呵~	1	{}				{}					145601314				1			id_pose_4		id_look_3				{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601314	103010613	1	{}		100	1	等一下！我还不知道你的名字。	1	{}				{}					145601315				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601315	103010613	1	{}		100	？？？	问别人的名字前，自己先报上名号比较好哦~	1	{}				{}					145601316				1			id_favor1						{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601316	103010613	1	{}		100	1	我叫……	1	{}				{}				1	145601317						3							{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145601317	103010613	1	{}		100		我刚准备报出我的名字，她已经消失在了我的视线里。	1	{}				{}																		{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
																																																																																																			
145601401	103010614	1	{}		100		 	1	{}				{}					145601402	4												{}											{}											{}							scene/bg/bg_yewanjiedao.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
