	剧本号	约会类型(1主线2日常4特殊）	条件	分支节点权重	触发几率	标题显示（手机）	头像显示（手机）	名称	文本内容	文字显示方式	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	快进停止	跳转（选项）	注释（1选项2收束3选项+收束4剧本开始5出现选项6单一选项7未使用）	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物模型2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2
110111027	6102005	1	{}		100				看着脸色有些不对的我，折纸轻声说道。	1	{}			{}	{}					110111028		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
110111028	6102005	1	{}		100			1	 折纸……为什么要干这种事！ 	1	{}			{}	{}					110111029		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
110111029	6102005	1	{}		100				我感受到小腹中升腾起的热浪。	1	{}			{}	{}					110111030		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
110111030	6102005	1	{}		100			鸢一折纸	 因为想更明确地感受%s的热情。 	1	{}			{}	{}					110111031		1			id_normal_9						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
110111031	6102005	1	{}		100				她已经贴了上来，面无表情到我想害怕。	1	{}			{}	{}					110111032		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
110111032	6102005	1	{}		100			1	 不要这样！这里很多人啊。 	1	{}			{}	{}					110111033		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
110111033	6102005	1	{}		100				我向后走了几步，拉开两人的距离，幸好没喝太多。	1	{}			{}	{}					110111034		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
110111034	6102005	1	{}		100			鸢一折纸	 没事的，之后我会肃清他们。 	1	{}			{}	{}					110111035		1			id_normal_6						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
110111035	6102005	1	{}		100				折纸靠了上来，草莓味的吐息喷到了我的鼻子上。	1	{}			{}	{}					110111036				3							{}											{}											{}												{}																{}	{}					{}	{}		{}		
110111036	6102005	1	{}		100			1	 这样不行的折纸！ 	1	{}			{}	{}				1	110111037											{}											{}											{}		0.1-7-9-5-0.024	4									{}																{}	{}					{}	{}		{}		
110111037	6102005	1	{}		100				我推开了她，向着远方跑去。	1	{}			{}	{}				1												{}											{}											{}												{}																{"fix":{"items":[{"id":500007,"min":20,"max":20},{"id":500008,"min":20,"max":20}]}}	{}					{}	{}		{}		
111111001	6102006	1	{}		100				 	1	{}			{}	{}					111111002											{}											{}											{}							scene/bg/bg_yutianshenshe.png	1		1.3	-1	{}												1	1			{}	{}					{}	{}		{}		
111111002	6102006	1	{}		100			鸢一折纸	 好大的雨。 	1	{}			{}	{}					111111003											{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
111111003	6102006	1	{}		100				我和折纸端坐在神社内部，表情端庄肃穆。	1	{}			{}	{}					111111004		10205	3		id_normal_9					2	{}	1.3										{}											{}												{}																{}	{}					{}	{}		{}		
111111004	6102006	1	{}		100			1	 本来是想来祭拜的…… 	1	{}			{}	{}					111111005		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
111111005	6102006	1	{}		100				看着几乎要沦为空地的神社，我面色有些不宁。	1	{}			{}	{}					111111006		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
111111006	6102006	1	{}		100			鸢一折纸	 %s，为什么要离我这么远？ 	1	{}			{}	{}					111111007		1			id_normal_4						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
111111007	6102006	1	{}		100				折纸在仅仅离我一米的位置，说出了这句话。	1	{}			{}	{}					111111008		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
111111008	6102006	1	{}		100			1	 我们已经靠得够近了啊…… 	1	{}			{}	{}					111111009		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
111111009	6102006	1	{}		100				我有些惶恐，折纸突如其来的评判标准让我感受害怕。	1	{}			{}	{}					111111010		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
111111010	6102006	1	{}		100			鸢一折纸	 可我觉得还是太远了。 	1	{}			{}	{}					111111011		1			id_normal_12						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
111111011	6102006	1	{}		100				她面无表情地站起身来，然后紧贴着我坐下。	1	{}			{}	{}					111111012		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
111111012	6102006	1	{}		100			1	 这样……是不是不太好啊，鸢一同学…… 	1	{}			{}	{}					111111013		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
111111013	6102006	1	{}		100				我如坐针毡，但是起来会更加尴尬。	1	{}			{}	{}					111111014		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
111111014	6102006	1	{}		100			鸢一折纸	 只是有些寒冷，坐在一起会减少受寒的几率。 	1	{}			{}	{}				1	111111015		1			id_normal_9						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
111111015	6102006	1	{}		100				折纸偏头看向我，一本正经的样子。	1	{}			{}	{}					111111016-111111017-111111018	5	1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
111111016	6102006	1	{}		100				我不听，你这个样子很恐怖啊！	1	{}			{}	{}					111111019	1			3							{}											{}											{}							scene/bg/bg_yutianshenshe.png				-1	{}																{}	{}					{}	{}		{}		
111111017	6102006	1	{}		100				你只是想离我近点吧……	1	{}			{}	{}					111111019	1										{}											{}											{}							scene/bg/bg_yutianshenshe.png				-1	{}																{}	{}					{}	{}		{}		
111111018	6102006	1	{}		100				如果折纸冷的话，可以拿我的外套去。	1	{}			{}	{}					111111019	1										{}											{}											{}							scene/bg/bg_yutianshenshe.png				-1	{}																{}	{}					{}	{}		{}		
111111019	6102006	1	{}		100			1	 所以，没必要这么近的。 	1	{}			{}	{}					111111020		10205	3							2	{}	1.3										{}											{}												{}																{}	{}					{}	{}		{}		
111111020	6102006	1	{}		100				我礼节性地向右移了两步，希望保持距离。	1	{}			{}	{}					111111021		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
111111021	6102006	1	{}		100			鸢一折纸	 %s……是不是讨厌我？ 	1	{}			{}	{}					111111022		1			id_normal_13						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
111111022	6102006	1	{}		100				 明明只是这种要求，却要拒绝我。 	1	{}			{}	{}					111111023		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
111111023	6102006	1	{}		100				折纸看了看我的动向，咬紧了嘴唇。	1	{}			{}	{}					111111024		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
111111024	6102006	1	{}		100			1	 我也不想拒绝折纸，只是…… 	1	{}			{}	{}					111111025		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
111111025	6102006	1	{}		100				我合起了嘴巴，把剩下的话吞了回去。	1	{}			{}	{}					111111026		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
111111026	6102006	1	{}		100			鸢一折纸	 就算……就算我生气了也无动于衷吗？ 	1	{}			{}	{}					111111027		1			id_normal_4						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
111111027	6102006	1	{}		100				折纸站了起来，古井不波的脸上终于露出了怒容。	1	{}			{}	{}					111111028		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
111111028	6102006	1	{}		100			1	 折纸生气我当然会难过，只是这种事情…… 	1	{}			{}	{}					111111029		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
111111029	6102006	1	{}		100				我也连忙起身，示意自己的难处。	1	{}			{}	{}					111111030		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
111111030	6102006	1	{}		100			鸢一折纸	 够了！你不要再说了！ 	1	{}			{}	{}				1	111111031		1			id_normal_4						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
111111031	6102006	1	{}		100				她一把推开我，冲向了连天的雨幕之中。	1	{}			{}	{}				1			1									{}											{}											{}												{}																{"fix":{"items":[{"id":500007,"min":20,"max":20},{"id":500008,"min":20,"max":20}]}}	{}					{}	{}		{}		
112111001	6105004	1	{}		100				 	1	{}			{}	{}					112111002											{}											{}											{}							scene/bg/bg_jiaoshi.png	1		1.3	-1	{}												1	1			{}	{}					{}	{}		{}		
112111002	6105004	1	{}		100			1	 我不想去啊，我可爱的妹妹、 	1	{}			{}	{}					112111003											{}											{}											{}												{}																{}	{}					{}	{}		{}		
112111003	6105004	1	{}		100				我疲劳地趴在课桌上，任凭她摇晃着我的身体。	1	{}			{}	{}					112111004											{}											{}											{}												{}																{}	{}					{}	{}		{}		
112111004	6105004	1	{}		100			五河琴里	 那个笨蛋都可以拿到奖励，你也一定可以的！ 	1	{}			{}	{}					112111005		10504	3		id_favor1_1					2	{}	1.3										{}											{}												{}				1												{}	{}					{}	{}		{}		
112111005	6105004	1	{}		100				她加大了晃动的力量，还好身周并没有人。	1	{}			{}	{}					112111006		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
112111006	6105004	1	{}		100			1	 你是说宏人吗？他玩游戏很有天赋的。 	1	{}			{}	{}					112111007		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
112111007	6105004	1	{}		100				我把头歪向她，露出疲倦的神色	1	{}			{}	{}					112111008		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
112111008	6105004	1	{}		100			五河琴里	 你最可爱的妹妹也想要娃娃嘛！ 	1	{}			{}	{}					112111009		1			id_favor1_4						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
112111009	6105004	1	{}		100				琴里依然没有放过我，她试图更改我的想法。	1	{}			{}	{}					112111010		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
112111010	6105004	1	{}		100			1	 那你自己去玩不就好了吗……妹妹可是很强的啊。 	1	{}			{}	{}					112111011		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
112111011	6105004	1	{}		100				我点了点头，露出了肯定的神色。	1	{}			{}	{}					112111012		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
112111012	6105004	1	{}		100			五河琴里	 哼，看到你这个笨蛋我就很生气！ 	1	{}			{}	{}				1	112111013		1			id_normal_4						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
112111013	6105004	1	{}		100				眼看着我没有丝毫起来的意图，她重重踢了我一脚。	1	{}			{}	{}					112111014-112111015-112111016	5	1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
112111014	6105004	1	{}		100				我真的很困啊，你好烦啊妹妹……	1	{}			{}	{}					112111017	1			3							{}											{}											{}							scene/bg/bg_jiaoshi.png				-1	{}																{}	{}					{}	{}		{}		
112111015	6105004	1	{}		100				你自己去嘛，琴里已经可以独自完成一些事情了。	1	{}			{}	{}					112111017	1										{}											{}											{}							scene/bg/bg_jiaoshi.png				-1	{}																{}	{}					{}	{}		{}		
112111016	6105004	1	{}		100				别生气，我陪你去就是了。	1	{}			{}	{}					112111017	1										{}											{}											{}							scene/bg/bg_jiaoshi.png				-1	{}																{}	{}					{}	{}		{}		
112111017	6105004	1	{}		100			五河琴里	 真是的，你这家伙有些时候真是让人火大呢。 	1	{}			{}	{}					112111018		10504	3		id_favor3_1					2	{}	1.3										{}											{}												{}				1												{}	{}					{}	{}		{}		
112111018	6105004	1	{}		100				她终于放弃了之前的理由，转而开始埋怨我。	1	{}			{}	{}					112111019		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
112111019	6105004	1	{}		100			1	 我是不想去什么商店街啦，不如我们就在学校逛逛吧。 	1	{}			{}	{}					112111020		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
112111020	6105004	1	{}		100				明白了琴里是想把我带去走走，但是我实在太困了。	1	{}			{}	{}					112111021		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
112111021	6105004	1	{}		100			五河琴里	 闭着眼睛都能走的地方，有什么好逛的？ 	1	{}			{}	{}					112111022		1			id_favor3_2						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
112111022	6105004	1	{}		100				她将左手拘谨地在胸前，闭上了眼睛。	1	{}			{}	{}					112111023		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
112111023	6105004	1	{}		100			1	 有我的地方，和没我的地方怎么能一样呢？ 	1	{}			{}	{}					112111024		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
112111024	6105004	1	{}		100				我拉着琴里来到了屋顶，刚刚下过雨透着清新。	1	{}			{}	{}					112111025		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
112111025	6105004	1	{}		100			五河琴里	 这边我很少来呢，我记得有个精灵时常出现在这里。 	1	{}			{}	{}					112111026		1			id_favor3_3						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
112111026	6105004	1	{}		100				琴里看着栏杆外的天空，碧蓝地有些耀眼。	1	{}			{}	{}					112111027		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
112111027	6105004	1	{}		100			1	 是为了任务啊…… 	1	{}			{}	{}					112111028		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
112111028	6105004	1	{}		100				她大概说的是狂三，我之前确实经常来屋顶和她交谈。	1	{}			{}	{}					112111029		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
112111029	6105004	1	{}		100			五河琴里	 除了任务之外呢？ 	1	{}			{}	{}					112111030		1			id_favor3_2						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
112111030	6105004	1	{}		100				她看向了我，目光有些不善。	1	{}			{}	{}				1	112111031		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
112111031	6105004	1	{}		100			1	 剩下的，就是想怎么哄妹妹了呀。 	1	{}			{}	{}				1					3							{}											{}											{}												{}																{"fix":{"items":[{"id":500007,"min":20,"max":20},{"id":500008,"min":20,"max":20}]}}	{}					{}	{}		{}		
113111001	6105005	1	{}		100				 	1	{}			{}	{}					113111002											{}											{}											{}							scene/bg/bg_gongyuan.png	1		1.3	-1	{}												1	1			{}	{}					{}	{}		{}		
113111002	6105005	1	{}		100			1	 那是我的…… 	1	{}			{}	{}					113111003											{}											{}											{}												{}																{}	{}					{}	{}		{}		
113111003	6105005	1	{}		100				我伸手想捞一下我的专属物品，但是它和我的心一起沉到水底了。	1	{}			{}	{}					113111004											{}											{}											{}												{}																{}	{}					{}	{}		{}		
113111004	6105005	1	{}		100			五河琴里	 不要了吧%s，又不是什么重要东西…… 	1	{}			{}	{}					113111005		10504	3		id_favor2_1					2	{}	1.3										{}											{}												{}				1												{}	{}					{}	{}		{}		
113111005	6105005	1	{}		100				琴里满脸黑线，看着正在下水道口丧得不行的我。	1	{}			{}	{}					113111006		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
113111006	6105005	1	{}		100			1	 那可是我打败了多少人才赢来的纪念品啊…… 	1	{}			{}	{}					113111007		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
113111007	6105005	1	{}		100				我的人生仿佛失去了色彩，未来都丢失在刚刚落水的那一刻了。	1	{}			{}	{}					113111008		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
113111008	6105005	1	{}		100			五河琴里	 至于吗……就一个面包挂件而已。 	1	{}			{}	{}					113111009		1			id_favor1_3						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
113111009	6105005	1	{}		100				琴里不解地看着我，她满脸都是嫌弃的神色。	1	{}			{}	{}					113111010		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
113111010	6105005	1	{}		100			1	 呜呜呜…… 	1	{}			{}	{}					113111011		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
113111011	6105005	1	{}		100				不管怎么说，那也是辛苦了很久的成果。	1	{}			{}	{}					113111012		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
113111012	6105005	1	{}		100			五河琴里	 好啦好啦，等会会面包店再去给你赢一个。 	1	{}			{}	{}					113111013		1			id_normal_12						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
113111013	6105005	1	{}		100				琴里捂住头，好好的公园出行变成这样她也很无奈。	1	{}			{}	{}					113111014		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
113111014	6105005	1	{}		100			1	 就算这样，也不能挽回我逝去的东西。 	1	{}			{}	{}					113111015		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
113111015	6105005	1	{}		100				我站起身来，面带悲伤。	1	{}			{}	{}					113111016		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
113111016	6105005	1	{}		100			五河琴里	 大男人婆婆妈妈什么样嘛真是。 	1	{}			{}	{}					113111017		1			id_favor1_4						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
113111017	6105005	1	{}		100				她走向一旁的自动贩卖机，掏出了两罐汽水扔给我。	1	{}			{}	{}					113111018		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
113111018	6105005	1	{}		100			1	 算了算了…… 	1	{}			{}	{}					113111019		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
113111019	6105005	1	{}		100				我沮丧地接过橘子汽水，冰凉的触感降低了我的沮丧。	1	{}			{}	{}					113111020		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
113111020	6105005	1	{}		100			五河琴里	 喂，令音在吗？ 	1	{}			{}	{}					113111021		1			id_favor1_1						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
113111021	6105005	1	{}		100				当我叩开拉环的时候，琴里拿起了手机	1	{}			{}	{}					113111022		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
113111022	6105005	1	{}		100			五河琴里	 这样的吗？那麻烦你啦。 	1	{}			{}	{}				1	113111023		1			id_favor2_3						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
113111023	6105005	1	{}		100				她随后挂断了电话，满脸笑意地看着我。	1	{}			{}	{}					113111024-113111025-113111026	5	1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
113111024	6105005	1	{}		100				你又在打什么鬼主意？	1	{}			{}	{}					113111027	1			3							{}											{}											{}							scene/bg/bg_gongyuan.png				-1	{}																{}	{}					{}	{}		{}		
113111025	6105005	1	{}		100				有什么好笑的……	1	{}			{}	{}					113111027	1										{}											{}											{}							scene/bg/bg_gongyuan.png				-1	{}																{}	{}					{}	{}		{}		
113111026	6105005	1	{}		100				是要有什么惊喜给我吗？	1	{}			{}	{}					113111027	1										{}											{}											{}							scene/bg/bg_gongyuan.png				-1	{}																{}	{}					{}	{}		{}		
113111027	6105005	1	{}		100			五河琴里	 喏，给你。 	1	{}			{}	{}					113111028		10504	3		id_favor2_2					2	{}	1.3										{}											{}												{}				1												{}	{}					{}	{}		{}		
113111028	6105005	1	{}		100				琴里挥了挥手，之前掉落的挂件失而复得。	1	{}			{}	{}					113111029		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
113111029	6105005	1	{}		100			1	 欸……怎么会出现在这里？ 	1	{}			{}	{}					113111030		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
113111030	6105005	1	{}		100				我刚刚明明看到了它掉落在了下水道里。	1	{}			{}	{}					113111031		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
113111031	6105005	1	{}		100			五河琴里	 令音小姐负责管理店面，这种小东西怎么会没有呢？ 她刚刚传了一个给我。	1	{}			{}	{}					113111032		1			id_favor2_3						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
113111032	6105005	1	{}		100				她把挂件扔给了我。	1	{}			{}	{}					113111033		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
113111033	6105005	1	{}		100			五河琴里	 这下，给我打起精神来啊！ 	1	{}			{}	{}				1	113111034		1			id_favor3_1						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
113111034	6105005	1	{}		100				我握着带有琴里温度的挂件，重重点了点头。	1	{}			{}	{}				1					3							{}											{}											{}												{}																{"fix":{"items":[{"id":500007,"min":20,"max":20},{"id":500008,"min":20,"max":20}]}}	{}					{}	{}		{}		
114111001	6105006	1	{}		100				 	1	{}			{}	{}					114111002											{}											{}											{}							scene/bg/bg_shenshe.png	1		1.3	-1	{}												1	1			{}	{}					{}	{}		{}		
114111002	6105006	1	{}		100				这种状况持续多久了？	1	{}			{}	{}					114111003											{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111003	6105006	1	{}		100				看着时间，虽然才过去了仅仅五分钟，但是在我这里并不对等	1	{}			{}	{}					114111004											{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111004	6105006	1	{}		100				仿佛过了一个世纪那么长。	1	{}			{}	{}					114111005											{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111005	6105006	1	{}		100			五河琴里	 还没好吗？ 	1	{}			{}	{}					114111006		10504	3		id_favor3_2					2	{}	1.3										{}											{}												{}				1												{}	{}					{}	{}		{}		
114111006	6105006	1	{}		100				琴里站在台阶上，一脸期待地看着我。	1	{}			{}	{}					114111007		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111007	6105006	1	{}		100			1	 哪有那么快嘛…… 	1	{}			{}	{}					114111008		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111008	6105006	1	{}		100				我看着已经缓缓燃起的熏香，有些不确定地说道。	1	{}			{}	{}					114111009		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111009	6105006	1	{}		100			五河琴里	 神社的设施也太老旧了吧…… 	1	{}			{}	{}					114111010		1			id_favor1_3						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
114111010	6105006	1	{}		100				她在一旁坐下，许久的等待让人变丧。	1	{}			{}	{}					114111011		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111011	6105006	1	{}		100			1	 没办法啊，毕竟是很多年前的建筑了。 	1	{}			{}	{}					114111012		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111012	6105006	1	{}		100				我再度重新把手伸向池中。	1	{}			{}	{}					114111013		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111013	6105006	1	{}		100			五河琴里	 你快一点，马上就来人了！ 	1	{}			{}	{}					114111014		1			id_favor3_1						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
114111014	6105006	1	{}		100				琴里催促着我，丝毫不顾我尴尬的表情。	1	{}			{}	{}					114111015		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111015	6105006	1	{}		100			1	 我们这样子真的不会被当做偷硬币的贼吗？ 	1	{}			{}	{}					114111016		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111016	6105006	1	{}		100				我的手臂还是短了一点，再加上水池边缘潮湿	1	{}			{}	{}					114111017		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111017	6105006	1	{}		100				我不敢太过深入，滑下去的话就很麻烦了。	1	{}			{}	{}					114111018		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111018	6105006	1	{}		100			五河琴里	 我也没想到戒指会么滑…… 	1	{}			{}	{}				1	114111019		1			id_favor3_4						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
114111019	6105006	1	{}		100				琴里尴尬地把脸别过去，这次是她手滑的原因。	1	{}			{}	{}					114111020-114111021-114111022	5	1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111020	6105006	1	{}		100				让琴里自己去捡	1	{}			{}	{}					114111023	1			3							{}											{}											{}							scene/bg/bg_shenshe.png				-1	{}																{}	{}					{}	{}		{}		
114111021	6105006	1	{}		100				放弃自我，直接跳进湖水里。	1	{}			{}	{}					114111023	1										{}											{}											{}							scene/bg/bg_shenshe.png				-1	{}																{}	{}					{}	{}		{}		
114111022	6105006	1	{}		100				让琴里帮忙。	1	{}			{}	{}					114111023	1										{}											{}											{}							scene/bg/bg_shenshe.png				-1	{}																{}	{}					{}	{}		{}		
114111023	6105006	1	{}		100			五河琴里	 什么嘛，那可是很重要的戒指。 	1	{}			{}	{}					114111024		10504	3		id_favor1_4					2	{}	1.3										{}											{}												{}				1												{}	{}					{}	{}		{}		
114111024	6105006	1	{}		100				她看我的眼神有些不自然。	1	{}			{}	{}					114111025		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111025	6105006	1	{}		100			1	 算了…… 	1	{}			{}	{}					114111026		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111026	6105006	1	{}		100				现在责备她也毫无意义，我把左手伸向琴里。	1	{}			{}	{}					114111027		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111027	6105006	1	{}		100			五河琴里	 怎么了？ 	1	{}			{}	{}					114111028		1			id_favor3_2						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
114111028	6105006	1	{}		100			1	 帮忙拉着点，我的手不够长。 	1	{}			{}	{}					114111029		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111029	6105006	1	{}		100				有了琴里拉住，我终于够到了戒指的边缘。	1	{}			{}	{}					114111030		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111030	6105006	1	{}		100			1	 只差一点点了……啊！ 	1	{}			{}	{}					114111031		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111031	6105006	1	{}		100				在我的手终于够到戒指的时候，因为用力太大琴里没有拉住	1	{}			{}	{}					114111032		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111032	6105006	1	{}		100				她发出一声惊呼，和我一起落入水中。	1	{}			{}	{}					114111033		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111033	6105006	1	{}		100			五河琴里	 笨蛋%s！ 	1	{}			{}	{}					114111034		1			id_normal_4						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
114111034	6105006	1	{}		100				琴里浑身的衣服都湿透了，她的声音也一下子变得很尖锐。	1	{}			{}	{}				1	114111035		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
114111035	6105006	1	{}		100				不过这也引来了神社的工作人员，我们被狠狠地教育一番。	1	{}			{}	{}				1					3							{}											{}											{}												{}																{"fix":{"items":[{"id":500007,"min":20,"max":20},{"id":500008,"min":20,"max":20}]}}	{}					{}	{}		{}		
115111001	6105007	1	{}		100				琴里游乐场出游	1	{}			{}	{}					115111002											{}											{}											{}							scene/bg/bg_youlechang.png	1		1.3	-1	{}																{}	{}					{}	{}		{}		
115111002	6105007	1	{}		100			五河琴里	 幼稚…… 	1	{}			{}	{}					115111003		10504	3		id_favor1_3					2	{}	1.3										{}											{}												{}				1												{}	{}					{}	{}		{}		
115111003	6105007	1	{}		100				在游乐场的门口，琴里拿出了新的珍宝珠。	1	{}			{}	{}					115111004		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
115111004	6105007	1	{}		100			1	 这叫童真。 	1	{}			{}	{}					115111005		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
115111005	6105007	1	{}		100				我白了一眼，拉着她走进了游乐场内部。	1	{}			{}	{}					115111006		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
115111006	6105007	1	{}		100			五河琴里	 真是的，笨蛋哥哥，我又不是小孩子了。 	1	{}			{}	{}					115111007		1			id_favor1_4						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
115111007	6105007	1	{}		100				在旋转木马上面的时候，琴里闭上了眼睛。	1	{}			{}	{}					115111008		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
